阿斗,a'dou
回衝,hui'chong
薈萃,hui'cui
迴盪,hui'dang
灰髮,hui'fa
灰發出,hui'fa'chu
恢復,hui'fu
迴光反照,hui'guang'fan'zhao
迴光返照,hui'guang'fan'zhao
灰鬍,hui'hu
迴環,hui'huan
彙集,hui'ji
回几上,hui'ji'shang
灰燼,hui'jin
回捲,hui'juan
揮捲,hui'juan
彙刊,hui'kan
迴廊,hui'lang
迴鑾,hui'luan
晦明,hui'ming
燴乾,hui'qian
迴圈,hui'quan
迴繞,hui'rao
迴誦,hui'song
墮胎,hui'tai
迴文詩,hui'wen'shi
迴紋針,hui'wen'zhen
迴翔,hui'xiang
迴響,hui'xiang
迴響當,hui'xiang'dang
迴旋,hui'xuan
回佣,hui'yong
灰鬱,hui'yu
繪製,hui'zhi
渾涵,hun'han
昏明,hun'ming
昏暝,hun'ming
魂牽夢繫,hun'qian'meng'xi
餛飩麵,hun'tun'mian
混淆,hun'xiao
魂縈夢繫,hun'ying'meng'xi
魂遊,hun'you
夥伴,huo'ban
火成岩,huo'cheng'yan
豁出命幹,huo'chu'ming'gan
活兒要幹,huo'er'yao'gan
活幹,huo'gan
伙幹的,huo'gan'de
夥計,huo'ji
豁開來幹,huo'kai'lai'gan
霍里,huo'li
豁命幹,huo'ming'gan
火拚,huo'pan
豁起來幹,huo'qi'lai'gan
火籤,huo'qian
活乾脆,huo'qian'cui
豁然,huo'ran
火山岩,huo'shan'yan
豁上幹,huo'shang'gan
豁死幹,huo'si'gan
夥同,huo'tong
或繫之牛,huo'xi'zhi'niu
活像,huo'xiang
夥眾,huo'zhong
几案,ji'an
羈絆,ji'ban
飢不擇食,ji'bu'zhai'shi
飢腸,ji'chang
急衝,ji'chong
疾衝,ji'chong
急沖沖,ji'chong'chong
急沖刷,ji'chong'shua
急沖喜,ji'chong'xi
急沖洗,ji'chong'xi
極醜,ji'chou
藉詞,ji'ci
亟待解,ji'dai'jie
亟待救,ji'dai'jiu
激盪,ji'dang
計得準,ji'de'zhun
几凳,ji'deng
祭弔,ji'diao
激鬥,ji'dou
箕斗,ji'dou
飢餓,ji'e
基幹,ji'gan
幾個,ji'ge
積穀,ji'gu
藉故,ji'gu
機關鎗,ji'guan'qiang
幾海里,ji'hai'li
飢寒交迫,ji'han'jiao'po
幾乎像,ji'hu'xiang
計劃,ji'hua
計劃行事,ji'hua'xing'shi
飢火,ji'huo
亟亟,ji'ji
藉機,ji'ji
雞姦,ji'jian
几淨窗明,ji'jing'chuang'ming
幾卷,ji'juan
急捲,ji'juan
疾捲,ji'juan
嵇康,ji'kang
飢渴,ji'ke
藉口,ji'kou
幾里,ji'li
悸慄,ji'li
吉里巴斯,ji'li'ba'si
脊樑,ji'liang
寂寥,ji'liao
即瞭然,ji'liao'ran
几面上,ji'mian'shang
几旁,ji'pang
擊扑,ji'pu
極乾,ji'qian
几上,ji'shang
几上罷,ji'shang'ba
几上擺,ji'shang'bai
几上並,ji'shang'bing
几上的,ji'shang'de
几上放,ji'shang'fang
几上沒,ji'shang'mo
几上有,ji'shang'you
几上只,ji'shang'zhi
几榻,ji'ta
跡未乾,ji'wei'qian
即像,ji'xiang
既像,ji'xiang
極像,ji'xiang
即象限,ji'xiang'xian
即像限制,ji'xiang'xian'zhi
即象牙,ji'xiang'ya
即象徵,ji'xiang'zheng
即像征服,ji'xiang'zheng'fu
覬倖,ji'xing
輯兇,ji'xiong
几椅,ji'yi
積鬱,ji'yu
稽徵,ji'zheng
幾隻,ji'zhi
雞隻,ji'zhi
機杼,ji'zhu
藉著,ji'zhu
基準,ji'zhun
極準,ji'zhun
計準,ji'zhun
既準且,ji'zhun'qie
几子,ji'zi
幾子女,ji'zi'nv
幾子侄,ji'zi'zhi
裌襖,jia'ao
家長,jia'chang
家醜,jia'chou
家丁,jia'ding
假髮,jia'fa
假發票,jia'fa'piao
傢伙,jia'huo
傢俱,jia'ju
家具備,jia'ju'bei
家具體,jia'ju'ti
家具有,jia'ju'you
加利波里,jia'li'bo'li
架樑,jia'liang
家僕,jia'pu
傢俬,jia'si
家私藏,jia'si'cang
家私底,jia'si'di
家私立,jia'si'li
家私密,jia'si'mi
家私募,jia'si'mu
家私人,jia'si'ren
家私事,jia'si'shi
家私通,jia'si'tong
家私吞,jia'si'tun
家私下,jia'si'xia
家私心,jia'si'xin
家私隱,jia'si'yin
家私營,jia'si'ying
家私有,jia'si'you
家私怨,jia'si'yuan
家私自,jia'si'zi
假象,jia'xiang
家鄉裡,jia'xiang'li
佳餚,jia'yao
裌衣,jia'yi
加鐘,jia'zhong
甲冑,jia'zhou
兼併,jian'bing
間不容髮,jian'bu'rong'fa
剪綵,jian'cai
翦綵,jian'cai
艦長,jian'chang
揀對象,jian'dui'xiang
剪髮,jian'fa
姦夫,jian'fu
姦拐,jian'guai
荐饑,jian'ji
荐居,jian'ju
間樑子,jian'liang'zi
簡明,jian'ming
間內鬥,jian'nei'dou
健僕,jian'pu
姦情,jian'qing
姦殺,jian'sha
漸鬆,jian'song
姦通,jian'tong
肩頭發,jian'tou'fa
姦污,jian'wu
姦淫,jian'yin
漸癒,jian'yu
漸佔,jian'zhan
荐臻,jian'zhen
監製,jian'zhi
艦隻,jian'zhi
艦只得,jian'zhi'de
簡直發,jian'zhi'fa
艦只好,jian'zhi'hao
艦只能,jian'zhi'neng
艦只有,jian'zhi'you
建築系,jian'zhu'xi
獎盃,jiang'bei
殭蠶,jiang'can
強衝,jiang'chong
強沖淡,jiang'chong'dan
薑蔥,jiang'cong
薑醋,jiang'cu
將方纔,jiang'fang'cai
強幹,jiang'gan
強干擾,jiang'gan'rao
強干涉,jiang'gan'she
強干預,jiang'gan'yu
薑桂之性,jiang'gui'zhi'xing
槳划,jiang'hua
薑花,jiang'hua
薑還是老,jiang'huan'shi'lao
薑黃,jiang'huang
強姦,jiang'jian
疆界,jiang'jie
獎金,jiang'jin
薑就是老,jiang'jiu'shi'lao
薑老辣,jiang'lao'la
講明了,jiang'ming'liao
薑末,jiang'mo
彊弩之末,jiang'nu'zhi'mo
薑片,jiang'pian
僵仆,jiang'pu
強乾杯,jiang'qian'bei
強乾脆,jiang'qian'cui
韁繩,jiang'sheng
殭屍,jiang'shi
薑是,jiang'shi
薑是老,jiang'shi'lao
匠所製,jiang'suo'zhi
匠所制服,jiang'suo'zhi'fu
薑湯,jiang'tang
薑糖,jiang'tang
薑油,jiang'you
強禦,jiang'yu
薑愈老,jiang'yu'lao
強佔,jiang'zhan
薑汁,jiang'zhi
交白卷,jiao'bai'juan
較編制,jiao'bian'zhi
交佈著,jiao'bu'zhu
較醜,jiao'chou
角鬥,jiao'dou
較鬥,jiao'dou
鐎斗,jiao'dou
教範,jiao'fan
焦黑發,jiao'hei'fa
教誨,jiao'hui
皎潔,jiao'jie
交卷,jiao'juan
角里,jiao'li
角裡面,jiao'li'mian
焦乾,jiao'qian
絞乾,jiao'qian
矯揉造作,jiao'rou'zao'zuo
交託,jiao'tuo
較像,jiao'xiang
較象鼻,jiao'xiang'bi
較象棋,jiao'xiang'qi
較象形,jiao'xiang'xing
較象牙,jiao'xiang'ya
較象徵,jiao'xiang'zheng
較像征服,jiao'xiang'zheng'fu
較像征戰,jiao'xiang'zheng'zhan
儌倖,jiao'xing
交遊,jiao'you
郊遊,jiao'you
膠製,jiao'zhi
較準,jiao'zhun
結綵,jie'cai
揭醜,jie'chou
接鬥,jie'dou
接斗大,jie'dou'da
接斗膽,jie'dou'dan
接斗篷,jie'dou'peng
接斗蓬,jie'dou'peng
結髮,jie'fa
結發言,jie'fa'yan
拮据,jie'ju
孑孓,jie'jue
借口,jie'kou
街里街坊,jie'li'jie'fang
結樑子,jie'liang'zi
解了解,jie'liao'jie
解籤,jie'qian
孑然,jie'ran
劫舍,jie'she
結束發,jie'shu'fa
介係詞,jie'xi'ci
解像,jie'xiang
藉以,jie'yi
結有樑子,jie'you'liang'zi
劫餘,jie'yu
節餘,jie'yu
結餘,jie'yu
結紮,jie'zha
介冑,jie'zhou
金盃,jin'bei
金錶,jin'biao
錦標,jin'biao
金表達,jin'biao'da
金表露,jin'biao'lu
金表面,jin'biao'mian
金表明,jin'biao'ming
金表情,jin'biao'qing
金表示,jin'biao'shi
金表態,jin'biao'tai
金表現,jin'biao'xian
金表演,jin'biao'yan
金表揚,jin'biao'yang
金打製,jin'da'zhi
斤斗,jin'dou
觔斗,jin'dou
金髮,jin'fa
金發不出,jin'fa'bu'chu
金發財,jin'fa'cai
金發出,jin'fa'chu
金發放,jin'fa'fang
金發給,jin'fa'gei
金發展,jin'fa'zhan
儘夠,jin'gou
儘管,jin'guan
儘教,jin'jiao
緊捲,jin'juan
近來幹,jin'lai'gan
近來干犯,jin'lai'gan'fan
近來干戈,jin'lai'gan'ge
近來干擾,jin'lai'gan'rao
近來干涉,jin'lai'gan'she
近來干預,jin'lai'gan'yu
噤若寒蟬,jin'ruo'han'chan
晉陞,jin'sheng
儘是,jin'shi
金屬所製,jin'shu'suo'zhi
金屬製,jin'shu'zhi
金所製,jin'suo'zhi
儘先,jin'xian
金像獎,jin'xiang'jiang
僅餘,jin'yu
燼餘,jin'yu
禁慾,jin'yu
緊紮,jin'zha
僅佔,jin'zhan
盡佔,jin'zhan
進佔,jin'zhan
僅占卜,jin'zhan'bu
僅占算,jin'zhan'suan
金製,jin'zhi
金鐘,jin'zhong
經白幹,jing'bai'gan
精闢,jing'bi
精采,jing'cai
逕答,jing'da
勁鬥,jing'dou
竟鬥不,jing'dou'bu
經鬥了,jing'dou'le
經鬥上,jing'dou'shang
經鬥數,jing'dou'shuo
精幹,jing'gan
莖幹,jing'gan
逕寄,jing'ji
驚慄,jing'li
痙攣,jing'luan
竟亂發,jing'luan'fa
精明,jing'ming
荊璞,jing'pu
逕啟,jing'qi
逕取,jing'qu
竟然像,jing'ran'xiang
精舍,jing'she
靜舍,jing'she
警惕,jing'ti
逕庭,jing'ting
頸繫,jing'xi
竟像,jing'xiang
儆傚,jing'xiao
經有云,jing'you'yun
淨餘,jing'yu
逕砸,jing'za
竟佔,jing'zhan
竟占卜,jing'zhan'bu
竟占掛,jing'zhan'gua
竟占算,jing'zhan'suan
竟占星,jing'zhan'xing
驚蟄,jing'zhe
經徵了,jing'zheng'le
經徵去,jing'zheng'qu
精緻,jing'zhi
精製,jing'zhi
精制伏,jing'zhi'fu
精制服,jing'zhi'fu
精制住,jing'zhi'zhu
警鐘,jing'zhong
精準,jing'zhun
逕自,jing'zi
迥然,jiong'ran
就吃乾,jiu'chi'qian
久鬥,jiu'dou
九斗,jiu'dou
就範,jiu'fan
就幹吧,jiu'gan'ba
就幹一,jiu'gan'yi
九海里,jiu'hai'li
九里,jiu'li
九里餘,jiu'li'yu
酒帘,jiu'lian
就瞭然,jiu'liao'ran
就亂發,jiu'luan'fa
救命鐘,jiu'ming'zhong
酒乾掉,jiu'qian'diao
酒乾盡,jiu'qian'jin
酒乾了,jiu'qian'le
就乾一杯,jiu'qian'yi'bei
酒麴,jiu'qu
僦舍,jiu'she
舊舍,jiu'she
酒食徵逐,jiu'shi'zheng'zhu
酒罈,jiu'tan
就像,jiu'xiang
就象徵,jiu'xiang'zheng
就像征服,jiu'xiang'zheng'fu
酒餚,jiu'yao
酒已乾,jiu'yi'qian
酒一罈,jiu'yi'tan
舊遊,jiu'you
就於,jiu'yu
鳩佔,jiu'zhan
咎徵,jiu'zheng
九隻,jiu'zhi
局長,ju'chang
侷促,ju'cu
劇鬥,ju'dou
車斗,ju'dou
車伕,ju'fu
車夫人,ju'fu'ren
懼慄,ju'li
居里夫人,ju'li'fu'ren
柜柳,ju'liu
局面,ju'mian
拘繫,ju'xi
鉅細,ju'xi
俱像,ju'xiang
咀嚥,ju'yan
巨岩,ju'yan
巨製,ju'zhi
巨鐘,ju'zhong
鉅子,ju'zi
捲伴,juan'ban
捲不起,juan'bu'qi
卷不起眼,juan'bu'qi'yan
捲纏,juan'chan
捲成,juan'cheng
捲尺,juan'chi
捲湧,juan'chong
捲出,juan'chu
捲蕩,juan'dang
卷蕩然,juan'dang'ran
捲到,juan'dao
捲得,juan'de
捲動,juan'dong
卷髮,juan'fa
卷發表,juan'fa'biao
卷發出,juan'fa'chu
卷發放,juan'fa'fang
卷發黃,juan'fa'huang
卷發霉,juan'fa'mei
卷發生,juan'fa'sheng
卷發完,juan'fa'wan
卷發現,juan'fa'xian
卷發行,juan'fa'xing
捲飛,juan'fei
捲伏,juan'fu
捲拂,juan'fu
捲個,juan'ge
捲滾,juan'gun
捲裹,juan'guo
捲過,juan'guo
捲好,juan'hao
捲回,juan'hui
捲進,juan'jin
捲開,juan'kai
捲來,juan'lai
捲浪,juan'lang
捲了,juan'le
捲簾,juan'lian
捲攏,juan'long
捲落葉,juan'luo'ye
捲鋪蓋,juan'pu'ge
捲起,juan'qi
捲翹,juan'qiao
捲去,juan'qu
捲曲,juan'qu
捲繞,juan'rao
捲入,juan'ru
捲掃,juan'sao
捲上,juan'shang
捲射,juan'she
捲舌,juan'she
捲身,juan'shen
捲碎,juan'sui
捲縮,juan'suo
捲逃,juan'tao
捲筒,juan'tong
捲土,juan'tu
捲往,juan'wang
捲臥,juan'wo
捲舞,juan'wu
捲襲,juan'xi
捲向,juan'xiang
捲心,juan'xin
捲袖,juan'xiu
捲鬚,juan'xu
捲旋,juan'xuan
捲煙,juan'yan
捲菸,juan'yan
捲一捲,juan'yi'juan
捲衣袖,juan'yi'xiu
捲罩,juan'zhao
捲至,juan'zhi
捲住,juan'zhu
捲著,juan'zhu
捲走,juan'zou
訣別,jue'bie
決鬥,jue'dou
掘鬆,jue'song
決心幹,jue'xin'gan
抉擇,jue'zhai
軍編制,jun'bian'zhi
軍長,jun'chang
俊醜,jun'chou
君子好逑,jun'zi'hao'qiu
卡嚓,ka'cha
卡路里,ka'lu'li
卡鐘,ka'zhong
開闢,kai'bi
開採,kai'cai
開誠佈公,kai'cheng'bu'gong
開明,kai'ming
開舖,kai'pu
揩乾,kai'qian
揩檯,kai'tai
開徵,kai'zheng
鎧冑,kai'zhou
看不準,kan'bu'zhun
看齣電影,kan'chu'dian'ying
看得準,kan'de'zhun
看來像,kan'lai'xiang
看來象牙,kan'lai'xiang'ya
戡亂,kan'luan
看準,kan'zhun
砍準,kan'zhun
康癒,kang'yu
抗禦,kang'yu
考卷,kao'juan
烤乾,kao'qian
考徵,kao'zheng
可幹,ke'gan
溘溘,ke'ke
刻苦,ke'ku
珂里,ke'li
克里米亞,ke'li'mi'ya
克里姆林,ke'li'mu'lin
克里特,ke'li'te
可亂發,ke'luan'fa
溘然,ke'ran
溘然長逝,ke'ran'chang'shi
客舍,ke'she
溘逝,ke'shi
刻像,ke'xiang
可像,ke'xiang
棵像,ke'xiang
刻象牙,ke'xiang'ya
刻象徵,ke'xiang'zheng
可象徵,ke'xiang'zheng
刻像征服,ke'xiang'zheng'fu
可像征戰,ke'xiang'zheng'zhan
溘謝,ke'xie
可以幹,ke'yi'gan
可以幹的,ke'yi'gan'de
可以像,ke'yi'xiang
可以象棋,ke'yi'xiang'qi
可以象限,ke'yi'xiang'xian
可以象形,ke'yi'xiang'xing
可以象牙,ke'yi'xiang'ya
可以象徵,ke'yi'xiang'zheng
客遊,ke'you
課餘,ke'yu
可讚,ke'zan
可贊成,ke'zan'cheng
可贊同,ke'zan'tong
可贊助,ke'zan'zhu
課徵,ke'zheng
克制,ke'zhi
刻鐘,ke'zhong
可自制,ke'zi'zhi
剋夫,kei'fu
剋剋,kei'kei
剋扣,kei'kou
剋期,kei'qi
剋日,kei'ri
剋死,kei'si
剋剜,kei'wan
剋星,kei'xing
墾闢,ken'bi
肯幹,ken'gan
肯幹啊,ken'gan'a
肯幹的,ken'gan'de
肯幹嗎,ken'gan'ma
空濛,kong'meng
孔明,kong'ming
空餘,kong'yu
控制,kong'zhi
控制得準,kong'zhi'de'zhun
口腹之慾,kou'fu'zhi'yu
口幹掉,kou'gan'diao
口干犯,kou'gan'fan
口幹活,kou'gan'huo
口干冒,kou'gan'mao
口幹那,kou'gan'na
口干涉,kou'gan'she
口幹什,kou'gan'shen
口幹一,kou'gan'yi
口干預,kou'gan'yu
口幹員,kou'gan'yun
口幹這,kou'gan'zhe
口干政,kou'gan'zheng
口幹著,kou'gan'zhu
口裡長,kou'li'chang
口乾,kou'qian
扣準,kou'zhun
苦鬥,ku'dou
苦幹,ku'gan
苦瓜乾,ku'gua'qian
枯乾,ku'qian
夸誕,kua'dan
夸姣,kua'jiao
夸克,kua'ke
夸麗,kua'li
夸毗,kua'pi
夸容,kua'rong
夸脫,kua'tuo
誇讚,kua'zan
快吃乾,kuai'chi'qian
快衝,kuai'chong
快沖茶,kuai'chong'cha
快沖淡,kuai'chong'dan
快沖蝕,kuai'chong'shi
快沖刷,kuai'chong'shua
快沖水,kuai'chong'shui
快沖喜,kuai'chong'xi
快沖洗,kuai'chong'xi
會鬥,kuai'dou
會斗膽,kuai'dou'dan
會鬥鬥,kuai'dou'dou
會斗然,kuai'dou'ran
會鬥一鬥,kuai'dou'yi'dou
快而準,kuai'er'zhun
會幹,kuai'gan
會干擾,kuai'gan'rao
會干涉,kuai'gan'she
會干休,kuai'gan'xiu
會干預,kuai'gan'yu
快狠準,kuai'hen'zhun
快捲,kuai'juan
會乾杯,kuai'qian'bei
塊乾布,kuai'qian'bu
會乾脆,kuai'qian'cui
會乾涸,kuai'qian'he
會乾淨,kuai'qian'jing
快且準,kuai'qie'zhun
快捨下,kuai'she'xia
快鬆下,kuai'song'xia
會像,kuai'xiang
會象棋,kuai'xiang'qi
快又準,kuai'you'zhun
寬鬆,kuan'song
狂衝,kuang'chong
狂捲,kuang'juan
狂讚,kuang'zan
魁梧,kui'wu
窺準,kui'zhun
坤範,kun'fan
閫範,kun'fan
睏倦,kun'juan
崑崙,kun'lun
困獸鬥,kun'shou'dou
睏意,kun'yi
捆紮,kun'zha
拉麵,la'mian
拉面部,la'mian'bu
拉面巾,la'mian'jin
拉面具,la'mian'ju
拉面無,la'mian'mo
拉面皮,la'mian'pi
拉面前,la'mian'qian
拉面色,la'mian'se
拉面上,la'mian'shang
拉面罩,la'mian'zhao
拉縴,la'qian
邋遢,la'ta
蠟像,la'xiang
來鬥上,lai'dou'shang
來鬥上一鬥,lai'dou'shang'yi'dou
來範,lai'fan
來幹,lai'gan
來幹吧,lai'gan'ba
來幹呢,lai'gan'ne
來幹一些,lai'gan'yi'xie
來佔,lai'zhan
來占卜,lai'zhan'bu
來占掛,lai'zhan'gua
來占算,lai'zhan'suan
來占星,lai'zhan'xing
欄杆,lan'gan
襤褸,lan'lv
濫竽充數,lan'yu'chong'shuo
狼狽為奸,lang'bei'wei'jian
浪沖,lang'chong
瑯嬛,lang'huan
浪捲,lang'juan
鎯頭,lang'tou
浪一沖,lang'yi'chong
浪又沖,lang'you'chong
老醜,lao'chou
嘮叨,lao'dao
老薑,lao'jiang
老么,lao'me
老麼,lao'mo
老闆,lao'pan
老僕,lao'pu
老且醜,lao'qie'chou
牢騷,lao'sao
老頭,lao'tou
老小幾,lao'xiao'ji
了對象,le'dui'xiang
了解除,le'jie'chu
了解答,le'jie'da
了解毒,le'jie'du
了解法,le'jie'fa
了解放,le'jie'fang
了解救,le'jie'jiu
了解散,le'jie'san
勒里勒得,le'li'le'de
了樑子,le'liang'zi
了準的,le'zhun'de
了準有,le'zhun'you
淚痕未乾,lei'hen'wei'qian
纍纍,lei'lei
淚未乾,lei'wei'qian
里昂,li'ang
裡昂貴,li'ang'gui
裡昂然,li'ang'ran
裡昂首,li'ang'shou
里閈,li'bi
里長,li'chang
裡長大,li'chang'da
裡長短,li'chang'duan
裡長嗟,li'chang'jie
裡長滿,li'chang'man
裡長吁,li'chang'xu
裡長著,li'chang'zhu
里程,li'cheng
釐定,li'ding
釐訂,li'ding
力鬥,li'dou
曆法,li'fa
理髮,li'fa
理髮吧,li'fa'ba
理髮店,li'fa'dian
理髮後,li'fa'hou
理髮匠,li'fa'jiang
理髮了,li'fa'le
理髮室,li'fa'shi
理髮師,li'fa'shi
理髮廳,li'fa'ting
例範,li'fan
釐革,li'ge
釐毫,li'hao
釐金,li'jin
慄驚,li'jing
里拉,li'la
裡拉扯,li'la'che
裡拉出,li'la'chu
裡拉動,li'la'dong
裡拉回,li'la'hui
裡拉拉,li'la'la
裡拉人,li'la'ren
裡拉入,li'la'ru
裡拉上,li'la'shang
裡拉下,li'la'xia
裡拉住,li'la'zhu
裡拉著,li'la'zhu
慄慄,li'li
裡瞭望,li'liao'wang
慄冽,li'lie
里閭,li'lv
裡面包,li'mian'bao
裡面衝,li'mian'chong
裡面沖積,li'mian'chong'ji
裡面沖身,li'mian'chong'shen
裡面沖蝕,li'mian'chong'shi
裡面沖洗,li'mian'chong'xi
裡面點,li'mian'dian
黎明,li'ming
犛牛,li'niu
罹難,li'nuo
釐清,li'qing
慄然,li'ran
慄人,li'ren
里仁為美,li'ren'wei'mei
慄聲,li'sheng
里斯本,li'si'ben
里談巷議,li'tan'xiang'yi
裡頭發,li'tou'fa
里外,li'wai
裡像,li'xiang
里巷,li'xiang
里胥,li'xu
里許,li'xu
裡許多,li'xu'duo
裡許久,li'xu'jiu
裡許少,li'xu'shao
裡許下,li'xu'xia
裡許許,li'xu'xu
裡許願,li'xu'yuan
礫岩,li'yan
里諺,li'yan
里約熱內盧,li'yao're'nei'lu
裡應外合,li'ying'wai'he
利慾,li'yu
里餘,li'yu
裡餘黨,li'yu'dang
裡餘剩,li'yu'sheng
裡餘下,li'yu'xia
禮讚,li'zan
里正,li'zheng
釐正,li'zheng
粒鐘,li'zhong
裡準有,li'zhun'you
連鬥,lian'dou
連斗大,lian'dou'da
連斗箕,lian'dou'ji
連斗笠,lian'dou'li
連斗篷,lian'dou'peng
連斗蓬,lian'dou'peng
連斗室,lian'dou'shi
連捲,lian'juan
連袂,lian'mei
聯手鬥,lian'shou'dou
聯繫,lian'xi
連繫,lian'xi
煉製,lian'zhi
亮醜,liang'chou
兩斗,liang'dou
量斗,liang'dou
量鬥爭,liang'dou'zheng
兩個,liang'ge
兩海里,liang'hai'li
樑脊,liang'ji
兩卷,liang'juan
兩里,liang'li
兩里餘,liang'li'yu
兩撇鬍,liang'pie'hu
晾乾,liang'qian
踉蹌,liang'qiang
樑上,liang'shang
良遊,liang'you
樑折,liang'zhe
兩隻,liang'zhi
兩只得,liang'zhi'de
兩只多,liang'zhi'duo
兩只夠,liang'zhi'gou
兩只好,liang'zhi'hao
兩只可,liang'zhi'ke
兩只買,liang'zhi'mai
兩只能,liang'zhi'neng
兩只怕,liang'zhi'pa
兩只消,liang'zhi'xiao
兩只用,liang'zhi'yong
樑柱,liang'zhu
料不準,liao'bu'zhun
瞭高兒,liao'gao'er
瞭解,liao'jie
了解不開,liao'jie'bu'kai
瞭解答案,liao'jie'da'an
了解決,liao'jie'jue
了解開,liao'jie'kai
了解碼,liao'jie'ma
了解釋,liao'jie'shi
了解說,liao'jie'shuo
了解脫,liao'jie'tuo
了解圍,liao'jie'wei
了解穴,liao'jie'xue
了解藥,liao'jie'yao
遼闊,liao'kuo
嘹亮,liao'liang
瞭然,liao'ran
瞭然的,liao'ran'de
瞭然地,liao'ran'di
瞭然於,liao'ran'yu
瞭如指掌,liao'ru'zhi'zhang
瞭若指掌,liao'ruo'zhi'zhang
療傷,liao'shang
瞭望,liao'wang
瞭望哨,liao'wang'shao
瞭望手,liao'wang'shou
瞭望塔,liao'wang'ta
瞭望台,liao'wang'tai
瞭望天際,liao'wang'tian'ji
瞭望遠處,liao'wang'yuan'chu
瞭望遠方,liao'wang'yuan'fang
瞭望員,liao'wang'yun
料準,liao'zhun
凜慄,lin'li
懍慄,lin'li
鄰里,lin'li
凜洌,lin'lie
鄰舍,lin'she
鄰右里,lin'you'li
令嬡,ling'ai
伶俐,ling'li
玲瓏,ling'long
靈敏,ling'min
令人髮指,ling'ren'fa'zhi
領袖慾,ling'xiu'yu
囹圉,ling'yu
靈慾,ling'yu
零鐘,ling'zhong
溜躂,liu'da
六斗,liu'dou
流風餘,liu'feng'yu
六海里,liu'hai'li
六卷,liu'juan
流捲,liu'juan
六里,liu'li
懰慄,liu'li
流里流氣,liu'li'liu'qi
六里餘,liu'li'yu
榴槤,liu'lian
流乾,liu'qian
溜鬚拍馬,liu'xu'pai'ma
六隻,liu'zhi
壟斷,long'duan
壟斷發,long'duan'fa
龍捲風,long'juan'feng
龍鬚,long'xu
龍鍾,long'zhong
隆準,long'zhun
隆准許,long'zhun'xu
漏斗,lou'dou
嘍囉,lou'luo
樓舍,lou'she
滷菜,lu'cai
露醜,lu'chou
滷鵝,lu'e
甪里,lu'li
嚕嚕囌囌,lu'lu'su'su
滷麵,lu'mian
滷牛肉,lu'niu'rou
路籤,lu'qian
滷肉,lu'rou
廬舍,lu'she
蘆舍,lu'she
滷水,lu'shui
嚕囌,lu'su
滷味,lu'wei
錄像,lu'xiang
滷汁,lu'zhi
錄製,lu'zhi
亂衝,luan'chong
亂鬥,luan'dou
亂斗膽,luan'dou'dan
亂髮,luan'fa
亂發暗,luan'fa'an
亂發報,luan'fa'bao
亂發表,luan'fa'biao
亂發飆,luan'fa'biao
亂發出,luan'fa'chu
亂發癲,luan'fa'dian
亂發電,luan'fa'dian
亂發動,luan'fa'dong
亂發毒,luan'fa'du
亂發放,luan'fa'fang
亂發瘋,luan'fa'feng
亂發火,luan'fa'huo
亂發假消,luan'fa'jia'xiao
亂發箭,luan'fa'jian
亂發掘,luan'fa'jue
亂發狂,luan'fa'kuang
亂發難,luan'fa'nuo
亂發炮,luan'fa'pao
亂發脾,luan'fa'pi
亂發脾氣,luan'fa'pi'qi
亂發射,luan'fa'she
亂發神經,luan'fa'shen'jing
亂發什麼,luan'fa'shen'mo
亂發生,luan'fa'sheng
亂發消息,luan'fa'xiao'xi
亂發信,luan'fa'xin
亂發訊,luan'fa'xun
亂發言,luan'fa'yan
亂發郵,luan'fa'you
亂發展,luan'fa'zhan
亂發掌,luan'fa'zhang
亂發資,luan'fa'zi
孿生,luan'sheng
掠衝,lue'chong
略乾,lue'qian
略乾的,lue'qian'de
略鬆,lue'song
論斷發,lun'duan'fa
輪迴,lun'hui
輪姦,lun'jian
輪流幹,lun'liu'gan
蘿蔔,luo'bo
蘿蔔乾,luo'bo'qian
落髮,luo'fa
落髮出家,luo'fa'chu'jia
落髮為,luo'fa'wei
捋鬍,luo'hu
囉哩,luo'li
囉哩囉囌,luo'li'luo'su
囉哩囉唆,luo'li'luo'suo
囉哩囉嗦,luo'li'luo'suo
囉囉囌囌,luo'luo'su'su
囉囉唆唆,luo'luo'suo'suo
囉囉嗦嗦,luo'luo'suo'suo
囉囌,luo'su
囉唆,luo'suo
囉嗦,luo'suo
捋鬚,luo'xu
旅長,lv'chang
屢仆,lv'pu
旅舍,lv'she
旅遊,lv'you
馬德里,ma'de'li
馬伕,ma'fu
馬夫人,ma'fu'ren
馬夫子,ma'fu'zi
馬韁,ma'jiang
馬里安納,ma'li'an'na
馬里蘭州,ma'li'lan'zhou
買兇,mai'xiong
買鐘,mai'zhong
滿佈,man'bu
蠻幹,man'gan
顢頇,man'han
蠻乾淨,man'qian'jing
蠻乾爽,man'qian'shuang
蠻乾燥,man'qian'zao
漫遊,man'you
蠻準,man'zhun
盲衝,mang'chong
貌醜,mao'chou
毛髮,mao'fa
毛薑,mao'jiang
毛里求斯,mao'li'qiu'si
毛里西斯,mao'li'xi'si
茅廬,mao'lu
卯上幹,mao'shang'gan
茅舍,mao'she
毛所製,mao'suo'zhi
帽纓,mao'ying
么弟,me'di
么兒,me'er
么二三,me'er'san
么姑,me'gu
么舅,me'jiu
么魔小丑,me'mo'xiao'chou
么女,me'nv
么孫,me'sun
么子,me'zi
美醜,mei'chou
