阿魏,a'wei
热毒酿脓证,re'du'niang'nong'zheng
热毒凝结证,re'du'ning'jie'zheng
热毒入络证,re'du'ru'luo'zheng
热毒入营证,re'du'ru'ying'zheng
热毒上攻证,re'du'shang'gong'zheng
热毒伤津证,re'du'shang'jin'zheng
热毒伤阴证,re'du'shang'yin'zheng
热毒陷营证,re'du'xian'ying'zheng
热毒壅结证,re'du'yong'jie'zheng
热毒壅盛证,re'du'yong'sheng'zheng
热毒壅滞证,re'du'yong'zhi'zheng
热毒蕴肤证,re'du'yun'fu'zheng
热毒蕴结证,re'du'yun'jie'zheng
热毒证,re'du'zheng
热犯肺胃证,re'fan'fei'wei'zheng
热伏少阳证,re'fu'shao'yang'zheng
热耗真阴证,re'hao'zhen'yin'zheng
热积便秘,re'ji'bian'mi
热极生风,re'ji'sheng'feng
热极生风证,re'ji'sheng'feng'zheng
热结肠胃,re'jie'chang'wei
热结肠燥证,re'jie'chang'zao'zheng
热结胃肠证,re'jie'wei'chang'zheng
热结血室证,re'jie'xue'shi'zheng
热结血瘀证,re'jie'xue'yu'zheng
热结在里,re'jie'zai'li
热厥,re'jue
热厥病,re'jue'bing
热厥证,re'jue'zheng
热客肺经证,re'ke'fei'jing'zheng
热泪证,re'lei'zheng
热淋,re'lin
热淋病,re'lin'bing
热留阴他证,re'liu'yin'ta'zheng
热痞兼表阳虚证,re'pi'jian'biao'yang'xu'zheng
热痞证,re'pi'zheng
热迫膀胱证,re'po'pang'guang'zheng
热扰胸膈证,re'rao'xiong'ge'zheng
热入胞宫气血两燔证,re'ru'bao'gong'qi'xue'liang'fan'zheng
热入胞宫证,re'ru'bao'gong'zheng
热入肺卫证,re'ru'fei'wei'zheng
热入气分证,re'ru'qi'fen'zheng
热入心包,re'ru'xin'bao
热入心包阳明腑实证,re'ru'xin'bao'yang'ming'fu'shi'zheng
热入心包证,re'ru'xin'bao'zheng
热入血分证,re'ru'xue'fen'zheng
热入血结证,re'ru'xue'jie'zheng
热入血室,re'ru'xue'shi
热入血室病,re'ru'xue'shi'bing
热入血室证,re'ru'xue'shi'zheng
热入营分证,re'ru'ying'fen'zheng
热入营血证,re'ru'ying'xue'zheng
热伤肺津证,re'shang'fei'jin'zheng
热伤肺络证,re'shang'fei'luo'zheng
热伤气阴证,re'shang'qi'yin'zheng
热伤神明,re'shang'shen'ming
热伤肾阴证,re'shang'shen'yin'zheng
热深厥深,re'shen'jue'shen
热盛动风证,re'sheng'dong'feng'zheng
热盛动血证,re'sheng'dong'xue'zheng
热盛津枯证,re'sheng'jin'ku'zheng
热盛酿脓证,re'sheng'niang'nong'zheng
热盛迫血证,re'sheng'po'xue'zheng
热盛肉腐证,re'sheng'rou'fu'zheng
热盛伤津,re'sheng'shang'jin
热盛伤津证,re'sheng'shang'jin'zheng
热盛伤络证,re'sheng'shang'luo'zheng
热盛伤血,re'sheng'shang'xue
热盛伤阴,re'sheng'shang'yin
热盛伤阴证,re'sheng'shang'yin'zheng
热盛血瘀证,re'sheng'xue'yu'zheng
热盛肢厥,re'sheng'zhi'jue
热痰证,re'tan'zheng
热退阴伤证,re'tui'yin'shang'zheng
热陷厥阴证,re'xian'jue'yin'zheng
热陷心包证,re'xian'xin'bao'zheng
热陷肢厥,re'xian'zhi'jue
热邪犯肺证,re'xie'fan'fei'zheng
热邪内郁证,re'xie'nei'yu'zheng
热邪偏盛证,re'xie'pian'sheng'zheng
热邪壅肺证,re'xie'yong'fei'zheng
热壅肺窍证,re'yong'fei'qiao'zheng
热郁成痈证,re'yu'cheng'yong'zheng
热郁胆腑证,re'yu'dan'fu'zheng
热郁少阳证,re'yu'shao'yang'zheng
热郁胸膈证,re'yu'xiong'ge'zheng
热与血结证,re'yu'xue'jie'zheng
热越,re'yue
热蕴大肠证,re'yun'da'chang'zheng
热蕴络瘀证,re'yun'luo'yu'zheng
热在肺卫证,re'zai'fei'wei'zheng
热在气分证,re'zai'qi'fen'zheng
热在心营下移小肠证,re'zai'xin'ying'xia'yi'xiao'chang'zheng
热在心营证,re'zai'xin'ying'zheng
热在血分证,re'zai'xue'fen'zheng
热在营血证,re'zai'ying'xue'zheng
热证,re'zheng
热重于风证,re'zhong'yu'feng'zheng
热重于湿,re'zhong'yu'shi
热重于湿证,re'zhong'yu'shi'zheng
热灼胸膈证,re'zhuo'xiong'ge'zheng
热灼营阴证,re'zhuo'ying'yin'zheng
热灼真阴证,re'zhuo'zhen'yin'zheng
忍冬藤,ren'dong'teng
人发,ren'fa
仁杞,ren'qi
人参,ren'shen
妊娠恶阻病,ren'shen'e'zu'bing
妊娠腹痛病,ren'shen'fu'tong'bing
人参芦,ren'shen'lu
人参叶,ren'shen'ye
人中白,ren'zhong'bai
日哺发热,ri'bu'fa're
肉苁蓉,rou'cong'rong
肉豆蔻,rou'dou'kou
肉豆末,rou'dou'mo
柔肝,rou'gan
肉桂,rou'gui
肉果,rou'guo
肉痉,rou'jing
肉瘤病,rou'liu'bing
肉轮风热证,rou'lun'feng're'zheng
肉轮气虚证,rou'lun'qi'xu'zheng
肉轮热阻血瘀证,rou'lun're'zu'xue'yu'zheng
肉轮湿热证,rou'lun'shi're'zheng
肉瘿,rou'ying
肉瘿病,rou'ying'bing
乳癌病,ru'ai'bing
褥疮病,ru'chuang'bing
乳娥,ru'e
乳蛾病,ru'e'bing
乳发病,ru'fa'bing
乳房部漏证,ru'fang'bu'lou'zheng
乳核病,ru'he'bing
乳疽,ru'ju
乳疽病,ru'ju'bing
乳痨病,ru'lao'bing
乳疬病,ru'li'bing
乳漏病,ru'lou'bing
乳糜尿病,ru'mi'niao'bing
乳衄病,ru'nv'bing
乳癖病,ru'pi'bing
乳泣,ru'qi
乳食积滞证,ru'shi'ji'zhi'zheng
乳食内积证,ru'shi'nei'ji'zheng
乳食伤胃证,ru'shi'shang'wei'zheng
乳食壅积证,ru'shi'yong'ji'zheng
乳头风病,ru'tou'feng'bing
乳头破碎病,ru'tou'po'sui'bing
乳香,ru'xiang
濡泻,ru'xie
乳痈,ru'yong
乳痈病,ru'yong'bing
乳晕部漏证,ru'yun'bu'lou'zheng
软坚,ruan'jian
软脚瘟,ruan'jiao'wen
软脚瘟病,ruan'jiao'wen'bing
软疖病,ruan'jie'bing
蕤仁,rui'ren
润畅通便,run'chang'tong'bian
润肺,run'fei
润下,run'xia
润养,run'yang
润燥化痰,run'zao'hua'tan
赛胃安,sai'wei'an
三白草,san'bai'cao
三叉苦,san'cha'ku
三分三,san'fen'san
三焦,san'jiao
三角草,san'jiao'cao
三焦湿热,san'jiao'shi're
三焦虚寒,san'jiao'xu'han
三焦壅塞证,san'jiao'yong'se'zheng
散结,san'jie
三颗针,san'ke'zhen
三棱,san'leng
三品,san'pin
三七,san'qi
三期,san'qi
散气,san'qi
三七草,san'qi'cao
三七粉,san'qi'fen
散收平调,san'shou'ping'diao
三消,san'xiao
三阳,san'yang
三阳合病,san'yang'he'bing
三阳合病证,san'yang'he'bing'zheng
三叶青,san'ye'qing
三因,san'yin
三阴,san'yin
三阴三阳,san'yin'san'yang
散瘀,san'yu
三枝枪,san'zhi'qiang
桑白皮,sang'bai'pi
桑寄生,sang'ji'sheng
桑皮,sang'pi
桑螵蛸,sang'piao'xiao
桑椹,sang'shen
桑椹子,sang'shen'zi
桑叶,sang'ye
桑枝,sang'zhi
痧毒上攻证,sha'du'shang'gong'zheng
沙棘,sha'ji
砂仁,sha'ren
沙参,sha'shen
砂糖,sha'tang
沙菀子,sha'wan'zi
沙苑子,sha'yuan'zi
沙枣,sha'zao
沙枣叶,sha'zao'ye
山崩子,shan'beng'zi
山苍子,shan'cang'zi
山茶,shan'cha
山沉香,shan'chen'xiang
山慈姑,shan'ci'gu
山慈菇,shan'ci'gu
山丹,shan'dan
山道年,shan'dao'nian
山豆根,shan'dou'gen
山梗菜,shan'geng'cai
山海螺,shan'hai'luo
山鸡椒,shan'ji'jiao
山姜,shan'jiang
山龙眼,shan'long'yan
山奈,shan'nai
山柰,shan'nai
疝气,shan'qi
疝气病,shan'qi'bing
山香,shan'xiang
山羊角,shan'yang'jiao
山药,shan'yao
疝痈,shan'yong
山萸肉,shan'yu'rou
山枣,shan'zao
山楂,shan'zha
山栀,shan'zhi
山栀茶,shan'zhi'cha
山指甲,shan'zhi'jia
山芝麻,shan'zhi'ma
山栀皮,shan'zhi'pi
山枝仁,shan'zhi'ren
膻中疽病,shan'zhong'ju'bing
山茱萸,shan'zhu'yu
上胞下垂,shang'bao'xia'chui
上颚痈,shang'e'yong
伤风,shang'feng
伤风鼻塞病,shang'feng'bi'se'bing
上寒下热,shang'han'xia're
伤寒证候,shang'han'zheng'hou
伤后发热病,shang'hou'fa're'bing
伤后癃闭病,shang'hou'long'bi'bing
上焦燥热,shang'jiao'zao're
伤津,shang'jin
伤筋病,shang'jin'bing
商陆,shang'lu
伤络便血证,shang'luo'bian'xue'zheng
上气不足,shang'qi'bu'zu
上窍,shang'qiao
上热下寒,shang're'xia'han
上热下寒证,shang're'xia'han'zheng
伤乳,shang'ru
上盛下虚,shang'sheng'xia'xu
上盛下虚证,shang'sheng'xia'xu'zheng
伤湿,shang'shi
伤食,shang'shi
伤食痛,shang'shi'tong
上实下虚,shang'shi'xia'xu
伤暑,shang'shu
伤阳,shang'yang
伤阴,shang'yin
商枝,shang'zhi
烧存性,shao'cun'xing
少腹,shao'fu
少腹急结,shao'fu'ji'jie
少腹疽,shao'fu'ju
少腹拘急,shao'fu'ju'ji
少腹满,shao'fu'man
少火,shao'huo
少阳,shao'yang
少阳半表半里,shao'yang'ban'biao'ban'li
少阳病,shao'yang'bing
少阳兼表及里虚实错杂,shao'yang'jian'biao'ji'li'xu'shi'cuo'za
少阳兼里实,shao'yang'jian'li'shi
少阳兼胃热,shao'yang'jian'wei're
少阳气机微结,shao'yang'qi'ji'wei'jie
少阴病,shao'yin'bing
少阴寒化,shao'yin'han'hua
少阴寒邪犯咽,shao'yin'han'xie'fan'yan
少阴兼标,shao'yin'jian'biao
少阴兼阳明,shao'yin'jian'yang'ming
少阴客热犯咽,shao'yin'ke're'fan'yan
少阴热,shao'yin're
少阴热化,shao'yin're'hua
少阴热移膀胱,shao'yin're'yi'pang'guang
少阴伤津动血,shao'yin'shang'jin'dong'xue
少阴痰火结咽,shao'yin'tan'huo'jie'yan
少阴虚寒滑脱,shao'yin'xu'han'hua'tuo
少阴虚火犯咽,shao'yin'xu'huo'fan'yan
少阴咽痛,shao'yin'yan'tong
少阴阳虚寒凝,shao'yin'yang'xu'han'ning
少阴阳虚滑脱,shao'yin'yang'xu'hua'tuo
少阴阳虚水泛,shao'yin'yang'xu'shui'fan
少阴阳虚阴盛,shao'yin'yang'xu'yin'sheng
少阴阳郁四逆,shao'yin'yang'yu'si'ni
少阴阴盛戴阳,shao'yin'yin'sheng'dai'yang
少阴阴盛格阳,shao'yin'yin'sheng'ge'yang
少阴阴虚火旺,shao'yin'yin'xu'huo'wang
少阴阴虚水热互结,shao'yin'yin'xu'shui're'hu'jie
少阴证,shao'yin'zheng
舌本,she'ben
蛇串疮病,she'chuan'chuang'bing
蛇床子,she'chuang'zi
蛇胆,she'dan
蛇胆汁,she'dan'zhi
蛇毒,she'du
蛇毒内攻,she'du'nei'gong
蛇毒上攻,she'du'shang'gong
蛇腹疔,she'fu'ding
射干,she'gan
舌蹇,she'jian
摄领疮,she'ling'chuang
蛇莓,she'mei
蛇肉,she'rou
舌色绛,she'se'jiang
蛇头疔,she'tou'ding
蛇蜕,she'tui
麝香,she'xiang
麝香草,she'xiang'cao
蛇眼疔,she'yan'ding
肾癌,shen'ai
肾癌翻花病,shen'ai'fan'hua'bing
肾不利水,shen'bu'li'shui
肾不纳气,shen'bu'na'qi
肾不纳气证,shen'bu'na'qi'zheng
肾不暖脾,shen'bu'nuan'pi
肾不养肝,shen'bu'yang'gan
肾不制水,shen'bu'zhi'shui
肾藏精,shen'cang'jing
肾垂,shen'chui
肾瘅,shen'dan
肾关,shen'guan
神昏,shen'hun
肾间动气,shen'jian'dong'qi
申姜,shen'jiang
伸筋草,shen'jin'cao
肾精不足证,shen'jing'bu'zu'zheng
肾精亏耗证,shen'jing'kui'hao'zheng
肾精亏损证,shen'jing'kui'sun'zheng
肾精亏虚证,shen'jing'kui'xu'zheng
肾厥,shen'jue
肾开窍于耳,shen'kai'qiao'yu'er
肾开窍于二阴,shen'kai'qiao'yu'er'yin
肾亏火旺,shen'kui'huo'wang
神劳,shen'lao
肾痨,shen'lao
神明,shen'ming
神明失职,shen'ming'shi'zhi
肾囊风病,shen'nang'feng'bing
肾气,shen'qi
肾气不充证,shen'qi'bu'chong'zheng
肾气不固,shen'qi'bu'gu
肾气不摄,shen'qi'bu'she
肾气不足,shen'qi'bu'zu
肾气亏虚,shen'qi'kui'xu
肾气亏虚阳虚,shen'qi'kui'xu'yang'xu
肾气亏虚阴虚,shen'qi'kui'xu'yin'xu
肾气衰微,shen'qi'shuai'wei
肾气虚证,shen'qi'xu'zheng
神曲,shen'qu
肾生髓,shen'sheng'sui
肾衰,shen'shuai
肾衰病,shen'shuai'bing
肾水,shen'shui
神水将枯,shen'shui'jiang'ku
肾通脑,shen'tong'nao
肾为气之根,shen'wei'qi'zhi'gen
肾为水脏,shen'wei'shui'zang
肾系病类,shen'xi'bing'lei
肾虚不固,shen'xu'bu'gu
肾虚不固阳虚,shen'xu'bu'gu'yang'xu
肾虚不固阴虚,shen'xu'bu'gu'yin'xu
肾虚肝亢,shen'xu'gan'kang
肾虚骨弱,shen'xu'gu'ruo
肾虚寒凝,shen'xu'han'ning
肾虚寒湿,shen'xu'han'shi
肾虚寒痰,shen'xu'han'tan
肾虚滑脱,shen'xu'hua'tuo
肾虚火旺,shen'xu'huo'wang
肾虚精亏,shen'xu'jing'kui
肾虚内热,shen'xu'nei're
肾虚湿热,shen'xu'shi're
肾虚失约,shen'xu'shi'yue
肾虚髓减,shen'xu'sui'jian
肾虚髓亏,shen'xu'sui'kui
肾虚髓热,shen'xu'sui're
肾虚眩晕,shen'xu'xuan'yun
肾虚证,shen'xu'zheng
肾阳不足,shen'yang'bu'zu
肾阳不足气化无权证,shen'yang'bu'zu'qi'hua'wu'quan'zheng
肾阳不足证,shen'yang'bu'zu'zheng
肾阳亏虚证,shen'yang'kui'xu'zheng
肾阳衰惫证,shen'yang'shuai'bei'zheng
肾阳衰微证,shen'yang'shuai'wei'zheng
肾阳虚,shen'yang'xu
肾阳虚衰证,shen'yang'xu'shuai'zheng
肾阳虚水泛证,shen'yang'xu'shui'fan'zheng
肾阳虚损证,shen'yang'xu'sun'zheng
肾阳虚证,shen'yang'xu'zheng
肾液,shen'ye
肾阴,shen'yin
肾阴不足,shen'yin'bu'zu
肾阴不足水液不利证,shen'yin'bu'zu'shui'ye'bu'li'zheng
肾阴不足证,shen'yin'bu'zu'zheng
肾阴耗损证,shen'yin'hao'sun'zheng
肾阴亏虚证,shen'yin'kui'xu'zheng
肾阴虚,shen'yin'xu
肾阴虚损证,shen'yin'xu'sun'zheng
肾阴虚证,shen'yin'xu'zheng
肾阴阳两虚证,shen'yin'yang'liang'xu'zheng
肾痈,shen'yong
肾与膀胱相表里,shen'yu'pang'guang'xiang'biao'li
肾元不足内风暗煽证,shen'yuan'bu'zu'nei'feng'an'shan'zheng
肾元不足证,shen'yuan'bu'zu'zheng
肾元亏虚,shen'yuan'kui'xu
肾元亏虚邪毒停聚,shen'yuan'kui'xu'xie'du'ting'ju
神志不宁,shen'zhi'bu'ning
肾著,shen'zhu
肾主骨,shen'zhu'gu
肾主水,shen'zhu'shui
生白芍,sheng'bai'shao
生大黄,sheng'da'huang
升登,sheng'deng
生地,sheng'di
生地黄,sheng'di'huang
生地榆,sheng'di'yu
生杜仲,sheng'du'zhong
生谷芽,sheng'gu'ya
生贯众,sheng'guan'zhong
生黄芪,sheng'huang'qi
生姜,sheng'jiang
升降合剂,sheng'jiang'he'ji
生姜皮,sheng'jiang'pi
生津,sheng'jin
生卷柏,sheng'juan'bai
生军,sheng'jun
升麻,sheng'ma
生麻黄,sheng'ma'huang
生内金,sheng'nei'jin
生蒲黄,sheng'pu'huang
生晒参,sheng'shai'shen
生石膏,sheng'shi'gao
生首乌,sheng'shou'wu
盛胎,sheng'tai
升阳补气,sheng'yang'bu'qi
升药,sheng'yao
十八反,shi'ba'fan
湿痹,shi'bi
蓍草,shi'cao
石菖蒲,shi'chang'pu
湿疮病,shi'chuang'bing
十大功劳,shi'da'gong'lao
十大功劳叶,shi'da'gong'lao'ye
柿蒂,shi'di
石吊兰,shi'diao'lan
湿毒,shi'du
湿毒浸淫,shi'du'jin'yin
湿毒蕴肤,shi'du'yun'fu
湿毒蕴结,shi'du'yun'jie
湿毒中阻,shi'du'zhong'zu
湿遏热伏,shi'e're'fu
湿遏卫阳,shi'e'wei'yang
石耳,shi'er
十二官,shi'er'guan
十二节,shi'er'jie
时复,shi'fu
石膏,shi'gao
食管痹,shi'guan'bi
食管瘅,shi'guan'dan
适寒温,shi'han'wen
石荷叶,shi'he'ye
石斛,shi'hu
石胡莩,shi'hu'piao
湿化,shi'hua
石花菜,shi'hua'cai
石灰,shi'hui
石灰华,shi'hui'hua
湿火,shi'huo
湿火炽盛,shi'huo'chi'sheng
石见穿,shi'jian'chuan
石椒草,shi'jiao'cao
湿脚气,shi'jiao'qi
石疖,shi'jie
十九畏,shi'jiu'wei
尸厥,shi'jue
食厥,shi'jue
食厥病,shi'jue'bing
石决明,shi'jue'ming
使君子,shi'jun'zi
湿困脾胃证,shi'kun'pi'wei'zheng
湿困脾阳,shi'kun'pi'yang
湿困中焦证,shi'kun'zhong'jiao'zheng
石莲子,shi'lian'zi
石淋,shi'lin
石榴,shi'liu
石硫磺,shi'liu'huang
石榴皮,shi'liu'pi
石榴子,shi'liu'zi
石龙芮,shi'long'rui
石蜜,shi'mi
失眠,shi'mian
石南藤,shi'nan'teng
石楠藤,shi'nan'teng
石楠叶,shi'nan'ye
室女,shi'nv
失气,shi'qi
视歧,shi'qi
实热,shi're
湿热,shi're
湿热痹痛,shi're'bi'tong
湿热并重,shi're'bing'zhong
湿热并重证,shi're'bing'zhong'zheng
湿热冲心证,shi're'chong'xin'zheng
湿热动血证,shi're'dong'xue'zheng
湿热毒结证,shi're'du'jie'zheng
湿热毒聚证,shi're'du'ju'zheng
湿热毒盛证,shi're'du'sheng'zheng
湿热毒蕴证,shi're'du'yun'zheng
湿热化火证,shi're'hua'huo'zheng
湿热化燥证,shi're'hua'zao'zheng
湿热火毒蕴结证,shi're'huo'du'yun'jie'zheng
湿热火毒蕴盛证,shi're'huo'du'yun'sheng'zheng
湿热浸淫气血不运证,shi're'jin'yin'qi'xue'bu'yun'zheng
湿热聚结,shi're'ju'jie
湿热蒙心证,shi're'meng'xin'zheng
湿热弥漫三焦证,shi're'mi'man'san'jiao'zheng
湿热内侵证,shi're'nei'qin'zheng
湿热内陷心包,shi're'nei'xian'xin'bao
湿热内蕴证,shi're'nei'yun'zheng
湿热酿痰证,shi're'niang'tan'zheng
湿热伤胃证,shi're'shang'wei'zheng
湿热伤阴证,shi're'shang'yin'zheng
湿热上蒸证,shi're'shang'zheng'zheng
湿热下注大肠,shi're'xia'zhu'da'chang
湿热下注肝胆湿热证,shi're'xia'zhu'gan'dan'shi're'zheng
湿热下注膀胱滞涩证,shi're'xia'zhu'pang'guang'zhi'se'zheng
湿热下注证,shi're'xia'zhu'zheng
湿热血瘀证,shi're'xue'yu'zheng
湿热薰蒸证,shi're'xun'zheng'zheng
湿热疫毒证,shi're'yi'du'zheng
湿热壅结证,shi're'yong'jie'zheng
湿热壅盛证,shi're'yong'sheng'zheng
湿热壅滞证,shi're'yong'zhi'zheng
湿热壅阻证,shi're'yong'zu'zheng
湿热郁于经络证,shi're'yu'yu'jing'luo'zheng
湿热瘀滞证,shi're'yu'zhi'zheng
湿热瘀阻证,shi're'yu'zu'zheng
湿热蕴毒证,shi're'yun'du'zheng
湿热蕴伏证,shi're'yun'fu'zheng
湿热蕴结证,shi're'yun'jie'zheng
湿热蕴脾,shi're'yun'pi
湿热蕴蒸证,shi're'yun'zheng'zheng
湿热蕴阻证,shi're'yun'zu'zheng
湿热证,shi're'zheng
湿热中阻证,shi're'zhong'zu'zheng
湿热荮肠证,shi're'zhou'chang'zheng
湿热阻络证,shi're'zu'luo'zheng
失荣,shi'rong
食伤脾胃证,shi'shang'pi'wei'zheng
柿霜,shi'shuang
嗜睡,shi'shui
石水,shi'shui
湿痰流聚皮下证,shi'tan'liu'ju'pi'xia'zheng
湿痰证,shi'tan'zheng
石苇,shi'wei
石韦,shi'wei
石苇叶,shi'wei'ye
十问,shi'wen
湿瘟,shi'wen
湿温病,shi'wen'bing
湿泻,shi'xie
湿邪,shi'xie
湿邪浸渍证,shi'xie'jin'zi'zheng
湿邪困脾证,shi'xie'kun'pi'zheng
湿邪偏盛证,shi'xie'pian'sheng'zheng
湿邪热毒证,shi'xie're'du'zheng
湿邪外感证,shi'xie'wai'gan'zheng
湿邪蕴积证,shi'xie'yun'ji'zheng
湿邪阻络证,shi'xie'zu'luo'zheng
时行感冒,shi'xing'gan'mao
石燕,shi'yan
食盐,shi'yan
食亦,shi'yi
食医,shi'yi
失音,shi'yin
石瘿,shi'ying
石瘿病,shi'ying'bing
湿瘀互结,shi'yu'hu'jie
湿郁化火证,shi'yu'hua'huo'zheng
湿郁化热证,shi'yu'hua're'zheng
湿郁三焦证,shi'yu'san'jiao'zheng
湿郁卫气证,shi'yu'wei'qi'zheng
实则泻之,shi'ze'xie'zhi
视瞻昏渺病,shi'zhan'hun'miao'bing
实胀,shi'zhang
石针,shi'zhen
实证,shi'zheng
湿证,shi'zheng
视直如曲病,shi'zhi'ru'qu'bing
食滞痰阻证,shi'zhi'tan'zu'zheng
食滞胃肠证,shi'zhi'wei'chang'zheng
食滞证,shi'zhi'zheng
石钟乳,shi'zhong'ru
湿重于热,shi'zhong'yu're
湿重于热证,shi'zhong'yu're'zheng
石竹,shi'zhu
湿浊冲心证,shi'zhuo'chong'xin'zheng
湿浊蒙上泌别失职证,shi'zhuo'meng'shang'mi'bie'shi'zhi'zheng
湿浊蒙上证,shi'zhuo'meng'shang'zheng
湿浊内闭证,shi'zhuo'nei'bi'zheng
湿浊内蕴证,shi'zhuo'nei'yun'zheng
湿浊上泛脾虚湿困证,shi'zhuo'shang'fan'pi'xu'shi'kun'zheng
湿浊上泛湿热蕴蒸证,shi'zhuo'shang'fan'shi're'yun'zheng'zheng
湿浊上泛证,shi'zhuo'shang'fan'zheng
湿浊下注证,shi'zhuo'xia'zhu'zheng
湿浊壅闭证,shi'zhuo'yong'bi'zheng
湿浊壅滞证,shi'zhuo'yong'zhi'zheng
湿浊中阻证,shi'zhuo'zhong'zu'zheng
湿浊阻滞证,shi'zhuo'zu'zhi'zheng
食浊阻滞证,shi'zhuo'zu'zhi'zheng
湿阻,shi'zu
湿阻病,shi'zu'bing
湿阻肠道传导失司证,shi'zu'chang'dao'chuan'dao'shi'si'zheng
湿阻肠道证,shi'zu'chang'dao'zheng
湿阻筋络证,shi'zu'jin'luo'zheng
湿阻脾胃证,shi'zu'pi'wei'zheng
湿阻气分证,shi'zu'qi'fen'zheng
石钻子,shi'zuan'zi
手参,shou'can
手发背病,shou'fa'bei'bing
守宫,shou'gong
收口期,shou'kou'qi
收没期,shou'mo'qi
受盛之官,shou'sheng'zhi'guan
首乌,shou'wu
首乌藤,shou'wu'teng
收引,shou'yin
手足,shou'zu
手足疔疮病,shou'zu'ding'chuang'bing
手足拘急,shou'zu'ju'ji
手足厥,shou'zu'jue
手足厥寒,shou'zu'jue'han
手足厥逆,shou'zu'jue'ni
书带草,shu'dai'cao
熟地,shu'di
熟地黄,shu'di'huang
暑动肝风,shu'dong'gan'feng
暑犯肺卫,shu'fan'fei'wei
暑风,shu'feng
疏风,shu'feng
疏肝,shu'gan
暑秽,shu'hui
暑兼寒湿,shu'jian'han'shi
蜀椒,shu'jiao
暑疖,shu'jie
舒筋草,shu'jin'cao
暑厥证,shu'jue'zheng
薯莨,shu'liang
鼠曲草,shu'qu'cao
暑热炽盛证,shu're'chi'sheng'zheng
暑热动风证,shu're'dong'feng'zheng
暑热浸淫证,shu're'jin'yin'zheng
暑热蒙心证,shu're'meng'xin'zheng
暑热内郁证,shu're'nei'yu'zheng
暑热扰心证,shu're'rao'xin'zheng
暑热伤气证,shu're'shang'qi'zheng
暑热证,shu're'zheng
鼠乳病,shu'ru'bing
暑入心肾证,shu'ru'xin'shen'zheng
暑入心营证,shu'ru'xin'ying'zheng
暑入血分证,shu'ru'xue'fen'zheng
暑入阳明证,shu'ru'yang'ming'zheng
暑入营血证,shu'ru'ying'xue'zheng
暑伤肺络证,shu'shang'fei'luo'zheng
暑伤肺胃证,shu'shang'fei'wei'zheng
暑伤津气证,shu'shang'jin'qi'zheng
暑伤心肾证,shu'shang'xin'shen'zheng
暑伤血络证,shu'shang'xue'luo'zheng
暑湿交阻证,shu'shi'jiao'zu'zheng
暑湿困伤心脾证,shu'shi'kun'shang'xin'pi'zheng
暑湿困阻中焦证,shu'shi'kun'zu'zhong'jiao'zheng
暑湿类,shu'shi'lei
暑湿弥漫三焦证,shu'shi'mi'man'san'jiao'zheng
暑湿内蕴寒邪束表证,shu'shi'nei'yun'han'xie'shu'biao'zheng
暑湿内蕴证,shu'shi'nei'yun'zheng
暑湿热蕴证,shu'shi're'yun'zheng
暑湿伤脾证,shu'shi'shang'pi'zheng
暑湿袭表证,shu'shi'xi'biao'zheng
暑湿挟滞证,shu'shi'xie'zhi'zheng
暑湿郁蒸证,shu'shi'yu'zheng'zheng
暑湿蕴结证,shu'shi'yun'jie'zheng
暑湿在表证,shu'shi'zai'biao'zheng
暑温病,shu'wen'bing
暑温困脾证,shu'wen'kun'pi'zheng
暑邪,shu'xie
疏郁脾气,shu'yu'pi'qi
暑证,shu'zheng
双钩藤,shuang'gou'teng
双蝴蝶,shuang'hu'die
双花,shuang'hua
双皮,shuang'pi
水安息,shui'an'xi
水半夏,shui'ban'xia
水菖蒲,shui'chang'pu
水车前,shui'che'qian
水痘,shui'dou
水毒凌心犯肺证,shui'du'ling'xin'fan'fei'zheng
水毒内闭证,shui'du'nei'bi'zheng
水毒内郁证,shui'du'nei'yu'zheng
水毒上扰证,shui'du'shang'rao'zheng
水蛊,shui'gu
水鼓,shui'gu
水臌病,shui'gu'bing
水谷之海,shui'gu'zhi'hai
水寒射肺,shui'han'she'fei
水红花子,shui'hong'hua'zi
水花,shui'hua
水花生,shui'hua'sheng
水火,shui'huo
水韭,shui'jiu
水亏火旺,shui'kui'huo'wang
水龙骨,shui'long'gu
水轮气虚,shui'lun'qi'xu
水轮气虚血少,shui'lun'qi'xu'xue'shao
水轮气虚血瘀,shui'lun'qi'xu'xue'yu
水轮实热,shui'lun'shi're
水轮痰湿,shui'lun'tan'shi
水轮头风痰火,shui'lun'tou'feng'tan'huo
水轮阴亏,shui'lun'yin'kui
水蔓菁,shui'man'jing
水蔓青,shui'man'qing
水莽,shui'mang
水逆,shui'ni
水牛角,shui'niu'jiao
水牛角浓缩粉,shui'niu'jiao'nong'suo'fen
水萍,shui'ping
水气冲心,shui'qi'chong'xin
水气凌心,shui'qi'ling'xin
水气凌心犯肺证,shui'qi'ling'xin'fan'fei'zheng
水气凌心证,shui'qi'ling'xin'zheng
水气上凌证,shui'qi'shang'ling'zheng
水疝病,shui'shan'bing
水湿泛滥,shui'shi'fan'lan
水湿浸渍,shui'shi'jin'zi
水湿内停,shui'shi'nei'ting
水湿内蕴,shui'shi'nei'yun
水苏,shui'su
水停食滞痞,shui'ting'shi'zhi'pi
水蜈蚣,shui'wu'gong
水扬梅,shui'yang'mei
水杨梅,shui'yang'mei
水银,shui'yin
