阿部丰,a'bu'feng
樱庭佑司,ying'ting'you'si
瑛祐的表白,ying'you'de'biao'bai
影子设计师,ying'zi'she'ji'shi
勇敢的决定,yong'gan'de'jue'ding
幼的目击者,you'de'mu'ji'zhe
诱拐现场特定事件,you'guai'xian'chang'te'ding'shi'jian
有黑痣的女子,you'hei'zhi'de'nv'zi
诱惑的赤马,you'huo'de'chi'ma
游乐园高空弹跳事件,you'le'yuan'gao'kong'tan'tiao'shi'jian
幽灵船杀人事件上集,you'ling'chuan'sha'ren'shi'jian'shang'ji
幽灵船杀人事件下集,you'ling'chuan'sha'ren'shi'jian'xia'ji
幽灵屋的真相上集,you'ling'wu'de'zhen'xiang'shang'ji
幽灵屋的真相下集,you'ling'wu'de'zhen'xiang'xia'ji
幽灵屋之谜,you'ling'wu'zhi'mi
友情与杀意的关门海峡上集,you'qing'yu'sha'yi'de'guan'men'hai'xia'shang'ji
友情与杀意的关门海峡下集,you'qing'yu'sha'yi'de'guan'men'hai'xia'xia'ji
优胜锦旗被割事件,you'sheng'jin'qi'bei'ge'shi'jian
有氧潜水杀人事件上集,you'yang'qian'shui'sha'ren'shi'jian'shang'ji
有氧潜水杀人事件下集,you'yang'qian'shui'sha'ren'shi'jian'xia'ji
愚蠢的模仿,yu'chun'de'mo'fang
与黑暗组织的再会灰原篇,yu'hei'an'zu'zhi'de'zai'hui'hui'yuan'pian
与黑暗组织的再会解决篇,yu'hei'an'zu'zhi'de'zai'hui'jie'jue'pian
与黑暗组织的再会柯南篇,yu'hei'an'zu'zhi'de'zai'hui'ke'nan'pian
鱼事件,yu'shi'jian
浴室密室事件上集,yu'shi'mi'shi'shi'jian'shang'ji
浴室密室事件下集,yu'shi'mi'shi'shi'jian'xia'ji
鱼邮件的追踪,yu'you'jian'de'zhui'zong
雨中的刻印,yu'zhong'de'ke'yin
雨中的似曾相识,yu'zhong'de'si'ceng'xiang'shi
猿渡秀朗,yuan'du'xiu'lang
圆谷光彦,yuan'gu'guang'yan
远山和叶,yuan'shan'he'ye
远山警官,yuan'shan'jing'guan
元太的必杀射后篇,yuan'tai'de'bi'sha'she'hou'pian
元太的必杀射前篇,yuan'tai'de'bi'sha'she'qian'pian
元太的快速内角球,yuan'tai'de'kuai'su'nei'jiao'qiu
元太的圈套,yuan'tai'de'quan'tao
元太的灾难,yuan'tai'de'zai'nan
元太少的灾难,yuan'tai'shao'de'zai'nan
园子的红手绢,yuan'zi'de'hong'shou'juan
园子的红手帕后篇,yuan'zi'de'hong'shou'pa'hou'pian
园子的红手帕前篇,yuan'zi'de'hong'shou'pa'qian'pian
园子的夏日海滩冒险物语上集,yuan'zi'de'xia'ri'hai'tan'mao'xian'wu'yu'shang'ji
园子的夏日海滩冒险物语下集,yuan'zi'de'xia'ri'hai'tan'mao'xian'wu'yu'xia'ji
月亮星星与太阳的秘密上集,yue'liang'xing'xing'yu'tai'yang'de'mi'mi'shang'ji
月亮星星与太阳的秘密下集,yue'liang'xing'xing'yu'tai'yang'de'mi'mi'xia'ji
月下,yue'xia
云霄飞车杀人事件,yun'xiao'fei'che'sha'ren'shi'jian
在黑暗中传出的神秘枪声,zai'hei'an'zhong'chuan'chu'de'shen'mi'qiang'sheng
再会,zai'hui
在图画里面的绑架犯,zai'tu'hua'li'mian'de'bang'jia'fan
憎恨之村,zeng'hen'zhi'cun
战栗,zhan'li
战栗的乐谱,zhan'li'de'yue'pu
詹姆斯布莱克,zhan'mu'si'bu'lai'ke
詹姆斯布兰克,zhan'mu'si'bu'lan'ke
招唤死亡的单只手套,zhao'huan'si'wang'de'dan'zhi'shou'tao
照片的下落,zhao'pian'de'xia'luo
沼渊己一郎,zhao'yuan'ji'yi'lang
这个世上最,zhe'ge'shi'shang'zui
这就是真相,zhe'jiu'shi'zhen'xiang
震动警视厅万名人质,zhen'dong'jing'shi'ting'wan'ming'ren'zhi
镇魂曲,zhen'hun'qu
真假人质绑票事件,zhen'jia'ren'zhi'bang'piao'shi'jian
阵内孝则,zhen'nei'xiao'ze
真身,zhen'shen
侦探徽章,zhen'tan'hui'zhang
侦探甲子园,zhen'tan'jia'zi'yuan
侦探们的安魂曲,zhen'tan'men'de'an'hun'qu
侦探们的名推理,zhen'tan'men'de'ming'tui'li
侦探们的镇魂歌,zhen'tan'men'de'zhen'hun'ge
侦探团大追击事件,zhen'tan'tuan'da'zhui'ji'shi'jian
侦探团的雪人,zhen'tan'tuan'de'xue'ren
侦探团和青虫四兄弟,zhen'tan'tuan'he'qing'chong'si'xiong'di
侦探团生还事件,zhen'tan'tuan'sheng'huan'shi'jian
真相的大门,zhen'xiang'de'da'men
真正犯人的留言,zhen'zheng'fan'ren'de'liu'yan
真正想问你的事情,zhen'zheng'xiang'wen'ni'de'shi'qing
证据,zheng'ju
证人生还了,zheng'ren'sheng'huan'le
止不住的眼泪,zhi'bu'zhu'de'yan'lei
纸飞机,zhi'fei'ji
直球定输赢,zhi'qiu'ding'shu'ying
只有一个目击者,zhi'you'yi'ge'mu'ji'zhe
治愈之森的不在场称证明,zhi'yu'zhi'sen'de'bu'zai'chang'cheng'zheng'ming
制造密室,zhi'zao'mi'shi
蜘蛛公馆,zhi'zhu'gong'guan
终点站,zhong'dian'zhan
中华街雨中的似曾相识上集,zhong'hua'jie'yu'zhong'de'si'ceng'xiang'shi'shang'ji
中华街雨中的似曾相识下集,zhong'hua'jie'yu'zhong'de'si'ceng'xiang'shi'xia'ji
中森青子,zhong'sen'qing'zi
中森银三,zhong'sen'yin'san
重松明男,zhong'song'ming'nan
中头奖,zhong'tou'jiang
重要嫌疑人,zhong'yao'xian'yi'ren
猪保满雄,zhu'bao'man'xiong
朱蒂,zhu'di
朱蒂圣提米利翁,zhu'di'sheng'ti'mi'li'weng
猪鹿蝶,zhu'lu'die
坠落事件的隐情,zhui'luo'shi'jian'de'yin'qing
追逐蓝色小鸟的少侦探团,zhui'zhu'lan'se'xiao'niao'de'shao'zhen'tan'tuan
追踪目标,zhui'zong'mu'biao
紫红之爪,zi'hong'zhi'zhao
综合病院杀人事件,zong'he'bing'yuan'sha'ren'shi'jian
阻击,zu'ji
足球选手恐吓事件,zu'qiu'xuan'shou'kong'he'shi'jian
诅咒的假面的冷笑,zu'zhou'de'jia'mian'de'leng'xiao
最初的招呼,zui'chu'de'zhao'hu
最后的可能性,zui'hou'de'ke'neng'xing
最后的王牌,zui'hou'de'wang'pai
最后一场电影,zui'hou'yi'chang'dian'ying
最后一箭,zui'hou'yi'jian
醉在萨摩的小五郎后篇,zui'zai'sa'mo'de'xiao'wu'lang'hou'pian
醉在萨摩的小五郎前篇,zui'zai'sa'mo'de'xiao'wu'lang'qian'pian
最终播映杀人事件上集,zui'zhong'bo'ying'sha'ren'shi'jian'shang'ji
最终播映杀人事件下集,zui'zhong'bo'ying'sha'ren'shi'jian'xia'ji
最终手段,zui'zhong'shou'duan
作梦的地方,zuo'meng'de'di'fang
佐山明子,zuo'shan'ming'zi
佐藤的胜算,zuo'teng'de'sheng'suan
佐藤的心意,zuo'teng'de'xin'yi
佐藤美和子,zuo'teng'mei'he'zi
佐藤相亲,zuo'teng'xiang'qin
佐佐木藏之介,zuo'zuo'mu'cang'zhi'jie
