曾几何时,ceng'ji'he'shi
知出乎争,zhi'chu'hu'zheng
直出直入,zhi'chu'zhi'ru
支床叠屋,zhi'chuang'die'wu
支床迭屋,zhi'chuang'die'wu
支牀叠屋,zhi'chuang'die'wu
支牀有龟,zhi'chuang'you'gui
只词褒贬,zhi'ci'bao'bian
枝词蔓说,zhi'ci'man'shuo
枝词蔓语,zhi'ci'man'yu
枝辞蔓语,zhi'ci'man'yu
执粗井灶,zhi'cu'jing'zao
执粗井竈,zhi'cu'jing'zao
志存高远,zhi'cun'gao'yuan
知错就改,zhi'cuo'jiu'gai
志大才短,zhi'da'cai'duan
志大才疏,zhi'da'cai'shu
志大量小,zhi'da'liang'xiao
至大无外,zhi'da'wu'wai
枝大于本,zhi'da'yu'ben
指大于臂,zhi'da'yu'bi
至大至刚,zhi'da'zhi'gang
至当不易,zhi'dang'bu'yi
织当访婢,zhi'dang'fang'bi
植党营私,zhi'dang'ying'si
植党自私,zhi'dang'zi'si
直道不容,zhi'dao'bu'rong
直道而行,zhi'dao'er'xing
直捣黄龙,zhi'dao'huang'long
直道事人,zhi'dao'shi'ren
直道守节,zhi'dao'shou'jie
志得气盈,zhi'de'qi'ying
至德要道,zhi'de'yao'dao
志得意满,zhi'de'yi'man
掷地赋声,zhi'di'fu'sheng
掷地金声,zhi'di'jin'sheng
指敌忘身,zhi'di'wang'shen
掷地有声,zhi'di'you'sheng
掷地之材,zhi'di'zhi'cai
知地知天,zhi'di'zhi'tian
指点江山,zhi'dian'jiang'shan
直钓缺丁,zhi'diao'que'ding
指东打西,zhi'dong'da'xi
指东划西,zhi'dong'hua'xi
指东画西,zhi'dong'hua'xi
指东话西,zhi'dong'hua'xi
指东骂西,zhi'dong'ma'xi
指东说西,zhi'dong'shuo'xi
纸短情长,zhi'duan'qing'chang
枝对叶比,zhi'dui'ye'bi
知恩报德,zhi'en'bao'de
知恩报恩,zhi'en'bao'en
知恩必报,zhi'en'bi'bao
执而不化,zhi'er'bu'hua
质而不俚,zhi'er'bu'li
直而不肆,zhi'er'bu'si
直而不挺,zhi'er'bu'ting
置而不问,zhi'er'bu'wen
知而不言,zhi'er'bu'yan
质而不野,zhi'er'bu'ye
知而不争,zhi'er'bu'zheng
知而故犯,zhi'er'gu'fan
侄儿媳妇,zhi'er'xi'fu
执法不阿,zhi'fa'bu'e
执法不公,zhi'fa'bu'gong
植发冲冠,zhi'fa'chong'guan
植发穿冠,zhi'fa'chuan'guan
执法犯法,zhi'fa'fan'fa
知法犯法,zhi'fa'fan'fa
织发夫人,zhi'fa'fu'ren
栉发耨苗,zhi'fa'nou'miao
执法如山,zhi'fa'ru'shan
执法无私,zhi'fa'wu'si
陟罚臧否,zhi'fa'zang'pi
枝繁叶茂,zhi'fan'ye'mao
指方画圆,zhi'fang'hua'yuan
质非文是,zhi'fei'wen'shi
止沸益薪,zhi'fei'yi'xin
芝焚蕙叹,zhi'fen'hui'tan
支分节解,zhi'fen'jie'jie
支纷节解,zhi'fen'jie'jie
枝分缕解,zhi'fen'lv'jie
枝分叶散,zhi'fen'ye'san
支分族解,zhi'fen'zu'jie
只凤孤凰,zhi'feng'gu'huang
栉风沐雨,zhi'feng'mu'yu
炙凤烹龙,zhi'feng'peng'long
栉风酾雨,zhi'feng'shi'yu
指腹裁襟,zhi'fu'cai'jin
指腹成亲,zhi'fu'cheng'qin
执斧伐柯,zhi'fu'fa'ke
指腹割衿,zhi'fu'ge'jin
炙肤皲足,zhi'fu'jun'zu
雉伏鼠窜,zhi'fu'shu'cuan
指腹为婚,zhi'fu'wei'hun
指腹为亲,zhi'fu'wei'qin
枝附叶从,zhi'fu'ye'cong
枝附叶连,zhi'fu'ye'lian
枝附叶著,zhi'fu'ye'zhu
枝附叶着,zhi'fu'ye'zhuo
枝附影从,zhi'fu'ying'cong
执干戚舞,zhi'gan'qi'wu
枝干相持,zhi'gan'xiang'chi
脂膏不润,zhi'gao'bu'run
脂膏莫润,zhi'gao'mo'run
志高气扬,zhi'gao'qi'yang
趾高气扬,zhi'gao'qi'yang
知高识低,zhi'gao'shi'di
至高无上,zhi'gao'wu'shang
志高行洁,zhi'gao'xing'jie
至高至上,zhi'gao'zhi'shang
知閤门事,zhi'ge'men'shi
止戈散马,zhi'ge'san'ma
止戈为武,zhi'ge'wei'wu
止戈兴仁,zhi'ge'xing'ren
止戈之武,zhi'ge'zhi'wu
知根知底,zhi'gen'zhi'di
支公骏马,zhi'gong'jun'ma
至公无私,zhi'gong'wu'si
至公无我,zhi'gong'wu'wo
跖狗吠尧,zhi'gou'fei'yao
蹠狗吠尧,zhi'gou'fei'yao
栉垢爬痒,zhi'gou'pa'yang
指顾从容,zhi'gu'cong'rong
指顾间事,zhi'gu'jian'shi
指顾倏忽,zhi'gu'shu'hu
指古摘今,zhi'gu'zhai'jin
指顾之际,zhi'gu'zhi'ji
指顾之间,zhi'gu'zhi'jian
至关重要,zhi'guan'zhong'yao
志广才疎,zhi'guang'cai'shu
志广才疏,zhi'guang'cai'shu
纸贵洛城,zhi'gui'luo'cheng
纸贵洛阳,zhi'gui'luo'yang
智贵免祸,zhi'gui'mian'huo
治国安邦,zhi'guo'an'bang
治郭安邦,zhi'guo'an'bang
治国安民,zhi'guo'an'min
知过必改,zhi'guo'bi'gai
知过能改,zhi'guo'neng'gai
掷果潘安,zhi'guo'pan'an
掷果潘郎,zhi'guo'pan'lang
治国齐家,zhi'guo'qi'jia
智过万人,zhi'guo'wan'ren
掷果盈车,zhi'guo'ying'che
知合门事,zhi'he'men'shi
鸷狠狼戾,zhi'hen'lang'li
疐后跋前,zhi'hou'ba'qian
纸糊老虎,zhi'hu'lao'hu
之乎也者,zhi'hu'ye'zhe
陟岵瞻望,zhi'hu'zhan'wang
之乎者也,zhi'hu'zhe'ye
陟岵陟屺,zhi'hu'zhi'qi
指画口授,zhi'hua'kou'shou
摭华损实,zhi'hua'sun'shi
指槐骂柳,zhi'huai'ma'liu
指挥可定,zhi'hui'ke'ding
指麾可定,zhi'hui'ke'ding
指挥若定,zhi'hui'ruo'ding
智昏菽麦,zhi'hun'shu'mai
掷火万里,zhi'huo'wan'li
只鸡斗酒,zhi'ji'dou'jiu
鸷击狼噬,zhi'ji'lang'shi
指鸡骂狗,zhi'ji'ma'gou
知几其神,zhi'ji'qi'shen
知幾其神,zhi'ji'qi'shen
知机识变,zhi'ji'shi'bian
知机识窍,zhi'ji'shi'qiao
只鸡絮酒,zhi'ji'xu'jiu
炙鸡絮酒,zhi'ji'xu'jiu
知己知彼,zhi'ji'zhi'bi
知己之遇,zhi'ji'zhi'yu
炙鸡渍酒,zhi'ji'zi'jiu
只鸡樽酒,zhi'ji'zun'jiu
彘肩斗酒,zhi'jian'dou'jiu
胝肩茧足,zhi'jian'jian'zu
志坚行苦,zhi'jian'xing'ku
咫角骖驹,zhi'jiao'can'ju
志骄气盈,zhi'jiao'qi'ying
至交契友,zhi'jiao'qi'you
志骄意满,zhi'jiao'yi'man
枝节横生,zhi'jie'heng'sheng
直节劲气,zhi'jie'jing'qi
直截了当,zhi'jie'liao'dang
直捷了当,zhi'jie'liao'dang
直接了当,zhi'jie'liao'dang
志洁行芳,zhi'jie'xing'fang
知今博古,zhi'jin'bo'gu
制锦操刀,zhi'jin'cao'dao
织锦回文,zhi'jin'hui'wen
智尽力穷,zhi'jin'li'qiong
智尽能索,zhi'jin'neng'suo
知尽能索,zhi'jin'neng'suo
直进直出,zhi'jin'zhi'chu
执经叩问,zhi'jing'kou'wen
执经问难,zhi'jing'wen'nan
至敬无文,zhi'jing'wu'wen
置酒高会,zhi'jiu'gao'hui
旨酒嘉肴,zhi'jiu'jia'yao
智均力敌,zhi'jun'li'di
止渴思梅,zhi'ke'si'mei
止渴望梅,zhi'ke'wang'mei
止渴饮鸩,zhi'ke'yin'zhen
止渴之梅,zhi'ke'zhi'mei
执柯作伐,zhi'ke'zuo'fa
指空话空,zhi'kong'hua'kong
直口无言,zhi'kou'wu'yan
知来藏往,zhi'lai'cang'wang
直来直去,zhi'lai'zhi'qu
芝兰玉树,zhi'lan'yu'shu
芝兰之交,zhi'lan'zhi'jiao
芝兰之室,zhi'lan'zhi'shi
支楞八叉,zhi'leng'ba'cha
知冷知热,zhi'leng'zhi're
支离繁碎,zhi'li'fan'sui
智力劳动,zhi'li'lao'dong
至理名言,zhi'li'ming'yan
支离破碎,zhi'li'po'sui
智力投资,zhi'li'tou'zi
指李推张,zhi'li'tui'zhang
吱哩哇啦,zhi'li'wa'la
支离拥肿,zhi'li'yong'zhong
支离臃肿,zhi'li'yong'zhong
织帘居士,zhi'lian'ju'shi
直谅多闻,zhi'liang'duo'wen
执两用中,zhi'liang'yong'zhong
直谅之友,zhi'liang'zhi'you
只鳞片甲,zhi'lin'pian'jia
枝流叶布,zhi'liu'ye'bu
只留支剌,zhi'liu'zhi'la
直留支剌,zhi'liu'zhi'la
指鹿为马,zhi'lu'wei'ma
指鹿作马,zhi'lu'zuo'ma
治乱安危,zhi'luan'an'wei
治乱持危,zhi'luan'chi'wei
治乱存亡,zhi'luan'cun'wang
只鸾单凤,zhi'luan'dan'feng
治乱扶危,zhi'luan'fu'wei
治乱兴亡,zhi'luan'xing'wang
只轮不反,zhi'lun'bu'fan
只轮不返,zhi'lun'bu'fan
只轮莫返,zhi'lun'mo'fan
只轮无反,zhi'lun'wu'fan
纸落云烟,zhi'luo'yun'yan
志虑忠纯,zhi'lv'zhong'chun
志满气得,zhi'man'qi'de
志满气骄,zhi'man'qi'jiao
志满意得,zhi'man'yi'de
栀貌蜡言,zhi'mao'la'yan
直眉瞪眼,zhi'mei'deng'yan
直眉楞眼,zhi'mei'leng'yan
直眉睖眼,zhi'mei'leng'yan
直眉怒目,zhi'mei'nu'mu
志美行厉,zhi'mei'xing'li
执迷不反,zhi'mi'bu'fan
执迷不返,zhi'mi'bu'fan
执迷不悟,zhi'mi'bu'wu
执迷不误,zhi'mi'bu'wu
执迷不醒,zhi'mi'bu'xing
知命安身,zhi'ming'an'shen
知命不惑,zhi'ming'bu'huo
知命不忧,zhi'ming'bu'you
知名当世,zhi'ming'dang'shi
指名道姓,zhi'ming'dao'xing
知命乐天,zhi'ming'le'tian
致命遂志,zhi'ming'sui'zhi
致命一餐,zhi'ming'yi'can
智名勇功,zhi'ming'yong'gong
职名早投,zhi'ming'zao'tou
知命之年,zhi'ming'zhi'nian
枝末生根,zhi'mo'sheng'gen
直木必伐,zhi'mu'bi'fa
栉沐风雨,zhi'mu'feng'yu
知慕少艾,zhi'mu'shao'ai
质木无文,zhi'mu'wu'wen
直木先伐,zhi'mu'xian'fa
枝木之冠,zhi'mu'zhi'guan
指南打北,zhi'nan'da'bei
知难而进,zhi'nan'er'jin
知难而退,zhi'nan'er'tui
知难而行,zhi'nan'er'xing
指南攻北,zhi'nan'gong'bei
知难行易,zhi'nan'xing'yi
直内方外,zhi'nei'fang'wai
鸷鸟不群,zhi'niao'bu'qun
鸷鸟不双,zhi'niao'bu'shuang
指佞触邪,zhi'ning'chu'xie
支配阶级,zhi'pei'jie'ji
指破迷津,zhi'po'mi'jin
指破迷团,zhi'po'mi'tuan
治谱家传,zhi'pu'jia'chuan
直扑无华,zhi'pu'wu'hua
直朴无华,zhi'pu'wu'hua
质朴无华,zhi'pu'wu'hua
置棋不定,zhi'qi'bu'ding
只骑不反,zhi'qi'bu'fan
志气凌云,zhi'qi'ling'yun
至戚世交,zhi'qi'shi'jiao
治气养生,zhi'qi'yang'sheng
质妻鬻子,zhi'qi'yu'zi
至亲骨肉,zhi'qin'gu'rou
至亲好友,zhi'qin'hao'you
指亲托故,zhi'qin'tuo'gu
知情不报,zhi'qing'bu'bao
知情不举,zhi'qing'bu'ju
知情达理,zhi'qing'da'li
直情径行,zhi'qing'jing'xing
知情识趣,zhi'qing'shi'qu
至情一往,zhi'qing'yi'wang
智穷才尽,zhi'qiong'cai'jin
志趣不常,zhi'qu'bu'chang
志趣不凡,zhi'qu'bu'fan
跖犬吠尧,zhi'quan'fei'yao
跖犬噬尧,zhi'quan'shi'yao
蹠犬噬尧,zhi'quan'shi'yao
直权无华,zhi'quan'wu'hua
指囷相赠,zhi'qun'xiang'zeng
指囷相助,zhi'qun'xiang'zhu
直认不讳,zhi'ren'bu'hui
知人待士,zhi'ren'dai'shi
知人料事,zhi'ren'liao'shi
知人论世,zhi'ren'lun'shi
知人善察,zhi'ren'shan'cha
知人善任,zhi'ren'shan'ren
至仁忘仁,zhi'ren'wang'ren
至人无己,zhi'ren'wu'ji
至人无梦,zhi'ren'wu'meng
至人无亲,zhi'ren'wu'qin
至仁无亲,zhi'ren'wu'qin
至人无为,zhi'ren'wu'wei
知人下士,zhi'ren'xia'shi
至人遗物,zhi'ren'yi'wu
知人则哲,zhi'ren'ze'zhe
知人之鉴,zhi'ren'zhi'jian
知人之明,zhi'ren'zhi'ming
知人之术,zhi'ren'zhi'shu
指日成功,zhi'ri'cheng'gong
指日而待,zhi'ri'er'dai
指日告罄,zhi'ri'gao'qing
指日高升,zhi'ri'gao'sheng
指日可待,zhi'ri'ke'dai
指日可俟,zhi'ri'ke'si
指日可下,zhi'ri'ke'xia
指日誓心,zhi'ri'shi'xin
知荣守辱,zhi'rong'shou'ru
直入公堂,zhi'ru'gong'tang
直入云霄,zhi'ru'yun'xiao
执锐披坚,zhi'rui'pi'jian
置若罔闻,zhi'ruo'wang'wen
指桑駡槐,zhi'sang'ma'huai
指桑骂槐,zhi'sang'ma'huai
指桑说槐,zhi'sang'shuo'huai
指山卖岭,zhi'shan'mai'ling
指山卖磨,zhi'shan'mai'mo
植善倾恶,zhi'shan'qing'e
指山说磨,zhi'shan'shuo'mo
至善至美,zhi'shan'zhi'mei
纸上空谈,zhi'shang'kong'tan
纸上空言,zhi'shang'kong'yan
直上青云,zhi'shang'qing'yun
纸上谈兵,zhi'shang'tan'bing
纸上谭兵,zhi'shang'tan'bing
纸上跃然,zhi'shang'yue'ran
直上直下,zhi'shang'zhi'xia
只身孤影,zhi'shen'gu'ying
轵深井里,zhi'shen'jing'li
置身其中,zhi'shen'qi'zhong
置身事外,zhi'shen'shi'wai
至圣先师,zhi'sheng'xian'shi
知生之民,zhi'sheng'zhi'min
至圣至明,zhi'sheng'zhi'ming
智识分子,zhi'shi'fen'zi
智识阶级,zhi'shi'jie'ji
知识阶级,zhi'shi'jie'ji
指事类情,zhi'shi'lei'qing
知识青年,zhi'shi'qing'nian
志士仁人,zhi'shi'ren'ren
知时识务,zhi'shi'shi'wu
指矢天日,zhi'shi'tian'ri
致仕悬车,zhi'shi'xuan'che
只手单拳,zhi'shou'dan'quan
指手点脚,zhi'shou'dian'jiao
指手顿脚,zhi'shou'dun'jiao
炙手而热,zhi'shou'er're
指手划脚,zhi'shou'hua'jiao
指手画脚,zhi'shou'hua'jiao
炙手可热,zhi'shou'ke're
只手空拳,zhi'shou'kong'quan
只手擎天,zhi'shou'qing'tian
支手舞脚,zhi'shou'wu'jiao
只手遮天,zhi'shou'zhe'tian
知书达理,zhi'shu'da'li
知书达礼,zhi'shu'da'li
直抒己见,zhi'shu'ji'jian
掷鼠忌器,zhi'shu'ji'qi
知书明理,zhi'shu'ming'li
知书识礼,zhi'shu'shi'li
知书识字,zhi'shu'shi'zi
知书通礼,zhi'shu'tong'li
指树为姓,zhi'shu'wei'xing
直抒胸臆,zhi'shu'xiong'yi
衹树有缘,zhi'shu'you'yuan
植树造林,zhi'shu'zao'lin
知书知礼,zhi'shu'zhi'li
栉霜沐露,zhi'shuang'mu'lu
置水不漏,zhi'shui'bu'lou
指水盟松,zhi'shui'meng'song
知水仁山,zhi'shui'ren'shan
置水之情,zhi'shui'zhi'qing
置水之清,zhi'shui'zhi'qing
至死不变,zhi'si'bu'bian
至死不二,zhi'si'bu'er
至死不屈,zhi'si'bu'qu
至死不悟,zhi'si'bu'wu
之死不渝,zhi'si'bu'yu
至死不渝,zhi'si'bu'yu
治丝而棼,zhi'si'er'fen
蜘丝马迹,zhi'si'ma'ji
之死靡二,zhi'si'mi'er
之死靡他,zhi'si'mi'ta
之死靡它,zhi'si'mi'ta
至死靡他,zhi'si'mi'ta
至死靡它,zhi'si'mi'ta
治丝益棼,zhi'si'yi'fen
只谈风月,zhi'tan'feng'yue
止谈风月,zhi'tan'feng'yue
知疼着热,zhi'teng'zhao're
知疼着痒,zhi'teng'zhao'yang
指天画地,zhi'tian'hua'di
纸田墨稼,zhi'tian'mo'jia
指天射鱼,zhi'tian'she'yu
指天誓日,zhi'tian'shi'ri
指天誓心,zhi'tian'shi'xin
指天说地,zhi'tian'shuo'di
指天为誓,zhi'tian'wei'shi
知天知地,zhi'tian'zhi'di
志同道合,zhi'tong'dao'he
志同气合,zhi'tong'qi'he
志同气和,zhi'tong'qi'he
志同心合,zhi'tong'xin'he
志同心和,zhi'tong'xin'he
指通豫南,zhi'tong'yu'nan
雉头狐腋,zhi'tou'hu'ye
直头老虎,zhi'tou'lao'hu
直头直脑,zhi'tou'zhi'nao
直吐胸怀,zhi'tu'xiong'huai
枝外生枝,zhi'wai'sheng'zhi
知往鉴今,zhi'wang'jian'jin
知微知彰,zhi'wei'zhi'zhang
知微知章,zhi'wei'zhi'zhang
知文达理,zhi'wen'da'li
知文达礼,zhi'wen'da'li
执文害意,zhi'wen'hai'yi
知我罪我,zhi'wo'zui'wo
知无不尽,zhi'wu'bu'jin
知无不为,zhi'wu'bu'wei
知无不言,zhi'wu'bu'yan
职务繁杂,zhi'wu'fan'za
支吾其词,zhi'wu'qi'ci
支吾其辞,zhi'wu'qi'ci
知物由学,zhi'wu'you'xue
窒隙蹈瑕,zhi'xi'dao'xia
知希则贵,zhi'xi'ze'gui
知希之贵,zhi'xi'zhi'gui
指瑕造隙,zhi'xia'zao'xi
桎辖之桎,zhi'xia'zhi'zhi
陟遐自迩,zhi'xia'zi'er
至孅至悉,zhi'xian'zhi'xi
至纤至悉,zhi'xian'zhi'xi
汁香味浓,zhi'xiang'wei'nong
智小谋大,zhi'xiao'mou'da
知小谋大,zhi'xiao'mou'da
志枭逆虏,zhi'xiao'ni'lu
至小无内,zhi'xiao'wu'nei
智小言大,zhi'xiao'yan'da
知小言大,zhi'xiao'yan'da
知效一官,zhi'xiao'yi'guan
直写胸臆,zhi'xie'xiong'yi
至心朝礼,zhi'xin'chao'li
知心可腹,zhi'xin'ke'fu
指心恋母,zhi'xin'lian'mu
掷心卖眼,zhi'xin'mai'yan
至信辟金,zhi'xin'pi'jin
知心知意,zhi'xin'zhi'yi
知心着意,zhi'xin'zhuo'yi
知行合一,zhi'xing'he'yi
直性狭中,zhi'xing'xia'zhong
执行主席,zhi'xing'zhu'xi
知雄守雌,zhi'xiong'shou'ci
知羞识廉,zhi'xiu'shi'lian
秩序井然,zhi'xu'jing'ran
止循资序,zhi'xun'zi'xu
至言不烦,zhi'yan'bu'fan
直言不讳,zhi'yan'bu'hui
直言谠议,zhi'yan'dang'yi
直言骨鲠,zhi'yan'gu'geng
直言贾祸,zhi'yan'gu'huo
直言极谏,zhi'yan'ji'jian
直言尽意,zhi'yan'jin'yi
只言片语,zhi'yan'pian'yu
直言切谏,zhi'yan'qie'jian
直言取祸,zhi'yan'qu'huo
至言去言,zhi'yan'qu'yan
指雁为羹,zhi'yan'wei'geng
直言危行,zhi'yan'wei'xing
直言勿讳,zhi'yan'wu'hui
直言无讳,zhi'yan'wu'hui
直言无隐,zhi'yan'wu'yin
直言正谏,zhi'yan'zheng'jian
直言正论,zhi'yan'zheng'lun
直言正色,zhi'yan'zheng'se
支叶扶疏,zhi'ye'fu'shu
枝叶扶疏,zhi'ye'fu'shu
枝叶扶苏,zhi'ye'fu'su
职业教育,zhi'ye'jiao'yu
枝叶旁牒,zhi'ye'pang'die
支叶硕茂,zhi'ye'shuo'mao
枝叶硕茂,zhi'ye'shuo'mao
枝叶相持,zhi'ye'xiang'chi
质疑辨惑,zhi'yi'bian'huo
执意不从,zhi'yi'bu'cong
执一不回,zhi'yi'bu'hui
执意不回,zhi'yi'bu'hui
知以藏往,zhi'yi'cang'wang
至意诚心,zhi'yi'cheng'xin
知义多情,zhi'yi'duo'qing
执一而论,zhi'yi'er'lun
至矣尽矣,zhi'yi'jin'yi
智以利昏,zhi'yi'li'hun
指一说十,zhi'yi'shuo'shi
知一万毕,zhi'yi'wan'bi
质疑问难,zhi'yi'wen'nan
执一无失,zhi'yi'wu'shi
知易行难,zhi'yi'xing'nan
知音谙吕,zhi'yin'an'lv
知音识曲,zhi'yin'shi'qu
知音识趣,zhi'yin'shi'qu
只影单形,zhi'ying'dan'xing
只影孤形,zhi'ying'gu'xing
志盈心满,zhi'ying'xin'man
智勇兼备,zhi'yong'jian'bei
智勇兼全,zhi'yong'jian'quan
智勇双全,zhi'yong'shuang'quan
脂油点灯,zhi'you'dian'deng
至于此极,zhi'yu'ci'ji
支与流裔,zhi'yu'liu'yi
置于死地,zhi'yu'si'di
质伛影曲,zhi'yu'ying'qu
置予于怀,zhi'yu'yu'huai
知遇之恩,zhi'yu'zhi'en
知遇之感,zhi'yu'zhi'gan
知鱼之乐,zhi'yu'zhi'le
知遇之荣,zhi'yu'zhi'rong
止于至善,zhi'yu'zhi'shan
致远恐泥,zhi'yuan'kong'ni
枝源派本,zhi'yuan'pai'ben
致远任重,zhi'yuan'ren'zhong
智圆行方,zhi'yuan'xing'fang
志在必得,zhi'zai'bi'de
志在千里,zhi'zai'qian'li
志在四方,zhi'zai'si'fang
志在四海,zhi'zai'si'hai
至再至三,zhi'zai'zhi'san
指皁为白,zhi'zao'wei'bai
指皂为白,zhi'zao'wei'bai
知章八客,zhi'zhang'ba'ke
掷杖成龙,zhi'zhang'cheng'long
扺掌而谈,zhi'zhang'er'tan
指掌可取,zhi'zhang'ke'qu
纸帐梅花,zhi'zhang'mei'hua
知章知微,zhi'zhang'zhi'wei
执正持平,zhi'zheng'chi'ping
致政大夫,zhi'zheng'dai'fu
只争旦夕,zhi'zheng'dan'xi
只争朝夕,zhi'zheng'zhao'xi
直直愎愎,zhi'zhi'bi'bi
知止不殆,zhi'zhi'bu'dai
置之不顾,zhi'zhi'bu'gu
置之不理,zhi'zhi'bu'li
置之不论,zhi'zhi'bu'lun
至智不谋,zhi'zhi'bu'mou
至知不谋,zhi'zhi'bu'mou
知止不辱,zhi'zhi'bu'ru
置之不问,zhi'zhi'bu'wen
志志诚诚,zhi'zhi'cheng'cheng
指指戳戳,zhi'zhi'chuo'chuo
指指点点,zhi'zhi'dian'dian
置之度外,zhi'zhi'du'wai
致之度外,zhi'zhi'du'wai
置之弗论,zhi'zhi'fu'lun
吱吱嘎嘎,zhi'zhi'ga'ga
置之高阁,zhi'zhi'gao'ge
吱吱咯咯,zhi'zhi'ge'ge
致知格物,zhi'zhi'ge'wu
质直浑厚,zhi'zhi'hun'hou
支支节节,zhi'zhi'jie'jie
枝枝节节,zhi'zhi'jie'jie
支支离离,zhi'zhi'li'li
直直溜溜,zhi'zhi'liu'liu
直直落落,zhi'zhi'luo'luo
置之脑后,zhi'zhi'nao'hou
滞滞泥泥,zhi'zhi'ni'ni
直直劈劈,zhi'zhi'pi'pi
至智弃智,zhi'zhi'qi'zhi
指指搠搠,zhi'zhi'shuo'shuo
置之死地,zhi'zhi'si'di
擿埴索途,zhi'zhi'suo'tu
支支吾吾,zhi'zhi'wu'wu
支支梧梧,zhi'zhi'wu'wu
枝枝梧梧,zhi'zhi'wu'wu
支支喳喳,zhi'zhi'zha'zha
至治之世,zhi'zhi'zhi'shi
致治之世,zhi'zhi'zhi'shi
纸织字画,zhi'zhi'zi'hua
趾踵相错,zhi'zhong'xiang'cuo
趾踵相接,zhi'zhong'xiang'jie
智周万物,zhi'zhou'wan'wu
置诸度外,zhi'zhu'du'wai
置诸高阁,zhi'zhu'gao'ge
指猪駡狗,zhi'zhu'ma'gou
指猪骂狗,zhi'zhu'ma'gou
智珠在握,zhi'zhu'zai'wo
直撞横冲,zhi'zhuang'heng'chong
直壮曲老,zhi'zhuang'qu'lao
置锥之地,zhi'zhui'zhi'di
只字不提,zhi'zi'bu'ti
彘子孩儿,zhi'zi'hai'er
只字片言,zhi'zi'pian'yan
只字片纸,zhi'zi'pian'zhi
之子于归,zhi'zi'yu'gui
指奏相反,zhi'zou'xiang'fan
知足不殆,zhi'zu'bu'dai
知足不辱,zhi'zu'bu'ru
知足常乐,zhi'zu'chang'le
知足长乐,zhi'zu'chang'le
知足常足,zhi'zu'chang'zu
知足无求,zhi'zu'wu'qiu
志足意满,zhi'zu'yi'man
止足之分,zhi'zu'zhi'fen
止足之计,zhi'zu'zhi'ji
知足之计,zhi'zu'zhi'ji
止足之戒,zhi'zu'zhi'jie
知足知止,zhi'zu'zhi'zhi
纸醉金迷,zhi'zui'jin'mi
至尊至贵,zhi'zun'zhi'gui
支左屈右,zhi'zuo'qu'you
支左诎右,zhi'zuo'qu'you
中饱私囊,zhong'bao'si'nang
重本轻末,zhong'ben'qing'mo
重本抑末,zhong'ben'yi'mo
忠不避危,zhong'bu'bi'wei
忠不可兼,zhong'bu'ke'jian
忠不违君,zhong'bu'wei'jun
重财轻义,zhong'cai'qing'yi
盅虿之谗,zhong'chai'zhi'chan
中产阶级,zhong'chan'jie'ji
中産阶级,zhong'chan'jie'ji
忠臣良将,zhong'chen'liang'jiang
忠臣烈士,zhong'chen'lie'shi
忠臣孝子,zhong'chen'xiao'zi
忠臣义士,zhong'chen'yi'shi
忠诚不渝,zhong'cheng'bu'yu
终成泡影,zhong'cheng'pao'ying
众楚群咻,zhong'chu'qun'xiu
衆楚羣咻,zhong'chu'qun'xiu
众川赴海,zhong'chuan'fu'hai
重此抑彼,zhong'ci'yi'bi
中道而废,zhong'dao'er'fei
中道而止,zhong'dao'er'zhi
中岛健藏,zhong'dao'jian'cang
重德不报,zhong'de'bu'bao
中等教育,zhong'deng'jiao'yu
钟鼎人家,zhong'ding'ren'jia
钟鼎山林,zhong'ding'shan'lin
钟鼎之家,zhong'ding'zhi'jia
众多非一,zhong'duo'fei'yi
衆多非一,zhong'duo'fei'yi
众恶必察,zhong'e'bi'cha
中俄密约,zhong'e'mi'yue
终而复始,zhong'er'fu'shi
中二千石,zhong'er'qian'shi
重而无基,zhong'er'wu'ji
重罚不用,zhong'fa'bu'yong
终非了局,zhong'fei'liao'ju
中风狂走,zhong'feng'kuang'zou
重赴鹿鸣,zhong'fu'lu'ming
重赴琼林,zhong'fu'qiong'lin
中妇诸子,zhong'fu'zhu'zi
忠肝义胆,zhong'gan'yi'dan
忠告善道,zhong'gao'shan'dao
忠鲠不挠,zhong'geng'bu'nao
众功皆兴,zhong'gong'jie'xing
中冓之言,zhong'gou'zhi'yan
钟鼓之乐,zhong'gu'zhi'le
钟鼓之色,zhong'gu'zhi'se
钟鼓馔玉,zhong'gu'zhuan'yu
众寡不敌,zhong'gua'bu'di
衆寡不敌,zhong'gua'bu'di
众寡莫敌,zhong'gua'mo'di
众寡难敌,zhong'gua'nan'di
众寡势殊,zhong'gua'shi'shu
众寡悬绝,zhong'gua'xuan'jue
衆寡悬絶,zhong'gua'xuan'jue
众寡悬殊,zhong'gua'xuan'shu
忠贯白日,zhong'guan'bai'ri
重关击柝,zhong'guan'ji'tuo
忠贯日月,zhong'guan'ri'yue
中国青年,zhong'guo'qing'nian
中国象棋,zhong'guo'xiang'qi
忠果正直,zhong'guo'zheng'zhi
众駴朋疑,zhong'hai'peng'yi
衆駴朋疑,zhong'hai'peng'yi
中行评博,zhong'hang'ping'bo
众好必察,zhong'hao'bi'cha
衆好衆恶,zhong'hao'zhong'e
众好众恶,zhong'hao'zhong'wu
中和韶乐,zhong'he'shao'le
中和乐舞,zhong'he'yue'wu
重厚寡言,zhong'hou'gua'yan
