阿鼻元珠,a'bi'yuan'zhu
吴宫,wu'gong
五官,wu'guan
五鬼天王,wu'gui'tian'wang
五鬼天王尚和阳,wu'gui'tian'wang'shang'he'yang
五花蜂,wu'hua'feng
无华氏,wu'hua'shi
五火赤氛旗,wu'huo'chi'fen'qi
五火乾坤罗,wu'huo'qian'kun'luo
五火神雷,wu'huo'shen'lei
五火须弥针,wu'huo'xu'mi'zhen
仵江,wu'jiang
乌角,wu'jiao
乌金芒,wu'jin'mang
无咎上人,wu'jiu'shang'ren
五雷观,wu'lei'guan
五雷神锋,wu'lei'shen'feng
五雷神火弹,wu'lei'shen'huo'dan
五雷天方錾,wu'lei'tian'fang'zan
五雷真人,wu'lei'zhen'ren
吴立,wu'li
伍良,wu'liang
乌灵剑,wu'ling'jian
乌灵珠,wu'ling'zhu
乌龙剪,wu'long'jian
乌蛮,wu'man
吴玫,wu'mei
无明,wu'ming
无名和尚,wu'ming'he'shang
无名老尼,wu'ming'lao'ni
五魔,wu'mo
五木鬼师,wu'mu'gui'shi
巫拿阿,wu'na'a
巫启明,wu'qi'ming
邬勤,wu'qin
吴青心,wu'qing'xin
仵人龙,wu'ren'long
乌萨齐,wu'sa'qi
五色灵气,wu'se'ling'qi
巫山,wu'shan
巫山峡,wu'shan'xia
物神,wu'shen
伍神师,wu'shen'shi
乌神叟,wu'shen'sou
仵盛,wu'sheng
仵氏兄弟,wu'shi'xiong'di
吴讼,wu'song
五台,wu'tai
乌头婆,wu'tou'po
戊土真气,wu'tu'zhen'qi
吴文琪,wu'wen'qi
吴霄,wu'xiao
五泄山,wu'xie'shan
五行,wu'xing
无形长老曹枯竹,wu'xing'chang'lao'cao'ku'zhu
无形剑,wu'xing'jian
无形魔障,wu'xing'mo'zhang
无行魔障,wu'xing'mo'zhang
五行挪移迷魔障,wu'xing'nuo'yi'mi'mo'zhang
五行神火针,wu'xing'shen'huo'zhen
五行神炉,wu'xing'shen'lu
五行神线,wu'xing'shen'xian
五星神钺,wu'xing'shen'yue
无形长老,wu'xing'zhang'lao
无形诸天魔网,wu'xing'zhu'tian'mo'wang
无行尊者,wu'xing'zun'zhe
悟修,wu'xiu
乌牙洞,wu'ya'dong
吴燕,wu'yan
五叶飓母车,wu'ye'ju'mu'che
武夷山,wu'yi'shan
五阴毒雷,wu'yin'du'lei
五淫呼血兜,wu'yin'hu'xue'dou
五淫仙子,wu'yin'xian'zi
五淫尊者,wu'yin'zun'zhe
无影道士,wu'ying'dao'shi
无忧洞,wu'you'dong
乌鱼岛,wu'yu'dao
吴元智,wu'yuan'zhi
五岳行者,wu'yue'xing'zhe
五云步,wu'yun'bu
乌云神鲛网,wu'yun'shen'jiao'wang
五云石,wu'yun'shi
五云锁仙屏,wu'yun'suo'xian'ping
五云桃花毒瘴,wu'yun'tao'hua'du'zhang
五云桃花瘴,wu'yun'tao'hua'zhang
误斩,wu'zhan
乌鸩刺,wu'zhen'ci
五指山,wu'zhi'shan
五指神峰,wu'zhi'shen'feng
无终岭,wu'zhong'ling
五铢神女,wu'zhu'shen'nv
西川八魔,xi'chuan'ba'mo
西洞庭,xi'dong'ting
西方野佛,xi'fang'ye'fo
西海,xi'hai
膝角,xi'jiao
西崆峒,xi'kong'tong
西昆仑,xi'kun'lun
西昆山,xi'kun'shan
西来,xi'lai
西溟岛,xi'ming'dao
西神剑,xi'shen'jian
郗涛,xi'tao
吸星球,xi'xing'qiu
吸星神簪,xi'xing'shen'zan
细腰仙娘,xi'yao'xian'niang
西藏魔教,xi'zang'mo'jiao
夏三娘,xia'san'niang
侠僧,xia'seng
侠僧轶凡,xia'seng'yi'fan
夏寅,xia'yin
仙草,xian'cao
仙都,xian'du
仙都二女,xian'du'er'nv
陷空,xian'kong
陷空岛,xian'kong'dao
陷空老祖,xian'kong'lao'zu
陷身,xian'shen
先师,xian'shi
仙桃嶂,xian'tao'zhang
先天大衍神术,xian'tian'da'yan'shen'shu
先天神术,xian'tian'shen'shu
先天水母坎金丸,xian'tian'shui'mu'kan'jin'wan
仙霞岭,xian'xia'ling
冼盈,xian'ying
仙掌雷,xian'zhang'lei
香城娘,xiang'cheng'niang
香城娘子,xiang'cheng'niang'zi
向芳淑,xiang'fang'shu
项纪,xiang'ji
湘江,xiang'jiang
香兰,xiang'lan
香兰渚,xiang'lan'zhu
相貌奇丑,xiang'mao'qi'chou
降魔,xiang'mo
降魔锡杖,xiang'mo'xi'zhang
香泉谷,xiang'quan'gu
向善,xiang'shan
香雾真人,xiang'wu'zhen'ren
香雪洞,xiang'xue'dong
向义,xiang'yi
香云宝盖,xiang'yun'bao'gai
小阿修罗法,xiao'a'xiu'luo'fa
萧宝娘,xiao'bao'niang
萧成捷,xiao'cheng'jie
萧玢,xiao'fen
小寒山,xiao'han'shan
笑和尚,xiao'he'shang
销魂鉴,xiao'hun'jian
小火神,xiao'huo'shen
小金女,xiao'jin'nv
萧琏,xiao'lian
小灵猴,xiao'ling'hou
小菱洲,xiao'ling'zhou
小流沙,xiao'liu'sha
小螺洲,xiao'luo'zhou
萧勉,xiao'mian
小男,xiao'nan
小南极,xiao'nan'ji
小南极磁光子午线,xiao'nan'ji'ci'guang'zi'wu'xian
小哪吒,xiao'ne'zha
小蓬莱,xiao'peng'lai
萧清,xiao'qing
削去,xiao'qu
小髯客,xiao'ran'ke
小人国,xiao'ren'guo
小杀星,xiao'sha'xing
枭神娘,xiao'shen'niang
小神僧,xiao'shen'seng
萧十九妹,xiao'shi'jiu'mei
萧泰,xiao'tai
萧武,xiao'wu
小仙童子,xiao'xian'tong'zi
小仙源,xiao'xian'yuan
萧琇,xiao'xiu
萧璇,xiao'xuan
小衍神数,xiao'yan'shen'shu
小瑶宫,xiao'yao'gong
萧野,xiao'ye
小夜叉,xiao'ye'cha
萧逸,xiao'yi
萧玉,xiao'yu
萧元,xiao'yuan
晓月,xiao'yue
晓月禅师,xiao'yue'chan'shi
小云山,xiao'yun'shan
萧泽长,xiao'ze'chang
萧璋,xiao'zhang
萧珍,xiao'zhen
萧真人,xiao'zhen'ren
邪法,xie'fa
谢芳霞,xie'fang'xia
谢琳,xie'lin
邪气,xie'qi
谢山,xie'shan
谢无化,xie'wu'hua
谢璎,xie'ying
邪正之间,xie'zheng'zhi'jian
蝎尊者,xie'zun'zhe
心爱,xin'ai
辛辰子,xin'chen'zi
心灯,xin'deng
新疆,xin'jiang
辛金剑煞,xin'jin'jian'sha
心灵剑,xin'ling'jian
心灵相合,xin'ling'xiang'he
辛凌霄,xin'ling'xiao
心明神尼,xin'ming'shen'ni
辛青,xin'qing
心如,xin'ru
心如神尼,xin'ru'shen'ni
邢馄,xing'hun
邢开甲,xing'kai'jia
邢曼,xing'man
性情古怪,xing'qing'gu'guai
形神皆灭,xing'shen'jie'mie
邢天和,xing'tian'he
邢天相,xing'tian'xiang
星宿海,xing'xiu'hai
凶魂,xiong'hun
熊曼娘,xiong'man'niang
雄狮岭,xiong'shi'ling
熊血儿,xiong'xue'er
修炼,xiu'lian
修罗刀,xiu'luo'dao
修罗幡,xiu'luo'fan
修罗雷珠,xiu'luo'lei'zhu
修罗神钉,xiu'luo'shen'ding
修罗网,xiu'luo'wang
修罗錾,xiu'luo'zan
许超,xu'chao
许芳,xu'fang
许飞娘,xu'fei'niang
须弥神光,xu'mi'shen'guang
徐全,xu'quan
徐神君,xu'shen'jun
许陶,xu'tao
徐通,xu'tong
徐完,xu'wan
徐祥鹅,xu'xiang'e
吁吁,xu'xu
许元通,xu'yuan'tong
徐岳,xu'yue
许钺,xu'yue
玄都剑,xuan'du'jian
玄都羽士,xuan'du'yu'shi
玄儿,xuan'er
玄功,xuan'gong
玄功变化,xuan'gong'bian'hua
璇光尺,xuan'guang'chi
玄龟剑,xuan'gui'jian
玄金,xuan'jin
玄女庙住持,xuan'nv'miao'zhu'chi
玄女针,xuan'nv'zhen
玄牝,xuan'pin
玄牝珠,xuan'pin'zhu
玄殊仙子,xuan'shu'xian'zi
玄天姥姥,xuan'tian'lao'lao
玄武乌煞罗喉血焰神罡,xuan'wu'wu'sha'luo'hou'xue'yan'shen'gang
玄阴峒,xuan'yin'dong
玄阴洞,xuan'yin'dong
玄阴二五斩魂刀,xuan'yin'er'wu'zhan'hun'dao
玄阴简,xuan'yin'jian
玄阴聚兽幡,xuan'yin'ju'shou'fan
玄阴神幕,xuan'yin'shen'mu
玄阴神煞,xuan'yin'shen'sha
玄阴真煞,xuan'yin'zhen'sha
玄英剑,xuan'ying'jian
玄玉,xuan'yu
轩辕,xuan'yuan
轩辕老怪,xuan'yuan'lao'guai
轩辕墓,xuan'yuan'mu
玄真子,xuan'zhen'zi
血光护神之法,xue'guang'hu'shen'zhi'fa
血河仙娘,xue'he'xian'niang
血花神刀,xue'hua'shen'dao
雪魂珠,xue'hun'zhu
雪窟,xue'ku
雪浪岛,xue'lang'dao
雪浪山,xue'lang'shan
血莲,xue'lian
薛蟒,xue'mang
薛萍,xue'ping
血刹幡,xue'sha'fan
雪山,xue'shan
雪山老魅,xue'shan'lao'mei
雪山派,xue'shan'pai
血神经,xue'shen'jing
血神子,xue'shen'zi
雪叟,xue'sou
雪雪老人,xue'xue'lao'ren
血焰叉血焰金刀,xue'yan'cha'xue'yan'jin'dao
血焰针,xue'yan'zhen
血影,xue'ying
巽地风雷,xun'di'feng'lei
荀兰因,xun'lan'yin
巽灵珠,xun'ling'zhu
哑道人,ya'dao'ren
崖洞,ya'dong
雅各达,ya'ge'da
丫鬟,ya'huan
鸦利,ya'li
鸦林砦,ya'lin'zhai
严梦生,yan'meng'sheng
鄢妮,yan'ni
阎耆珠,yan'qi'zhu
严人英,yan'ren'ying
鄢什,yan'shen
艳尸,yan'shi
艳尸崔盈,yan'shi'cui'ying
严师婆,yan'shi'po
鄢望,yan'wang
严媖姆,yan'ying'mu
阳阿老人,yang'a'lao'ren
杨成志,yang'cheng'zhi
杨达,yang'da
杨姑婆,yang'gu'po
杨厚,yang'hou
杨花,yang'hua
阳健,yang'jian
羊角岭,yang'jiao'ling
杨瑾,yang'jin
阳九七星环,yang'jiu'qi'xing'huan
杨鲤,yang'li
阳魄剑,yang'po'jian
阳乌球,yang'wu'qiu
杨孝,yang'xiao
杨玉龙,yang'yu'long
杨珍,yang'zhen
妖道,yao'dao
妖幡,yao'fan
妖妇,yao'fu
姚海翁,yao'hai'weng
姚开江,yao'kai'jiang
妖窟,yao'ku
妖人,yao'ren
姚瑟,yao'se
妖僧,yao'seng
妖尸,yao'shi
妖童,yao'tong
妖仙,yao'xian
妖蚿,yao'xian
叶缤,ye'bin
耶迦宝相轮,ye'jia'bao'xiang'lun
野人山,ye'ren'shan
一尘禅师,yi'chen'chan'shi
一代弟,yi'dai'di
翼道人,yi'dao'ren
一灯上人,yi'deng'shang'ren
易鼎,yi'ding
轶凡,yi'fan
乙光剑,yi'guang'jian
伊红樱,yi'hong'ying
依环岭,yi'huan'ling
一甲子,yi'jia'zi
易静,yi'jing
乙木精灵,yi'mu'jing'ling
乙木神丹,yi'mu'shen'dan
乙木天罗,yi'mu'tian'luo
异派,yi'pai
伊佩章,yi'pei'zhang
移山缩地法,yi'shan'suo'di'fa
易晟,yi'sheng
易氏弟兄,yi'shi'di'xiong
异兽,yi'shou
乙休,yi'xiu
一音,yi'yin
一元妙用,yi'yuan'miao'yong
易震,yi'zhen
一真上人,yi'zhen'shang'ren
易周,yi'zhou
一子七真,yi'zi'qi'zhen
淫毒,yin'du
阴风八卦幡,yin'feng'ba'gua'fan
阴风洞,yin'feng'dong
银河剑,yin'he'jian
阴绝尘崖,yin'jue'chen'ya
因空师太,yin'kong'shi'tai
阴雷珠,yin'lei'zhu
阴磷火箭,yin'lin'huo'jian
阴磷神火珠,yin'lin'shen'huo'zhu
阴灵幡,yin'ling'fan
阴灵牌,yin'ling'pai
阴魔迷箓,yin'mo'mi'lu
阴魔网,yin'mo'wang
银泥岛,yin'ni'dao
银姝,yin'shu
阴四娘,yin'si'niang
尹松云,yin'song'yun
阴素棠,yin'su'tang
淫娃,yin'wa
隐形法,yin'xing'fa
隐行幡,yin'xing'fan
银须叟,yin'xu'sou
阴阳,yin'yang
阴阳两形幡,yin'yang'liang'xing'fan
阴阳叟,yin'yang'sou
媖姆,ying'mu
瑛姆,ying'mu
英男,ying'nan
英琼,ying'qiong
尤鳌,you'ao
右臂,you'bi
有根禅师,you'gen'chan'shi
幽灵碧焰梭,you'ling'bi'yan'suo
游龙子,you'long'zi
尤太真,you'tai'zhen
优昙,you'tan
幼童,you'tong
有形无质,you'xing'wu'zhi
尤于冰,you'yu'bing
有缘人,you'yuan'ren
玉版峡,yu'ban'xia
玉螭宫,yu'chi'gong
尉迟火,yu'chi'huo
尉迟元,yu'chi'yuan
郁次谷,yu'ci'gu
俞德,yu'de
禹鼎,yu'ding
玉洞真人,yu'dong'zhen'ren
玉洞真人岳韫,yu'dong'zhen'ren'yue'yun
于端,yu'duan
郁芳蘅,yu'fang'heng
玉飞来,yu'fei'lai
玉杆真人,yu'gan'zhen'ren
余恭,yu'gong
于亨,yu'heng
玉虎,yu'hu
玉虎剑,yu'hu'jian
羽化,yu'hua
雨花崖,yu'hua'ya
玉环,yu'huan
于建,yu'jian
俞利,yu'li
鱼龙幻光球,yu'long'huan'guang'qiu
玉龙剑,yu'long'jian
玉龙铡,yu'long'zha
俞峦,yu'luan
玉罗刹,yu'luo'cha
玉面吼,yu'mian'hou
玉娘子,yu'niang'zi
余孽,yu'nie
于潜琉璃,yu'qian'liu'li
玉清,yu'qing
玉清师太,yu'qing'shi'tai
玉泉洞,yu'quan'dong
渔人,yu'ren
鱼仁,yu'ren
玉神君,yu'shen'jun
玉绳仙子,yu'sheng'xian'zi
虞舜农,yu'shun'nong
余娲,yu'wa
禹王鉴,yu'wang'jian
玉匣,yu'xia
玉仙童,yu'xian'tong
于湘竹,yu'xiang'zhu
虞孝,yu'xiao
玉虚峰,yu'xu'feng
余珣姑,yu'xun'gu
余莹姑,yu'ying'gu
余英男,yu'ying'nan
俞允中,yu'yun'zhong
余暂公,yu'zan'gong
余中,yu'zhong
虞重,yu'zhong
宇宙六怪,yu'zhou'liu'guai
玉柱洞,yu'zhu'dong
元达,yuan'da
元凡,yuan'fan
元癸神剑,yuan'gui'shen'jian
元皓,yuan'hao
猿猴,yuan'hou
袁化,yuan'hua
圆寂,yuan'ji
元江,yuan'jiang
元江夺宝,yuan'jiang'duo'bao
元敬,yuan'jing
元觉禅师,yuan'jue'chan'shi
元灵,yuan'ling
袁灵,yuan'ling
圆满,yuan'man
袁三娘,yuan'san'niang
元神,yuan'shen
元胎,yuan'tai
元象圈,yuan'xiang'quan
袁星,yuan'xing
鸳鸯霹雳剑,yuan'yang'pi'li'jian
元元大师,yuan'yuan'da'shi
元运球,yuan'yun'qiu
猿长老,yuan'zhang'lao
越城岭,yue'cheng'ling
岳大鹏,yue'da'peng
月儿岛,yue'er'dao
越女,yue'nv
越女剑诀,yue'nv'jian'jue
越女经,yue'nv'jing
岳琴滨,yue'qin'bin
岳雯,yue'wen
岳韫,yue'yun
云凤,yun'feng
云梗窝,yun'geng'wo
云九姑,yun'jiu'gu
云雷仙网,yun'lei'xian'wang
云雷真人,yun'lei'zhen'ren
云灵山,yun'ling'shan
云萝娘,yun'luo'niang
云梦山,yun'meng'shan
云南,yun'nan
云雾幡,yun'wu'fan
云雾山,yun'wu'shan
云翼,yun'yi
云紫绡,yun'zi'xiao
再传徒孙,zai'chuan'tu'sun
曾孙,zeng'sun
翟度,zhai'du
斩断,zhan'duan
斩断一臂,zhan'duan'yi'bi
旃檀佛火,zhan'tan'fo'huo
张春桃,zhang'chun'tao
章虎儿,zhang'hu'er
掌教,zhang'jiao
张锦雯,zhang'jin'wen
张老四,zhang'lao'si
章狸,zhang'li
张亮,zhang'liang
章勉,zhang'mian
章南姑,zhang'nan'gu
张琪,zhang'qi
张三姑姑,zhang'san'gu'gu
张瑶青,zhang'yao'qing
张玉,zhang'yu
张玉珍,zhang'yu'zhen
张则,zhang'ze
章彰,zhang'zhang
赵长素,zhao'chang'su
召富,zhao'fu
赵光斗,zhao'guang'dou
赵蕙,zhao'hui
赵金珍,zhao'jin'zhen
赵铁娘,zhao'tie'niang
赵心源,zhao'xin'yuan
赵燕儿,zhao'yan'er
昭远寺,zhao'yuan'si
真谛,zhen'di
甄兑,zhen'dui
甄艮,zhen'gen
甄海,zhen'hai
真人,zhen'ren
真如剪,zhen'ru'jian
震岳宫,zhen'yue'gong
震岳神君,zhen'yue'shen'jun
郑颠仙,zheng'dian'xian
正果,zheng'guo
正派剑仙,zheng'pai'jian'xian
正修庵,zheng'xiu'an
郑元规,zheng'yuan'gui
知非禅师,zhi'fei'chan'shi
智公,zhi'gong
智公禅师,zhi'gong'chan'shi
至交,zhi'jiao
之精,zhi'jing
知客僧,zhi'ke'seng
之妙,zhi'miao
智能,zhi'neng
之气,zhi'qi
智通和尚,zhi'tong'he'shang
钟昂,zhong'ang
钟敢,zhong'gan
钟量,zhong'liang
终南派,zhong'nan'pai
终南山,zhong'nan'shan
众生环,zhong'sheng'huan
中条山,zhong'tiao'shan
中土,zhong'tu
钟先生,zhong'xian'sheng
钟在,zhong'zai
周淳,zhou'chun
周琅,zhou'lang
周轻云,zhou'qing'yun
周身,zhou'shen
周云从,zhou'yun'cong
周中汇,zhou'zhong'hui
朱百灵,zhu'bai'ling
朱赤午,zhu'chi'wu
逐出门墙,zhu'chu'men'qiang
祝鹗,zhu'e
诸葛警我,zhu'ge'jing'wo
诸葛英,zhu'ge'ying
朱合,zhu'he
朱洪,zhu'hong
朱红,zhu'hong
朱灵,zhu'ling
珠灵涧,zhu'ling'jian
朱鸾,zhu'luan
朱梅,zhu'mei
朱苹,zhu'ping
朱柔,zhu'rou
诛杀,zhu'sha
朱砂吼,zhu'sha'hou
竹山教,zhu'shan'jiao
竺声,zhu'sheng
竺生,zhu'sheng
竺笙,zhu'sheng
竺氏三姐弟,zhu'shi'san'jie'di
诸天宝鉴,zhu'tian'bao'jian
诸天挪移大法,zhu'tian'nuo'yi'da'fa
诸天摄形镜,zhu'tian'she'xing'jing
诸天神魔化血飞身大法,zhu'tian'shen'mo'hua'xue'fei'shen'da'fa
诸天五淫丝,zhu'tian'wu'yin'si
诸天星辰秘魔七绝乌梭,zhu'tian'xing'chen'mi'mo'qi'jue'wu'suo
诸天欲魔五淫脂魔法,zhu'tian'yu'mo'wu'yin'zhi'mo'fa
朱文,zhu'wen
朱逍遥,zhu'xiao'yao
诛邪刀,zhu'xie'dao
朱樱,zhu'ying
诸有功,zhu'you'gong
朱由穆,zhu'you'mu
转轮钵,zhuan'lun'bo
转世,zhuan'shi
庄易,zhuang'yi
追魂娘子,zhui'hun'niang'zi
追魂五毒砂,zhui'hun'wu'du'sha
追云叟,zhui'yun'sou
卓远峰,zhuo'yuan'feng
紫府迷笈,zi'fu'mi'ji
紫光指甲,zi'guang'zhi'jia
紫河魔焰,zi'he'mo'yan
紫金钵盂,zi'jin'bo'yu
紫金冠,zi'jin'guan
紫金泷,zi'jin'long
紫金梭,zi'jin'suo
紫面伽蓝,zi'mian'qie'lan
子母传音针,zi'mu'chuan'yin'zhen
子母戮魂珠,zi'mu'lu'hun'zhu
子母三才降魔针,zi'mu'san'cai'xiang'mo'zhen
子母针,zi'mu'zhen
紫青双剑,zi'qing'shuang'jian
紫清玉女,zi'qing'yu'nv
紫霆珠,zi'ting'zhu
子午火云针,zi'wu'huo'yun'zhen
紫烟锄,zi'yan'chu
紫郢,zi'ying
紫郢剑,zi'ying'jian
紫云,zi'yun
紫云宫,zi'yun'gong
紫云障,zi'yun'zhang
宗德,zong'de
醉道人,zui'dao'ren
尊胜禅师,zun'sheng'chan'shi
尊者,zun'zhe
左道,zuo'dao
坐化,zuo'hua
左清虚,zuo'qing'xu
座下,zuo'xia
左心,zuo'xin
