霭霭桑柘墟,ai'ai'sang'zhe'xu
无力倾人城,wu'li'qing'ren'cheng
物理有真伪,wu'li'you'zhen'wei
五马渡江开国处,wu'ma'du'jiang'kai'guo'chu
无奈被它情耽阁,wu'nai'bei'ta'qing'dan'ge
无奈被些名利缚,wu'nai'bei'xie'ming'li'fu
无奈楚词哀,wu'nai'chu'ci'ai
无乃山路恶,wu'nai'shan'lu'e
无能私愿只求田,wu'neng'si'yuan'zhi'qiu'tian
五年羁旅倦风埃,wu'nian'ji'lv'juan'feng'ai
无宁犹拾渖,wu'ning'you'shi'shen
吾岂好丹而非素,wu'qi'hao'dan'er'fei'su
吾岂厌喧而求静,wu'qi'yan'xuan'er'qiu'jing
怃然凭几占文移,wu'ran'ping'ji'zhan'wen'yi
屋绕湾溪竹绕山,wu'rao'wan'xi'zhu'rao'shan
无人语与刘玄德,wu'ren'yu'yu'liu'xuan'de
无人治时难,wu'ren'zhi'shi'nan
无日照佳城,wu'ri'zhao'jia'cheng
巫山高,wu'shan'gao
屋山终日信飘飘,wu'shan'zhong'ri'xin'piao'piao
五上巳闻苑中乐声书,wu'shang'si'wen'yuan'zhong'le'sheng'shu
吾身未尝檐,wu'shen'wei'chang'yan
吾诗非好诋,wu'shi'fei'hao'di
无数蜜蜂花上飞,wu'shu'mi'feng'hua'shang'fei
无数晚山相对愁,wu'shu'wan'shan'xiang'dui'chou
吾衰但阴拱,wu'shuai'dan'yin'gong
吾衰久捐书,wu'shuai'jiu'juan'shu
五腨今传里巷歌,wu'shuan'jin'chuan'li'xiang'ge
舞庭称贺严,wu'ting'cheng'he'yan
屋瓦更纷泊,wu'wa'geng'fen'bo
物外真游来几席,wu'wai'zhen'you'lai'ji'xi
吴王好射虎,wu'wang'hao'she'hu
吴王猎场,wu'wang'lie'chang
无为久自苦,wu'wei'jiu'zi'ku
无为袭宁嬴,wu'wei'xi'ning'ying
吾闻人之初,wu'wen'ren'zhi'chu
物我皆畏苦,wu'wo'jie'wei'ku
物物此时皆可赋,wu'wu'ci'shi'jie'ke'fu
物物各自我,wu'wu'ge'zi'wo
无物堪持比此冠,wu'wu'kan'chi'bi'ci'guan
勿笑田庐窄,wu'xiao'tian'lu'zhai
无心使口肝使目,wu'xin'shi'kou'gan'shi'mu
无心为佛事,wu'xin'wei'fo'shi
无心以择物,wu'xin'yi'ze'wu
无心与时竞,wu'xin'yu'shi'jing
吾心真慕伯成高,wu'xin'zhen'mu'bo'cheng'gao
吾行有定止,wu'xing'you'ding'zhi
舞袖卷烟雪,wu'xiu'juan'yan'xue
晤言或世闻,wu'yan'huo'shi'wen
无羊说梦非真事,wu'yang'shuo'meng'fei'zhen'shi
吾意窃所尚,wu'yi'qie'suo'shang
无衣与卒岁,wu'yi'yu'zu'sui
物以终为始,wu'yi'zhong'wei'shi
吴吟得自怡,wu'yin'de'zi'yi
午阴多处弄潺湲,wu'yin'duo'chu'nong'chan'yuan
午阴宽占一方苔,wu'yin'kuan'zhan'yi'fang'tai
无因重到武陵溪,wu'yin'zhong'dao'wu'ling'xi
吾友称诵多文辞,wu'you'cheng'song'duo'wen'ci
舞雩高蹈异求由,wu'yu'gao'dao'yi'qiu'you
吾愿与子同醉醒,wu'yuan'yu'zi'tong'zui'xing
五月不觉炎,wu'yue'bu'jue'yan
无择壮与考,wu'ze'zhuang'yu'kao
午枕觉来闻语鸟,wu'zhen'jue'lai'wen'yu'niao
吾子命世豪,wu'zi'ming'shi'hao
吾宗恢奇士,wu'zong'hui'qi'shi
午醉醒来晚,wu'zui'xing'lai'wan
溪岸宽围碧玉天,xi'an'kuan'wei'bi'yu'tian
洗涤万事求空虚,xi'di'wan'shi'qiu'kong'xu
喜对檐花有广文,xi'dui'yan'hua'you'guang'wen
西风来吹欲消散,xi'feng'lai'chui'yu'xiao'san
西风落日空回首,xi'feng'luo'ri'kong'hui'shou
吸风饮露虚无中,xi'feng'yin'lu'xu'wu'zhong
西归定有诗千首,xi'gui'ding'you'shi'qian'shou
溪果点丹漆,xi'guo'dian'dan'qi
熙河形势压西陲,xi'he'xing'shi'ya'xi'chui
惜乎不见正,xi'hu'bu'jian'zheng
西华岂易依,xi'hua'qi'yi'yi
惜花轻着尘,xi'hua'qing'zhe'chen
溪花团绣罨,xi'hua'tuan'xiu'yan
喜见儿童色,xi'jian'er'tong'se
西江月,xi'jiang'yue
喜君材俊能从我,xi'jun'cai'jun'neng'cong'wo
西看窗日犹嫌短,xi'kan'chuang'ri'you'xian'duan
西来久不见,xi'lai'jiu'bu'jian
细浪嬲雪千娉婷,xi'lang'niao'xue'qian'ping'ting
淅沥生晚听,xi'li'sheng'wan'ting
细路埋桑麻,xi'lu'mai'sang'ma
西南漫为壑,xi'nan'man'wei'he
西南穷岷嶓,xi'nan'qiong'min'bo
西南枝上月徘徊,xi'nan'zhi'shang'yue'pai'huai
溪鸟山花共我闲,xi'niao'shan'hua'gong'wo'xian
喜气满原隰,xi'qi'man'yuan'xi
西泉尚絫三石盘,xi'quan'shang'lei'san'shi'pan
昔人何计亦何思,xi'ren'he'ji'yi'he'si
昔人倨堂有妙理,xi'ren'ju'tang'you'miao'li
戏挼弄掬输儿女,xi'ruo'nong'ju'shu'er'nv
西山漠漠有无中,xi'shan'mo'mo'you'wu'zhong
溪山却在白云间,xi'shan'que'zai'bai'yun'jian
溪山萧洒入吾庐,xi'shan'xiao'sa'ru'wu'lu
溪山应亦笑归来,xi'shan'ying'yi'xiao'gui'lai
西山壮马先归牧,xi'shan'zhuang'ma'xian'gui'mu
系身高处本无心,xi'shen'gao'chu'ben'wu'xin
细数落花因坐久,xi'shu'luo'hua'yin'zuo'jiu
洗刷放秋光,xi'shua'fang'qiu'guang
溪水浑浑来自北,xi'shui'hun'hun'lai'zi'bei
细思扰扰梦中事,xi'si'rao'rao'meng'zhong'shi
洗我重得刘侯诗,xi'wo'chong'de'liu'hou'shi
膝下往来前日事,xi'xia'wang'lai'qian'ri'shi
细写相思多少,xi'xie'xiang'si'duo'shao
溪杏山桃欲占新,xi'xing'shan'tao'yu'zhan'xin
西崦攀翻忆去年,xi'yan'pan'fan'yi'qu'nian
西崦晴天得强扶,xi'yan'qing'tian'de'qiang'fu
西崦水泠泠,xi'yan'shui'ling'ling
夕阳兴罢黄尘陌,xi'yang'xing'ba'huang'chen'mo
戏摇微缟女鬟鸦,xi'yao'wei'gao'nv'huan'ya
徙倚观八荒,xi'yi'guan'ba'huang
西有陵云百尺台,xi'you'ling'yun'bai'chi'tai
嬉游事已空,xi'you'shi'yi'kong
昔予出东城,xi'yu'chu'dong'cheng
洗雨吹风一月春,xi'yu'chui'feng'yi'yue'chun
细雨侵凌白日昏,xi'yu'qin'ling'bai'ri'hun
惜哉命之穷,xi'zai'ming'zhi'qiong
惜哉秣骐骥,xi'zai'mo'qi'ji
惜哉秦汉君,xi'zai'qin'han'jun
惜哉去无由,xi'zai'qu'wu'you
昔在宋王所,xi'zai'song'wang'suo
昔之心所哀,xi'zhi'xin'suo'ai
狭径碍桑回,xia'jing'ai'sang'hui
下视海日暹,xia'shi'hai'ri'xian
下视淮洲杳霭中,xia'shi'huai'zhou'yao'ai'zhong
下无根蒂旁无连,xia'wu'gen'di'pang'wu'lian
下有出没瀺灂之蛟龙,xia'you'chu'mo'chan'jiao'zhi'jiao'long
下有游人归路,xia'you'you'ren'gui'lu
遐追商洛翁,xia'zhui'shang'luo'weng
衔璧名王按旧仪,xian'bi'ming'wang'an'jiu'yi
仙几风来得堕樵,xian'ji'feng'lai'de'duo'qiao
县吏鞭租负,xian'li'bian'zu'fu
闲僻庶可偷,xian'pi'shu'ke'tou
先去蒿莱恶,xian'qu'hao'lai'e
闲日有僧来北阜,xian'ri'you'seng'lai'bei'fu
岘山南路白云深,xian'shan'nan'lu'bai'yun'shen
先生醉卧落花里,xian'sheng'zui'wo'luo'hua'li
先王有经制,xian'wang'you'jing'zhi
鲜鲜细菊霜前蕊,xian'xian'xi'ju'shuang'qian'rui
先以招怀后殪戎,xian'yi'zhao'huai'hou'yi'rong
贤愚各有用,xian'yu'ge'you'yong
贤愚劳佚非一轨,xian'yu'lao'yi'fei'yi'gui
贤愚遂殊品,xian'yu'sui'shu'pin
想岸乌纱对奕秋,xiang'an'wu'sha'dui'yi'qiu
香草已堪回步履,xiang'cao'yi'kan'hui'bu'lv
相承黻冕华,xiang'cheng'fu'mian'hua
乡愁脉脉似连环,xiang'chou'mo'mo'si'lian'huan
象床玉几来自从,xiang'chuang'yu'ji'lai'zi'cong
想当治道时,xiang'dang'zhi'dao'shi
向道从来不博金,xiang'dao'cong'lai'bu'bo'jin
想对桐炉柏子烧,xiang'dui'tong'lu'bai'zi'shao
相逢不必嗟劳事,xiang'feng'bu'bi'jie'lao'shi
香风隔岸闻,xiang'feng'ge'an'wen
相逢故人昨夜去,xiang'feng'gu'ren'zuo'ye'qu
相逢岂少佳公子,xiang'feng'qi'shao'jia'gong'zi
相逢亦何有,xiang'feng'yi'he'you
想复度遥岑,xiang'fu'du'yao'cen
乡豪已云然,xiang'hao'yi'yun'ran
香火灵山亦有缘,xiang'huo'ling'shan'yi'you'yuan
想见荷叶尽,xiang'jian'he'ye'jin
相见会知南望苦,xiang'jian'hui'zhi'nan'wang'ku
想见渐台瓦欲流,xiang'jian'jian'tai'wa'yu'liu
想见鄮郭花今稠,xiang'jian'mao'guo'hua'jin'chou
想见新鞯照路华,xiang'jian'xin'jian'zhao'lu'hua
想见阳台路,xiang'jian'yang'tai'lu
想见朱衣在赤墀,xiang'jian'zhu'yi'zai'chi'chi
像劫空王爪与肱,xiang'jie'kong'wang'zhao'yu'gong
想今困惔焚,xiang'jin'kun'dan'fen
相看不厌唯夫子,xiang'kan'bu'yan'wei'fu'zi
相看愁思乱于云,xiang'kan'chou'si'luan'yu'yun
相看一噱散千忧,xiang'kan'yi'jue'san'qian'you
想肯重来贲一丘,xiang'ken'chong'lai'ben'yi'qiu
巷哭复有人,xiang'ku'fu'you'ren
向来宫阙不可见,xiang'lai'gong'que'bu'ke'jian
乡垒新恩借旧朱,xiang'lei'xin'en'jie'jiu'zhu
乡里传书比仲舒,xiang'li'chuan'shu'bi'zhong'shu
乡邻铢两征,xiang'lin'zhu'liang'zheng
乡闾人所怀,xiang'lv'ren'suo'huai
相期东北游,xiang'qi'dong'bei'you
香山幽人止一瓢,xiang'shan'you'ren'zhi'yi'piao
相随如得友,xiang'sui'ru'de'you
相随望南山,xiang'sui'wang'nan'shan
相随阳羡有篮舆,xiang'sui'yang'xian'you'lan'yu
相望空复叹芝焚,xiang'wang'kong'fu'tan'zhi'fen
向无明里强作窠窟,xiang'wu'ming'li'qiang'zuo'ke'ku
巷屋颇卑湿,xiang'wu'po'bei'shi
想衔杯酒问花期,xiang'xian'bei'jiu'wen'hua'qi
相寻长恨隔城闉,xiang'xun'chang'hen'ge'cheng'yin
想寻陈迹马蹄中,xiang'xun'chen'ji'ma'ti'zhong
香杳难随驿使来,xiang'yao'nan'sui'yi'shi'lai
想忆高斋更一跻,xiang'yi'gao'zhai'geng'yi'ji
想有幽人遗世事,xiang'you'you'ren'yi'shi'shi
相与此处吟山湖,xiang'yu'ci'chu'yin'shan'hu
相知不必因相识,xiang'zhi'bu'bi'yin'xiang'shi
晓悲千嶂有猿惊,xiao'bei'qian'zhang'you'yuan'jing
消沉时点水圆花,xiao'chen'shi'dian'shui'yuan'hua
啸歌林下应山君,xiao'ge'lin'xia'ying'shan'jun
箫鼓匆匆把一杯,xiao'gu'cong'cong'ba'yi'bei
小官苟营营,xiao'guan'gou'ying'ying
小胡捽耳争留连,xiao'hu'cu'er'zheng'liu'lian
晓来思绕天涯,xiao'lai'si'rao'tian'ya
小怜初上琵琶,xiao'lian'chu'shang'pi'pa
萧然高卧意何长,xiao'ran'gao'wo'yi'he'chang
翛然光宅淮之阴,xiao'ran'guang'zhai'huai'zhi'yin
翛然忘故约,xiao'ran'wang'gu'yue
翛然五六旬,xiao'ran'wu'liu'xun
萧然一世外,xiao'ran'yi'shi'wai
翛然泳而去,xiao'ran'yong'er'qu
翛然杖履出尘嚣,xiao'ran'zhang'lv'chu'chen'xiao
小人私阖开,xiao'ren'si'he'kai
萧洒已见江湖姿,xiao'sa'yi'jian'jiang'hu'zi
鸮声虽云恶,xiao'sheng'sui'yun'e
笑视金玉如浮云,xiao'shi'jin'yu'ru'fu'yun
小塘回曲翠文深,xiao'tang'hui'qu'cui'wen'shen
萧条梁父吟,xiao'tiao'liang'fu'yin
萧条行路欲华颠,xiao'tiao'xing'lu'yu'hua'dian
萧条烟岚上,xiao'tiao'yan'lan'shang
笑谓西来意,xiao'wei'xi'lai'yi
萧萧暗尘走,xiao'xiao'an'chen'zou
萧萧饥马立风前,xiao'xiao'ji'ma'li'feng'qian
萧萧暮吹惊红叶,xiao'xiao'mu'chui'jing'hong'ye
萧萧新犊卧,xiao'xiao'xin'du'wo
笑言溢口何欢咍,xiao'yan'yi'kou'he'huan'hai
逍遥烟中策,xiao'yao'yan'zhong'ce
逍遥自在无妨,xiao'yao'zi'zai'wu'fang
孝友称乡里,xiao'you'cheng'xiang'li
小雨初晴好天气,xiao'yu'chu'qing'hao'tian'qi
小舆穿麦过,xiao'yu'chuan'mai'guo
笑语春风入贝州,xiao'yu'chun'feng'ru'bei'zhou
笑语尽今乐,xiao'yu'jin'jin'le
小园封植伫华滋,xiao'yuan'feng'zhi'zhu'hua'zi
小院回廊春寂寂,xiao'yuan'hui'lang'chun'ji'ji
泻碧沄沄横带郭,xie'bi'yun'yun'heng'dai'guo
挟策有思悲慷慨,xie'ce'you'si'bei'kang'kai
携持欲一往,xie'chi'yu'yi'wang
邂逅持心契慧能,xie'hou'chi'xin'qi'hui'neng
邂逅得归耶战死,xie'hou'de'gui'ye'zhan'si
邂逅得君还恨晚,xie'hou'de'jun'hai'hen'wan
邂逅故人唯有醉,xie'hou'gu'ren'wei'you'zui
邂逅篮舆亦少留,xie'hou'lan'yu'yi'shao'liu
邂逅联裾殿阁春,xie'hou'lian'ju'dian'ge'chun
邂逅两心投,xie'hou'liang'xin'tou
邂逅论心喜有君,xie'hou'lun'xin'xi'you'jun
邂逅乃与襄王通,xie'hou'nai'yu'xiang'wang'tong
邂逅漂母能哀怜,xie'hou'piao'mu'neng'ai'lian
邂逅食之能寿考,xie'hou'shi'zhi'neng'shou'kao
邂逅相随一日闲,xie'hou'xiang'sui'yi'ri'xian
邂逅一樽聊酩酊,xie'hou'yi'zun'liao'ming'ding
邂逅与子期,xie'hou'yu'zi'qi
携僧出西路,xie'seng'chu'xi'lu
携手与君游最乐,xie'shou'yu'jun'you'zui'le
卸席取近岸,xie'xi'qu'jin'an
心哀此黔首,xin'ai'ci'qian'shou
新春十日雨,xin'chun'shi'ri'yu
欣佳恐难数,xin'jia'kong'nan'shu
新句得公还有赖,xin'ju'de'gong'hai'you'lai
新句连篇韵更高,xin'ju'lian'pian'yun'geng'gao
辛苦将身到沙漠,xin'ku'jiang'shen'dao'sha'mo
辛苦亦何求,xin'ku'yi'he'qiu
心怜红蕊与移栽,xin'lian'hong'rui'yu'yi'zai
信美贤公有才子,xin'mei'xian'gong'you'cai'zi
心能茅靡亦波流,xin'neng'mao'mi'yi'bo'liu
新鸟争巢谇语忙,xin'niao'zheng'chao'sui'yu'mang
新篇楚老得先知,xin'pian'chu'lao'de'xian'zhi
心亲不复异新旧,xin'qin'bu'fu'yi'xin'jiu
欣然忘夜寒,xin'ran'wang'ye'han
心如宝月映琉璃,xin'ru'bao'yue'ying'liu'li
新声生屋溜,xin'sheng'sheng'wu'liu
新诗比旧增奇峭,xin'shi'bi'jiu'zeng'qi'qiao
新诗起我超然兴,xin'shi'qi'wo'chao'ran'xing
心手始两得,xin'shou'shi'liang'de
心随东水转波涛,xin'sui'dong'shui'zhuan'bo'tao
新文得删拾,xin'wen'de'shan'shi
心忧天下独君王,xin'you'tian'xia'du'jun'wang
心于万事久翛然,xin'yu'wan'shi'jiu'xiao'ran
心远境常寂,xin'yuan'jing'chang'ji
新诏各从天上得,xin'zhao'ge'cong'tian'shang'de
信知大夫才,xin'zhi'dai'fu'cai
心知帝力同天地,xin'zhi'di'li'tong'tian'di
心知归有日,xin'zhi'gui'you'ri
心知为政似当年,xin'zhi'wei'zheng'si'dang'nian
新斸檀栾一亩阴,xin'zhu'tan'luan'yi'mu'yin
新妆欲应何人面,xin'zhuang'yu'ying'he'ren'mian
兴罢日斜归亦懒,xing'ba'ri'xie'gui'yi'lan
行不废樽榼,xing'bu'fei'zun'ke
行藏终欲付何人,xing'cang'zhong'yu'fu'he'ren
性长闲,xing'chang'xian
行辞北阙楼台丽,xing'ci'bei'que'lou'tai'li
行到水穷处,xing'dao'shui'qiong'chu
行逢御水半晴阴,xing'feng'yu'shui'ban'qing'yin
行观蔡河上,xing'guan'cai'he'shang
形骸槁木同,xing'hai'gao'mu'tong
形骸直欲坐弃忘,xing'hai'zhi'yu'zuo'qi'wang
星河鹭起,xing'he'lu'qi
星河影落有无中,xing'he'ying'luo'you'wu'zhong
杏花园西光宅路,xing'hua'yuan'xi'guang'zhai'lu
兴尽无人檝迎我,xing'jin'wu'ren'ji'ying'wo
行看万垄空,xing'kan'wan'long'kong
醒客忘言醉客喧,xing'ke'wang'yan'zui'ke'xuan
行路何妨更有诗,xing'lu'he'fang'geng'you'shi
行路有无间,xing'lu'you'wu'jian
行年七十更萧条,xing'nian'qi'shi'geng'xiao'tiao
行年三十已衰翁,xing'nian'san'shi'yi'shuai'weng
行人何事此中行,xing'ren'he'shi'ci'zhong'xing
行人尽道还家乐,xing'ren'jin'dao'huan'jia'le
行人楼上忆天涯,xing'ren'lou'shang'yi'tian'ya
行人却返鸟休飞,xing'ren'que'fan'niao'xiu'fei
兴王祗在笑谈中,xing'wang'zhi'zai'xiao'tan'zhong
行问墙夫多不记,xing'wen'qiang'fu'duo'bu'ji
星星明月照还稀,xing'xing'ming'yue'zhao'hai'xi
行矣非闲关,xing'yi'fei'xian'guan
行义如君众所传,xing'yi'ru'jun'zhong'suo'chuan
行吟强欲偷新格,xing'yin'qiang'yu'tou'xin'ge
幸有明空妙觉,xing'you'ming'kong'miao'jue
幸有清樽堪酩酊,xing'you'qing'zun'kan'ming'ding
兴至亦同作,xing'zhi'yi'tong'zuo
雄雌屡惊矫,xiong'ci'lv'jing'jiao
雄虹雌霓相结缠,xiong'hong'ci'ni'xiang'jie'chan
雄奇此山兼,xiong'qi'ci'shan'jian
休公遂不起,xiu'gong'sui'bu'qi
休澣恩容着籍通,xiu'han'en'rong'zhe'ji'tong
绣筤含风下玉除,xiu'lang'han'feng'xia'yu'chu
休论玉谢当时事,xiu'lun'yu'xie'dang'shi'shi
秀眉昔比南山栲,xiu'mei'xi'bi'nan'shan'kao
休明运继遭,xiu'ming'yun'ji'zao
绣袷通欢岁月深,xiu'qia'tong'huan'sui'yue'shen
秀色郁以添,xiu'se'yu'yi'tian
徐归坐当户,xu'gui'zuo'dang'hu
许国忧民适此时,xu'guo'you'min'shi'ci'shi
墟暮今千载,xu'mu'jin'qian'zai
徐熙画此何为者,xu'xi'hua'ci'he'wei'zhe
徐行稍复逼,xu'xing'shao'fu'bi
栩栩幽人梦,xu'xu'you'ren'meng
虚疑昨夜梦仙游,xu'yi'zuo'ye'meng'xian'you
嘘云吐雾雨,xu'yun'tu'wu'yu
宣城百山间,xuan'cheng'bai'shan'jian
选使自朝右,xuan'shi'zi'chao'you
宣王征伐自肤公,xuan'wang'zheng'fa'zi'fu'gong
喧喧人语已成市,xuan'xuan'ren'yu'yi'cheng'shi
暄妍却如春,xuan'yan'que'ru'chun
轩辕经匮或元无,xuan'yuan'jing'kui'huo'yuan'wu
雪迳寻梅认暗香,xue'jing'xun'mei'ren'an'xiang
雪山马口出琉璃,xue'shan'ma'kou'chu'liu'li
穴石作户牖,xue'shi'zuo'hu'you
雪宿天柱腊,xue'su'tian'zhu'la
雪消千壑漫,xue'xiao'qian'he'man
雪涨江南归浩荡,xue'zhang'jiang'nan'gui'hao'dang
循除静投悲瑟瑟,xun'chu'jing'tou'bei'se'se
循河望积谷,xun'he'wang'ji'gu
询谋及疏贱,xun'mou'ji'shu'jian
询谋欲经久,xun'mou'yu'jing'jiu
寻奇出后径,xun'qi'chu'hou'jing
训释虽工君尚少,xun'shi'sui'gong'jun'shang'shao
熏歇曾攀桂,xun'xie'ceng'pan'gui
勋业傥来知有命,xun'ye'tang'lai'zhi'you'ming
询有求有风谣在,xun'you'qiu'you'feng'yao'zai
崖风与穴水,ya'feng'yu'xue'shui
雅怀重向丹青得,ya'huai'zhong'xiang'dan'qing'de
鸦矫荒寒影对翻,ya'jiao'huang'han'ying'dui'fan
崖林张紫髯,ya'lin'zhang'zi'ran
雅颂兼陈为四始,ya'song'jian'chen'wei'si'shi
崖崖斗绝悲猿猱,ya'ya'dou'jue'bei'yuan'nao
轧轧橹声急,ya'ya'lu'sheng'ji
雁不背贫家,yan'bu'bei'pin'jia
盐步庭闱眼欲穿,yan'bu'ting'wei'yan'yu'chuan
烟草茸茸一片愁,yan'cao'rong'rong'yi'pian'chou
烟愁思旧梦,yan'chou'si'jiu'meng
雁飞冥冥时下泊,yan'fei'ming'ming'shi'xia'bo
沿冈有洊亭,yan'gang'you'cun'ting
岩谷死伊周,yan'gu'si'yi'zhou
岩谷迤逦,yan'gu'yi'li
烟含欲暝宫庭紫,yan'han'yu'ming'gong'ting'zi
眼见京江更阻游,yan'jian'jing'jiang'geng'zu'you
岩居川观更何忧,yan'ju'chuan'guan'geng'he'you
眼看南山露崖窾,yan'kan'nan'shan'lu'ya'kuan
延陵听赏自为聪,yan'ling'ting'shang'zi'wei'cong
烟笼远浦迷芳草,yan'long'yuan'pu'mi'fang'cao
烟埋河朔去间关,yan'mai'he'shuo'qu'jian'guan
燕庖中禁续薪樵,yan'pao'zhong'jin'xu'xin'qiao
砚璞坳清此新得,yan'pu'ao'qing'ci'xin'de
眼前花发即欣然,yan'qian'hua'fa'ji'xin'ran
严亲抱忧衰,yan'qin'bao'you'shuai
雁却背人飞,yan'que'bei'ren'fei
燕人候望空瓯脱,yan'ren'hou'wang'kong'ou'tuo
颜色不可挹,yan'shai'bu'ke'yi
颜色青青终自保,yan'shai'qing'qing'zhong'zi'bao
雁生阴沙春,yan'sheng'yin'sha'chun
烟水吾乡似,yan'shui'wu'xiang'si
炎曦不复畏金流,yan'xi'bu'fu'wei'jin'liu
檐曦散玉辉,yan'xi'san'yu'hui
言音亦清丽,yan'yin'yi'qing'li
掩映竹篱茅舍,yan'ying'zhu'li'mao'she
烟月暗旌旗,yan'yue'an'jing'qi
烟脂洗出杏花匀,yan'zhi'xi'chu'xing'hua'yun
眼中飞浪片帆收,yan'zhong'fei'lang'pian'fan'shou
眼中封植去年心,yan'zhong'feng'zhi'qu'nian'xin
烟中沙岸似西兴,yan'zhong'sha'an'si'xi'xing
颜状虽殊心不隔,yan'zhuang'sui'shu'xin'bu'ge
宴坐能忘老,yan'zuo'neng'wang'lao
宴坐世间观此理,yan'zuo'shi'jian'guan'ci'li
阳城离别初不久,yang'cheng'li'bie'chu'bu'jiu
阳浮树外沧江水,yang'fu'shu'wai'cang'jiang'shui
杨花飞白雪,yang'hua'fei'bai'xue
阳骄叶更阴,yang'jiao'ye'geng'yin
杨柳初回陌上尘,yang'liu'chu'hui'mo'shang'chen
杨柳萧萧白下门,yang'liu'xiao'xiao'bai'xia'men
仰攀萝茑去无前,yang'pan'luo'niao'qu'wu'qian
阳坡风暖雪初融,yang'po'feng'nuan'xue'chu'rong
仰视白云浮,yang'shi'bai'yun'fu
阳台美人多楚语,yang'tai'mei'ren'duo'chu'yu
仰屋窃叹愀,yang'wu'qie'tan'qiao
仰屋思汉喟,yang'wu'si'han'kui
扬扬古之人,yang'yang'gu'zhi'ren
养誉终天丑,yang'yu'zhong'tian'chou
瑶池淼漫阿环家,yao'chi'miao'man'a'huan'jia
遥和丰年击壤音,yao'he'feng'nian'ji'rang'yin
遥见只青青,yao'jian'zhi'qing'qing
邀君相伴有松醪,yao'jun'xiang'ban'you'song'lao
遥怜草色裙腰绿,yao'lian'cao'se'qun'yao'lv
腰鎌今日已纷纷,yao'lian'jin'ri'yi'fen'fen
要令汤火攻,yao'ling'tang'huo'gong
摇落会应伤岁晚,yao'luo'hui'ying'shang'sui'wan
騕褭长饥不在闲,yao'niao'chang'ji'bu'zai'xian
要使欢盟未可寒,yao'shi'huan'meng'wei'ke'han
要使山林人共见,yao'shi'shan'lin'ren'gong'jian
遥思故国归来日,yao'si'gu'guo'gui'lai'ri
窈窕阳台彼神女,yao'tiao'yang'tai'bi'shen'nv
窈窕一川花,yao'tiao'yi'chuan'hua
遥望南山堪散释,yao'wang'nan'shan'kan'san'shi
遥闻余风高,yao'wen'yu'feng'gao
邀我堂上食,yao'wo'tang'shang'shi
遥想青云知可附,yao'xiang'qing'yun'zhi'ke'fu
夭夭老者居,yao'yao'lao'zhe'ju
杳杳难随驿使来,yao'yao'nan'sui'yi'shi'lai
要予竹西去,yao'yu'zhu'xi'qu
遥约勾吴亭下路,yao'yue'gou'wu'ting'xia'lu
遥知不是雪,yao'zhi'bu'shi'xue
遥知更忆河滨友,yao'zhi'geng'yi'he'bin'you
夜半悬崖托此身,ye'ban'xuan'ya'tuo'ci'shen
夜别江船晓解骖,ye'bie'jiang'chuan'xiao'jie'can
叶底三三两两鱼,ye'di'san'san'liang'liang'yu
野风萧飒水潺湲,ye'feng'xiao'sa'shui'chan'yuan
夜光往往多联璧,ye'guang'wang'wang'duo'lian'bi
野果寒林寂,ye'guo'han'lin'ji
谒金门,ye'jin'men
野林细错黄金日,ye'lin'xi'cuo'huang'jin'ri
掖门相对敞铜镮,ye'men'xiang'dui'chang'tong'huan
野鸟不知人意绪,ye'niao'bu'zhi'ren'yi'xu
叶鸟藏身自在啼,ye'niao'cang'shen'zi'zai'ti
野鸟栖尘座,ye'niao'qi'chen'zuo
野女强簪看亦丑,ye'nv'qiang'zan'kan'yi'chou
夜燃柏子煮山药,ye'ran'bai'zi'zhu'shan'yao
野人非昔人,ye'ren'fei'xi'ren
也是寻香,ye'shi'xun'xiang
野水横来强满池,ye'shui'heng'lai'qiang'man'chi
野桃自着花,ye'tao'zi'zhe'hua
野性岂堪此,ye'xing'qi'kan'ci
也须还,ye'xu'hai
烨烨趋王班,ye'ye'qu'wang'ban
野饮不忘鱼可钓,ye'yin'bu'wang'yu'ke'diao
夜云不见天,ye'yun'bu'jian'tian
夜争归路春风里,ye'zheng'gui'lu'chun'feng'li
夜直去年看蓓蕾,ye'zhi'qu'nian'kan'bei'lei
一饱觉易谋,yi'bao'jue'yi'mou
一陂春水绕花身,yi'bei'chun'shui'rao'hua'shen
已惫且不嫌,yi'bei'qie'bu'xian
一杯相属非偶然,yi'bei'xiang'zhu'fei'ou'ran
一杯一杯复一杯,yi'bei'yi'bei'fu'yi'bei
一杯终欲就君尝,yi'bei'zhong'yu'jiu'jun'chang
亦不乏甘旨,yi'bu'fa'gan'zhi
一巢无地拙于鸠,yi'chao'wu'di'zhuo'yu'jiu
已成白发潘常侍,yi'cheng'bai'fa'pan'chang'shi
一出何由问行迹,yi'chu'he'you'wen'xing'ji
忆初救时勇自许,yi'chu'jiu'shi'yong'zi'xu
移船傍苍蒹,yi'chuan'bang'cang'jian
一川花好泉亦好,yi'chuan'hua'hao'quan'yi'hao
以此参肴蔌,yi'ci'can'yao'su
以此当金革,yi'ci'dang'jin'ge
以此得亲幸,yi'ci'de'qin'xing
忆此东望无时休,yi'ci'dong'wang'wu'shi'xiu
以此有名字,yi'ci'you'ming'zi
一从舍之去,yi'cong'she'zhi'qu
一旦茫然,yi'dan'mang'ran
