阿谁买与猪肝食,a'shui'mai'yu'zhu'gan'shi
夏金桂,xia'jin'gui
霞映澄塘,xia'ying'cheng'tang
羡彼之华服兮,xian'bi'zhi'hua'fu'xi
羡彼之良质兮,xian'bi'zhi'liang'zhi'xi
献琛海外有遐帮,xian'chen'hai'wai'you'xia'bang
现成话,xian'cheng'hua
现存有广泉古井遗迹,xian'cun'you'guang'quan'gu'jing'yi'ji
仙袂乍飘兮,xian'mei'zha'piao'xi
闲取乐偶攒金庆寿,xian'qu'le'ou'cuan'jin'qing'shou
先上玉人楼,xian'shang'yu'ren'lou
贤袭人,xian'xi'ren
贤袭人娇嗔箴宝玉,xian'xi'ren'jiao'chen'zhen'bao'yu
嫌隙人有心生嫌隙,xian'xi'ren'you'xin'sheng'xian'xi
仙形道体,xian'xing'dao'ti
纤腰之楚楚兮,xian'yao'zhi'chu'chu'xi
相逢况是淳于辈,xiang'feng'kuang'shi'chun'yu'bei
享福人福深还祷福,xiang'fu'ren'fu'shen'hai'dao'fu
相隔已百年矣,xiang'ge'yi'bai'nian'yi
湘江水逝楚云飞,xiang'jiang'shui'shi'chu'yun'fei
相劳醉碧茵,xiang'lao'zui'bi'yin
香菱,xiang'ling
香菱根基,xiang'ling'gen'ji
香菱判词,xiang'ling'pan'ci
香培玉琢,xiang'pei'yu'zuo
想眼中能有多少泪珠儿,xiang'yan'zhong'neng'you'duo'shao'lei'zhu'er
湘云,xiang'yun
湘云判词,xiang'yun'pan'ci
小才微善,xiao'cai'wei'shan
消愁破闷,xiao'chou'po'men
晓风昨日拂铭旌,xiao'feng'zuo'ri'fu'ming'jing
销魂醉魄,xiao'hun'zui'po
笑教开镜与梳头,xiao'jiao'kai'jing'yu'shu'tou
晓起自惊还自笑,xiao'qi'zi'jing'hai'zi'xiao
小沙弥,xiao'sha'mi
小诗代简寄曹雪芹,xiao'shi'dai'jian'ji'cao'xue'qin
笑时偏少默时多,xiao'shi'pian'shao'mo'shi'duo
孝顺儿孙谁见了,xiao'shun'er'sun'shui'jian'le
潇湘别院晚沉沉,xiao'xiang'bie'yuan'wan'chen'chen
潇湘妃子,xiao'xiang'fei'zi
潇湘馆,xiao'xiang'guan
潇湘馆春困发幽情,xiao'xiang'guan'chun'kun'fa'you'qing
潇湘子雅谑补余香,xiao'xiang'zi'ya'xue'bu'yu'xiang
小叶荷羹玉手将,xiao'ye'he'geng'yu'shou'jiang
笑语纷挐听不真,xiao'yu'fen'ru'ting'bu'zhen
谢草池边,xie'cao'chi'bian
谢草池边晓露香,xie'cao'chi'bian'xiao'lu'xiang
写出胸中块垒时,xie'chu'xiong'zhong'kuai'lei'shi
泄机关颦儿迷本性,xie'ji'guan'pin'er'mi'ben'xing
携入红尘,xie'ru'hong'chen
心比天高,xin'bi'tian'gao
新愁旧恨知多少,xin'chou'jiu'hen'zhi'duo'shao
心肝一点劳牵恋,xin'gan'yi'dian'lao'qian'lian
欣聚党恶子独承家,xin'ju'dang'e'zi'du'cheng'jia
辛苦才人用意搜,xin'ku'cai'ren'yong'yi'sou
新诔空成何处招,xin'lei'kong'cheng'he'chu'zhao
信矣乎,xin'yi'hu
性多拳勇,xing'duo'quan'yong
兴儿,xing'er
邢夫人,xing'fu'ren
杏帘在望,xing'lian'zai'wang
幸娘亲,xing'niang'qin
省亲别墅,xing'qin'bie'shu
行去几回头,xing'qu'ji'hui'tou
形容别后思念,xing'rong'bie'hou'si'nian
幸生来,xing'sheng'lai
兴衰际遇,xing'shuai'ji'yu
行为偏僻性乖张,xing'wei'pian'pi'xing'guai'zhang
邢岫烟,xing'xiu'yan
荇叶渚,xing'ye'zhu
杏子阴假凤泣虚凰,xing'zi'yin'jia'feng'qi'xu'huang
雄飞高举,xiong'fei'gao'ju
匈奴,xiong'nu
休把儿悬念,xiu'ba'er'xuan'nian
绣阁烟霞,xiu'ge'yan'xia
绣鸾,xiu'luan
绣鸳鸯梦兆绛芸轩,xiu'yuan'yang'meng'zhao'jiang'yun'xuan
虚花悟,xu'hua'wu
旭日烘干鸾绮幛,xu'ri'hong'gan'luan'qi'zhang
须是了,xu'shi'le
须问旁观冷眼人,xu'wen'pang'guan'leng'yan'ren
须要退步抽身早,xu'yao'tui'bu'chou'shen'zao
悬崖撒手,xuan'ya'sa'shou
薛宝钗,xue'bao'chai
薛宝钗出闺成大礼,xue'bao'chai'chu'gui'cheng'da'li
薛宝钗巧合认通灵,xue'bao'chai'qiao'he'ren'tong'ling
薛宝钗小宴梨香院,xue'bao'chai'xiao'yan'li'xiang'yuan
薛宝钗小恙梨香院,xue'bao'chai'xiao'yang'li'xiang'yuan
薛宝钗羞笼红麝串,xue'bao'chai'xiu'long'hong'she'chuan
薛宝琴,xue'bao'qin
薛蘅芜讽和螃蟹咏,xue'heng'wu'feng'he'pang'xie'yong
薛蝌,xue'ke
薛蟠,xue'pan
雪芹,xue'qin
雪芹曾随其先祖寅织造之任,xue'qin'ceng'sui'qi'xian'zu'yin'zhi'zao'zhi'ren
雪芹欢甚,xue'qin'huan'shen
雪芹酒渴如狂,xue'qin'jiu'ke'ru'kuang
雪芹随任,xue'qin'sui'ren
雪芹者,xue'qin'zhe
学题拙笔,xue'ti'zhuo'bi
薛文龙悔娶河东狮,xue'wen'long'hui'qu'he'dong'shi
薛文起复惹放流刑,xue'wen'qi'fu're'fang'liu'xing
薛小妹新编怀古诗,xue'xiao'mei'xin'bian'huai'gu'shi
雪雁,xue'yan
薛姨妈,xue'yi'ma
讯宝玉借扇生风,xun'bao'yu'jie'shan'sheng'feng
讯家童凤姐蓄阴谋,xun'jia'tong'feng'jie'xu'yin'mou
训劣子李贵承申饬,xun'lie'zi'li'gui'cheng'shen'chi
寻诗人去留僧舍,xun'shi'ren'qu'liu'seng'she
巡盐御史,xun'yan'yu'shi
训有方,xun'you'fang
荤粥,xun'yu
雅识我惭褚太傅,ya'shi'wo'can'zhu'tai'fu
演出这怀金悼玉的红楼梦,yan'chu'zhe'huai'jin'dao'yu'de'hong'lou'meng
眼底物多情,yan'di'wu'duo'qing
延芬室稿,yan'fen'shi'gao
宴海棠贾母赏花妖,yan'hai'tang'jia'mu'shang'hua'yao
嫣红,yan'hong
淹蹇,yan'jian
掩卷思想,yan'juan'si'xiang
阎立本为唐代宫廷画家,yan'li'ben'wei'tang'dai'gong'ting'hua'jia
魇魔法叔嫂逢五鬼,yan'mo'fa'shu'sao'feng'wu'gui
魇魔法姊弟逢五鬼,yan'mo'fa'zi'di'feng'wu'gui
宴宁府宝玉会秦钟,yan'ning'fu'bao'yu'hui'qin'zhong
眼前无路想回头,yan'qian'wu'lu'xiang'hui'tou
燕山仍旧窦公无,yan'shan'reng'jiu'dou'gong'wu
燕市悲歌酒易醺,yan'shi'bei'ge'jiu'yi'xun
颜师古注急就篇云,yan'shi'gu'zhu'ji'jiu'pian'yun
燕市哭歌悲遇合,yan'shi'ku'ge'bei'yu'he
阎闻召奔走流汗,yan'wen'zhao'ben'zou'liu'han
眼睁睁,yan'zheng'zheng
扬州旧梦久已觉,yang'zhou'jiu'meng'jiu'yi'jue
瑶池不二,yao'chi'bu'er
腰间更无黄金珰,yao'jian'geng'wu'huang'jin'dang
要紧句,yao'jin'ju
也抵不了无常性命,ye'di'bu'liao'wu'chang'xing'ming
野浦冻云深,ye'pu'dong'yun'shen
也是前缘天作合,ye'shi'qian'yuan'tian'zuo'he
邺下才人应有恨,ye'xia'cai'ren'ying'you'hen
靥笑春桃兮,ye'xiao'chun'tao'xi
野心应被白云留,ye'xin'ying'bei'bai'yun'liu
也须要阴骘积儿孙,ye'xu'yao'yin'zhi'ji'er'sun
夜怨司,ye'yuan'si
也只是虚名儿与后人钦敬,ye'zhi'shi'xu'ming'er'yu'hou'ren'qin'jing
一把辛酸泪,yi'ba'xin'suan'lei
已被白云留住,yi'bei'bai'yun'liu'zhu
一病无医竟负君,yi'bing'wu'yi'jing'fu'jun
已残缺不全,yi'can'que'bu'quan
一场欢喜忽悲辛,yi'chang'huan'xi'hu'bei'xin
一场幽梦同谁近,yi'chang'you'meng'tong'shui'jin
宜嗔宜喜,yi'chen'yi'xi
奕誴,yi'cong
一从二令三人木,yi'cong'er'ling'san'ren'mu
一石差可温枯肠,yi'dan'cha'ke'wen'ku'chang
一到殿庭齐跪地,yi'dao'dian'ting'qi'gui'di
一帆风雨路三千,yi'fan'feng'yu'lu'san'qian
一番遭遇几多愁,yi'fan'zao'yu'ji'duo'chou
一个空劳牵挂,yi'ge'kong'lao'qian'gua
一个是镜中花,yi'ge'shi'jing'zhong'hua
一个是阆苑仙葩,yi'ge'shi'lang'yuan'xian'pa
一个是美玉无瑕,yi'ge'shi'mei'yu'wu'xia
一个是水中月,yi'ge'shi'shui'zhong'yue
一个枉自嗟呀,yi'ge'wang'zi'jie'ya
怡红快绿,yi'hong'kuai'lv
怡红院,yi'hong'yuan
怡红院劫遇母蝗虫,yi'hong'yuan'jie'yu'mu'huang'chong
怡红院里斗娇娥,yi'hong'yuan'li'dou'jiao'e
怡红院迷路探曲折,yi'hong'yuan'mi'lu'tan'qu'zhe
一花一石如有意,yi'hua'yi'dan'ru'you'yi
一击两鸣,yi'ji'liang'ming
以假混真宝玉疯颠,yi'jia'hun'zhen'bao'yu'feng'dian
依旧是风尘肮脏违心愿,yi'jiu'shi'feng'chen'ang'zang'wei'xin'yuan
一句一滴血,yi'ju'yi'di'xue
亦驴鸣吊之意也,yi'lv'ming'diao'zhi'yi'ye
以麦饭祭扫之证,yi'mai'fan'ji'sao'zhi'zheng
乙卯本,yi'mao'ben
意绵绵静日玉生香,yi'mian'mian'jing'ri'yu'sheng'xiang
奕詝,yi'nuo
一片野心,yi'pian'ye'xin
以七宝床赐食,yi'qi'bao'chuang'ci'shi
一芹一脂,yi'qin'yi'zhi
一日不见,yi'ri'bu'jian
一日卖了三千假,yi'ri'mai'le'san'qian'jia
一射之地,yi'she'zhi'di
疑是曹君,yi'shi'cao'jun
诒他无味要他尝,yi'ta'wu'wei'yao'ta'chang
一条秋水苍波凉,yi'tiao'qiu'shui'cang'bo'liang
以顽石草木为偶,yi'wan'shi'cao'mu'wei'ou
一味的骄奢淫荡贪还构,yi'wei'de'jiao'she'yin'dang'tan'hai'gou
伊吾卢,yi'wu'lu
一溪烟水露华凝,yi'xi'yan'shui'lu'hua'ning
奕訢,yi'xin
亦新奇可诵,yi'xin'qi'ke'song
奕譞,yi'xuan
意悬悬半世心,yi'xuan'xuan'ban'shi'xin
异样女子,yi'yang'nv'zi
一夜春眠魂梦娇,yi'ye'chun'mian'hun'meng'jiao
意淫,yi'yin
一语不可少,yi'yu'bu'ke'shao
意欲问世传奇,yi'yu'wen'shi'chuan'qi
一载荡悠悠,yi'zai'dang'you'you
一载赴黄粱,yi'zai'fu'huang'liang
意真辞切,yi'zhen'ci'qie
一转念间登彼岸,yi'zhuan'nian'jian'deng'bi'an
伊子殇,yi'zi'shang
一醉酕醄白眼斜,yi'zui'mao'tao'bai'yan'xie
淫奔女改行自择夫,yin'ben'nv'gai'hang'zi'ze'fu
引愁金女,yin'chou'jin'nv
因此上,yin'ci'shang
银灯挑尽泪漫漫,yin'deng'tiao'jin'lei'man'man
因讹成实元妃薨逝,yin'e'cheng'shi'yuan'fei'hong'shi
因感伤成疾,yin'gan'shang'cheng'ji
因呼酒话旧事,yin'hu'jiu'hua'jiu'shi
淫秽污臭,yin'hui'wu'chou
隐居华山云台观,yin'ju'hua'shan'yun'tai'guan
因空见色,yin'kong'jian'se
淫滥,yin'lan
银满箱,yin'man'xiang
因墨香得观红楼梦小说兼吊雪芹,yin'mo'xiang'de'guan'hong'lou'meng'xiao'shuo'jian'diao'xue'qin
因麒麟伏白首双星,yin'qi'lin'fu'bai'shou'shuang'xing
饮仙醪曲演红楼梦,yin'xian'lao'qu'yan'hong'lou'meng
因嫌纱帽小,yin'xian'sha'mao'xiao
阴阳交结变无伦,yin'yang'jiao'jie'bian'wu'lun
淫邀艳约,yin'yao'yan'yue
应把风流夺绮罗,ying'ba'feng'liu'duo'qi'luo
应惭西子,ying'can'xi'zi
迎春判词,ying'chun'pan'ci
影度回廊,ying'du'hui'lang
莺儿,ying'er
英豪阔大宽宏量,ying'hao'kuo'da'kuan'hong'liang
英莲,ying'lian
英雄血泪几难收,ying'xiong'xue'lei'ji'nan'shou
拥八驺必携书一本,yong'ba'zou'bi'xie'shu'yi'ben
永佩洪恩,yong'pei'hong'en
勇晴雯,yong'qing'wen
勇晴雯病补雀金裘,yong'qing'wen'bing'bu'que'jin'qiu
有才如此,you'cai'ru'ci
有恩的,you'en'de
尤二姐,you'er'jie
有凤来仪,you'feng'lai'yi
又何须,you'he'xu
又画北风图,you'hua'bei'feng'tu
有花无月恨茫茫,you'hua'wu'yue'hen'mang'mang
游幻境指迷十二钗,you'huan'jing'zhi'mi'shi'er'chai
犹恐意中人看出,you'kong'yi'zhong'ren'kan'chu
有命无运,you'ming'wu'yun
有情原比无情苦,you'qing'yuan'bi'wu'qing'ku
尤三姐,you'san'jie
尤三姐思嫁柳二郎,you'san'jie'si'jia'liu'er'lang
由色生情,you'se'sheng'qing
又善诗画,you'shan'shi'hua
尤氏,you'shi
有时似傻如狂,you'shi'si'sha'ru'kuang
幽淑女悲题五美吟,you'shu'nv'bei'ti'wu'mei'yin
有谁拽杖过烟林,you'shui'zhuai'zhang'guo'yan'lin
幽微灵秀地,you'wei'ling'xiu'di
又闻阮遥集,you'wen'ruan'yao'ji
游戏笔墨,you'xi'bi'mo
有月无花恨转长,you'yue'wu'hua'hen'zhuan'chang
又早落花辰,you'zao'luo'hua'chen
玉钏,yu'chuan
余答客之便,yu'da'ke'zhi'bian
玉带林中挂,yu'dai'lin'zhong'gua
饫甘餍美之日,yu'gan'yan'mei'zhi'ri
欲耕不能买犍犊,yu'geng'bu'neng'mai'jian'du
于国于家无望,yu'guo'yu'jia'wu'wang
欲呼才鬼一中之,yu'hu'cai'gui'yi'zhong'zhi
余见其抄本焉,yu'jian'qi'chao'ben'yan
欲洁何曾洁,yu'jie'he'ceng'jie
于今环堵蓬蒿屯,yu'jin'huan'du'peng'hao'tun
迂阔怪诡,yu'kuo'guai'gui
俞平伯,yu'ping'bo
裕瑞,yu'rui
御手调羹以饭之,yu'shou'tiao'geng'yi'fan'zhi
愚顽怕读文章,yu'wan'pa'du'wen'zhang
余昔为白香山琵琶行传奇一折,yu'xi'wei'bai'xiang'shan'pi'pa'xing'chuan'qi'yi'zhe
余亦作此答之,yu'yi'zuo'ci'da'zhi
余因解佩刀沽酒而饮之,yu'yin'jie'pei'dao'gu'jiu'er'yin'zhi
遇又非偶,yu'you'fei'ou
玉在匮中求善价,yu'zai'kui'zhong'qiu'shan'jia
渔沼秋蓉,yu'zhao'qiu'rong
欲知命短问前生,yu'zhi'ming'duan'wen'qian'sheng
欲知目下兴衰兆,yu'zhi'mu'xia'xing'shuai'zhao
与之相类,yu'zhi'xiang'lei
元春判词,yuan'chun'pan'ci
远富近贫以礼相交天下少,yuan'fu'jin'pin'yi'li'xiang'jiao'tian'xia'shao
远迈前代,yuan'mai'qian'dai
远却离合悲欢,yuan'que'li'he'bei'huan
鸳鸯,yuan'yang
鸳鸯女誓绝鸳鸯偶,yuan'yang'nv'shi'jue'yuan'yang'ou
鸳鸯女无意遇鸳鸯,yuan'yang'nv'wu'yi'yu'yuan'yang
鸳鸯女殉主登太虚,yuan'yang'nv'xun'zhu'deng'tai'xu
冤冤相报实非轻,yuan'yuan'xiang'bao'shi'fei'qing
苑召难忘立本羞,yuan'zhao'nan'wang'li'ben'xiu
元忠两褥何妨质,yuan'zhong'liang'ru'he'fang'zhi
阅邸报老舅自担惊,yue'di'bao'lao'jiu'zi'dan'jing
曰非也,yue'fei'ye
阅历者深,yue'li'zhe'shen
悦容貌,yue'rong'mao
月射寒江,yue'she'han'jiang
云堆翠髻,yun'dui'cui'ji
云儿,yun'er
云空未必空,yun'kong'wei'bi'kong
云龙雾雨,yun'long'wu'yu
云龙作雨,yun'long'zuo'yu
云山雾海,yun'shan'wu'hai
运生世治,yun'sheng'shi'zhi
云雨无时,yun'yu'wu'shi
云雨之欢,yun'yu'zhi'huan
云中杏蕊多,yun'zhong'xing'rui'duo
再休提锈帐鸳衾,zai'xiu'ti'xiu'zhang'yuan'qin
早潮退后晚潮催,zao'chao'tui'hou'wan'chao'cui
枣窗闲笔,zao'chuang'xian'bi
造劫历世,zao'jie'li'shi
造历幻缘,zao'li'huan'yuan
造衅开端实在宁,zao'xin'kai'duan'shi'zai'ning
择膏粱,ze'gao'liang
则看那,ze'kan'na
怎经得秋流到冬尽,zen'jing'de'qiu'liu'dao'dong'jin
赠曹芹圃,zeng'cao'qin'pu
赠芹圃,zeng'qin'pu
增删五次,zeng'shan'wu'ci
乍出花房,zha'chu'hua'fang
詹光,zhan'guang
占旺相四美钓游鱼,zhan'wang'xiang'si'mei'diao'you'yu
展眼吊斜晖,zhan'yan'diao'xie'hui
展眼乞丐人皆谤,zhan'yan'qi'gai'ren'jie'bang
张如圭,zhang'ru'gui
张太医论病细穷源,zhang'tai'yi'lun'bing'xi'qiong'yuan
张宜泉,zhang'yi'quan
照花香,zhao'hua'xiang
赵姨娘,zhao'yi'niang
这的是,zhe'de'shi
这句说曹雪芹鄙视富贵功名,zhe'ju'shuo'cao'xue'qin'bi'shi'fu'gui'gong'ming
这韶华打灭,zhe'shao'hua'da'mie
这是尘寰中消长数应当,zhe'shi'chen'huan'zhong'xiao'zhang'shu'ying'dang
这首诗据考,zhe'shou'shi'ju'kao
甄宝玉,zhen'bao'yu
真不错,zhen'bu'cuo
甄费,zhen'fei
甄家仆投靠贾家门,zhen'jia'pu'tou'kao'jia'jia'men
斟情女情重愈斟情,zhen'qing'nv'qing'zhong'yu'zhen'qing
甄士隐,zhen'shi'yin
甄士隐梦幻识通灵,zhen'shi'yin'meng'huan'shi'tong'ling
甄士隐详说太虚情,zhen'shi'yin'xiang'shuo'tai'xu'qing
枕霞阁,zhen'xia'ge
枕霞旧友,zhen'xia'jiu'you
甄应嘉蒙恩还玉阙,zhen'ying'jia'meng'en'hai'yu'que
珍珠如土金如铁,zhen'zhu'ru'tu'jin'ru'tie
郑藏本,zheng'cang'ben
郑华家的,zheng'hua'jia'de
正家法贾珍鞭悍仆,zheng'jia'fa'jia'zhen'bian'han'pu
争教天不赋穷愁,zheng'jiao'tian'bu'fu'qiong'chou
正暮春时节,zheng'mu'chun'shi'jie
峥嵘轩峻,zheng'rong'xuan'jun
正是乘除加减,zheng'shi'cheng'chu'jia'jian
正叹他人命不长,zheng'tan'ta'ren'ming'bu'chang
证同类宝玉失相知,zheng'tong'lei'bao'yu'shi'xiang'zhi
郑元祐,zheng'yuan'you
只爱蝇头,zhi'ai'ying'tou
直鼻权腮,zhi'bi'quan'sai
掷茶杯贾公子生嗔,zhi'cha'bei'jia'gong'zi'sheng'chen
至诚相感作痴人,zhi'cheng'xiang'gan'zuo'chi'ren
制灯迷贾政悲谶语,zhi'deng'mi'jia'zheng'bei'chen'yu
脂粉香娃割腥啖膻,zhi'fen'xiang'wa'ge'xing'dan'shan
指奸责佞,zhi'jian'ze'ning
知君诗胆昔如铁,zhi'jun'shi'dan'xi'ru'tie
殖民地总督府,zhi'min'di'zong'du'fu
智能,zhi'neng
知情更淫巫山之会,zhi'qing'geng'yin'wu'shan'zhi'hui
致使锁枷杠,zhi'shi'suo'jia'gang
致使香魂返故乡,zhi'shi'xiang'hun'fan'gu'xiang
支庶不盛,zhi'shu'bu'sheng
智通寺对联,zhi'tong'si'dui'lian
直卸金貂作鲸吸,zhi'xie'jin'diao'zuo'jing'xi
脂砚斋,zhi'yan'zhai
脂砚斋重评石头记,zhi'yan'zhai'chong'ping'shi'tou'ji
只有儿孙忘不了,zhi'you'er'sun'wang'bu'liao
只有姣妻忘不了,zhi'you'jiao'qi'wang'bu'liao
只有金银忘不了,zhi'you'jin'yin'wang'bu'liao
只有山中的白云,zhi'you'shan'zhong'de'bai'yun
只这带珠冠,zhi'zhe'dai'zhu'guan
脂正浓,zhi'zheng'nong
致知格物,zhi'zhi'ge'wu
直追昌谷破篱樊,zhi'zhui'chang'gu'po'li'fan
终不忘,zhong'bu'wang
终朝只恨聚无多,zhong'chao'zhi'hen'ju'wu'duo
忠靖侯史鼎,zhong'jing'hou'shi'ding
终究是云散高唐,zhong'jiu'shi'yun'san'gao'tang
终难定,zhong'nan'ding
钟情大士,zhong'qing'da'shi
中秋对联,zhong'qiu'dui'lian
中秋绝句,zhong'qiu'jue'ju
中山狼,zhong'shan'lang
终身误,zhong'shen'wu
中土回人,zhong'tu'hui'ren
终陷淖泥中,zhong'xian'nao'ni'zhong
中乡魁宝玉却尘缘,zhong'xiang'kui'bao'yu'que'chen'yuan
终有个家亡人散各奔腾,zhong'you'ge'jia'wang'ren'san'ge'ben'teng
周汝昌,zhou'ru'chang
周瑞,zhou'rui
周瑞家的,zhou'rui'jia'de
周姨娘,zhou'yi'niang
住不下金陵一个史,zhu'bu'xia'jin'ling'yi'ge'shi
珠翠之辉辉兮,zhu'cui'zhi'hui'hui'xi
逐金钏因丹受气,zhu'jin'chuan'yin'dan'shou'qi
诸君题跋,zhu'jun'ti'ba
主人未出童子睡,zhu'ren'wei'chu'tong'zi'shui
蛛丝儿结满雕梁,zhu'si'er'jie'man'diao'liang
撰成此书一字不可更,zhuan'cheng'ci'shu'yi'zi'bu'ke'geng
馔玉炊金未几春,zhuan'yu'chui'jin'wei'ji'chun
缀锦阁,zhui'jin'ge
追随小蝶过墙来,zhui'sui'xiao'die'guo'qiang'lai
追踪蹑迹,zhui'zong'nie'ji
准折得幼年时坎坷形状,zhun'zhe'de'you'nian'shi'kan'ke'xing'zhuang
酌酒吟诗,zhuo'jiu'yin'shi
浊口臭舌,zhuo'kou'chou'she
自从两地生孤木,zi'cong'liang'di'sheng'gu'mu
紫府无双,zi'fu'wu'shuang
自顾风前影,zi'gu'feng'qian'ying
自古穷通皆有定,zi'gu'qiong'tong'jie'you'ding
字迹分明,zi'ji'fen'ming
子建文君,zi'jian'wen'jun
紫鹃,zi'juan
紫菱洲,zi'ling'zhou
字梦阮,zi'meng'ruan
自色悟空,zi'se'wu'kong
字士隐,zi'shi'yin
子系中山狼,zi'xi'zhong'shan'lang
自疑猜,zi'yi'cai
缁衣顿改昔年妆,zi'yi'dun'gai'xi'nian'zhuang
自有菊泉供祭享,zi'you'ju'quan'gong'ji'xiang
自占地步,zi'zhan'di'bu
字字看来皆是血,zi'zi'kan'lai'jie'shi'xue
字子清,zi'zi'qing
纵居那绮罗丛,zong'ju'na'qi'luo'cong
纵然生得好皮囊,zong'ran'sheng'de'hao'pi'nang
纵然是齐眉举案,zong'ran'shi'qi'mei'ju'an
总是幻情无了处,zong'shi'huan'qing'wu'le'chu
宗室懋斋名敦敏,zong'shi'mao'zhai'ming'dun'min
总使能言亦枉然,zong'shi'neng'yan'yi'wang'ran
纵淫心宝蟾工设计,zong'yin'xin'bao'chan'gong'she'ji
宗侄,zong'zhi
阻超凡佳人双护玉,zu'chao'fan'jia'ren'shuang'hu'yu
纂成目录,zuan'cheng'mu'lu
醉金刚倪二,zui'jin'gang'ni'er
醉金刚轻财尚义侠,zui'jin'gang'qing'cai'shang'yi'xia
醉金刚小鳅生大浪,zui'jin'gang'xiao'qiu'sheng'da'lang
醉倚公子怀中睡,zui'yi'gong'zi'huai'zhong'shui
醉以灵酒,zui'yi'ling'jiu
醉淫饱卧之时,zui'yin'bao'wo'zhi'shi
醉馀奋扫如椽笔,zui'yu'fen'sao'ru'chuan'bi
坐禅寂走火入邪魔,zuo'chan'ji'zou'huo'ru'xie'mo
作长歌以谢余,zuo'chang'ge'yi'xie'yu
作践的,zuo'jian'de
昨怜破袄寒,zuo'lian'po'ao'han
昨贫今富人劳碌,zuo'pin'jin'fu'ren'lao'lu
昨日黄土陇头送白骨,zuo'ri'huang'tu'long'tou'song'bai'gu
座上珠玑昭日月,zuo'shang'zhu'ji'zhao'ri'yue
作谢表,zuo'xie'biao
作者泪痕同我泪,zuo'zhe'lei'hen'tong'wo'lei
