暗撑,an'cheng
喷涂塑料饰面,pen'tu'su'liao'shi'mian
喷雾器,pen'wu'qi
棚顶内管线,peng'ding'nei'guan'xian
膨胀缝,peng'zhang'feng
膨胀剂,peng'zhang'ji
膨胀螺栓,peng'zhang'luo'shuan
膨胀螺丝,peng'zhang'luo'si
膨胀水箱,peng'zhang'shui'xiang
皮带传送,pi'dai'chuan'song
皮带输送机,pi'dai'shu'song'ji
疲劳破坏,pi'lao'po'huai
疲劳强度,pi'lao'qiang'du
匹配变压器,pi'pei'bian'ya'qi
匹配电路,pi'pei'dian'lu
片材,pian'cai
片锁,pian'suo
偏心对齐,pian'xin'dui'qi
偏心距,pian'xin'ju
偏心支撑,pian'xin'zhi'cheng
片状材料,pian'zhuang'cai'liao
飘窗,piao'chuang
拼板门,pin'ban'men
频带,pin'dai
拼花地板,pin'hua'di'ban
拼花地板块,pin'hua'di'ban'kuai
拼花地面,pin'hua'di'mian
拼花硬木地板,pin'hua'ying'mu'di'ban
频谱,pin'pu
频遇值,pin'yu'zhi
频遇组合,pin'yu'zu'he
平板,ping'ban
平板玻璃,ping'ban'bo'li
平板枋,ping'ban'fang
平板式,ping'ban'shi
屏蔽,ping'bi
屏蔽电缆,ping'bi'dian'lan
屏蔽门,ping'bi'men
屏蔽墙,ping'bi'qiang
屏蔽室,ping'bi'shi
屏蔽天线,ping'bi'tian'xian
屏蔽作用,ping'bi'zuo'yong
平尺板,ping'chi'ban
平垫圈,ping'dian'quan
平法,ping'fa
平方公分,ping'fang'gong'fen
平方毫米,ping'fang'hao'mi
平方厘米,ping'fang'li'mi
平方米,ping'fang'mi
平方米预算价,ping'fang'mi'yu'suan'jia
平方英尺,ping'fang'ying'chi
平方英寸,ping'fang'ying'cun
平傅,ping'fu
平均负荷,ping'jun'fu'he
平均功率,ping'jun'gong'lv
平开门,ping'kai'men
平口接,ping'kou'jie
平面,ping'mian
平面布置,ping'mian'bu'zhi
平面配筋图,ping'mian'pei'jin'tu
平面热源测定法,ping'mian're'yuan'ce'ding'fa
平面设计,ping'mian'she'ji
平面图,ping'mian'tu
平盘斗,ping'pan'dou
平剖面,ping'pou'mian
平剖面图,ping'pou'mian'tu
平棊,ping'qi
屏石,ping'shi
平台,ping'tai
平台板,ping'tai'ban
平台梁,ping'tai'liang
平台铆钉,ping'tai'mao'ding
平台屋顶,ping'tai'wu'ding
平头螺栓,ping'tou'luo'shuan
平头螺丝,ping'tou'luo'si
平屋顶,ping'wu'ding
平屋顶建筑,ping'wu'ding'jian'zhu
平屋面,ping'wu'mian
平行管线,ping'xing'guan'xian
平行线,ping'xing'xian
平行直线,ping'xing'zhi'xian
平移,ping'yi
平直偏差,ping'zhi'pian'cha
平坐,ping'zuo
平座柱,ping'zuo'zhu
破化砖,po'hua'zhuan
破坏试验,po'huai'shi'yan
坡口焊缝,po'kou'han'feng
坡屋顶,po'wu'ding
坡屋面,po'wu'mian
剖面,pou'mian
剖面号,pou'mian'hao
剖面图,pou'mian'tu
剖面线,pou'mian'xian
剖视图,pou'shi'tu
普柏枋,pu'bai'fang
普遍钎探,pu'bian'qian'tan
铺地板,pu'di'ban
铺地砖,pu'di'zhuan
铺设管道,pu'she'guan'dao
普通螺栓,pu'tong'luo'shuan
漆包线,qi'bao'xian
七踩,qi'cai
汽车吊,qi'che'diao
汽车坡道,qi'che'po'dao
气窗,qi'chuang
起吊,qi'diao
气钉枪,qi'ding'qiang
起动变压器,qi'dong'bian'ya'qi
气动输送管,qi'dong'shu'song'guan
起分格条,qi'fen'ge'tiao
气浮池,qi'fu'chi
旗杆,qi'gan
起拱,qi'gong
七股钢绞线,qi'gu'gang'jiao'xian
气焊,qi'han
气候,qi'hou
气候条件,qi'hou'tiao'jian
启辉器,qi'hui'qi
七架梁,qi'jia'liang
起居室,qi'ju'shi
起居室烟雾报警,qi'ju'shi'yan'wu'bao'jing
企口,qi'kou
企口板,qi'kou'ban
企口地板,qi'kou'di'ban
企口接,qi'kou'jie
砌块,qi'kuai
气流动力系数,qi'liu'dong'li'xi'shu
气流组织,qi'liu'zu'zhi
骑马雀替,qi'ma'que'ti
起毛,qi'mao
气密试验,qi'mi'shi'yan
气密性,qi'mi'xing
七铺作,qi'pu'zuo
砌上明造,qi'shang'ming'zao
汽水式换热器,qi'shui'shi'huan're'qi
砌体,qi'ti
气体分离器,qi'ti'fen'li'qi
砌体结构设计规范,qi'ti'jie'gou'she'ji'gui'fan
气体燃料,qi'ti'ran'liao
气象灾害,qi'xiang'zai'hai
气压,qi'ya
气压阀,qi'ya'fa
气压给水,qi'ya'gei'shui
汽油发电机,qi'you'fa'dian'ji
汽油库,qi'you'ku
起重机,qi'zhong'ji
起重机起吊半径,qi'zhong'ji'qi'diao'ban'jing
起重机行车大梁,qi'zhong'ji'xing'che'da'liang
起重能力,qi'zhong'neng'li
起重装置,qi'zhong'zhuang'zhi
起重作业安全,qi'zhong'zuo'ye'an'quan
砌筑,qi'zhu
砌砖,qi'zhuan
卡子,qia'zi
千安,qian'an
浅仓,qian'cang
前处理,qian'chu'li
千乏,qian'fa
千乏时,qian'fa'shi
千伏,qian'fu
千伏安,qian'fu'an
嵌固,qian'gu
嵌固端,qian'gu'duan
千赫,qian'he
千卡,qian'ka
嵌墙,qian'qiang
嵌入式照明,qian'ru'shi'zhao'ming
浅色,qian'se
前室,qian'shi
潜水,qian'shui
钎探,qian'tan
千瓦,qian'wa
千瓦时,qian'wa'shi
嵌岩桩,qian'yan'zhuang
墙板,qiang'ban
戗槎,qiang'cha
羌察,qiang'cha
墙承重结构,qiang'cheng'zhong'jie'gou
墙洞,qiang'dong
墙洞口,qiang'dong'kou
墙垛,qiang'duo
强风化岩层,qiang'feng'hua'yan'ceng
墙高,qiang'gao
墙桂阳角,qiang'gui'yang'jiao
墙厚,qiang'hou
戗脊,qiang'ji
强令冒险作业,qiang'ling'mao'xian'zuo'ye
墙面,qiang'mian
墙面刮腻子,qiang'mian'gua'ni'zi
墙面贴瓷砖,qiang'mian'tie'ci'zhuan
墙面砖,qiang'mian'zhuan
墙面装饰工程,qiang'mian'zhuang'shi'gong'cheng
强迫命令,qiang'po'ming'ling
强屈比,qiang'qu'bi
墙身,qiang'shen
墙身配筋,qiang'shen'pei'jin
墙身图,qiang'shen'tu
墙式配电盘,qiang'shi'pei'dian'pan
墙体,qiang'ti
墙体配筋,qiang'ti'pei'jin
墙体图,qiang'ti'tu
强条,qiang'tiao
墙肢,qiang'zhi
墙纸胶,qiang'zhi'jiao
强制送风,qiang'zhi'song'feng
墙柱,qiang'zhu
墙柱平面布置图,qiang'zhu'ping'mian'bu'zhi'tu
强柱弱梁,qiang'zhu'ruo'liang
桥墩,qiao'dun
桥规,qiao'gui
桥梁断裂,qiao'liang'duan'lie
翘曲,qiao'qu
桥式起重机,qiao'shi'qi'zhong'ji
切变模量,qie'bian'mo'liang
切割机,qie'ge'ji
切削厚度,qie'xiao'hou'du
琴面,qin'mian
轻便机械,qing'bian'ji'xie
轻便灭火器,qing'bian'mie'huo'qi
倾覆,qing'fu
倾覆力矩,qing'fu'li'ju
倾覆弯矩,qing'fu'wan'ju
轻钢,qing'gang
轻钢结构,qing'gang'jie'gou
轻钢龙骨,qing'gang'long'gu
轻隔墙,qing'ge'qiang
轻金属,qing'jin'shu
轻墙,qing'qiang
清扫打蜡,qing'sao'da'la
清水墙,qing'shui'qiang
清水砖墙,qing'shui'zhuan'qiang
青铜,qing'tong
青铜板,qing'tong'ban
青瓦,qing'wa
倾斜度,qing'xie'du
轻型结构,qing'xing'jie'gou
轻型屋架,qing'xing'wu'jia
青砖,qing'zhuan
穹顶,qiong'ding
穹式,qiong'shi
球阀,qiu'fa
球形天线,qiu'xing'tian'xian
曲尺楼梯,qu'chi'lou'ti
驱动链,qu'dong'lian
屈服,qu'fu
屈服台阶,qu'fu'tai'jie
曲栏,qu'lan
区位,qu'wei
全波整流器,quan'bo'zheng'liu'qi
全负荷,quan'fu'he
全高,quan'gao
全高加密,quan'gao'jia'mi
全截面,quan'jie'mian
圈梁,quan'liang
全热换热器,quan're'huan're'qi
券式,quan'shi
全隐框,quan'yin'kuang
缺棱,que'leng
雀替,que'ti
裙板,qun'ban
裙房,qun'fang
群控,qun'kong
群体交互,qun'ti'jiao'hu
群桩效应,qun'zhuang'xiao'ying
燃点,ran'dian
燃气表,ran'qi'biao
燃气泄漏报警,ran'qi'xie'lou'bao'jing
燃烧室,ran'shao'shi
热泵,re'beng
热处理,re'chu'li
热处理车间,re'chu'li'che'jian
热传导,re'chuan'dao
热导率,re'dao'lv
热导体,re'dao'ti
热导系数,re'dao'xi'shu
热电供暖,re'dian'gong'nuan
热电制冷,re'dian'zhi'leng
热镀锌扁钢,re'du'xin'bian'gang
热镀锌圆钢,re'du'xin'yuan'gang
热惰性,re'duo'xing
热反应系数,re'fan'ying'xi'shu
热风供暖,re'feng'gong'nuan
热风供暖系统,re'feng'gong'nuan'xi'tong
热风供暖装置,re'feng'gong'nuan'zhuang'zhi
热风管,re'feng'guan
热风管道,re'feng'guan'dao
热风幕,re'feng'mu
热风系统,re'feng'xi'tong
热工,re'gong
热固性树脂薄膜,re'gu'xing'shu'zhi'bao'mo
热管,re'guan
热交换,re'jiao'huan
热交换器,re'jiao'huan'qi
热控开关,re'kong'kai'guan
热力网,re'li'wang
热力循环,re'li'xun'huan
热流计,re'liu'ji
热媒,re'mei
热敏传感器,re'min'chuan'gan'qi
热敏电阻,re'min'dian'zu
热膨胀系数,re'peng'zhang'xi'shu
热启动灯,re'qi'dong'deng
热桥,re'qiao
热熔,re'rong
热容量,re'rong'liang
热熔粘接剂,re'rong'zhan'jie'ji
热舒适通风,re'shu'shi'tong'feng
热舒适指标,re'shu'shi'zhi'biao
热水表,re'shui'biao
热水干管,re'shui'gan'guan
热水供暖,re'shui'gong'nuan
热水供暖设备,re'shui'gong'nuan'she'bei
热水供暖设计,re'shui'gong'nuan'she'ji
热水供暖系统,re'shui'gong'nuan'xi'tong
热水供应室,re'shui'gong'ying'shi
热水灌,re'shui'guan
热水管,re'shui'guan
热水锅炉,re'shui'guo'lu
热水回水管,re'shui'hui'shui'guan
热塑塑料,re'su'su'liao
热塑性,re'su'xing
热塑性树脂,re'su'xing'shu'zhi
热线电话,re'xian'dian'hua
热线圈,re'xian'quan
热效率,re'xiao'lv
热效应,re'xiao'ying
热养护,re'yang'hu
热源,re'yuan
热轧,re'zha
人的不安全行为,ren'de'bu'an'quan'xing'wei
人防,ren'fang
人防荷载,ren'fang'he'zai
人防口部结构详图,ren'fang'kou'bu'jie'gou'xiang'tu
人工草皮,ren'gong'cao'pi
人工混响,ren'gong'hun'xiang
人工控制,ren'gong'kong'zhi
人工挖孔桩,ren'gong'wa'kong'zhuang
人工照明,ren'gong'zhao'ming
人货梯卸架子,ren'huo'ti'xie'jia'zi
人居,ren'ju
人孔,ren'kong
人孔复式封盖,ren'kong'fu'shi'feng'gai
人孔盖,ren'kong'gai
人民防空地下室设计规范,ren'min'fang'kong'di'xia'shi'she'ji'gui'fan
人身权,ren'shen'quan
人体测量学,ren'ti'ce'liang'xue
人为灾害,ren'wei'zai'hai
人行道,ren'xing'dao
人行地道,ren'xing'di'dao
人行横道,ren'xing'heng'dao
人行天桥,ren'xing'tian'qiao
人造光源,ren'zao'guang'yuan
人造石,ren'zao'shi
人字梯,ren'zi'ti
人字屋顶,ren'zi'wu'ding
人字型屋架,ren'zi'xing'wu'jia
日负荷,ri'fu'he
日光室,ri'guang'shi
日照标准,ri'zhao'biao'zhun
日照计算,ri'zhao'ji'suan
日照时间,ri'zhao'shi'jian
日照时数,ri'zhao'shi'shu
日照小时,ri'zhao'xiao'shi
熔断,rong'duan
熔断器,rong'duan'qi
熔焊,rong'han
容积率,rong'ji'lv
容量,rong'liang
熔丝,rong'si
熔丝管,rong'si'guan
容许应力,rong'xu'ying'li
容许应力法,rong'xu'ying'li'fa
容重,rong'zhong
柔度,rou'du
乳白玻璃,ru'bai'bo'li
乳白灯泡,ru'bai'deng'pao
乳白色,ru'bai'se
乳胶粘合剂,ru'jiao'nian'he'ji
乳胶漆,ru'jiao'qi
入口,ru'kou
入口大厅,ru'kou'da'ting
入口坡道,ru'kou'po'dao
入口台阶,ru'kou'tai'jie
入口通道,ru'kou'tong'dao
如意踏步,ru'yi'ta'bu
软管,ruan'guan
软管接头,ruan'guan'jie'tou
软管连接,ruan'guan'lian'jie
软化水,ruan'hua'shui
软件工程,ruan'jian'gong'cheng
软毛刷,ruan'mao'shua
软弱下卧层,ruan'ruo'xia'wo'ceng
软性覆面,ruan'xing'fu'mian
润滑剂,run'hua'ji
弱电流,ruo'dian'liu
弱电配管,ruo'dian'pei'guan
赛宾吸声系数,sai'bin'xi'sheng'xi'shu
三踩,san'cai
三才升,san'cai'sheng
三层,san'ceng
散点石,san'dian'shi
三股钢绞线,san'gu'gang'jiao'xian
散光照明,san'guang'zhao'ming
三合板,san'he'ban
三合土,san'he'tu
三级负荷,san'ji'fu'he
三级钢,san'ji'gang
三极开关,san'ji'kai'guan
三夹板,san'jia'ban
三架梁,san'jia'liang
三脚插头,san'jiao'cha'tou
三角钢,san'jiao'gang
三类,san'lei
三类场地,san'lei'chang'di
散流器送风,san'liu'qi'song'feng
三楼楼厅,san'lou'lou'ting
三路开关,san'lu'kai'guan
三跑楼梯,san'pao'lou'ti
三七灰土夯实,san'qi'hui'tu'hang'shi
三七墙,san'qi'qiang
散热器,san're'qi
散射,san'she
散射灯,san'she'deng
散水,san'shui
三跳,san'tiao
三同时,san'tong'shi
三线制,san'xian'zhi
三相变压器,san'xiang'bian'ya'qi
三相电动机,san'xiang'dian'dong'ji
三相开关,san'xiang'kai'guan
三相四线制,san'xiang'si'xian'zhi
三相制,san'xiang'zhi
三芯电缆,san'xin'dian'lan
三肢箍,san'zhi'gu
扫地杆,sao'di'gan
色彩模拟,se'cai'mo'ni
纱窗,sha'chuang
砂浆,sha'jiang
砂浆标号,sha'jiang'biao'hao
砂卵石层,sha'luan'shi'ceng
砂卵石褥垫层,sha'luan'shi'ru'dian'ceng
纱门,sha'men
沙石,sha'shi
砂石分析,sha'shi'fen'xi
砂土,sha'tu
砂岩,sha'yan
筛子,shai'zi
闪点,shan'dian
栅顶,shan'ding
山门,shan'men
山面,shan'mian
扇面墙,shan'mian'qiang
山墙,shan'qiang
山墙百叶窗,shan'qiang'bai'ye'chuang
扇翘,shan'qiao
扇形理论,shan'xing'li'lun
上昂,shang'ang
上挡,shang'dang
上挡墙,shang'dang'qiang
上反梁,shang'fan'liang
上翻门,shang'fan'men
上节点高,shang'jie'dian'gao
上金枋,shang'jin'fang
上冒头,shang'mao'tou
上排,shang'pai
上人屋面,shang'ren'wu'mian
上水道,shang'shui'dao
上水管,shang'shui'guan
上铁,shang'tie
上铁上,shang'tie'shang
上铁下,shang'tie'xia
上网,shang'wang
上下水支管,shang'xia'shui'zhi'guan
上行下给式,shang'xing'xia'gei'shi
上柱墩,shang'zhu'dun
梢间,shao'jian
少筋梁,shao'jin'liang
设备基础,she'bei'ji'chu
设备夹层,she'bei'jia'ceng
设备师,she'bei'shi
射钉枪,she'ding'qiang
设防,she'fang
设防烈度,she'fang'lie'du
社会治安,she'hui'zhi'an
设计基准期,she'ji'ji'zhun'qi
设计效果图,she'ji'xiao'guo'tu
设计值,she'ji'zhi
蛇纹石板,she'wen'shi'ban
伸长率,shen'chang'lv
甚低频,shen'di'pin
审定,shen'ding
甚高频,shen'gao'pin
审核,shen'he
深基坑,shen'ji'keng
深井泵,shen'jing'beng
深梁,shen'liang
伸入,shen'ru
渗色,shen'se
深受弯,shen'shou'wan
伸缩缝,shen'suo'feng
伸缩缝盖板,shen'suo'feng'gai'ban
审图,shen'tu
沈祖炎,shen'zu'yan
生产安全,sheng'chan'an'quan
生产安全事故,sheng'chan'an'quan'shi'gu
声干扰,sheng'gan'rao
声功率,sheng'gong'lv
生化池,sheng'hua'chi
升降机,sheng'jiang'ji
升降舞台,sheng'jiang'wu'tai
声控,sheng'kong
生命安全,sheng'ming'an'quan
生命财产,sheng'ming'cai'chan
声能比,sheng'neng'bi
声能通量,sheng'neng'tong'liang
声耦合,sheng'ou'he
升起,sheng'qi
声强级,sheng'qiang'ji
声桥,sheng'qiao
声全息图,sheng'quan'xi'tu
升温,sheng'wen
生物试验室,sheng'wu'shi'yan'shi
生物灾害,sheng'wu'zai'hai
声线,sheng'xian
声学处理,sheng'xue'chu'li
升压,sheng'ya
声压,sheng'ya
生源,sheng'yuan
声柱,sheng'zhu
十八斗,shi'ba'dou
石材纲龙骨,shi'cai'gang'long'gu
石材勾缝,shi'cai'gou'feng
石材制品,shi'cai'zhi'pin
时程,shi'cheng
时程分析,shi'cheng'fen'xi
石凳,shi'deng
视点,shi'dian
试电笔,shi'dian'bi
饰钉,shi'ding
石膏板,shi'gao'ban
石膏板隔断,shi'gao'ban'ge'duan
石膏板木龙骨隔断,shi'gao'ban'mu'long'gu'ge'duan
施工,shi'gong
施工安全,shi'gong'an'quan
施工布置图,shi'gong'bu'zhi'tu
施工程序,shi'gong'cheng'xu
施工单位,shi'gong'dan'wei
施工方法,shi'gong'fang'fa
施工方式,shi'gong'fang'shi
施工缝,shi'gong'feng
施工工程师,shi'gong'gong'cheng'shi
施工工种,shi'gong'gong'zhong
施工管理经验,shi'gong'guan'li'jing'yan
施工技术,shi'gong'ji'shu
施工检查,shi'gong'jian'cha
施工阶段,shi'gong'jie'duan
施工进度,shi'gong'jin'du
施工模拟二,shi'gong'mo'ni'er
施工模拟三,shi'gong'mo'ni'san
施工模拟一,shi'gong'mo'ni'yi
施工热点,shi'gong're'dian
施工实施,shi'gong'shi'shi
施工说明书,shi'gong'shuo'ming'shu
施工图,shi'gong'tu
施工图设计,shi'gong'tu'she'ji
施工文件,shi'gong'wen'jian
施工现场,shi'gong'xian'chang
施工项目,shi'gong'xiang'mu
施工项目编号,shi'gong'xiang'mu'bian'hao
施工详图,shi'gong'xiang'tu
施工验收技术规范,shi'gong'yan'shou'ji'shu'gui'fan
施工预算,shi'gong'yu'suan
事故备用线路,shi'gu'bei'yong'xian'lu
事故电源,shi'gu'dian'yuan
事故频发,shi'gu'pin'fa
事故上报,shi'gu'shang'bao
事故隐患,shi'gu'yin'huan
事故照明,shi'gu'zhao'ming
事故照明配电箱,shi'gu'zhao'ming'pei'dian'xiang
石灰淋制,shi'hui'lin'zhi
时间继电器,shi'jian'ji'dian'qi
视角,shi'jiao
石阶,shi'jie
试块,shi'kuai
石棉管,shi'mian'guan
石棉混凝土,shi'mian'hun'ning'tu
石棉水泥板,shi'mian'shui'ni'ban
石棉水泥波形瓦,shi'mian'shui'ni'bo'xing'wa
石棉水泥管,shi'mian'shui'ni'guan
石棉制品,shi'mian'zhi'pin
室内布线,shi'nei'bu'xian
室内地面标高,shi'nei'di'mian'biao'gao
室内防火梯,shi'nei'fang'huo'ti
室内管道,shi'nei'guan'dao
室内管沟,shi'nei'guan'gou
室内湿度,shi'nei'shi'du
室内外表高差,shi'nei'wai'biao'gao'cha
实墙,shi'qiang
湿式自动喷水灭火系统,shi'shi'zi'dong'pen'shui'mie'huo'xi'tong
实体墙,shi'ti'qiang
室外管沟,shi'wai'guan'gou
室外管线,shi'wai'guan'xian
室外管线综合图,shi'wai'guan'xian'zong'he'tu
室外管线总平面图,shi'wai'guan'xian'zong'ping'mian'tu
室外空气进风道,shi'wai'kong'qi'jin'feng'dao
室外空气进口,shi'wai'kong'qi'jin'kou
室外楼梯,shi'wai'lou'ti
室外直通,shi'wai'zhi'tong
失稳,shi'wen
湿陷,shi'xian
石象生,shi'xiang'sheng
实心板,shi'xin'ban
试验负荷,shi'yan'fu'he
试验站,shi'yan'zhan
试验装置,shi'yan'zhuang'zhi
示意图,shi'yi'tu
石英灯,shi'ying'deng
石英卤气灯,shi'ying'lu'qi'deng
石英水银灯,shi'ying'shui'yin'deng
使用面积,shi'yong'mian'ji
使用年限,shi'yong'nian'xian
使用限制权,shi'yong'xian'zhi'quan
试运转,shi'yun'zhuan
拾振器,shi'zhen'qi
十字螺丝刀,shi'zi'luo'si'dao
首层,shou'ceng
首层平面,shou'ceng'ping'mian
手动火灾报警按钮,shou'dong'huo'zai'bao'jing'an'niu
手动开关,shou'dong'kai'guan
手动控制,shou'dong'kong'zhi
手动试压泵,shou'dong'shi'ya'beng
手动消防泵,shou'dong'xiao'fang'beng
收发室,shou'fa'shi
收分,shou'fen
手工焊,shou'gong'han
受剪,shou'jian
受拉,shou'la
受力角度,shou'li'jiao'du
狩猎场,shou'lie'chang
受扭,shou'niu
受迫对流,shou'po'dui'liu
手枪钻,shou'qiang'zuan
收山,shou'shan
手算,shou'suan
手提式灯具,shou'ti'shi'deng'ju
手提式灭火器,shou'ti'shi'mie'huo'qi
受压,shou'ya
手摇发电机,shou'yao'fa'dian'ji
手纸架,shou'zhi'jia
输出变压器,shu'chu'bian'ya'qi
输出电路,shu'chu'dian'lu
输出功率,shu'chu'gong'lv
输出信号,shu'chu'xin'hao
竖杆,shu'gan
树干式,shu'gan'shi
熟化时间,shu'hua'shi'jian
竖井,shu'jing
书库,shu'ku
竖框,shu'kuang
鼠笼式,shu'long'shi
鼠笼式电动机,shu'long'shi'dian'dong'ji
输入变压器,shu'ru'bian'ya'qi
输入电路,shu'ru'dian'lu
输入数据,shu'ru'shu'ju
输入信号,shu'ru'xin'hao
疏散口,shu'san'kou
疏散楼梯,shu'san'lou'ti
疏散线路,shu'san'xian'lu
疏水器,shu'shui'qi
熟铁板,shu'tie'ban
熟铁管,shu'tie'guan
竖向,shu'xiang
竖向荷载,shu'xiang'he'zai
竖向筋,shu'xiang'jin
竖向设计,shu'xiang'she'ji
树脂,shu'zhi
数值分析,shu'zhi'fen'xi
刷白,shua'bai
刷乳胶漆,shua'ru'jiao'qi
衰变率,shuai'bian'lv
栓钉,shuan'ding
双槽,shuang'cao
双层管道,shuang'ceng'guan'dao
双层铠装电缆,shuang'ceng'kai'zhuang'dian'lan
双层廊,shuang'ceng'lang
双层双向,shuang'ceng'shuang'xiang
双电源,shuang'dian'yuan
双股线,shuang'gu'xian
双击双控开关,shuang'ji'shuang'kong'kai'guan
双控插座出线口,shuang'kong'cha'zuo'chu'xian'kou
双控开关,shuang'kong'kai'guan
双立杆,shuang'li'gan
双面焊,shuang'mian'han
双排,shuang'pai
双排双向,shuang'pai'shuang'xiang
双跑直楼梯,shuang'pao'zhi'lou'ti
双人床客房,shuang'ren'chuang'ke'fang
双扇窗,shuang'shan'chuang
双扇门,shuang'shan'men
双扇推拉门,shuang'shan'tui'la'men
双速风机,shuang'su'feng'ji
双投隔离开关,shuang'tou'ge'li'kai'guan
双投开关,shuang'tou'kai'guan
双向板,shuang'xiang'ban
双向地震,shuang'xiang'di'zhen
双向开关,shuang'xiang'kai'guan
双向双排,shuang'xiang'shuang'pai
双芯电缆,shuang'xin'dian'lan
双肢箍,shuang'zhi'gu
双柱,shuang'zhu
水泵,shui'beng
水泵房,shui'beng'fang
水泵机组,shui'beng'ji'zu
水泵接合器,shui'beng'jie'he'qi
水泵站,shui'beng'zhan
水彩渲染,shui'cai'xuan'ran
水槽,shui'cao
水灰比,shui'hui'bi
水空气系统,shui'kong'qi'xi'tong
水冷变压器,shui'leng'bian'ya'qi
水冷却塔,shui'leng'que'ta
水冷式空调器,shui'leng'shi'kong'tiao'qi
水力发电站,shui'li'fa'dian'zhan
水力模拟,shui'li'mo'ni
水龙头,shui'long'tou
水落斗,shui'luo'dou
水磨石地面,shui'mo'shi'di'mian
水幕,shui'mu
水泥标号,shui'ni'biao'hao
水泥管,shui'ni'guan
水泥混凝土,shui'ni'hun'ning'tu
水泥浆,shui'ni'jiang
水泥抹面,shui'ni'mo'mian
水泥砂浆标号,shui'ni'sha'jiang'biao'hao
水泥砂浆勾缝,shui'ni'sha'jiang'gou'feng
水泥砂浆罩面,shui'ni'sha'jiang'zhao'mian
水泥砂浆找平层,shui'ni'sha'jiang'zhao'ping'ceng
水泥找平层,shui'ni'zhao'ping'ceng
水泥制品,shui'ni'zhi'pin
水暖系统,shui'nuan'xi'tong
水平防潮层,shui'ping'fang'chao'ceng
水平筋,shui'ping'jin
水平网,shui'ping'wang
水土压力,shui'tu'ya'li
水位报警器,shui'wei'bao'jing'qi
水位控制系统,shui'wei'kong'zhi'xi'tong
水位指示器,shui'wei'zhi'shi'qi
水下电缆,shui'xia'dian'lan
水下照明,shui'xia'zhao'ming
水箱间,shui'xiang'jian
水榭,shui'xie
水仪,shui'yi
水银灯,shui'yin'deng
水银接点开关,shui'yin'jie'dian'kai'guan
水银开关,shui'yin'kai'guan
水银温度计,shui'yin'wen'du'ji
水蒸气分压力,shui'zheng'qi'fen'ya'li
水准仪,shui'zhun'yi
水嘴,shui'zui
顺梁,shun'liang
顺面,shun'mian
四阿,si'a
四层,si'ceng
四架梁,si'jia'liang
四孔插座出口,si'kong'cha'zuo'chu'kou
四类场地,si'lei'chang'di
四铺作,si'pu'zuo
四扇式转门,si'shan'shi'zhuan'men
四跳,si'tiao
四芯电缆,si'xin'dian'lan
四掾袱,si'yuan'fu
四肢箍,si'zhi'gu
送风管道,song'feng'guan'dao
送风机,song'feng'ji
送风口,song'feng'kou
送风系统,song'feng'xi'tong
塑钢窗,su'gang'chuang
塑钢门,su'gang'men
素混凝土,su'hun'ning'tu
塑料地面,su'liao'di'mian
塑料粘结剂,su'liao'nian'jie'ji
塑料贴面板,su'liao'tie'mian'ban
苏式彩画,su'shi'cai'hua
素土夯实,su'tu'hang'shi
塑性材料,su'xing'cai'liao
塑性铰,su'xing'jiao
随打随抹,sui'da'sui'mo
碎石混凝土,sui'shi'hun'ning'tu
随挖随填,sui'wa'sui'tian
榫槽,sun'cao
榫接,sun'jie
锁紧螺母,suo'jin'luo'mu
锁紧螺栓,suo'jin'luo'shuan
锁紧螺丝,suo'jin'luo'si
榻板,ta'ban
踏步,ta'bu
踏道,ta'dao
踏跺,ta'duo
塔楼,ta'lou
塔式建筑,ta'shi'jian'zhu
塔式结构,ta'shi'jie'gou
塔式天线,ta'shi'tian'xian
台口侧幕,tai'kou'ce'mu
台口高度,tai'kou'gao'du
台口檐幕,tai'kou'yan'mu
抬梁式构架,tai'liang'shi'gou'jia
台面,tai'mian
太阳辐射吸收系数,tai'yang'fu'she'xi'shou'xi'shu
台钻,tai'zuan
探测器,tan'ce'qi
弹簧插销,tan'huang'cha'xiao
弹簧垫圈,tan'huang'dian'quan
弹簧铰链,tan'huang'jiao'lian
弹簧门,tan'huang'men
坍落度,tan'luo'du
弹塑性,tan'su'xing
探索者,tan'suo'zhe
弹性板,tan'xing'ban
弹性地板,tan'xing'di'ban
弹性地基梁,tan'xing'di'ji'liang
弹性后效,tan'xing'hou'xiao
弹性楼板,tan'xing'lou'ban
弹性模量,tan'xing'mo'liang
套方,tao'fang
套管,tao'guan
陶粒,tao'li
套丝机,tao'si'ji
陶土制品,tao'tu'zhi'pin
特大火灾,te'da'huo'zai
特殊照明,te'shu'zhao'ming
梯段,ti'duan
梯段板,ti'duan'ban
踢脚,ti'jiao
踢脚板,ti'jiao'ban
踢脚板标高,ti'jiao'ban'biao'gao
踢脚板式暖气设备,ti'jiao'ban'shi'nuan'qi'she'bei
梯井,ti'jing
梯梁,ti'liang
梯跑,ti'pao
提升门,ti'sheng'men
提条件,ti'tiao'jian
体型,ti'xing
体型系数,ti'xing'xi'shu
天车,tian'che
填充墙,tian'chong'qiang
填充物,tian'chong'wu
天窗采光,tian'chuang'cai'guang
天窗照度,tian'chuang'zhao'du
天花,tian'hua
天花枋,tian'hua'fang
天际线,tian'ji'xian
添加剂,tian'jia'ji
天井,tian'jing
天空光,tian'kong'guang
天幕,tian'mu
天平室,tian'ping'shi
