阿保机,a'bao'ji
风俗流变,feng'su'liu'bian
风俗通姓氏篇二卷汉应劭撰淸张澍注,feng'su'tong'xing'shi'pian'er'juan'han'ying'shao'zhuan'qing'zhang'shu'zhu
风俗通义,feng'su'tong'yi
风俗通义校正,feng'su'tong'yi'jiao'zheng
风俗通义十卷汉应劭撰景两京遗编本,feng'su'tong'yi'shi'juan'han'ying'shao'zhuan'jing'liang'jing'yi'bian'ben
奉天录四卷唐赵元一撰,feng'tian'lu'si'juan'tang'zhao'yuan'yi'zhuan
冯天瑜,feng'tian'yu
蜂衙小记,feng'ya'xiao'ji
风雅逸篇古今风谣古今谚明杨慎编上海古典文学出版社,feng'ya'yi'pian'gu'jin'feng'yao'gu'jin'yan'ming'yang'shen'bian'shang'hai'gu'dian'wen'xue'chu'ban'she
风雅逸篇十卷明杨慎辑,feng'ya'yi'pian'shi'juan'ming'yang'shen'ji
封演,feng'yan
冯燕传一卷唐陈亚之撰,feng'yan'chuan'yi'juan'tang'chen'ya'zhi'zhuan
凤应韶,feng'ying'shao
冯友兰,feng'you'lan
冯友兰著,feng'you'lan'zhu
冯友兰自传,feng'you'lan'zi'zhuan
冯云鹓,feng'yun'yuan
凤洲杂编六卷明王世贞撰,feng'zhou'za'bian'liu'juan'ming'wang'shi'zhen'zhuan
凤洲杂编六卷明王世贞撰景纪录汇编本,feng'zhou'za'bian'liu'juan'ming'wang'shi'zhen'zhuan'jing'ji'lu'hui'bian'ben
佛藏子目引得,fo'cang'zi'mu'yin'de
佛光词典,fo'guang'ci'dian
佛教的大光明与大安乐,fo'jiao'de'da'guang'ming'yu'da'an'le
佛教黄士复上海商务印书馆影印,fo'jiao'huang'shi'fu'shang'hai'shang'wu'yin'shu'guan'ying'yin
佛教三百题,fo'jiao'san'bai'ti
佛教与西方思想的对话,fo'jiao'yu'xi'fang'si'xiang'de'dui'hua
佛经,fo'jing
佛兰克林自传熊式一译上海商务印书馆影印,fo'lan'ke'lin'zi'zhuan'xiong'shi'yi'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
佛说观无量寿佛经,fo'shuo'guan'wu'liang'shou'fo'jing
佛说四十二章经,fo'shuo'si'shi'er'zhang'jing
佛学大辞典,fo'xue'da'ci'dian
佛祖统记,fo'zu'tong'ji
附编三卷,fu'bian'san'juan
附编一卷,fu'bian'yi'juan
附补遗一卷,fu'bu'yi'yi'juan
附产后编,fu'chan'hou'bian
坿钞,fu'chao
附词目四角号码索引,fu'ci'mu'si'jiao'hao'ma'suo'yin
附二,fu'er
福尔摩斯探案集,fu'er'mo'si'tan'an'ji
扶风传信录一卷淸吴骞辑,fu'feng'chuan'xin'lu'yi'juan'qing'wu'qian'ji
复古与新变,fu'gu'yu'xin'bian
伏侯古今注三卷补遗一卷又补遗一卷汉伏无忌撰淸茆泮林辑,fu'hou'gu'jin'zhu'san'juan'bu'yi'yi'juan'you'bu'yi'yi'juan'han'fu'wu'ji'zhuan'qing'mao'pan'lin'ji
伏侯古今注一卷补遗一卷又补遗一卷汉伏无忌撰淸茆泮林辑据十种古逸书本,fu'hou'gu'jin'zhu'yi'juan'bu'yi'yi'juan'you'bu'yi'yi'juan'han'fu'wu'ji'zhuan'qing'mao'pan'lin'ji'ju'shi'zhong'gu'yi'shu'ben
附胡承诺年谱一卷常语笔存一卷淸撰淸汤斌撰,fu'hu'cheng'nuo'nian'pu'yi'juan'chang'yu'bi'cun'yi'juan'qing'zhuan'qing'tang'bin'zhuan
赋话十卷淸李调元撰,fu'hua'shi'juan'qing'li'tiao'yuan'zhuan
赋话十卷淸李调元撰据函海本排印,fu'hua'shi'juan'qing'li'tiao'yuan'zhuan'ju'han'hai'ben'pai'yin
敷化绥猷,fu'hua'sui'you
附华佗外科十法,fu'hua'tuo'wai'ke'shi'fa
复活,fu'huo
附辑古算经补注,fu'ji'gu'suan'jing'bu'zhu
附景镇旧事,fu'jing'zhen'jiu'shi
抚郡农产考畧,fu'jun'nong'chan'kao'lue
附考,fu'kao
附考异,fu'kao'yi
附考异一卷,fu'kao'yi'yi'juan
福科,fu'ke
附刻,fu'ke
福柯十讲,fu'ke'shi'jiang
妇科玉尺,fu'ke'yu'chi
福柯著,fu'ke'zhu
弗兰克,fu'lan'ke
富兰克林的十三项做人原则,fu'lan'ke'lin'de'shi'san'xiang'zuo'ren'yuan'ze
富兰克林自传,fu'lan'ke'lin'zi'zhuan
傅兰雅,fu'lan'ya
傅兰雅译,fu'lan'ya'yi
福勒伯尔姜琦上海商务印书馆影印,fu'le'bo'er'jiang'qi'shang'hai'shang'wu'yin'shu'guan'ying'yin
浮梁陶政志,fu'liang'tao'zheng'zhi
浮梁陶政志一卷淸吴允嘉撰,fu'liang'tao'zheng'zhi'yi'juan'qing'wu'yun'jia'zhuan
傅霖,fu'lin
福临,fu'lin
副领事,fu'ling'shi
附录二卷,fu'lu'er'juan
附录一卷,fu'lu'yi'juan
弗洛伊德,fu'luo'yi'de
弗洛伊德心之分析高觉敷译上海商务印书馆影印,fu'luo'yi'de'xin'zhi'fen'xi'gao'jue'fu'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
复名数林科棠上海商务印书馆影印,fu'ming'shu'lin'ke'tang'shang'hai'shang'wu'yin'shu'guan'ying'yin
妇女问题俞庆棠上海商务印书馆影印,fu'nv'wen'ti'yu'qing'tang'shang'hai'shang'wu'yin'shu'guan'ying'yin
妇女运动史章锡琛编蔡元培校上海商务印书馆影印,fu'nv'yun'dong'shi'zhang'xi'chen'bian'cai'yuan'pei'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
覆盆明镜照占真经,fu'pen'ming'jing'zhao'zhan'zhen'jing
附棋经,fu'qi'jing
傅青主女科,fu'qing'zhu'nv'ke
浮邱子,fu'qiu'zi
妇人集一卷附补一卷淸陈维崧撰淸冒褒注淸冒丹书撰补,fu'ren'ji'yi'juan'fu'bu'yi'juan'qing'chen'wei'song'zhuan'qing'mao'bao'zhu'qing'mao'dan'shu'zhuan'bu
傅仁宇,fu'ren'yu
福塞尔,fu'sai'er
傅山,fu'shan
福圣承道,fu'sheng'cheng'dao
浮生六记,fu'sheng'liu'ji
附释,fu'shi
傅氏眼科审视瑶函,fu'shi'yan'ke'shen'shi'yao'han
附十一卷,fu'shi'yi'juan
附四角号码索引,fu'si'jiao'hao'ma'suo'yin
附同寅录,fu'tong'yin'lu
复位续三十五举,fu'wei'xu'san'shi'wu'ju
敷文奋武,fu'wen'fen'wu
覆瓮集刑名,fu'weng'ji'xing'ming
浮溪集三十二卷拾遗三卷宋汪藻撰淸孙星华辑拾遗,fu'xi'ji'san'shi'er'juan'shi'yi'san'juan'song'wang'zao'zhuan'qing'sun'xing'hua'ji'shi'yi
附校记,fu'xiao'ji
附校一卷,fu'xiao'yi'juan
傅璇琮,fu'xuan'cong
负喧野录二卷宋陈槱撰,fu'xuan'ye'lu'er'juan'song'chen'chao'zhuan
附穴腧都数,fu'xue'shu'dou'shu
服盐药方一卷淸孙星衍撰,fu'yan'yao'fang'yi'juan'qing'sun'xing'yan'zhuan
阜阳汉简诗经研究胡平生韩自强着上海古籍出版社,fu'yang'han'jian'shi'jing'yan'jiu'hu'ping'sheng'han'zi'qiang'zhe'shang'hai'gu'ji'chu'ban'she
附遗山年谱畧,fu'yi'shan'nian'pu'lue
附逸文,fu'yi'wen
附余,fu'yu
父与子,fu'yu'zi
复杂性中的思维,fu'za'xing'zhong'de'si'wei
簠斋藏器目第二本一卷淸陈介祺撰据灵鹣阁丛书本影印,fu'zhai'cang'qi'mu'di'er'ben'yi'juan'qing'chen'jie'qi'zhuan'ju'ling'jian'ge'cong'shu'ben'ying'yin
簠斋藏器目一卷淸陈介祺撰据灵鹣阁丛书本影印,fu'zhai'cang'qi'mu'yi'juan'qing'chen'jie'qi'zhuan'ju'ling'jian'ge'cong'shu'ben'ying'yin
簠斋传古别录一卷淸陈介祺撰景滂喜斋丛书本,fu'zhai'chuan'gu'bie'lu'yi'juan'qing'chen'jie'qi'zhuan'jing'pang'xi'zhai'cong'shu'ben
复斋日记,fu'zhai'ri'ji
复斋日记一卷明许浩撰,fu'zhai'ri'ji'yi'juan'ming'xu'hao'zhuan
復齋先生龍圖陳公文集二十三卷拾遺一卷宋陳宓撰集部第冊影印南京圖書館藏清抄本,fu'zhai'xian'sheng'long'tu'chen'gong'wen'ji'er'shi'san'juan'shi'wei'yi'juan'song'chen'mi'zhuan'ji'bu'di'ce'ying'yin'nan'jing'tu'shu'guan'cang'qing'chao'ben
拊掌录一卷元元懹撰,fu'zhang'lu'yi'juan'yuan'yuan'rang'zhuan
附正讹一卷,fu'zheng'e'yi'juan
改赐,gai'ci
陔余丛考,gai'yu'cong'kao
改元考同一卷淸吴肃公撰,gai'yuan'kao'tong'yi'juan'qing'wu'su'gong'zhuan
干宝,gan'bao
干宝撰,gan'bao'zhuan
干道稿二卷宋赵蕃撰,gan'dao'gao'er'juan'song'zhao'fan'zhuan
干道临安志十五卷坿札记一卷宋周淙撰淸钱保塘撰札记,gan'dao'lin'an'zhi'shi'wu'juan'fu'zha'ji'yi'juan'song'zhou'cong'zhuan'qing'qian'bao'tang'zhuan'zha'ji
感化教育华林一上海商务印书馆影印,gan'hua'jiao'yu'hua'lin'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
感觉的分析,gan'jue'de'fen'xi
甘露,gan'lu
干禄字书一卷唐颜元孙撰景夷门广牍本,gan'lu'zi'shu'yi'juan'tang'yan'yuan'sun'zhuan'jing'yi'men'guang'du'ben
干禄字书一卷唐颜元孙撰据夷门广牍本影印,gan'lu'zi'shu'yi'juan'tang'yan'yuan'sun'zhuan'ju'yi'men'guang'du'ben'ying'yin
赣叟诗钞四卷补遗二卷淸纪映锺撰,gan'sou'shi'chao'si'juan'bu'yi'er'juan'qing'ji'ying'zhong'zhuan
干象通鉴,gan'xiang'tong'jian
甘旸,gan'yang
干元秘旨一卷淸舒继英撰,gan'yuan'mi'zhi'yi'juan'qing'shu'ji'ying'zhuan
甘泽谣一卷防录一卷唐袁郊撰,gan'ze'yao'yi'juan'fang'lu'yi'juan'tang'yuan'jiao'zhuan
干子一卷唐温庭筠撰,gan'zi'yi'juan'tang'wen'ting'yun'zhuan
纲领一卷,gang'ling'yi'juan
刚强直理,gang'qiang'zhi'li
刚强直理曰武,gang'qiang'zhi'li'yue'wu
高秉,gao'bing
高秉钧,gao'bing'jun
高常侍集二卷唐高适撰,gao'chang'shi'ji'er'juan'tang'gao'shi'zhuan
高常侍集唐高适,gao'chang'shi'ji'tang'gao'shi
高等教育汤茂如上海商务印书馆影印,gao'deng'jiao'yu'tang'mao'ru'shang'hai'shang'wu'yin'shu'guan'ying'yin
高东溪集二卷附录一卷宋高登撰,gao'dong'xi'ji'er'juan'fu'lu'yi'juan'song'gao'deng'zhuan
高东溪先生遗集二卷宋高登撰据正谊堂全书本排印,gao'dong'xi'xian'sheng'yi'ji'er'juan'song'gao'deng'zhuan'ju'zheng'yi'tang'quan'shu'ben'pai'yin
高尔基,gao'er'ji
高皇帝,gao'huang'di
高积厚,gao'ji'hou
高寄斋订正瓶花谱,gao'ji'zhai'ding'zheng'ping'hua'pu
高丽现代史向达编傅运森校上海商务印书馆影印,gao'li'xian'dai'shi'xiang'da'bian'fu'yun'sen'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
高令公集一卷后魏高允撰,gao'ling'gong'ji'yi'juan'hou'wei'gao'yun'zhuan
高卢战记,gao'lu'zhan'ji
高明肇运,gao'ming'zhao'yun
高青邱诗集明高启,gao'qing'qiu'shi'ji'ming'gao'qi
高铨,gao'quan
高僧传,gao'seng'zhuan
高上海商务印书馆影印,gao'shang'hai'shang'wu'yin'shu'guan'ying'yin
高氏,gao'shi
高士传三卷晋皇甫谧撰,gao'shi'chuan'san'juan'jin'huang'fu'mi'zhuan
高士奇,gao'shi'qi
高世栻,gao'shi'shi
高守元,gao'shou'yuan
高似孙,gao'si'sun
高武,gao'wu
杲溪诗经补注清戴震撰黄山书社,gao'xi'shi'jing'bu'zhu'qing'dai'zhen'zhuan'huang'shan'shu'she
膏药方,gao'yao'fang
高元浚,gao'yuan'jun
高斋漫录一卷宋曾慥撰,gao'zhai'man'lu'yi'juan'song'ceng'zao'zhuan
高宗,gao'zong
高宗弘历,gao'zong'hong'li
高宗明皇帝,gao'zong'ming'huang'di
高宗天皇大圣大弘孝皇帝,gao'zong'tian'huang'da'sheng'da'hong'xiao'huang'di
高宗文成皇帝,gao'zong'wen'cheng'huang'di
高宗孝宣皇帝,gao'zong'xiao'xuan'huang'di
高宗孝元皇帝,gao'zong'xiao'yuan'huang'di
高祖睿文圣武昭肃孝皇帝,gao'zu'rui'wen'sheng'wu'zhao'su'xiao'huang'di
高祖神尧大圣大光孝皇帝,gao'zu'shen'yao'da'sheng'da'guang'xiao'huang'di
高祖圣文章武明德孝皇帝,gao'zu'sheng'wen'zhang'wu'ming'de'xiao'huang'di
高祖文皇帝,gao'zu'wen'huang'di
高祖武皇帝,gao'zu'wu'huang'di
高祖孝文皇帝,gao'zu'xiao'wen'huang'di
高祖宣皇帝,gao'zu'xuan'huang'di
个北大怪才的抽屉文学,ge'bei'da'guai'cai'de'chou'ti'wen'xue
歌德哀格蒙特胡仁源译上海商务印书馆影印,ge'de'ai'ge'meng'te'hu'ren'yuan'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
歌德上海商务印书馆影印,ge'de'shang'hai'shang'wu'yin'shu'guan'ying'yin
歌德诗选,ge'de'shi'xuan
格调,ge'diao
哥尔德斯密双鸳侣上海商务印书馆影印,ge'er'de'si'mi'shuang'yuan'lv'shang'hai'shang'wu'yin'shu'guan'ying'yin
哥哥尔巡按贺启明译上海商务印书馆影印,ge'ge'er'xun'an'he'qi'ming'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国币制上海商务印书馆影印,ge'guo'bi'zhi'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国劳工运动史林定平邓伯粹编邵元冲校上海商务印书馆影印,ge'guo'lao'gong'yun'dong'shi'lin'ding'ping'deng'bo'cui'bian'shao'yuan'chong'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国民权发达史上海商务印书馆影印,ge'guo'min'quan'fa'da'shi'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国权度上海商务印书馆影印,ge'guo'quan'du'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国社会主义运动史华超编张亦农校上海商务印书馆影印,ge'guo'she'hui'zhu'yi'yun'dong'shi'hua'chao'bian'zhang'yi'nong'xiao'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国学制概要朱经农上海商务印书馆影印,ge'guo'xue'zhi'gai'yao'zhu'jing'nong'shang'hai'shang'wu'yin'shu'guan'ying'yin
各国中央银行比较论孙祖荫上海商务印书馆影印,ge'guo'zhong'yang'yin'hang'bi'jiao'lun'sun'zu'yin'shang'hai'shang'wu'yin'shu'guan'ying'yin
割圜弧矢补论,ge'huan'hu'shi'bu'lun
割圜连比例术图解,ge'huan'lian'bi'li'shu'tu'jie
割圜密率捷法,ge'huan'mi'lv'jie'fa
葛金烺,ge'jin'lang
鸽经,ge'jing
各科修学法王云五上海商务印书馆影印,ge'ke'xiu'xue'fa'wang'yun'wu'shang'hai'shang'wu'yin'shu'guan'ying'yin
格老秀斯国际法岑德彰译上海商务印书馆影印,ge'lao'xiu'si'guo'ji'fa'cen'de'zhang'yi'shang'hai'shang'wu'yin'shu'guan'ying'yin
葛力,ge'li
哥伦布刘麟生上海商务印书馆影印,ge'lun'bu'liu'lin'sheng'shang'hai'shang'wu'yin'shu'guan'ying'yin
歌麻古韵考四卷淸苗夔补注据畿辅丛书本影印,ge'ma'gu'yun'kao'si'juan'qing'miao'kui'bu'zhu'ju'ji'fu'cong'shu'ben'ying'yin
个人卫生胡定安上海商务印书馆影印,ge'ren'wei'sheng'hu'ding'an'shang'hai'shang'wu'yin'shu'guan'ying'yin
个人主义与经济秩序,ge'ren'zhu'yi'yu'jing'ji'zhi'xu
葛荣晋著,ge'rong'jin'zhu
戈汕,ge'shan
戈守智,ge'shou'zhi
葛嗣浵,ge'si'tong
格物麤谈二卷宋苏轼撰,ge'wu'cu'tan'er'juan'song'su'shi'zhuan
格物麤谈二卷宋苏轼撰据学海类编本排印,ge'wu'cu'tan'er'juan'song'su'shi'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
个性教育范寿康上海商务印书馆影印,ge'xing'jiao'yu'fan'shou'kang'shang'hai'shang'wu'yin'shu'guan'ying'yin
格言篇,ge'yan'pian
葛元煦,ge'yuan'xu
格致余论一卷元朱震亨撰,ge'zhi'yu'lun'yi'juan'yuan'zhu'zhen'heng'zhuan
格致总学启蒙,ge'zhi'zong'xue'qi'meng
艮岳记一卷宋张淏撰,gen'yue'ji'yi'juan'song'zhang'hao'zhuan
艮斋杂说,gen'zhai'za'shuo
庚辰,geng'chen
庚辰年,geng'chen'nian
赓和录二卷淸何梦瑶撰,geng'he'lu'er'juan'qing'he'meng'yao'zhuan
耕禄藁一卷宋胡锜撰,geng'lu'gao'yi'juan'song'hu'qi'zhuan
庚申,geng'shen
庚申纪事一卷明张泼撰,geng'shen'ji'shi'yi'juan'ming'zhang'po'zhuan
庚申年,geng'shen'nian
庚申外史二卷明权衡撰,geng'shen'wai'shi'er'juan'ming'quan'heng'zhuan
更始,geng'shi
庚巳编十卷明陆粲撰,geng'si'bian'shi'juan'ming'lu'can'zhuan
庚午,geng'wu
庚午年,geng'wu'nian
庚溪诗话二卷宋陈严肖撰,geng'xi'shi'hua'er'juan'song'chen'yan'xiao'zhuan
耕心农话,geng'xin'nong'hua
庚戌,geng'xu
庚戌年,geng'xu'nian
庚寅,geng'yin
耿荫楼,geng'yin'lou
庚寅年,geng'yin'nian
庚子,geng'zi
庚子年,geng'zi'nian
龚安节先生画诀,gong'an'jie'xian'sheng'hua'jue
功虫录,gong'chong'lu
宫词小纂三卷淸张海鹏集,gong'ci'xiao'zuan'san'juan'qing'zhang'hai'peng'ji
贡德,gong'de
功德大成,gong'de'da'cheng
龚鼎臣,gong'ding'chen
贡父诗话一卷卽一名中山诗话宋刘攽撰,gong'fu'shi'hua'yi'juan'ji'yi'ming'zhong'shan'shi'hua'song'liu'ban'zhuan
公共管理与公共行政,gong'gong'guan'li'yu'gong'gong'xing'zheng
公共生活与晚期资本主义,gong'gong'sheng'huo'yu'wan'qi'zi'ben'zhu'yi
公共卫生胡鸿基上海商务印书馆影印,gong'gong'wei'sheng'hu'hong'ji'shang'hai'shang'wu'yin'shu'guan'ying'yin
拱化,gong'hua
恭皇帝,gong'huang'di
恭俭宽裕,gong'jian'kuan'yu
贡举叙略一卷宋陈彭年撰,gong'ju'xu'lue'yi'juan'song'chen'peng'nian'zhuan
贡举叙略一卷宋陈彭年撰据学海类编本排印,gong'ju'xu'lue'yi'juan'song'chen'peng'nian'zhuan'ju'xue'hai'lei'bian'ben'pai'yin
龚居中,gong'ju'zhong
攻媿集一百十二卷拾遗一卷宋楼钥撰淸传以礼辑拾遗,gong'kui'ji'yi'bai'shi'er'juan'shi'yi'yi'juan'song'lou'yao'zhuan'qing'chuan'yi'li'ji'shi'yi
公门不费钱功德录一卷淸撰,gong'men'bu'fei'qian'gong'de'lu'yi'juan'qing'zhuan
恭闵,gong'min
公民教育刘湛恩上海商务印书馆影印,gong'min'jiao'yu'liu'zhan'en'shang'hai'shang'wu'yin'shu'guan'ying'yin
龚庆宣,gong'qing'xuan
恭仁,gong'ren
公是集五十四卷宋刘敞撰,gong'shi'ji'wu'shi'si'juan'song'liu'chang'zhuan
公是先生弟子记四卷附录一卷宋刘敝撰,gong'shi'xian'sheng'di'zi'ji'si'juan'fu'lu'yi'juan'song'liu'bi'zhuan
公孙龙子释金受申上海商务印书馆影印,gong'sun'long'zi'shi'jin'shou'shen'shang'hai'shang'wu'yin'shu'guan'ying'yin
公孙龙子周公孙龙撰宋谢希深注,gong'sun'long'zi'zhou'gong'sun'long'zhuan'song'xie'xi'shen'zhu
公孙龙子注,gong'sun'long'zi'zhu
公孙述,gong'sun'shu
龚廷贤,gong'ting'xian
龚炜,gong'wei
龚熙正,gong'xi'zheng
龚贤,gong'xian
公羊学引论,gong'yang'xue'yin'lun
公羊逸礼考征一卷淸陈奂撰,gong'yang'yi'li'kao'zheng'yi'juan'qing'chen'huan'zhuan
工业分析韩组康上海商务印书馆影印,gong'ye'fen'xi'han'zu'kang'shang'hai'shang'wu'yin'shu'guan'ying'yin
工业教育杨鄂联上海商务印书馆影印,gong'ye'jiao'yu'yang'e'lian'shang'hai'shang'wu'yin'shu'guan'ying'yin
工业经济阮维基彭湘上海商务印书馆影印,gong'ye'jing'ji'ruan'wei'ji'peng'xiang'shang'hai'shang'wu'yin'shu'guan'ying'yin
工业树种植法李寅恭上海商务印书馆影印,gong'ye'shu'zhong'zhi'fa'li'yin'gong'shang'hai'shang'wu'yin'shu'guan'ying'yin
工业药品高上海商务印书馆影印,gong'ye'yao'pin'gao'shang'hai'shang'wu'yin'shu'guan'ying'yin
龚颐正,gong'yi'zheng
公园章玉民上海商务印书馆影印,gong'yuan'zhang'yu'min'shang'hai'shang'wu'yin'shu'guan'ying'yin
公债何松龄上海商务印书馆影印,gong'zhai'he'song'ling'shang'hai'shang'wu'yin'shu'guan'ying'yin
龚自珍诗文选注,gong'zi'zhen'shi'wen'xuan'zhu
龚自珍文选,gong'zi'zhen'wen'xuan
恭宗孝安皇帝,gong'zong'xiao'an'huang'di
勾股尺测量新法,gou'gu'chi'ce'liang'xin'fa
勾股割圜记,gou'gu'ge'huan'ji
勾股割圜全义图,gou'gu'ge'huan'quan'yi'tu
勾股六术,gou'gu'liu'shu
勾股算术,gou'gu'suan'shu
勾股算术细草,gou'gu'suan'shu'xi'cao
古本大学辑解二卷淸杨亶骅撰,gu'ben'da'xue'ji'jie'er'juan'qing'yang'dan'hua'zhuan
古本难经阐注,gu'ben'nan'jing'chan'zhu
古本竹书纪年辑校,gu'ben'zhu'shu'ji'nian'ji'xiao
觚不觚录一卷明王世贞撰,gu'bu'gu'lu'yi'juan'ming'wang'shi'zhen'zhuan
觚不觚录一卷明王世贞撰据宝颜堂秘笈本排印,gu'bu'gu'lu'yi'juan'ming'wang'shi'zhen'zhuan'ju'bao'yan'tang'mi'ji'ben'pai'yin
顾城诗全编,gu'cheng'shi'quan'bian
顾大韶,gu'da'shao
古代人的自由与现代人的自由,gu'dai'ren'de'zi'you'yu'xian'dai'ren'de'zi'you
古代文论,gu'dai'wen'lun
古代乐官与古代戏剧,gu'dai'yue'guan'yu'gu'dai'xi'ju
古代政治思想研究谢无量上海商务印书馆影印,gu'dai'zheng'zhi'si'xiang'yan'jiu'xie'wu'liang'shang'hai'shang'wu'yin'shu'guan'ying'yin
古代中国的思想世界,gu'dai'zhong'guo'de'si'xiang'shi'jie
古代中韩政治风谣比较韩国宋昌基第二届诗经国际学术研讨会论文集北京语文出版社,gu'dai'zhong'han'zheng'zhi'feng'yao'bi'jiao'han'guo'song'chang'ji'di'er'jie'shi'jing'guo'ji'xue'shu'yan'tao'hui'lun'wen'ji'bei'jing'yu'wen'chu'ban'she
古典散文,gu'dian'san'wen
古典自由主义与自由至上主义,gu'dian'zi'you'zhu'yi'yu'zi'you'zhi'shang'zhu'yi
顾端文公遗书,gu'duan'wen'gong'yi'shu
顾复,gu'fu
故宫遗录一卷明萧洵撰,gu'gong'yi'lu'yi'juan'ming'xiao'xun'zhuan
顾观光,gu'guan'guang
顾广圻,gu'guang'qi
顾广圻校,gu'guang'qi'xiao
顾广圻撰校补,gu'guang'qi'zhuan'xiao'bu
顾櫰三,gu'gui'san
古杭杂记一卷元李有撰,gu'hang'za'ji'yi'juan'yuan'li'you'zhuan
古画品录一卷南齐谢赫撰,gu'hua'pin'lu'yi'juan'nan'qi'xie'he'zhuan
古画品录一卷南齐谢赫撰景津逮秘书本,gu'hua'pin'lu'yi'juan'nan'qi'xie'he'zhuan'jing'jin'dai'mi'shu'ben
古画微黄宾虹上海商务印书馆影印,gu'hua'wei'huang'bin'hong'shang'hai'shang'wu'yin'shu'guan'ying'yin
顾颉刚,gu'jie'gang
顾颉刚集,gu'jie'gang'ji
顾颉刚讲史录,gu'jie'gang'jiang'shi'lu
古金待问录,gu'jin'dai'wen'lu
古今风谣一卷明杨慎辑,gu'jin'feng'yao'yi'juan'ming'yang'shen'ji
古今滑稽文选,gu'jin'hua'ji'wen'xuan
古今画鉴一卷元唐垕撰,gu'jin'hua'jian'yi'juan'yuan'tang'hou'zhuan
古金录,gu'jin'lu
古今律历考七十二卷明邢云路撰,gu'jin'lv'li'kao'qi'shi'er'juan'ming'xing'yun'lu'zhuan
古今名扇录,gu'jin'ming'shan'lu
古今事物考八卷明王三聘撰,gu'jin'shi'wu'kao'ba'juan'ming'wang'san'pin'zhuan
古今事物考八卷明王三聘撰据续知不足斋丛书本排印,gu'jin'shi'wu'kao'ba'juan'ming'wang'san'pin'zhuan'ju'xu'zhi'bu'zu'zhai'cong'shu'ben'pai'yin
古今释疑,gu'jin'shi'yi
古今谭概,gu'jin'tan'gai
古今同姓名录二卷梁元帝撰唐陆善经读元叶森补,gu'jin'tong'xing'ming'lu'er'juan'liang'yuan'di'zhuan'tang'lu'shan'jing'du'yuan'ye'sen'bu
古今图书集成理学汇编经籍典诗经部清陈梦雷编纂清蒋廷锡校订北京中华书局,gu'jin'tu'shu'ji'cheng'li'xue'hui'bian'jing'ji'dian'shi'jing'bu'qing'chen'meng'lei'bian'zuan'qing'jiang'ting'xi'jiao'ding'bei'jing'zhong'hua'shu'ju
古今图书集成理学汇编经籍典诗经部清陈梦雷编纂清蒋廷锡校订成都巴蜀书社,gu'jin'tu'shu'ji'cheng'li'xue'hui'bian'jing'ji'dian'shi'jing'bu'qing'chen'meng'lei'bian'zuan'qing'jiang'ting'xi'jiao'ding'cheng'du'ba'shu'shu'she
古今伪书考,gu'jin'wei'shu'kao
古今伪书考姚际恒上海商务印书馆影印,gu'jin'wei'shu'kao'yao'ji'heng'shang'hai'shang'wu'yin'shu'guan'ying'yin
古今文选,gu'jin'wen'xuan
古今姓氏书辩证四十卷坿校勘记三卷宋邓名世撰淸钱熙祚撰校勘记,gu'jin'xing'shi'shu'bian'zheng'si'shi'juan'fu'jiao'kan'ji'san'juan'song'deng'ming'shi'zhuan'qing'qian'xi'zuo'zhuan'jiao'kan'ji
古今谚一卷明杨慎辑,gu'jin'yan'yi'juan'ming'yang'shen'ji
古今药石,gu'jin'yao'shi
古今医史,gu'jin'yi'shi
古今印史,gu'jin'yin'shi
古今印史一卷明徐官撰,gu'jin'yin'shi'yi'juan'ming'xu'guan'zhuan
古今印史一卷明徐官撰据宝颜堂秘笈本排印,gu'jin'yin'shi'yi'juan'ming'xu'guan'zhuan'ju'bao'yan'tang'mi'ji'ben'pai'yin
古今印说补,gu'jin'yin'shuo'bu
古今印制,gu'jin'yin'zhi
古今韵考四卷附记一卷淸李因笃撰淸杨传第撰附记据天壤阁丛书本影印,gu'jin'yun'kao'si'juan'fu'ji'yi'juan'qing'li'yin'du'zhuan'qing'yang'chuan'di'zhuan'fu'ji'ju'tian'rang'ge'cong'shu'ben'ying'yin
古今韵略清邵长巍上海商务印书馆影印,gu'jin'yun'lue'qing'shao'chang'wei'shang'hai'shang'wu'yin'shu'guan'ying'yin
古今注,gu'jin'zhu
古今注三卷晋崔豹撰据顾氏文房小说本排印,gu'jin'zhu'san'juan'jin'cui'bao'zhuan'ju'gu'shi'wen'fang'xiao'shuo'ben'pai'yin
古经服纬三卷淸雷尊述淸雷学淇释,gu'jing'fu'wei'san'juan'qing'lei'zun'shu'qing'lei'xue'qi'shi
