矮凳桥,ai'deng'qiao
市场内路,shi'chang'nei'lu
十二田,shi'er'tian
十里,shi'li
十里路,shi'li'lu
石榴路,shi'liu'lu
石龙路,shi'long'lu
石马路,shi'ma'lu
世美巷,shi'mei'xiang
石浦东路,shi'pu'dong'lu
石浦南路,shi'pu'nan'lu
石浦中路,shi'pu'zhong'lu
十七中路,shi'qi'zhong'lu
狮山路,shi'shan'lu
石山头桥,shi'shan'tou'qiao
施水寮,shi'shui'liao
石坦,shi'tan
石坦北岸,shi'tan'bei'an
石坦河,shi'tan'he
石坦南岸,shi'tan'nan'an
石坦桥,shi'tan'qiao
石坦巷,shi'tan'xiang
世显坊巷,shi'xian'fang'xiang
狮岩,shi'yan
石油桥,shi'you'qiao
史宅,shi'zhai
史宅路,shi'zhai'lu
市中,shi'zhong
首浃路,shou'jia'lu
手肘头巷,shou'zhou'tou'xiang
戍潮路,shu'chao'lu
曙东路,shu'dong'lu
书阁,shu'ge
俆家桥路,shu'jia'qiao'lu
疏南路,shu'nan'lu
戍浦北路,shu'pu'bei'lu
戍浦江路,shu'pu'jiang'lu
戍浦南路,shu'pu'nan'lu
树人路,shu'ren'lu
书声巷,shu'sheng'xiang
书堂巷,shu'tang'xiang
书院路,shu'yuan'lu
双堡东路,shuang'bao'dong'lu
双堡西路,shuang'bao'xi'lu
双堡新村路,shuang'bao'xin'cun'lu
双潮路,shuang'chao'lu
双车路,shuang'che'lu
双车头,shuang'che'tou
双池路,shuang'chi'lu
双渡路,shuang'du'lu
双凤北路,shuang'feng'bei'lu
双凤路,shuang'feng'lu
双根桥路,shuang'gen'qiao'lu
双桂巷,shuang'gui'xiang
双何桥,shuang'he'qiao
双凰路,shuang'huang'lu
双甲路,shuang'jia'lu
双井头,shuang'jing'tou
双井巷,shuang'jing'xiang
双岭,shuang'ling
双龙路,shuang'long'lu
双庆路,shuang'qing'lu
双球路,shuang'qiu'lu
双泉路,shuang'quan'lu
双榕路,shuang'rong'lu
双石碣,shuang'shi'jie
双石碣路,shuang'shi'jie'lu
双石路,shuang'shi'lu
双溪路,shuang'xi'lu
双绣路,shuang'xiu'lu
双阳路,shuang'yang'lu
双屿,shuang'yu
双屿山,shuang'yu'shan
双屿巷,shuang'yu'xiang
水仓头路,shui'cang'tou'lu
水仓巷,shui'cang'xiang
水车巷,shui'che'xiang
水渡巷,shui'du'xiang
水碓巷,shui'dui'xiang
水井巷,shui'jing'xiang
水窟头,shui'ku'tou
水门底,shui'men'di
水门头,shui'men'tou
水塔巷,shui'ta'xiang
水潭底东路,shui'tan'di'dong'lu
水潭底西路,shui'tan'di'xi'lu
水潭路,shui'tan'lu
水潭南路,shui'tan'nan'lu
水心,shui'xin
水心东街,shui'xin'dong'jie
水心街,shui'xin'jie
水心路,shui'xin'lu
水心桥,shui'xin'qiao
水心西街,shui'xin'xi'jie
水心新街,shui'xin'xin'jie
水闸头东路,shui'zha'tou'dong'lu
水闸头西路,shui'zha'tou'xi'lu
水闸头中路,shui'zha'tou'zhong'lu
顺安路,shun'an'lu
舜岙北路,shun'ao'bei'lu
舜岙东路,shun'ao'dong'lu
舜岙路,shun'ao'lu
舜岙南路,shun'ao'nan'lu
顺北路,shun'bei'lu
顺发巷,shun'fa'xiang
顺利桥,shun'li'qiao
顺事巷,shun'shi'xiang
顺泰路,shun'tai'lu
顺展路,shun'zhan'lu
顺庄路,shun'zhuang'lu
朔门,shuo'men
朔门街,shuo'men'jie
寺后北岸,si'hou'bei'an
寺后街,si'hou'jie
四甲街,si'jia'jie
四面营,si'mian'ying
司南北路,si'nan'bei'lu
司南路,si'nan'lu
寺前街,si'qian'jie
寺前街后,si'qian'jie'hou
寺前路,si'qian'lu
四十亩,si'shi'mu
寺西新村,si'xi'xin'cun
四宅浃,si'zhai'jia
松柏路,song'bai'lu
宋河北路,song'he'bei'lu
宋河南路,song'he'nan'lu
宋河中路,song'he'zhong'lu
松绿亭,song'lv'ting
松圃巷,song'pu'xiang
松台,song'tai
松台山,song'tai'shan
宋文天祥祠,song'wen'tian'xiang'ci
宋叶适墓,song'ye'shi'mu
宋宅巷,song'zhai'xiang
苏川路,su'chuan'lu
苏川桥,su'chuan'qiao
苏家浃,su'jia'jia
绥驾桥,sui'jia'qiao
岁新巷,sui'xin'xiang
锁链桥巷,suo'lian'qiao'xiang
锁青桥,suo'qing'qiao
踏碓巷,ta'dui'xiang
塔下,ta'xia
塔下路,ta'xia'lu
台东路,tai'dong'lu
太平桥,tai'ping'qiao
太平巷,tai'ping'xiang
太山,tai'shan
泰山宫巷,tai'shan'gong'xiang
太山路,tai'shan'lu
太师路,tai'shi'lu
台中路,tai'zhong'lu
坦前,tan'qian
汤堡,tang'bao
汤堡后巷,tang'bao'hou'xiang
汤堡前巷,tang'bao'qian'xiang
塘川路,tang'chuan'lu
汤东,tang'dong
塘东前浃路,tang'dong'qian'jia'lu
汤耳路,tang'er'lu
塘河东岸,tang'he'dong'an
塘河西岸,tang'he'xi'an
塘夹路,tang'jia'lu
汤家桥,tang'jia'qiao
塘路,tang'lu
堂前街,tang'qian'jie
汤西,tang'xi
塘西路,tang'xi'lu
塘西中路,tang'xi'zhong'lu
塘下东路,tang'xia'dong'lu
塘下街,tang'xia'jie
塘下路,tang'xia'lu
塘垟巷,tang'yang'xiang
汤园巷,tang'yuan'xiang
汤中路,tang'zhong'lu
陶湾路,tao'wan'lu
腾达路,teng'da'lu
腾飞路,teng'fei'lu
腾胶路,teng'jiao'lu
腾龙路,teng'long'lu
腾跃路,teng'yue'lu
提篮路,ti'lan'lu
梯桥巷,ti'qiao'xiang
田岙,tian'ao
田岙路,tian'ao'lu
天成西路,tian'cheng'xi'lu
天窗巷,tian'chuang'xiang
天灯东路,tian'deng'dong'lu
天灯街,tian'deng'jie
天灯路,tian'deng'lu
天灯西路,tian'deng'xi'lu
天灯巷,tian'deng'xiang
天妃宫巷,tian'fei'gong'xiang
天凤路,tian'feng'lu
天凤巷,tian'feng'xiang
天公巷,tian'gong'xiang
天河北路,tian'he'bei'lu
天河南路,tian'he'nan'lu
天河镇,tian'he'zhen
天河中路,tian'he'zhong'lu
天后宫抱厦,tian'hou'gong'bao'sha
天津路,tian'jin'lu
甜井巷,tian'jing'xiang
天雷巷,tian'lei'xiang
天马路,tian'ma'lu
田梧,tian'wu
田悟路,tian'wu'lu
天祥巷,tian'xiang'xiang
天宇路,tian'yu'lu
天柱路,tian'zhu'lu
眺舟桥,tiao'zhou'qiao
眺舟桥路,tiao'zhou'qiao'lu
铁店,tie'dian
铁店巷,tie'dian'xiang
铁井栏,tie'jing'lan
铁栏井,tie'lan'jing
汀岙路,ting'ao'lu
汀岙南路,ting'ao'nan'lu
汀岙西路,ting'ao'xi'lu
挺进路,ting'jin'lu
听笙路,ting'sheng'lu
桐瑞路,tong'rui'lu
桐社东路,tong'she'dong'lu
桐社西路,tong'she'xi'lu
同心路,tong'xin'lu
童宅巷,tong'zhai'xiang
童子殿巷,tong'zi'dian'xiang
头梳脑,tou'shu'nao
头陀路,tou'tuo'lu
土地堂巷,tu'di'tang'xiang
涂上路,tu'shang'lu
涂宅巷,tu'zhai'xiang
团结路,tuan'jie'lu
屯前街,tun'qian'jie
瓦市巷,wa'shi'xiang
瓦窑夅,wa'yao'jiang
外岙,wai'ao
外埠头,wai'bu'tou
外上沈巷,wai'shang'shen'xiang
外新桥,wai'xin'qiao
外垟北巷,wai'yang'bei'xiang
外垟东巷,wai'yang'dong'xiang
外垟中巷,wai'yang'zhong'xiang
湾底,wan'di
湾底路,wan'di'lu
万里桥,wan'li'qiao
万仁殿巷,wan'ren'dian'xiang
万圣路,wan'sheng'lu
万寿巷,wan'shou'xiang
万岁里,wan'sui'li
晚霞路,wan'xia'lu
万兴路,wan'xing'lu
望船巷,wang'chuan'xiang
望丰路,wang'feng'lu
旺家路,wang'jia'lu
望江东路,wang'jiang'dong'lu
望江亭,wang'jiang'ting
望江西路,wang'jiang'xi'lu
望江中路,wang'jiang'zhong'lu
王桥路,wang'qiao'lu
望穗巷,wang'sui'xiang
望台路,wang'tai'lu
王瓒墓,wang'zan'mu
旺增北巷,wang'zeng'bei'xiang
旺增南巷,wang'zeng'nan'xiang
旺增桥,wang'zeng'qiao
王宅,wang'zhai
王宅浃路,wang'zhai'jia'lu
王宅路,wang'zhai'lu
王宅巷,wang'zhai'xiang
文昌路,wen'chang'lu
温陈路,wen'chen'lu
文丰路,wen'feng'lu
文化路,wen'hua'lu
文华路,wen'hua'lu
文化桥,wen'hua'qiao
文会路,wen'hui'lu
温金公路,wen'jin'gong'lu
文锦路,wen'jin'lu
文明巷,wen'ming'xiang
温强公路,wen'qiang'gong'lu
温强路,wen'qiang'lu
温瞿东路,wen'qu'dong'lu
文曲路,wen'qu'lu
温瞿西路,wen'qu'xi'lu
温瞿中路,wen'qu'zhong'lu
温瑞塘河,wen'rui'tang'he
文士门,wen'shi'men
文书巷,wen'shu'xiang
文武,wen'wu
文武路,wen'wu'lu
温霞路,wen'xia'lu
温霞南路,wen'xia'nan'lu
文绣路,wen'xiu'lu
文英路,wen'ying'lu
闻宅巷,wen'zhai'xiang
温中路,wen'zhong'lu
温州大道梧田段,wen'zhou'da'dao'wu'tian'duan
温州扶贫经济开发区,wen'zhou'fu'pin'jing'ji'kai'fa'qu
温州港龙湾港区,wen'zhou'gang'long'wan'gang'qu
温州港务局龙湾装卸公司码头,wen'zhou'gang'wu'ju'long'wan'zhuang'xie'gong'si'ma'tou
温州港状元港区,wen'zhou'gang'zhuang'yuan'gang'qu
温州革命烈士纪念馆,wen'zhou'ge'ming'lie'shi'ji'nian'guan
温州海洋渔业公司码头,wen'zhou'hai'yang'yu'ye'gong'si'ma'tou
温州经济技术开发区,wen'zhou'jing'ji'ji'shu'kai'fa'qu
温州雷达站,wen'zhou'lei'da'zhan
温州农业新技术开发示范区,wen'zhou'nong'ye'xin'ji'shu'kai'fa'shi'fan'qu
温州瓯江大桥,wen'zhou'ou'jiang'da'qiao
温州盆景园,wen'zhou'pen'jing'yuan
温州市动物园,wen'zhou'shi'dong'wu'yuan
温州市九山体育场,wen'zhou'shi'jiu'shan'ti'yu'chang
温州市蒲州镇淡水养鱼场,wen'zhou'shi'pu'zhou'zhen'dan'shui'yang'yu'chang
温州市燃料公司状元煤库码头,wen'zhou'shi'ran'liao'gong'si'zhuang'yuan'mei'ku'ma'tou
温州市人民大会堂,wen'zhou'shi'ren'min'da'hui'tang
温州市人民广场,wen'zhou'shi'ren'min'guang'chang
温州市体育俱乐部,wen'zhou'shi'ti'yu'ju'le'bu
温州子城城垣及谯楼,wen'zhou'zi'cheng'cheng'yuan'ji'qiao'lou
卧龙路,wo'long'lu
吴滨巷,wu'bin'xiang
屋底彭路,wu'di'peng'lu
五洞尾桥,wu'dong'wei'qiao
吴渎桥西路,wu'du'qiao'xi'lu
五芳巷,wu'fang'xiang
五和路,wu'he'lu
梧河路,wu'he'lu
五湖路,wu'hu'lu
五甲街,wu'jia'jie
五仑头,wu'lun'tou
五马,wu'ma
五马街,wu'ma'jie
五马街后巷,wu'ma'jie'hou'xiang
五美路,wu'mei'lu
吴桥,wu'qiao
吴桥路,wu'qiao'lu
梧三路,wu'san'lu
吴山,wu'shan
梧田后岸路,wu'tian'hou'an'lu
梧桐路,wu'tong'lu
梧埏大道,wu'yan'da'dao
梧埏街道,wu'yan'jie'dao
吴宅,wu'zhai
伍宅巷,wu'zhai'xiang
吴宅巷,wu'zhai'xiang
西岸花,xi'an'hua
西岸路,xi'an'lu
西岸巷,xi'an'xiang
西岙,xi'ao
溪北路,xi'bei'lu
西川路,xi'chuan'lu
西公廨,xi'gong'xie
西郭门,xi'guo'men
西河路,xi'he'lu
西河头路,xi'he'tou'lu
西河巷,xi'he'xiang
西湖路,xi'hu'lu
西汇路,xi'hui'lu
西浃桥,xi'jia'qiao
西姜路,xi'jiang'lu
西江路,xi'jiang'lu
溪江路,xi'jiang'lu
西经二路,xi'jing'er'lu
西经三路,xi'jing'san'lu
西经一路,xi'jing'yi'lu
溪坑桥,xi'keng'qiao
溪口桥,xi'kou'qiao
西门,xi'men
西门北街,xi'men'bei'jie
西门大桥,xi'men'da'qiao
西门花园巷,xi'men'hua'yuan'xiang
西门街,xi'men'jie
西门里,xi'men'li
西门龙泉浃,xi'men'long'quan'jia
西门台,xi'men'tai
西门天灯下,xi'men'tian'deng'xia
西门新坦,xi'men'xin'tan
溪南路,xi'nan'lu
西前路,xi'qian'lu
西桥,xi'qiao
西山,xi'shan
西山东路,xi'shan'dong'lu
溪山路,xi'shan'lu
西山青瓷窑窑址,xi'shan'qing'ci'yao'yao'zhi
西山头巷,xi'shan'tou'xiang
西山西路,xi'shan'xi'lu
西山下北巷,xi'shan'xia'bei'xiang
西山下路,xi'shan'xia'lu
西山下南巷,xi'shan'xia'nan'xiang
西台岙,xi'tai'ao
西台路,xi'tai'lu
西陶路,xi'tao'lu
溪头街,xi'tou'jie
西湾,xi'wan
西湾路,xi'wan'lu
西湾中巷,xi'wan'zhong'xiang
西望角巷,xi'wang'jiao'xiang
溪下路,xi'xia'lu
西巷,xi'xiang
西象路,xi'xiang'lu
希祥路,xi'xiang'lu
西雁路,xi'yan'lu
西垟,xi'yang
西垟桥,xi'yang'qiao
西垟巷,xi'yang'xiang
西园路,xi'yuan'lu
溪源路,xi'yuan'lu
西园巷,xi'yuan'xiang
西中央涂,xi'zhong'yang'tu
西周,xi'zhou
西洲东路,xi'zhou'dong'lu
西州路,xi'zhou'lu
西洲南路,xi'zhou'nan'lu
西周桥,xi'zhou'qiao
西洲西路,xi'zhou'xi'lu
西洲中路,xi'zhou'zhong'lu
下岸北路,xia'an'bei'lu
下岸南路,xia'an'nan'lu
下岸桥,xia'an'qiao
下岸中路,xia'an'zhong'lu
下岙,xia'ao
霞北路,xia'bei'lu
下北山巷,xia'bei'shan'xiang
下埠,xia'bu
下埠街,xia'bu'jie
下村路,xia'cun'lu
下殿巷,xia'dian'xiang
霞东路,xia'dong'lu
霞坊路,xia'fang'lu
下河,xia'he
下河滨,xia'he'bin
下横街,xia'heng'jie
下际,xia'ji
夏家路,xia'jia'lu
霞金路,xia'jin'lu
霞井路,xia'jing'lu
下净水,xia'jing'shui
下巨路,xia'ju'lu
下巨中巷,xia'ju'zhong'xiang
霞霖街,xia'lin'jie
下岭,xia'ling
下六宅路,xia'liu'zhai'lu
下垄巷,xia'long'xiang
下吕浦,xia'lv'pu
下吕浦巷,xia'lv'pu'xiang
霞南路,xia'nan'lu
下南山,xia'nan'shan
下桥,xia'qiao
下山湾,xia'shan'wan
下山湾路,xia'shan'wan'lu
霞嵊街,xia'sheng'jie
下市路,xia'shi'lu
下水门,xia'shui'men
下坦,xia'tan
下坦路,xia'tan'lu
下条巷,xia'tiao'xiang
下涂,xia'tu
下湾路,xia'wan'lu
霞王路,xia'wang'lu
夏屋,xia'wu
霞新路,xia'xin'lu
下垟头,xia'yang'tou
下寅,xia'yin
下屿巷,xia'yu'xiang
霞园巷,xia'yuan'xiang
霞中路,xia'zhong'lu
霞竹路,xia'zhu'lu
仙大街,xian'da'jie
仙河路,xian'he'lu
县后巷,xian'hou'xiang
现化桥,xian'hua'qiao
仙门东路,xian'men'dong'lu
仙门街,xian'men'jie
仙门路,xian'men'lu
仙门南路,xian'men'nan'lu
仙门西路,xian'men'xi'lu
仙门中路,xian'men'zhong'lu
仙人井,xian'ren'jing
仙桃巷,xian'tao'xiang
贤望巷,xian'wang'xiang
县学前,xian'xue'qian
仙岩路,xian'yan'lu
仙岩南路,xian'yan'nan'lu
仙岩新街,xian'yan'xin'jie
仙垟路,xian'yang'lu
咸占渎北路,xian'zhan'du'bei'lu
咸占渎南路,xian'zhan'du'nan'lu
仙中路,xian'zhong'lu
仙庄路,xian'zhuang'lu
祥城路,xiang'cheng'lu
响动岩,xiang'dong'yan
响动岩岭,xiang'dong'yan'ling
香江路,xiang'jiang'lu
象门街,xiang'men'jie
象山路,xiang'shan'lu
祥盛路,xiang'sheng'lu
象岩,xiang'yan
向阳路,xiang'yang'lu
相宅路,xiang'zhai'lu
香樟路,xiang'zhang'lu
小岙路,xiao'ao'lu
小陡横街,xiao'dou'heng'jie
小陡门,xiao'dou'men
小高桥,xiao'gao'qiao
小横浃,xiao'heng'jia
小横浃路,xiao'heng'jia'lu
小横浃桥,xiao'heng'jia'qiao
小虹桥,xiao'hong'qiao
小简巷,xiao'jian'xiang
小岭巷,xiao'ling'xiang
小墨斗,xiao'mo'dou
小南,xiao'nan
小南门,xiao'nan'men
小南门桥,xiao'nan'men'qiao
小南新村,xiao'nan'xin'cun
小山门巷,xiao'shan'men'xiang
小水窟,xiao'shui'ku
小西门,xiao'xi'men
小源路,xiao'yuan'lu
谢池巷,xie'chi'xiang
谢公亭,xie'gong'ting
谢宅路,xie'zhai'lu
新城街,xin'cheng'jie
新程路,xin'cheng'lu
新村横街,xin'cun'heng'jie
新村路,xin'cun'lu
信达街,xin'da'jie
信德巷,xin'de'xiang
新殿后浃路,xin'dian'hou'jia'lu
新东路,xin'dong'lu
新二路,xin'er'lu
新发路,xin'fa'lu
新风路,xin'feng'lu
新丰路,xin'feng'lu
新风桥,xin'feng'qiao
新高桥,xin'gao'qiao
新宫前,xin'gong'qian
新宫前横巷,xin'gong'qian'heng'xiang
新河,xin'he
新河东路,xin'he'dong'lu
信河街,xin'he'jie
新河路,xin'he'lu
新河西路,xin'he'xi'lu
新建路,xin'jian'lu
新江路,xin'jiang'lu
新街后巷,xin'jie'hou'xiang
新开河路,xin'kai'he'lu
新康路,xin'kang'lu
新联北路,xin'lian'bei'lu
新联南路,xin'lian'nan'lu
新联桥,xin'lian'qiao
新龙东路,xin'long'dong'lu
新龙西路,xin'long'xi'lu
新路,xin'lu
新码道,xin'ma'dao
新牧路,xin'mu'lu
新宁路,xin'ning'lu
新培路,xin'pei'lu
新桥头,xin'qiao'tou
新桥头路,xin'qiao'tou'lu
新桥头下,xin'qiao'tou'xia
新庆路,xin'qing'lu
新三路,xin'san'lu
新上堡,xin'shang'bao
新上堡巷,xin'shang'bao'xiang
新田巷,xin'tian'xiang
新桐路,xin'tong'lu
新屋巷,xin'wu'xiang
新西路,xin'xi'lu
新象街,xin'xiang'jie
新祥路,xin'xiang'lu
新欣路,xin'xin'lu
新兴街,xin'xing'jie
新兴路,xin'xing'lu
新星路,xin'xing'lu
新一路,xin'yi'lu
新园觉,xin'yuan'jue
新州路,xin'zhou'lu
兴安路,xing'an'lu
兴岸路,xing'an'lu
兴北路,xing'bei'lu
兴陈东路,xing'chen'dong'lu
兴陈西路,xing'chen'xi'lu
兴东路,xing'dong'lu
幸福路,xing'fu'lu
兴革路,xing'ge'lu
兴国路,xing'guo'lu
兴海路,xing'hai'lu
兴华路,xing'hua'lu
兴建路,xing'jian'lu
兴龙路,xing'long'lu
兴吕北路,xing'lv'bei'lu
兴吕南路,xing'lv'nan'lu
兴南路,xing'nan'lu
兴平路,xing'ping'lu
行前街,xing'qian'jie
行前路,xing'qian'lu
兴区路,xing'qu'lu
兴胜路,xing'sheng'lu
兴墅北路,xing'shu'bei'lu
兴墅东路,xing'shu'dong'lu
兴墅南路,xing'shu'nan'lu
兴顺路,xing'shun'lu
型田,xing'tian
型田路,xing'tian'lu
兴旺路,xing'wang'lu
兴文里,xing'wen'li
兴文路,xing'wen'lu
兴溪路,xing'xi'lu
兴学街,xing'xue'jie
兴益路,xing'yi'lu
兴渔路,xing'yu'lu
兴云路,xing'yun'lu
兴泽路,xing'ze'lu
雄滨东路,xiong'bin'dong'lu
雄滨西路,xiong'bin'xi'lu
雄滨中路,xiong'bin'zhong'lu
雄心路,xiong'xin'lu
雄心桥,xiong'xin'qiao
秀屿路,xiu'yu'lu
徐岙路,xu'ao'lu
徐家桥,xu'jia'qiao
徐衙巷,xu'ya'xiang
学二路,xue'er'lu
雪花巷,xue'hua'xiang
雪山路,xue'shan'lu
学院东路,xue'yuan'dong'lu
学院西路,xue'yuan'xi'lu
巽岙路,xun'ao'lu
巡检司巷,xun'jian'si'xiang
巽山,xun'shan
衙城街,ya'cheng'jie
延川路,yan'chuan'lu
烟墩下路,yan'dun'xia'lu
沿港巷,yan'gang'xiang
晏公殿巷,yan'gong'dian'xiang
沿河北路,yan'he'bei'lu
沿河路,yan'he'lu
沿河巷,yan'he'xiang
沿江路,yan'jiang'lu
岩门,yan'men
沿浦路,yan'pu'lu
衍庆路,yan'qing'lu
延顺路,yan'shun'lu
烟台街,yan'tai'jie
烟台南路,yan'tai'nan'lu
烟台西街,yan'tai'xi'jie
岩头巷,yan'tou'xiang
沿溪路,yan'xi'lu
盐灶路,yan'zao'lu
严宅巷,yan'zhai'xiang
岩中路,yan'zhong'lu
垟儿,yang'er
垟儿路,yang'er'lu
杨府山路,yang'fu'shan'lu
杨府山涂,yang'fu'shan'tu
阳光路,yang'guang'lu
杨河路,yang'he'lu
阳红路,yang'hong'lu
杨柳路,yang'liu'lu
杨柳巷,yang'liu'xiang
扬名坊,yang'ming'fang
阳明路,yang'ming'lu
垟山,yang'shan
垟头巷,yang'tou'xiang
垟湾路,yang'wan'lu
杨吾房,yang'wu'fang
垟心后巷,yang'xin'hou'xiang
垟心巷,yang'xin'xiang
仰义,yang'yi
扬义桥,yang'yi'qiao
仰义水库,yang'yi'shui'ku
洋园巷,yang'yuan'xiang
杨宅,yang'zhai
杨宅路,yang'zhai'lu
瑶池路,yao'chi'lu
瑶堤路,yao'di'lu
瑶河路,yao'he'lu
姚家硐,yao'jia'dong
姚家汇路,yao'jia'hui'lu
瑶街,yao'jie
瑶街北路,yao'jie'bei'lu
瑶街老桥,yao'jie'lao'qiao
瑶街南路,yao'jie'nan'lu
瑶景路,yao'jing'lu
瑶溪,yao'xi
瑶溪环山公路,yao'xi'huan'shan'gong'lu
瑶溪岭,yao'xi'ling
瑶溪垅公路,yao'xi'long'gong'lu
瑶溪路,yao'xi'lu
瑶溪桥,yao'xi'qiao
瑶溪水库,yao'xi'shui'ku
瑶溪镇,yao'xi'zhen
冶金新村,ye'jin'xin'cun
叶文定祠,ye'wen'ding'ci
叶宅,ye'zhai
叶宅后巷,ye'zhai'hou'xiang
叶宅前巷,ye'zhai'qian'xiang
叶宅中巷,ye'zhai'zhong'xiang
驿山路,yi'shan'lu
怡寿巷,yi'shou'xiang
驿头路,yi'tou'lu
怡心路,yi'xin'lu
驿阳路,yi'yang'lu
荫墩巷,yin'dun'xiang
银坊巷,yin'fang'xiang
银河路,yin'he'lu
英岙路,ying'ao'lu
迎宾街,ying'bin'jie
营滨路,ying'bin'lu
迎宾路,ying'bin'lu
迎川桥,ying'chuan'qiao
应道观巷,ying'dao'guan'xiang
英华,ying'hua
樱花路,ying'hua'lu
营楼路,ying'lou'lu
营盘巷,ying'pan'xiang
营前巷,ying'qian'xiang
英桥街,ying'qiao'jie
盈仁路,ying'ren'lu
迎瑞路,ying'rui'lu
营上路,ying'shang'lu
盈泰路,ying'tai'lu
营田,ying'tian
营田桥,ying'tian'qiao
迎新路,ying'xin'lu
应宅路,ying'zhai'lu
永安路,yong'an'lu
永安桥,yong'an'qiao
永堡北路,yong'bao'bei'lu
永堡路,yong'bao'lu
永昌巷,yong'chang'xiang
永川路,yong'chuan'lu
永定路,yong'ding'lu
永东路,yong'dong'lu
永恩横路,yong'en'heng'lu
永恩路,yong'en'lu
永恩西路,yong'en'xi'lu
永丰路,yong'feng'lu
永丰巷,yong'feng'xiang
永福北路,yong'fu'bei'lu
永福东路,yong'fu'dong'lu
永阜路,yong'fu'lu
永阜西路,yong'fu'xi'lu
永福西路,yong'fu'xi'lu
永惠桥,yong'hui'qiao
永嘉路,yong'jia'lu
永康路,yong'kang'lu
永康桥,yong'kang'qiao
永康团路,yong'kang'tuan'lu
永康巷,yong'kang'xiang
永乐路,yong'le'lu
永民路,yong'min'lu
永楠路,yong'nan'lu
永宁东路,yong'ning'dong'lu
永宁路,yong'ning'lu
永宁桥,yong'ning'qiao
永宁巷,yong'ning'xiang
永前路,yong'qian'lu
永强大道,yong'qiang'da'dao
永强东路,yong'qiang'dong'lu
永强路,yong'qiang'lu
永强茅竹岭翻水站,yong'qiang'mao'zhu'ling'fan'shui'zhan
永庆街,yong'qing'jie
永胜路,yong'sheng'lu
永生路,yong'sheng'lu
永胜桥,yong'sheng'qiao
永塔路,yong'ta'lu
永泰路,yong'tai'lu
永泰桥,yong'tai'qiao
永旺路,yong'wang'lu
永新路,yong'xin'lu
永兴街,yong'xing'jie
永兴街道,yong'xing'jie'dao
永兴巷,yong'xing'xiang
永裕路,yong'yu'lu
永远路,yong'yuan'lu
永源路,yong'yuan'lu
永增路,yong'zeng'lu
永中东路,yong'zhong'dong'lu
永中街道,yong'zhong'jie'dao
永中路,yong'zhong'lu
永中西路,yong'zhong'xi'lu
油车,you'che
油车东巷,you'che'dong'xiang
油车路,you'che'lu
油车西巷,you'che'xi'xiang
油车巷,you'che'xiang
邮电路,you'dian'lu
邮电巷,you'dian'xiang
油库路,you'ku'lu
油库码道,you'ku'ma'dao
游嬉巷,you'xi'xiang
油巷,you'xiang
邮迅路,you'xun'lu
游泳桥,you'yong'qiao
渔埠巷,yu'bu'xiang
育才路,yu'cai'lu
育才巷,yu'cai'xiang
渔池路,yu'chi'lu
渔渡,yu'du
渔渡北路,yu'du'bei'lu
渔渡南路,yu'du'nan'lu
渔渡中路,yu'du'zhong'lu
御河路,yu'he'lu
玉环殿边,yu'huan'dian'bian
玉兰路,yu'lan'lu
玉眉泉,yu'mei'quan
屿门,yu'men
玉屏路,yu'ping'lu
御前路,yu'qian'lu
玉泉路,yu'quan'lu
玉泉南路,yu'quan'nan'lu
御史北路,yu'shi'bei'lu
御史东路,yu'shi'dong'lu
虞师里,yu'shi'li
御史南路,yu'shi'nan'lu
御史桥,yu'shi'qiao
御史西路,yu'shi'xi'lu
虞史巷,yu'shi'xiang
御史巷,yu'shi'xiang
渔藤路,yu'teng'lu
渔藤路延伸,yu'teng'lu'yan'shen
屿田,yu'tian
屿田北路,yu'tian'bei'lu
屿田河,yu'tian'he
屿田路,yu'tian'lu
屿田南路,yu'tian'nan'lu
屿田桥,yu'tian'qiao
屿田中路,yu'tian'zhong'lu
屿头,yu'tou
渔械新村,yu'xie'xin'cun
育英路,yu'ying'lu
虞宅巷,yu'zhai'xiang
育智路,yu'zhi'lu
园城路,yuan'cheng'lu
园底路,yuan'di'lu
元店路,yuan'dian'lu
园区北路,yuan'qu'bei'lu
园区东路,yuan'qu'dong'lu
园区西路,yuan'qu'xi'lu
园西巷,yuan'xi'xiang
袁宅路,yuan'zhai'lu
月湖头,yue'hu'tou
月湖巷,yue'hu'xiang
月季路,yue'ji'lu
月乐东街,yue'le'dong'jie
月乐街,yue'le'jie
月乐西街,yue'le'xi'jie
乐清路,yue'qing'lu
岳阳路,yue'yang'lu
云会路,yun'hui'lu
云亭路,yun'ting'lu
泽霞街,ze'xia'jie
增辉园,zeng'hui'yuan
闸北路,zha'bei'lu
宅前路,zhai'qian'lu
斋堂巷,zhai'tang'xiang
宅西,zhai'xi
宅西北路,zhai'xi'bei'lu
宅西南路,zhai'xi'nan'lu
宅西桥,zhai'xi'qiao
宅新路,zhai'xin'lu
宅院,zhai'yuan
宅院桥,zhai'yuan'qiao
展凤路,zhan'feng'lu
站南路,zhan'nan'lu
站前路,zhan'qian'lu
占下,zhan'xia
占下路,zhan'xia'lu
樟岙,zhang'ao
樟岙路,zhang'ao'lu
樟抱榕,zhang'bao'rong
璋北路,zhang'bei'lu
璋川,zhang'chuan
张璁碑亭,zhang'cong'bei'ting
张璁手书诗碑,zhang'cong'shou'shu'shi'bei
樟村巷,zhang'cun'xiang
樟东路,zhang'dong'lu
张府基,zhang'fu'ji
