阿婆情熟牡丹开,a'po'qing'shu'mu'dan'kai
今来我访旧,jin'lai'wo'fang'jiu
近来乡国梦,jin'lai'xiang'guo'meng
尽力答明主,jin'li'da'ming'zhu
金铃摇霁霞,jin'ling'yao'ji'xia
禁柳烟中闻晓乌,jin'liu'yan'zhong'wen'xiao'wu
金炉隔翠华,jin'lu'ge'cui'hua
禁路看山歌自缓,jin'lu'kan'shan'ge'zi'huan
金炉可变灰,jin'lu'ke'bian'hui
金缕袈裟国大师,jin'lv'jia'sha'guo'da'shi
金门降德音,jin'men'jiang'de'yin
近南风景不曾秋,jin'nan'feng'jing'bu'ceng'qiu
金铙动里闾,jin'nao'dong'li'lv
金铙肃天外,jin'nao'su'tian'wai
金铙随玉节,jin'nao'sui'yu'jie
金铙奏未终,jin'nao'zou'wei'zhong
今年寒食月初圆,jin'nian'han'shi'yue'chu'yuan
今年十月温风起,jin'nian'shi'yue'wen'feng'qi
金镊唯多鬓上丝,jin'nie'wei'duo'bin'shang'si
金屏成点玉成瑕,jin'ping'cheng'dian'yu'cheng'xia
金铺烂若,jin'pu'lan'ruo
金钱赎得免刀痕,jin'qian'shu'de'mian'dao'hen
津桥曙月微,jin'qiao'shu'yue'wei
近樵应已烧,jin'qiao'ying'yi'shao
今秋官军至,jin'qiu'guan'jun'zhi
今去国门遥,jin'qu'guo'men'yao
禁泉荒石已相和,jin'quan'huang'shi'yi'xiang'he
今人何处听不足,jin'ren'he'chu'ting'bu'zu
今人犁田昔人墓,jin'ren'li'tian'xi'ren'mu
今人谁举贤,jin'ren'shui'ju'xian
今人昔人共长叹,jin'ren'xi'ren'gong'chang'tan
晋人已负绝交书,jin'ren'yi'fu'jue'jiao'shu
今日边庭战,jin'ri'bian'ting'zhan
今日巢由旧冠带,jin'ri'chao'you'jiu'guan'dai
今日耻同年,jin'ri'chi'tong'nian
尽日春风起,jin'ri'chun'feng'qi
今日春光好更新,jin'ri'chun'guang'hao'geng'xin
今日辞门馆,jin'ri'ci'men'guan
今日此中行,jin'ri'ci'zhong'hang
今日从他弄老人,jin'ri'cong'ta'nong'lao'ren
今日登高阁,jin'ri'deng'gao'ge
今日登高望不见,jin'ri'deng'gao'wang'bu'jian
今日独归时,jin'ri'du'gui'shi
今日负将军,jin'ri'fu'jiang'jun
今日更须询哲匠,jin'ri'geng'xu'xun'zhe'jiang
今日还同看鸥鸟,jin'ri'hai'tong'kan'ou'niao
今日何如十九人,jin'ri'he'ru'shi'jiu'ren
近日几家存,jin'ri'ji'jia'cun
今日见花落,jin'ri'jian'hua'luo
今日惊秋自怜客,jin'ri'jing'qiu'zi'lian'ke
今日卷帘天气好,jin'ri'juan'lian'tian'qi'hao
今日君弃妾,jin'ri'jun'qi'qie
今日看君颜色好,jin'ri'kan'jun'yan'se'hao
今日肯相亲,jin'ri'ken'xiang'qin
今日阑干湿汝衣,jin'ri'lan'gan'shi'ru'yi
今日攀车复何者,jin'ri'pan'che'fu'he'zhe
尽日陪游处,jin'ri'pei'you'chu
今日陪尊俎,jin'ri'pei'zun'zu
今日扁舟别,jin'ri'pian'zhou'bie
今日凭君君莫辞,jin'ri'ping'jun'jun'mo'ci
尽日凭幽几,jin'ri'ping'you'ji
今日妾辞君,jin'ri'qie'ci'jun
今日晴明独上楼,jin'ri'qing'ming'du'shang'lou
今日青青意,jin'ri'qing'qing'yi
今日思来总皆罔,jin'ri'si'lai'zong'jie'wang
今日送官君最恨,jin'ri'song'guan'jun'zui'hen
今日送君游,jin'ri'song'jun'you
尽日随朱履,jin'ri'sui'zhu'lv
今日太行平似砥,jin'ri'tai'hang'ping'si'di
今日台庭望,jin'ri'tai'ting'wang
今日天难问,jin'ri'tian'nan'wen
今日忘尘虑,jin'ri'wang'chen'lv
今日未游巡,jin'ri'wei'you'xun
今日无半全,jin'ri'wu'ban'quan
今日相逢悲白发,jin'ri'xiang'feng'bei'bai'fa
今日相过却少年,jin'ri'xiang'guo'que'shao'nian
今日一茎新白发,jin'ri'yi'jing'xin'bai'fa
今日征行何岁归,jin'ri'zheng'xing'he'sui'gui
今日支离顾形影,jin'ri'zhi'li'gu'xing'ying
今日主人还共醉,jin'ri'zhu'ren'hai'gong'zui
今日诸孙拜坟树,jin'ri'zhu'sun'bai'fen'shu
今日自沾裳,jin'ri'zi'zhan'shang
近塞足风霜,jin'sai'zu'feng'shuang
进膳甘瓜朱李,jin'shan'gan'gua'zhu'li
金声称上才,jin'sheng'cheng'shang'cai
金声乍起予,jin'sheng'zha'qi'yu
尽是并州游侠儿,jin'shi'bing'zhou'you'xia'er
今时不可行,jin'shi'bu'ke'xing
尽是忘言客,jin'shi'wang'yan'ke
尽室逐渔商,jin'shi'zhu'yu'shang
禁琐天浆嫩,jin'suo'tian'jiang'nen
金锁禹步之流珠,jin'suo'yu'bu'zhi'liu'zhu
津亭柳正齐,jin'ting'liu'zheng'qi
津亭一望乡,jin'ting'yi'wang'xiang
近通颜谢诗,jin'tong'yan'xie'shi
津头腊市九江人,jin'tou'la'shi'jiu'jiang'ren
金丸落飞鸟,jin'wan'luo'fei'niao
今为娇子容,jin'wei'jiao'zi'rong
近闻江老传乡语,jin'wen'jiang'lao'chuan'xiang'yu
近闻离讲席,jin'wen'li'jiang'xi
今我终此曲,jin'wo'zhong'ci'qu
金吾持戟护新檐,jin'wu'chi'ji'hu'xin'yan
浸兮暵兮,jin'xi'han'xi
今夕尽归空,jin'xi'jin'gui'kong
今夕襄阳山太守,jin'xi'xiang'yang'shan'tai'shou
金霞与云气,jin'xia'yu'yun'qi
近乡归梦少,jin'xiang'gui'meng'shao
今宵铃阁内,jin'xiao'ling'ge'nei
尽心敷吏术,jin'xin'fu'li'shu
锦绚凤凰窠,jin'xuan'feng'huang'ke
金鸭香消欲断魂,jin'ya'xiang'xiao'yu'duan'hun
锦筵开绛帐,jin'yan'kai'jiang'zhang
今夜沧州夜,jin'ye'cang'zhou'ye
今夜初听雨,jin'ye'chu'ting'yu
今夜青楼上,jin'ye'qing'lou'shang
今夜相思月,jin'ye'xiang'si'yue
今夜应无不醉人,jin'ye'ying'wu'bu'zui'ren
今已老,jin'yi'lao
今已露漫漫,jin'yi'lu'man'man
金印垂鞍白马肥,jin'yin'chui'an'bai'ma'fei
锦茵罗荐夜凄凄,jin'yin'luo'jian'ye'qi'qi
金英分蕊细,jin'ying'fen'rui'xi
金玉珊瑚谁买恩,jin'yu'shan'hu'shui'mai'en
禁苑衔花出,jin'yuan'xian'hua'chu
今月归燕山,jin'yue'gui'yan'shan
金钺汉元勋,jin'yue'han'yuan'xun
近杂鸡人唱,jin'za'ji'ren'chang
金灶夜烧丹,jin'zao'ye'shao'dan
锦帐胡瓶争送君,jin'zhang'hu'ping'zheng'song'jun
锦帐凝寒觉春浅,jin'zhang'ning'han'jue'chun'qian
金张许史伺颜色,jin'zhang'xu'shi'ci'yan'se
今朝蝉忽鸣,jin'zhao'chan'hu'ming
今朝促轸为君奏,jin'zhao'cu'zhen'wei'jun'zou
今朝多雨奈人何,jin'zhao'duo'yu'nai'ren'he
今朝分旧游,jin'zhao'fen'jiu'you
今朝更尽欢,jin'zhao'geng'jin'huan
今朝欢称玉京天,jin'zhao'huan'cheng'yu'jing'tian
今朝两行泪,jin'zhao'liang'hang'lei
今朝数片落,jin'zhao'shu'pian'luo
今朝送旌旆,jin'zhao'song'jing'pei
今朝天景清,jin'zhao'tian'jing'qing
今朝未遇高风便,jin'zhao'wei'yu'gao'feng'bian
今朝下湘岸,jin'zhao'xia'xiang'an
今朝小阮同夷老,jin'zhao'xiao'ruan'tong'yi'lao
今朝血泪问苍苍,jin'zhao'xue'lei'wen'cang'cang
今朝自君始,jin'zhao'zi'jun'shi
今朝总见也,jin'zhao'zong'jian'ye
今朝醉舞共乡老,jin'zhao'zui'wu'gong'xiang'lao
今朝醉舞同君乐,jin'zhao'zui'wu'tong'jun'le
今者见木兰,jin'zhe'jian'mu'lan
今征草泽臣,jin'zheng'cao'ze'chen
尽掷年光逐杯酒,jin'zhi'nian'guang'zhu'bei'jiu
今至随红萼,jin'zhi'sui'hong'e
禁中周几鼎,jin'zhong'zhou'ji'ding
锦字夜机闲,jin'zi'ye'ji'xian
今作关西门下人,jin'zuo'guan'xi'men'xia'ren
今作老郎身,jin'zuo'lao'lang'shen
惊悲相集老相催,jing'bei'xiang'ji'lao'xiang'cui
荆岑无遗璧,jing'cen'wu'yi'bi
惊尘路傍起,jing'chen'lu'bang'qi
竞驰骏逸随我来,jing'chi'jun'yi'sui'wo'lai
竞处高明台榭,jing'chu'gao'ming'tai'xie
荆楚岁时知染翰,jing'chu'sui'shi'zhi'ran'han
粳稻油油绿满川,jing'dao'you'you'lv'man'chuan
静得渔者言,jing'de'yu'zhe'yan
京坻自此陈,jing'di'zi'ci'chen
镜点黄金眼,jing'dian'huang'jin'yan
景动石床前,jing'dong'shi'chuang'qian
惊愕不敢前,jing'e'bu'gan'qian
惊翻冲绝壁,jing'fan'chong'jue'bi
惊飞夜月乌,jing'fei'ye'yue'wu
惊风林果少,jing'feng'lin'guo'shao
惊风一叶前,jing'feng'yi'ye'qian
旌盖飒沓,jing'gai'sa'ta
旌竿高与雪峰齐,jing'gan'gao'yu'xue'feng'qi
经过悲井邑,jing'guo'bei'jing'yi
经过里巷春,jing'guo'li'xiang'chun
经过千骑客,jing'guo'qian'qi'ke
经过柱史荣,jing'guo'zhu'shi'rong
惊魂随驿吏,jing'hun'sui'yi'li
荆棘是今时,jing'ji'shi'jin'shi
旌节随边草,jing'jie'sui'bian'cao
井臼赖依邻,jing'jiu'lai'yi'lin
井臼阴苔遍,jing'jiu'yin'tai'bian
静举白玉指,jing'ju'bai'yu'zhi
境绝苍蝇到,jing'jue'cang'ying'dao
劲堪和醉倚,jing'kan'he'zui'yi
静看思渡口,jing'kan'si'du'kou
京口附商客,jing'kou'fu'shang'ke
镜里接仙郎,jing'li'jie'xian'lang
惊林未吐红,jing'lin'wei'tu'hong
精灵信有期,jing'ling'xin'you'qi
经论传缁侣,jing'lun'chuan'zi'lv
京洛风尘久,jing'luo'feng'chen'jiu
荆茅圣主封,jing'mao'sheng'zhu'feng
荆门树色秋,jing'men'shu'se'qiu
经难人空老,jing'nan'ren'kong'lao
鲸鲵自曝腮,jing'ni'zi'pu'sai
京辇辞芸阁,jing'nian'ci'yun'ge
惊鸟不归林,jing'niao'bu'gui'lin
惊鸥那可亲,jing'ou'na'ke'qin
旌旆引春风,jing'pei'yin'chun'feng
旌旆重淹留,jing'pei'zhong'yan'liu
镜破似倾台,jing'po'si'qing'tai
旌旗边色故,jing'qi'bian'se'gu
旌旗愁落日,jing'qi'chou'luo'ri
旌旗初下玉关东,jing'qi'chu'xia'yu'guan'dong
精气激射声冲瀜,jing'qi'ji'she'sheng'chong'rong
惊栖鹊恋枝,jing'qi'que'lian'zhi
旌旗四面寒山映,jing'qi'si'mian'han'shan'ying
旌旗晓过大江西,jing'qi'xiao'guo'da'jiang'xi
惊起鸳鸯宿,jing'qi'yuan'yang'su
荆山璞在终应识,jing'shan'pu'zai'zhong'ying'shi
经山涉水向何处,jing'shan'she'shui'xiang'he'chu
井深辘轳嗟绠短,jing'shen'lu'lu'jie'geng'duan
净时空结雾,jing'shi'kong'jie'wu
惊兽走风雷,jing'shou'zou'feng'lei
精爽无不之,jing'shuang'wu'bu'zhi
井税均且充,jing'shui'jun'qie'chong
经天无玷缺,jing'tian'wu'dian'que
静听非闲扣,jing'ting'fei'xian'kou
竞脱文身请书上,jing'tuo'wen'shen'qing'shu'shang
泾渭横秦野,jing'wei'heng'qin'ye
精卫衔石东飞时,jing'wei'xian'shi'dong'fei'shi
静闻铜史漏,jing'wen'tong'shi'lou
景物恣芳新,jing'wu'zi'fang'xin
惊弦乱此心,jing'xian'luan'ci'xin
经宵醉玉堂,jing'xiao'zui'yu'tang
惊心此地春,jing'xin'ci'di'chun
井邑初安堵,jing'yi'chu'an'du
精义出沙金,jing'yi'chu'sha'jin
竟遗青史载,jing'yi'qing'shi'zai
静忆溪边宅,jing'yi'xi'bian'zhai
经营意独新,jing'ying'yi'du'xin
惊猿绕,jing'yuan'rao
静躁本殊形,jing'zao'ben'shu'xing
镜中相见白头新,jing'zhong'xiang'jian'bai'tou'xin
镜中真僧白道芬,jing'zhong'zhen'seng'bai'dao'fen
荆州好寄身,jing'zhou'hao'ji'shen
旌幢不可驻,jing'zhuang'bu'ke'zhu
旌幢天路晚,jing'zhuang'tian'lu'wan
迥步入幽谷,jiong'bu'ru'you'gu
迥步游三洞,jiong'bu'you'san'dong
迥临村路傍溪桥,jiong'lin'cun'lu'bang'xi'qiao
迥落海南天,jiong'luo'hai'nan'tian
迥入千门彻,jiong'ru'qian'men'che
迥若千仞峰,jiong'ruo'qian'ren'feng
久别山南山里人,jiu'bie'shan'nan'shan'li'ren
九成陈夏乐,jiu'cheng'chen'xia'le
九重初启钥,jiu'chong'chu'qi'yao
九重深锁禁城秋,jiu'chong'shen'suo'jin'cheng'qiu
九重天乐降神仙,jiu'chong'tian'le'jiang'shen'xian
旧村乔木在,jiu'cun'qiao'mu'zai
旧地成孤客,jiu'di'cheng'gu'ke
旧点痕犹浅,jiu'dian'hen'you'qian
久而未就归文园,jiu'er'wei'jiu'gui'wen'yuan
旧房松更老,jiu'fang'song'geng'lao
久负青山诺,jiu'fu'qing'shan'nuo
旧馆绝逢迎,jiu'guan'jue'feng'ying
旧国不得归,jiu'guo'bu'de'gui
旧郭多新室,jiu'guo'duo'xin'shi
旧国连天不知处,jiu'guo'lian'tian'bu'zhi'chu
旧国仍连五将营,jiu'guo'reng'lian'wu'jiang'ying
旧国数千里,jiu'guo'shu'qian'li
酒酣半笑倚市门,jiu'han'ban'xiao'yi'shi'men
久旱或为霖,jiu'han'huo'wei'lin
久旱宁同涸,jiu'han'ning'tong'he
旧好使臣修,jiu'hao'shi'chen'xiu
旧恨尚填膺,jiu'hen'shang'tian'ying
久怀巴峡泉,jiu'huai'ba'xia'quan
旧架忧生醭,jiu'jia'you'sheng'bu
九江何处是归期,jiu'jiang'he'chu'shi'gui'qi
九江迷去住,jiu'jiang'mi'qu'zhu
九江行旅得相欢,jiu'jiang'xing'lv'de'xiang'huan
九江悠悠万古情,jiu'jiang'you'you'wan'gu'qing
旧交迹虽疏,jiu'jiao'ji'sui'shu
旧居无旧邻,jiu'ju'wu'jiu'lin
久客深思一破颜,jiu'ke'shen'si'yi'po'yan
久客顺相依,jiu'ke'shun'xiang'yi
久客心常醉,jiu'ke'xin'chang'zui
酒里唯多病,jiu'li'wei'duo'bing
就列继三事,jiu'lie'ji'san'shi
鹫翎金仆姑,jiu'ling'jin'pu'gu
旧箓藏云穴,jiu'lu'cang'yun'xue
旧侣失鹓鸿,jiu'lv'shi'yuan'hong
酒貌昔将花共艳,jiu'mao'xi'jiang'hua'gong'yan
九门传晓漏,jiu'men'chuan'xiao'lou
九门洞启延高论,jiu'men'dong'qi'yan'gao'lun
九门思谏议,jiu'men'si'jian'yi
九陌朝臣满,jiu'mo'chao'chen'man
九陌峰如坠,jiu'mo'feng'ru'zhui
九陌霄汉侣,jiu'mo'xiao'han'lv
酒能散羁愁,jiu'neng'san'ji'chou
就暖支羸强下床,jiu'nuan'zhi'lei'qiang'xia'chuang
九派春潮满,jiu'pai'chun'chao'man
九派乱山多,jiu'pai'luan'shan'duo
旧圃平如海,jiu'pu'ping'ru'hai
酒旗翻处亦留钱,jiu'qi'fan'chu'yi'liu'qian
酒倾迟日暮,jiu'qing'chi'ri'mu
九衢横逝水,jiu'qu'heng'shi'shui
酒泉布衣旧才子,jiu'quan'bu'yi'jiu'cai'zi
九泉烟冷树苍苍,jiu'quan'yan'leng'shu'cang'cang
九日在路岐,jiu'ri'zai'lu'qi
酒散同移疾,jiu'san'tong'yi'ji
九色烟霞绕洞宫,jiu'se'yan'xia'rao'dong'gong
旧山知独往,jiu'shan'zhi'du'wang
旧事凄凉不可听,jiu'shi'qi'liang'bu'ke'ting
久是吴门客,jiu'shi'wu'men'ke
酒熟飞巴雨,jiu'shu'fei'ba'yu
九天初改火,jiu'tian'chu'gai'huo
九天论道当宸眷,jiu'tian'lun'dao'dang'chen'juan
九天韶乐飘寒月,jiu'tian'shao'le'piao'han'yue
九天丈人之宝书,jiu'tian'zhang'ren'zhi'bao'shu
久为名所误,jiu'wei'ming'suo'wu
酒吸荷杯绿,jiu'xi'he'bei'lv
酒向山椒酹,jiu'xiang'shan'jiao'lei
九霄初倚入云梯,jiu'xiao'chu'yi'ru'yun'ti
酒醒愁转极,jiu'xing'chou'zhuan'ji
酒醒回首怆离群,jiu'xing'hui'shou'chuang'li'qun
旧业废三亩,jiu'ye'fei'san'mu
旧业起高情,jiu'ye'qi'gao'qing
旧业已随征战尽,jiu'ye'yi'sui'zheng'zhan'jin
九疑深路绕山回,jiu'yi'shen'lu'rao'shan'hui
旧阴依谢宅,jiu'yin'yi'xie'zhai
旧游悲往日,jiu'you'bei'wang'ri
旧游多不见,jiu'you'duo'bu'jian
旧友无由见,jiu'you'wu'you'jian
旧苑春将遍,jiu'yuan'chun'jiang'bian
九月龟城暮,jiu'yue'gui'cheng'mu
九月湘江水漫流,jiu'yue'xiang'jiang'shui'man'liu
九酝贮弥洁,jiu'yun'zhu'mi'jie
旧宅平津邸,jiu'zhai'ping'jin'di
旧宅秋荒草,jiu'zhai'qiu'huang'cao
旧栈歌难度,jiu'zhan'ge'nan'du
旧知亲友散,jiu'zhi'qin'you'san
九州下视杳未旦,jiu'zhou'xia'shi'yao'wei'dan
九族无白身,jiu'zu'wu'bai'shen
旧卒新营遍青草,jiu'zu'xin'ying'bian'qing'cao
据鞍窥古堠,ju'an'kui'gu'hou
讵驰游侠窟,ju'chi'you'xia'ku
举翅云天近,ju'chi'yun'tian'jin
俱从泛舟役,ju'cong'fan'zhou'yi
菊度重阳少,ju'du'chong'yang'shao
菊芳寒露洗,ju'fang'han'lu'xi
飓风晴汩起,ju'feng'qing'gu'qi
讵敢望乘轩,ju'gan'wang'cheng'xuan
俱恨老相亲,ju'hen'lao'xiang'qin
菊花梨叶满荒渠,ju'hua'li'ye'man'huang'qu
举家相逐还乡去,ju'jia'xiang'zhu'huan'xiang'qu
巨浸连空阔,ju'jin'lian'kong'kuo
句龙是生,ju'long'shi'sheng
句芒令复陈,ju'mang'ling'fu'chen
举袂掩离弦,ju'mei'yan'li'xian
举目是陈事,ju'mu'shi'chen'shi
遽乃怆离尊,ju'nai'chuang'li'zun
巨孽盗都城,ju'nie'dao'du'cheng
居然对我说无我,ju'ran'dui'wo'shuo'wu'wo
居然长子孙,ju'ran'zhang'zi'sun
居然自是汉贤良,ju'ran'zi'shi'han'xian'liang
居人还出门,ju'ren'hai'chu'men
居人相顾非人间,ju'ren'xiang'gu'fei'ren'jian
俱是白头人,ju'shi'bai'tou'ren
讵识采莲心,ju'shi'cai'lian'xin
举世尽嫌良马瘦,ju'shi'jin'xian'liang'ma'shou
举世莫解读,ju'shi'mo'jie'du
举世一娉婷,ju'shi'yi'ping'ting
橘树当家僮,ju'shu'dang'jia'tong
掬水月在手,ju'shui'yue'zai'shou
惧死翻生全,ju'si'fan'sheng'quan
俱为沧海人,ju'wei'cang'hai'ren
居为儒所尊,ju'wei'ru'suo'zun
俱闻出世能,ju'wen'chu'shi'neng
据梧花罽接,ju'wu'hua'ji'jie
讵要察农祥,ju'yao'cha'nong'xiang
橘柚亦成蹊,ju'you'yi'cheng'qi
橘柚在南国,ju'you'zai'nan'guo
讵欲匣孤响,ju'yu'xia'gu'xiang
俱在一船中,ju'zai'yi'chuan'zhong
举棹旋奔激,ju'zhao'xuan'ben'ji
卷箔出南轩,juan'bo'chu'nan'xuan
涓涓乳溜味何浓,juan'juan'ru'liu'wei'he'nong
涓涓一窦明,juan'juan'yi'dou'ming
眷眷轸芳思,juan'juan'zhen'fang'si
倦客乘归舟,juan'ke'cheng'gui'zhou
卷幕参差燕,juan'mu'cen'ci'yan
卷旗收败马,juan'qi'shou'bai'ma
卷箨正离披,juan'tuo'zheng'li'pi
眷言兰桂芳,juan'yan'lan'gui'fang
觉地本随身,jue'di'ben'sui'shen
绝顶初攀似出笼,jue'ding'chu'pan'si'chu'long
绝顶茅庵老此生,jue'ding'mao'an'lao'ci'sheng
绝壑开花界,jue'he'kai'hua'jie
决决溪泉到处闻,jue'jue'xi'quan'dao'chu'wen
绝粒感楚囚,jue'li'gan'chu'qiu
泬寥群动异,jue'liao'qun'dong'yi
泬寥中秋夜,jue'liao'zhong'qiu'ye
绝漠秋山在,jue'mo'qiu'shan'zai
绝域知文教,jue'yu'zhi'wen'jiao
君不见担雪塞井空用力,jun'bu'jian'dan'xue'se'jing'kong'yong'li
君不见古人烧水银,jun'bu'jian'gu'ren'shao'shui'yin
君不见少年头上如云发,jun'bu'jian'shao'nian'tou'shang'ru'yun'fa
君曾叹逐臣,jun'ceng'tan'zhu'chen
军城树拥尘,jun'cheng'shu'yong'chen
君乘之觞于瑶池之上兮,jun'cheng'zhi'shang'yu'yao'chi'zhi'shang'xi
君持玉盘珠,jun'chi'yu'pan'zhu
君定送何人,jun'ding'song'he'ren
君恩不闭东流水,jun'en'bu'bi'dong'liu'shui
君恩空自感,jun'en'kong'zi'gan
君恩如水流不断,jun'en'ru'shui'liu'bu'duan
君非青铜镜,jun'fei'qing'tong'jing
君非三谏寤,jun'fei'san'jian'wu
郡府自生风,jun'fu'zi'sheng'feng
君归妾已老,jun'gui'qie'yi'lao
君何为兮轻别,jun'he'wei'xi'qing'bie
钧衡近匪侵,jun'heng'jin'fei'qin
君家诚易知,jun'jia'cheng'yi'zhi
君看白发诵经者,jun'kan'bai'fa'song'jing'zhe
君看白日驰,jun'kan'bai'ri'chi
君看波上客,jun'kan'bo'shang'ke
郡楼何其旷,jun'lou'he'qi'kuang
军旅亦多尘,jun'lv'yi'duo'chen
骏马苍头如己有,jun'ma'cang'tou'ru'ji'you
骏马双嘶爱雨凉,jun'ma'shuang'si'ai'yu'liang
骏马帐前发,jun'ma'zhang'qian'fa
军门频纳受降书,jun'men'pin'na'shou'jiang'shu
君门一入无由出,jun'men'yi'ru'wu'you'chu
君宁独不怪阴磷,jun'ning'du'bu'guai'yin'lin
君其勉我怀,jun'qi'mian'wo'huai
君去独堪伤,jun'qu'du'kan'shang
君去方为宰,jun'qu'fang'wei'zai
军人奉役本无期,jun'ren'feng'yi'ben'wu'qi
军士隔重关,jun'shi'ge'zhong'guan
君是弃官时,jun'shi'qi'guan'shi
均输问火田,jun'shu'wen'huo'tian
君王避暑华池,jun'wang'bi'shu'hua'chi
君王初赐六宫衣,jun'wang'chu'ci'liu'gong'yi
君王赐髻珠,jun'wang'ci'ji'zhu
君王亲试舞,jun'wang'qin'shi'wu
君王若看貌,jun'wang'ruo'kan'mao
君王夜醉春眠晏,jun'wang'ye'zui'chun'mian'yan
君为长安令,jun'wei'chang'an'ling
君为宫保及清时,jun'wei'gong'bao'ji'qing'shi
君为贡士先,jun'wei'gong'shi'xian
君向长安余适越,jun'xiang'chang'an'yu'shi'yue
君向长沙去,jun'xiang'chang'sha'qu
君向东州问徐胤,jun'xiang'dong'zhou'wen'xu'yin
君行江海无定所,jun'xing'jiang'hai'wu'ding'suo
均养助乾坤,jun'yang'zhu'qian'kun
军移草木闲,jun'yi'cao'mu'xian
郡邑九江分,jun'yi'jiu'jiang'fen
君应知我诚,jun'ying'zhi'wo'cheng
君责一何空,jun'ze'yi'he'kong
郡斋无事好闲眠,jun'zhai'wu'shi'hao'xian'mian
郡政我何有,jun'zheng'wo'he'you
军中得勇名,jun'zhong'de'yong'ming
军中伎痒骁智材,jun'zhong'ji'yang'xiao'zhi'cai
军州日映尘,jun'zhou'ri'ying'chen
君著玉衣,jun'zhu'yu'yi
君濯缨上尘,jun'zhuo'ying'shang'chen
君子固安分,jun'zi'gu'an'fen
君子即芳兰,jun'zi'ji'fang'lan
君子居公室,jun'zi'ju'gong'shi
君子授律,jun'zi'shou'lv
君子树大功,jun'zi'shu'da'gong
君子素风悲已矣,jun'zi'su'feng'bei'yi'yi
君子忧心,jun'zi'you'xin
开国有金家,kai'guo'you'jin'jia
开函捧之光乃发,kai'han'peng'zhi'guang'nai'fa
开襟言笑新,kai'jin'yan'xiao'xin
开衿愿见乖,kai'jin'yuan'jian'guai
开径说逢康,kai'jing'shuo'feng'kang
开利之源,kai'li'zhi'yuan
开帘见新月,kai'lian'jian'xin'yue
开帘似有春,kai'lian'si'you'chun
开帘月带风,kai'lian'yue'dai'feng
开门空对楚人家,kai'men'kong'dui'chu'ren'jia
开门思曙光,kai'men'si'shu'guang
开畦复剪蔬,kai'qi'fu'jian'shu
开士行何苦,kai'shi'xing'he'ku
开稀户枢涩,kai'xi'hu'shu'se
开匣乍藏明,kai'xia'zha'cang'ming
开轩俯平林,kai'xuan'fu'ping'lin
开园过水到郊居,kai'yuan'guo'shui'dao'jiao'ju
开元九年燕公说,kai'yuan'jiu'nian'yan'gong'shuo
开云种玉嫌山浅,kai'yun'zhong'yu'xian'shan'qian
开灶爇寒云,kai'zao'ruo'han'yun
开尊会佳客,kai'zun'hui'jia'ke
开樽野客同,kai'zun'ye'ke'tong
看毕初为局,kan'bi'chu'wei'ju
看草伴应稀,kan'cao'ban'ying'xi
看春又过清明节,kan'chun'you'guo'qing'ming'jie
堪得几回秋,kan'de'ji'hui'qiu
看尔动行棹,kan'er'dong'xing'zhao
看鹤向林间,kan'he'xiang'lin'jian
看花鬓自衰,kan'hua'bin'zi'shuai
看花愁作别,kan'hua'chou'zuo'bie
看花泪尽知春尽,kan'hua'lei'jin'zhi'chun'jin
看花怜后到,kan'hua'lian'hou'dao
看花无语泪如倾,kan'hua'wu'yu'lei'ru'qing
看花一醉别,kan'hua'yi'zui'bie
堪将系组纶,kan'jiang'xi'zu'lun
看君此日还,kan'jun'ci'ri'hai
看君风骨殊未歇,kan'jun'feng'gu'shu'wei'xie
坎坎砰砰随手长,kan'kan'peng'peng'sui'shou'chang
坎坎有厉,kan'kan'you'li
轗轲多别离,kan'ke'duo'bie'li
看箓夜焚香,kan'lu'ye'fen'xiang
看取日升东,kan'qu'ri'sheng'dong
看山独行归竹院,kan'shan'du'xing'gui'zhu'yuan
看时几日回,kan'shi'ji'ri'hui
堪系野人心,kan'xi'ye'ren'xin
看心义若何,kan'xin'yi'ruo'he
看弈桐阴斜,kan'yi'tong'yin'xie
看予笑头白,kan'yu'xiao'tou'bai
看月复听琴,kan'yue'fu'ting'qin
看月照隋宫,kan'yue'zhao'sui'gong
看妆堕玉簪,kan'zhuang'duo'yu'zan
糠秕当世道,kang'bi'dang'shi'dao
慷慨携干将,kang'kai'xie'gan'jiang
考历明三统,kao'li'ming'san'tong
考实绩无取,kao'shi'ji'wu'qu
可爱剡溪僧,ke'ai'shan'xi'seng
渴病老难痊,ke'bing'lao'nan'quan
客程秋草远,ke'cheng'qiu'cao'yuan
客程云陡暗,ke'cheng'yun'dou'an
客耻主人贱,ke'chi'zhu'ren'jian
客辞山忽明,ke'ci'shan'hu'ming
客从洞庭来,ke'cong'dong'ting'lai
客从龙阙至,ke'cong'long'que'zhi
可汗奉亲诏,ke'han'feng'qin'zhao
客怀无计答秋风,ke'huai'wu'ji'da'qiu'feng
客久多人识,ke'jiu'duo'ren'shi
客久见人心,ke'jiu'jian'ren'xin
客久似无家,ke'jiu'si'wu'jia
客来空改岁,ke'lai'kong'gai'sui
客来唯劝酒,ke'lai'wei'quan'jiu
客来应是酒频赊,ke'lai'ying'shi'jiu'pin'she
客来有恨空思德,ke'lai'you'hen'kong'si'de
可怜才子白须长,ke'lian'cai'zi'bai'xu'chang
可怜长守道,ke'lian'chang'shou'dao
