阿坝当归,a'ba'dang'gui
岭南山竹子,ling'nan'shan'zhu'zi
岭南柿,ling'nan'shi
岭南石栎,ling'nan'shi'li
岭南酸枣,ling'nan'suan'zao
岭南椆,ling'nan'zhou
岭南竹,ling'nan'zhu
岭上杜鹃,ling'shang'du'juan
凌氏马先蒿,ling'shi'ma'xian'hao
柃属,ling'shu
菱属,ling'shu
陵水暗罗,ling'shui'an'luo
凌水档,ling'shui'dang
陵水胡椒,ling'shui'hu'jiao
灵仙玉叶金花,ling'xian'yu'ye'jin'hua
灵香草,ling'xiang'cao
灵香假卫矛,ling'xiang'jia'wei'mao
凌霄,ling'xiao
凌霄花,ling'xiao'hua
菱形叶杜鹃,ling'xing'ye'du'juan
灵药牛奶菜,ling'yao'niu'nai'cai
菱叶拔毒散,ling'ye'ba'du'san
菱叶菝葜,ling'ye'ba'qia
菱叶扁担杆,ling'ye'bian'dan'gan
菱叶唇柱苣苔,ling'ye'chun'zhu'ju'tai
菱叶大黄,ling'ye'da'huang
菱叶钓樟,ling'ye'diao'zhang
柃叶冬青,ling'ye'dong'qing
菱叶凤仙花,ling'ye'feng'xian'hua
菱叶腹水草,ling'ye'fu'shui'cao
菱叶冠毛榕,ling'ye'guan'mao'rong
菱叶海桐,ling'ye'hai'tong
菱叶花椒,ling'ye'hua'jiao
菱叶花楸,ling'ye'hua'qiu
菱叶茴芹,ling'ye'hui'qin
菱叶菊,ling'ye'ju
菱叶藜,ling'ye'li
菱叶镰扁豆,ling'ye'lian'bian'dou
柃叶连蕊茶,ling'ye'lian'rui'cha
菱叶楼梯草,ling'ye'lou'ti'cao
菱叶鹿藿,ling'ye'lu'huo
菱叶葡萄,ling'ye'pu'tao
柃叶山矾,ling'ye'shan'fan
菱叶铁苋菜,ling'ye'tie'xian'cai
菱叶卫矛,ling'ye'wei'mao
菱叶乌头,ling'ye'wu'tou
菱叶西番莲,ling'ye'xi'fan'lian
菱叶蚬木,ling'ye'xian'mu
菱叶绣线菊,ling'ye'xiu'xian'ju
菱叶崖爬藤,ling'ye'ya'pa'teng
菱叶元宝草,ling'ye'yuan'bao'cao
菱叶元宝草属,ling'ye'yuan'bao'cao'shu
菱叶直瓣苣苔,ling'ye'zhi'ban'ju'tai
菱叶紫菊,ling'ye'zi'ju
稜榆,ling'yu
零余虎耳草,ling'yu'hu'er'cao
零余芋,ling'yu'yu
零余子薯蓣,ling'yu'zi'shu'yu
凌源隐子草,ling'yuan'yin'zi'cao
凌云重楼,ling'yun'chong'lou
凌云弓果藤,ling'yun'gong'guo'teng
凌云南星,ling'yun'nan'xing
凌云铁线莲,ling'yun'tie'xian'lian
凌云羊蹄甲,ling'yun'yang'ti'jia
灵芝,ling'zhi
灵枝草,ling'zhi'cao
铃钟三七,ling'zhong'san'qi
稜子芹,ling'zi'qin
铃子香属,ling'zi'xiang'shu
柳安属,liu'an'shu
六瓣景天属,liu'ban'jing'tian'shu
六瓣石笔木,liu'ban'shi'bi'mu
琉苞菊,liu'bao'ju
琉苞菊属,liu'bao'ju'shu
六苞楼梯草,liu'bao'lou'ti'cao
六苞藤,liu'bao'teng
柳橙,liu'cheng
六齿卷耳,liu'chi'juan'er
六翅木,liu'chi'mu
六翅木属,liu'chi'mu'shu
六尺卫矛,liu'chi'wei'mao
六出花,liu'chu'hua
柳穿鱼,liu'chuan'yu
瘤唇卷瓣兰,liu'chun'juan'ban'lan
六道木,liu'dao'mu
六道木属,liu'dao'mu'shu
留萼木,liu'e'mu
留萼木属,liu'e'mu'shu
六萼藤,liu'e'teng
六耳铃,liu'er'ling
柳槁,liu'gao
六骨筋,liu'gu'jin
瘤冠麻,liu'guan'ma
瘤果变豆菜,liu'guo'bian'dou'cai
瘤果茶,liu'guo'cha
瘤果粗叶木,liu'guo'cu'ye'mu
瘤果大叶附地菜,liu'guo'da'ye'fu'di'cai
瘤果凤仙花,liu'guo'feng'xian'hua
瘤果槲寄生,liu'guo'hu'ji'sheng
瘤果狐尾藻,liu'guo'hu'wei'zao
瘤果茴芹,liu'guo'hui'qin
瘤果柯,liu'guo'ke
瘤果冷水花,liu'guo'leng'shui'hua
瘤果棱子芹,liu'guo'leng'zi'qin
瘤果辽椴,liu'guo'liao'duan
瘤果芹,liu'guo'qin
瘤果芹属,liu'guo'qin'shu
瘤果琼楠,liu'guo'qiong'nan
瘤果蛇根草,liu'guo'she'gen'cao
瘤果越桔,liu'guo'yue'ju
瘤果紫玉盘,liu'guo'zi'yu'pan
六花柿,liu'hua'shi
硫磺杜鹃,liu'huang'du'juan
硫黄杜鹃,liu'huang'du'juan
硫黄棘豆,liu'huang'ji'dou
硫磺菊,liu'huang'ju
瘤基忍冬,liu'ji'ren'dong
柳寄生,liu'ji'sheng
六痂虎耳草,liu'jia'hu'er'cao
瘤菅,liu'jian
柳江唇柱苣苔,liu'jiang'chun'zhu'ju'tai
柳江蜘蛛抱蛋,liu'jiang'zhi'zhu'bao'dan
六角莲,liu'jiao'lian
六角英,liu'jiao'ying
瘤茎楼梯草,liu'jing'lou'ti'cao
柳兰,liu'lan
柳兰属,liu'lan'shu
留兰香,liu'lan'xiang
六棱茎冷水花,liu'leng'jing'leng'shui'hua
六棱菊,liu'leng'ju
六棱菊属,liu'leng'ju'shu
琉璃草,liu'li'cao
琉璃草属,liu'li'cao'shu
琉璃繁缕,liu'li'fan'lv
琉璃繁缕属,liu'li'fan'lv'shu
琉璃枝,liu'li'zhi
榴梿,liu'lian
榴莲,liu'lian
榴莲属,liu'lian'shu
六列山槟榔,liu'lie'shan'bing'lang
瘤毛獐牙菜,liu'mao'zhang'ya'cai
柳茅子,liu'mao'zi
瘤囊苔草,liu'nang'tai'cao
六盘山棘豆,liu'pan'shan'ji'dou
六盘山鸡爪大黄,liu'pan'shan'ji'zhua'da'huang
瘤皮孔酸藤子,liu'pi'kong'suan'teng'zi
琉球叉柱兰,liu'qiu'cha'zhu'lan
琉球豇豆,liu'qiu'jiang'dou
琉球九节木,liu'qiu'jiu'jie'mu
琉球兰嵌马蓝,liu'qiu'lan'qian'ma'lan
琉球乳豆,liu'qiu'ru'dou
琉球鼠李,liu'qiu'shu'li
六丘园报春,liu'qiu'yuan'bao'chun
留求子,liu'qiu'zi
六蕊假卫矛,liu'rui'jia'wei'mao
硫色凤仙花,liu'se'feng'xian'hua
柳杉,liu'shan
柳杉属,liu'shan'shu
刘氏荸荠,liu'shi'bi'qi
刘氏大戟,liu'shi'da'ji
流石风玲草,liu'shi'feng'ling'cao
流石风铃草,liu'shi'feng'ling'cao
刘氏苔草,liu'shi'tai'cao
流石苔草,liu'shi'tai'cao
柳氏悬钩子,liu'shi'xuan'gou'zi
柳属,liu'shu
柳树寄生,liu'shu'ji'sheng
流苏瓣缘黄堇,liu'su'ban'yuan'huang'jin
流苏贝母兰,liu'su'bei'mu'lan
流苏萼越桔,liu'su'e'yue'ju
流苏虎耳草,liu'su'hu'er'cao
流苏黄竹,liu'su'huang'zhu
流苏金石斛,liu'su'jin'shi'hu
流苏龙胆,liu'su'long'dan
流苏曲花紫堇,liu'su'qu'hua'zi'jin
流苏石斛,liu'su'shi'hu
流苏树,liu'su'shu
流苏树属,liu'su'shu'shu
流苏苔草,liu'su'tai'cao
流苏卫矛,liu'su'wei'mao
流苏虾脊兰,liu'su'xia'ji'lan
流苏香竹,liu'su'xiang'zhu
流苏芋兰,liu'su'yu'lan
流苏蜘蛛抱蛋,liu'su'zhi'zhu'bao'dan
流苏子,liu'su'zi
流苏子属,liu'su'zi'shu
瘤穗弓果黍,liu'sui'gong'guo'shu
瘤糖茶藨子,liu'tang'cha'biao'zi
柳条杜鹃,liu'tiao'du'juan
瘤腺叶下珠,liu'xian'ye'xia'zhu
留行草,liu'xing'cao
柳叶桉,liu'ye'an
柳叶白前,liu'ye'bai'qian
柳叶斑鸠菊,liu'ye'ban'jiu'ju
柳叶菜,liu'ye'cai
柳叶菜蜂斗草,liu'ye'cai'feng'dou'cao
柳叶菜风毛菊,liu'ye'cai'feng'mao'ju
柳叶菜科,liu'ye'cai'ke
柳叶菜属,liu'ye'cai'shu
柳叶菜状凤仙花,liu'ye'cai'zhuang'feng'xian'hua
柳叶刺蓼,liu'ye'ci'liao
柳叶大花卫矛,liu'ye'da'hua'wei'mao
柳叶吊灯花,liu'ye'diao'deng'hua
柳叶冬青,liu'ye'dong'qing
柳叶豆梨,liu'ye'dou'li
柳叶杜茎山,liu'ye'du'jing'shan
柳叶多舌飞蓬,liu'ye'duo'she'fei'peng
柳叶繁缕,liu'ye'fan'lv
柳叶风毛菊,liu'ye'feng'mao'ju
柳叶鬼针草,liu'ye'gui'zhen'cao
溜叶含笑,liu'ye'han'xiao
柳叶蒿,liu'ye'hao
柳叶核果木,liu'ye'he'guo'mu
柳叶红茎黄芩,liu'ye'hong'jing'huang'qin
六叶红景天,liu'ye'hong'jing'tian
柳叶红千层,liu'ye'hong'qian'ceng
柳叶虎刺,liu'ye'hu'ci
柳叶槐,liu'ye'huai
柳叶黄肉楠,liu'ye'huang'rou'nan
柳叶假蚊母树,liu'ye'jia'wen'mu'shu
柳叶剑蕨,liu'ye'jian'jue
柳叶金叶子,liu'ye'jin'ye'zi
柳叶旌节花,liu'ye'jing'jie'hua
柳叶韭,liu'ye'jiu
柳叶蕨,liu'ye'jue
柳叶柯,liu'ye'ke
柳叶蜡梅,liu'ye'la'mei
柳叶鳞球花,liu'ye'lin'qiu'hua
六叶龙胆,liu'ye'long'dan
柳叶螺序草,liu'ye'luo'xu'cao
六叶律,liu'ye'lv
六叶葎,liu'ye'lv
柳叶马先蒿,liu'ye'ma'xian'hao
柳叶毛蕊茶,liu'ye'mao'rui'cha
柳叶闽粤石楠,liu'ye'min'yue'shi'nan
柳叶牛膝,liu'ye'niu'xi
柳叶泡花树,liu'ye'pao'hua'shu
柳叶蓬莱葛,liu'ye'peng'lai'ge
柳叶茜草,liu'ye'qian'cao
柳叶芹,liu'ye'qin
柳叶忍冬,liu'ye'ren'dong
柳叶锐齿石楠,liu'ye'rui'chi'shi'nan
柳叶润楠,liu'ye'run'nan
柳叶箬,liu'ye'ruo
柳叶箬属,liu'ye'ruo'shu
柳叶沙棘,liu'ye'sha'ji
柳叶山茶,liu'ye'shan'cha
柳叶山梗菜,liu'ye'shan'geng'cai
柳叶山花,liu'ye'shan'hua
柳叶鳝藤,liu'ye'shan'teng
柳叶蛇根草,liu'ye'she'gen'cao
柳叶蓍,liu'ye'shi
柳叶石斑木,liu'ye'shi'ban'mu
柳叶鼠李,liu'ye'shu'li
柳叶树萝卜,liu'ye'shu'luo'bo
柳叶薯蓣,liu'ye'shu'yu
柳叶水锦树,liu'ye'shui'jin'shu
柳叶水麻,liu'ye'shui'ma
柳叶桃,liu'ye'tao
柳叶天料木,liu'ye'tian'liao'mu
柳叶条果芥,liu'ye'tiao'guo'jie
柳叶五层龙,liu'ye'wu'ceng'long
柳叶五月茶,liu'ye'wu'yue'cha
柳叶香楠,liu'ye'xiang'nan
柳叶小檗,liu'ye'xiao'bo
柳叶小舌紫菀,liu'ye'xiao'she'zi'wan
柳叶绣球,liu'ye'xiu'qiu
柳叶绣线菊,liu'ye'xiu'xian'ju
柳叶旋覆花,liu'ye'xuan'fu'hua
柳叶栒子,liu'ye'xun'zi
柳叶亚菊,liu'ye'ya'ju
柳叶野扇花,liu'ye'ye'shan'hua
柳叶野豌豆,liu'ye'ye'wan'dou
柳叶蝇子草,liu'ye'ying'zi'cao
柳叶中缅卫矛,liu'ye'zhong'mian'wei'mao
柳叶紫金牛,liu'ye'zi'jin'niu
柳叶紫珠,liu'ye'zi'zhu
六月雪,liu'yue'xue
六月雪属,liu'yue'xue'shu
瘤枝杜鹃,liu'zhi'du'juan
瘤枝密花树,liu'zhi'mi'hua'shu
瘤枝微花藤,liu'zhi'wei'hua'teng
瘤枝卫矛,liu'zhi'wei'mao
瘤枝五味子,liu'zhi'wu'wei'zi
柳州胡颓子,liu'zhou'hu'tui'zi
瘤子草,liu'zi'cao
瘤子草属,liu'zi'cao'shu
瘤籽黄堇,liu'zi'huang'jin
隆安秋海棠,long'an'qiu'hai'tang
隆安沿阶草,long'an'yan'jie'cao
隆安蜘蛛抱蛋,long'an'zhi'zhu'bao'dan
龙柏,long'bai
龙柏球,long'bai'qiu
龙常草,long'chang'cao
龙常草属,long'chang'cao'shu
龙场梅花草,long'chang'mei'hua'cao
龙池报春,long'chi'bao'chun
龙船草,long'chuan'cao
龙船草属,long'chuan'cao'shu
龙船花,long'chuan'hua
龙船花属,long'chuan'hua'shu
龙船蕨,long'chuan'jue
陇川秋海棠,long'chuan'qiu'hai'tang
龙胆,long'dan
龙胆白前,long'dan'bai'qian
龙胆草,long'dan'cao
龙胆花,long'dan'hua
龙胆科,long'dan'ke
龙胆木,long'dan'mu
龙胆木属,long'dan'mu'shu
龙胆属,long'dan'shu
龙灯草,long'deng'cao
陇东海棠,long'dong'hai'tang
陇东棘豆,long'dong'ji'dou
陇东圆柏,long'dong'yuan'bai
隆萼当归,long'e'dang'gui
龙凤牡丹,long'feng'mu'dan
龙骨酸藤子,long'gu'suan'teng'zi
龙拐竹,long'guai'zhu
龙果,long'guo
龙蒿,long'hao
龙虎草,long'hu'cao
龙虎山秋海棠,long'hu'shan'qiu'hai'tang
隆痂虎耳草,long'jia'hu'er'cao
龙江风毛菊,long'jiang'feng'mao'ju
龙江柳,long'jiang'liu
龙津过路黄,long'jin'guo'lu'huang
龙葵,long'kui
龙老根属,long'lao'gen'shu
龙荔,long'li
龙里冬青,long'li'dong'qing
龙脷叶,long'li'ye
隆林唇柱苣苔,long'lin'chun'zhu'ju'tai
隆林耳叶柃,long'lin'er'ye'ling
隆林楼梯草,long'lin'lou'ti'cao
隆林美登木,long'lin'mei'deng'mu
龙陵冬青,long'ling'dong'qing
龙陵钝果寄生,long'ling'dun'guo'ji'sheng
龙陵马先蒿,long'ling'ma'xian'hao
龙陵毛兰,long'ling'mao'lan
龙陵清风藤,long'ling'qing'feng'teng
龙陵新木姜子,long'ling'xin'mu'jiang'zi
龙陵锥,long'ling'zhui
笼笼竹,long'long'zhu
隆脉冷水花,long'mai'leng'shui'hua
龙迈青冈,long'mai'qing'gang
龙木丢斤,long'mu'diu'jin
陇南凤仙花,long'nan'feng'xian'hua
龙南后蕊苣苔,long'nan'hou'rui'ju'tai
陇南冷水花,long'nan'leng'shui'hua
龙脑薄荷,long'nao'bo'he
龙脑香科,long'nao'xiang'ke
龙脑香属,long'nao'xiang'shu
龙女花,long'nv'hua
龙盘拉苔草,long'pan'la'tai'cao
龙奇苔草,long'qi'tai'cao
龙泉景天,long'quan'jing'tian
龙泉葡萄,long'quan'pu'tao
陇塞忍冬,long'sai'ren'dong
龙山杜鹃,long'shan'du'juan
龙梢子,long'shao'zi
龙舌草,long'she'cao
龙舌兰,long'she'lan
龙舌兰科,long'she'lan'ke
龙舌兰属,long'she'lan'shu
龙胜吊石苣苔,long'sheng'diao'shi'ju'tai
龙胜钓樟,long'sheng'diao'zhang
龙胜杜鹃,long'sheng'du'juan
龙胜虎耳草,long'sheng'hu'er'cao
龙胜金盏苣苔,long'sheng'jin'zhan'ju'tai
龙胜梅花草,long'sheng'mei'hua'cao
龙胜槭,long'sheng'qi
龙胜柿,long'sheng'shi
龙胜苔草,long'sheng'tai'cao
龙胜香茶菜,long'sheng'xiang'cha'cai
龙师草,long'shi'cao
陇蜀杜鹃,long'shu'du'juan
龙头草,long'tou'cao
龙头草属,long'tou'cao'shu
龙头花,long'tou'hua
龙头黄芩,long'tou'huang'qin
龙头兰,long'tou'lan
龙头竹,long'tou'zhu
龙吐珠,long'tu'zhu
龙王山银莲花,long'wang'shan'yin'lian'hua
龙尾苏铁,long'wei'su'tie
龙溪蕉,long'xi'jiao
陇西山苔草,long'xi'shan'tai'cao
龙溪四轮香,long'xi'si'lun'xiang
陇西小檗,long'xi'xiao'bo
龙溪紫堇,long'xi'zi'jin
陇县苔草,long'xian'tai'cao
龙香革,long'xiang'ge
龙须,long'xu
龙须菜,long'xu'cai
龙须草,long'xu'cao
龙须海棠,long'xu'hai'tang
龙须海棠属,long'xu'hai'tang'shu
龙须柳,long'xu'liu
龙须藤,long'xu'teng
龙须眼子菜,long'xu'yan'zi'cai
龙血树,long'xue'shu
龙血树属,long'xue'shu'shu
龙牙草,long'ya'cao
龙芽草,long'ya'cao
龙牙草属,long'ya'cao'shu
龙牙花,long'ya'hua
龙芽花,long'ya'hua
龙眼,long'yan
龙眼独活,long'yan'du'huo
龙岩杜鹃,long'yan'du'juan
龙眼姜,long'yan'jiang
龙眼柯,long'yan'ke
龙眼润楠,long'yan'run'nan
龙眼属,long'yan'shu
窿缘桉,long'yuan'an
龙爪花,long'zhao'hua
龙爪槐,long'zhao'huai
龙州半蒴苣苔,long'zhou'ban'shuo'ju'tai
龙州唇柱苣苔,long'zhou'chun'zhu'ju'tai
龙州冬青,long'zhou'dong'qing
龙州耳叶马蓝,long'zhou'er'ye'ma'lan
龙州凤仙花,long'zhou'feng'xian'hua
龙州恋岩花,long'zhou'lian'yan'hua
龙州留萼木,long'zhou'liu'e'mu
龙州楼梯草,long'zhou'lou'ti'cao
龙州螺序草,long'zhou'luo'xu'cao
龙州葡萄,long'zhou'pu'tao
龙州秋海棠,long'zhou'qiu'hai'tang
龙州榕,long'zhou'rong
龙州山橙,long'zhou'shan'cheng
龙州蛇根草,long'zhou'she'gen'cao
龙州石柑,long'zhou'shi'gan
龙州水锦树,long'zhou'shui'jin'shu
龙州细子龙,long'zhou'xi'zi'long
龙州珠子木,long'zhou'zhu'zi'mu
龙州锥,long'zhou'zhui
龙州棕竹,long'zhou'zong'zhu
龙珠,long'zhu
龙竹,long'zhu
龙珠果,long'zhu'guo
龙爪豆,long'zhua'dou
龙爪柳,long'zhua'liu
龙爪茅,long'zhua'mao
龙爪茅属,long'zhua'mao'shu
龙爪枣,long'zhua'zao
龙爪紫花槐,long'zhua'zi'hua'huai
隆子杜鹃,long'zi'du'juan
隆子拉拉藤,long'zi'la'la'teng
隆子荛花,long'zi'rao'hua
隆子远志,long'zi'yuan'zhi
龙棕,long'zong
耧斗菜,lou'dou'cai
耧斗菜属,lou'dou'cai'shu
耧斗菜叶绣线菊,lou'dou'cai'ye'xiu'xian'ju
漏斗杜鹃,lou'dou'du'juan
漏斗苣苔,lou'dou'ju'tai
漏斗苣苔属,lou'dou'ju'tai'shu
漏斗泡囊草,lou'dou'pao'nang'cao
耧斗叶绣线菊,lou'dou'ye'xiu'xian'ju
蒌蒿,lou'hao
漏卢,lou'lu
漏芦,lou'lu
蒌藤,lou'teng
楼梯草,lou'ti'cao
楼梯草属,lou'ti'cao'shu
篓叶,lou'ye
蒌叶,lou'ye
蒌子,lou'zi
楼子葱,lou'zi'cong
露瓣乌头,lu'ban'wu'tou
露壁,lu'bi
路边青,lu'bian'qing
路边青属,lu'bian'qing'shu
路边青银莲花,lu'bian'qing'yin'lian'hua
鹿草,lu'cao
鹿场毛茛,lu'chang'mao'gen
禄春安息香,lu'chun'an'xi'xiang
禄春谷木,lu'chun'gu'mu
鹿葱,lu'cong
卤地菊,lu'di'ju
陆地棉,lu'di'mian
鲁甸冬青,lu'dian'dong'qing
鲁甸银莲花,lu'dian'yin'lian'hua
露点紫堇,lu'dian'zi'jin
泸定百合,lu'ding'bai'he
泸定大油芒,lu'ding'da'you'mang
泸定垫柳,lu'ding'dian'liu
泸定龙胆,lu'ding'long'dan
泸定蔷薇,lu'ding'qiang'wei
泸定兔儿风,lu'ding'tu'er'feng
露兜草,lu'dou'cao
露兜簕,lu'dou'le
芦豆苗,lu'dou'miao
露兜树,lu'dou'shu
露兜树科,lu'dou'shu'ke
露兜树属,lu'dou'shu'shu
露兜树叶野长蒲,lu'dou'shu'ye'ye'chang'pu
卢都子,lu'dou'zi
露兜子,lu'dou'zi
露萼龙胆,lu'e'long'dan
鹿谷秋海棠,lu'gu'qiu'hai'tang
颅果草,lu'guo'cao
颅果草属,lu'guo'cao'shu
露果猪毛菜,lu'guo'zhu'mao'cai
露花,lu'hua
鲁花树,lu'hua'shu
芦花竹,lu'hua'zhu
芦荟,lu'hui
炉灰柯,lu'hui'ke
芦荟属,lu'hui'shu
鹿藿,lu'huo
炉霍杜鹃,lu'huo'du'juan
鹿霍属,lu'huo'shu
炉霍小檗,lu'huo'xiao'bo
鹿角草,lu'jiao'cao
鹿角杜鹃,lu'jiao'du'juan
鹿角海棠,lu'jiao'hai'tang
鹿角蕨,lu'jiao'jue
鹿角兰,lu'jiao'lan
鹿角兰属,lu'jiao'lan'shu
鹿角七,lu'jiao'qi
鹿角藤,lu'jiao'teng
鹿角藤属,lu'jiao'teng'shu
鹿角锥,lu'jiao'zhui
栌菊木,lu'ju'mu
栌菊木属,lu'ju'mu'shu
蕗蕨,lu'jue
陆均松,lu'jun'song
陆均松属,lu'jun'song'shu
鲁浪杜鹃,lu'lang'du'juan
鹿梨,lu'li
芦莉草属,lu'li'cao'shu
路路通,lu'lu'tong
露木尔,lu'mu'er
路南凤仙花,lu'nan'feng'xian'hua
路南海菜花,lu'nan'hai'cai'hua
芦宁乌头,lu'ning'wu'tou
露球花,lu'qiu'hua
禄劝滇紫草,lu'quan'dian'zi'cao
禄劝花叶重楼,lu'quan'hua'ye'chong'lou
禄劝黄堇,lu'quan'huang'jin
禄劝假杜鹃,lu'quan'jia'du'juan
禄劝景天,lu'quan'jing'tian
禄劝獐牙菜,lu'quan'zhang'ya'cai
鹿茸草,lu'rong'cao
鹿茸木,lu'rong'mu
鹿茸木属,lu'rong'mu'shu
鹿茸青冈,lu'rong'qing'gang
露蕊滇紫草,lu'rui'dian'zi'cao
露蕊龙胆,lu'rui'long'dan
露蕊乌头,lu'rui'wu'tou
鲁桑,lu'sang
鲁沙香茅,lu'sha'xiang'mao
庐山藨草,lu'shan'biao'cao
庐山梣,lu'shan'cen
庐山茶竿竹,lu'shan'cha'gan'zhu
卢山风毛菊,lu'shan'feng'mao'ju
庐山芙蓉,lu'shan'fu'rong
庐山荚蒾,lu'shan'jia'mi
庐山堇菜,lu'shan'jin'cai
庐山楼梯草,lu'shan'lou'ti'cao
庐山葡萄,lu'shan'pu'tao
庐山忍冬,lu'shan'ren'dong
庐山石楠,lu'shan'shi'nan
庐山石韦,lu'shan'shi'wei
庐山疏节过路黄,lu'shan'shu'jie'guo'lu'huang
芦山苔草,lu'shan'tai'cao
庐山乌药,lu'shan'wu'yao
庐山香科,lu'shan'xiang'ke
庐山香科科,lu'shan'xiang'ke'ke
庐山小檗,lu'shan'xiao'bo
庐山野古草,lu'shan'ye'gu'cao
芦山淫羊藿,lu'shan'yin'yang'huo
庐山玉山竹,lu'shan'yu'shan'zhu
路生胡枝子,lu'sheng'hu'zhi'zi
陆氏连蕊芥,lu'shi'lian'rui'jie
泸水菝葜,lu'shui'ba'qia
泸水车前虾脊兰,lu'shui'che'qian'xia'ji'lan
泸水箭竹,lu'shui'jian'zhu
泸水山梅花,lu'shui'shan'mei'hua
泸水沿阶草,lu'shui'yan'jie'cao
鹭鸶草,lu'si'cao
鹭鸶兰,lu'si'lan
鹭鸶兰属,lu'si'lan'shu
芦笋,lu'sun
露笋,lu'sun
鹿蹄草,lu'ti'cao
鹿蹄草科,lu'ti'cao'ke
鹿蹄草婆婆纳,lu'ti'cao'po'po'na
鹿蹄草属,lu'ti'cao'shu
鹿蹄草叶白珠,lu'ti'cao'ye'bai'zhu
鹿蹄草叶树萝卜,lu'ti'cao'ye'shu'luo'bo
鹿蹄柳,lu'ti'liu
鹿蹄橐吾,lu'ti'tuo'wu
芦苇,lu'wei
芦苇属,lu'wei'shu
泸西柴胡,lu'xi'chai'hu
潞西胡颓子,lu'xi'hu'tui'zi
潞西柯,lu'xi'ke
潞西楼梯草,lu'xi'lou'ti'cao
潞西山龙眼,lu'xi'shan'long'yan
鹿仙草,lu'xian'cao
鹿药,lu'yao
鹿药属,lu'yao'shu
陆英,lu'ying
鹿寨秋海棠,lu'zhai'qiu'hai'tang
芦竹,lu'zhu
露柱百蕊草,lu'zhu'bai'rui'cao
露珠草,lu'zhu'cao
露珠草属,lu'zhu'cao'shu
露珠杜鹃,lu'zhu'du'juan
芦竹属,lu'zhu'shu
露珠碎米荠,lu'zhu'sui'mi'ji
露珠香茶菜,lu'zhu'xiang'cha'cai
露珠珍珠菜,lu'zhu'zhen'zhu'cai
露籽草,lu'zi'cao
露籽草属,lu'zi'cao'shu
露子马唐,lu'zi'ma'tang
卵瓣还亮草,luan'ban'hai'liang'cao
卵苞风毛菊,luan'bao'feng'mao'ju
卵苞金足草,luan'bao'jin'zu'cao
卵苞五蕊柳,luan'bao'wu'rui'liu
卵苞血桐,luan'bao'xue'tong
卵苞猪屎豆,luan'bao'zhu'shi'dou
乱草,luan'cao
卵齿糙苏,luan'chi'cao'su
卵齿筋骨草,luan'chi'jin'gu'cao
卵唇红门兰,luan'chun'hong'men'lan
卵唇金石斛,luan'chun'jin'shi'hu
峦大八角,luan'da'ba'jiao
峦大菝葜,luan'da'ba'qia
峦大秋海棠,luan'da'qiu'hai'tang
峦大雀梅藤,luan'da'que'mei'teng
峦大越桔,luan'da'yue'ju
峦大紫珠,luan'da'zi'zhu
卵萼变豆菜,luan'e'bian'dou'cai
卵萼红景天,luan'e'hong'jing'tian
卵萼花锚,luan'e'hua'mao
卵萼假鹤虱,luan'e'jia'he'shi
卵萼龙胆,luan'e'long'dan
卵萼羊角拗,luan'e'yang'jiao'niu
卵萼沼兰,luan'e'zhao'lan
卵果大黄,luan'guo'da'huang
卵果海桐,luan'guo'hai'tong
卵果鹤虱,luan'guo'he'shi
孪果鹤虱,luan'guo'he'shi
卵果蕨,luan'guo'jue
卵果辽椴,luan'guo'liao'duan
卵果蔷薇,luan'guo'qiang'wei
卵果山姜,luan'guo'shan'jiang
卵果苔草,luan'guo'tai'cao
卵花毛射香,luan'hua'mao'she'xiang
孪花蟛蜞菊,luan'hua'peng'qi'ju
卵花甜茅,luan'hua'tian'mao
卵裂黄鹌菜,luan'lie'huang'an'cai
卵囊苔草,luan'nang'tai'cao
卵舌片鳞苔,luan'she'pian'lin'tai
孪生鹅观草,luan'sheng'e'guan'cao
栾树,luan'shu
栾树属,luan'shu'shu
卵穗荸荠,luan'sui'bi'qi
卵穗苔草,luan'sui'tai'cao
栾樨,luan'xi
卵小叶垫柳,luan'xiao'ye'dian'liu
卵心叶虎耳草,luan'xin'ye'hu'er'cao
卵心叶马铃苣苔,luan'xin'ye'ma'ling'ju'tai
卵形盾叶冷水花,luan'xing'dun'ye'leng'shui'hua
卵叶巴豆,luan'ye'ba'dou
卵叶菝葜,luan'ye'ba'qia
卵叶白绒草,luan'ye'bai'rong'cao
卵叶半边莲,luan'ye'ban'bian'lian
卵叶报春,luan'ye'bao'chun
卵叶豹皮樟,luan'ye'bao'pi'zhang
卵叶贝母兰,luan'ye'bei'mu'lan
卵叶变豆菜,luan'ye'bian'dou'cai
卵叶扁蕾,luan'ye'bian'lei
卵叶刺果卫矛,luan'ye'ci'guo'wei'mao
卵叶带唇兰,luan'ye'dai'chun'lan
卵叶点地梅,luan'ye'dian'di'mei
卵叶钓樟,luan'ye'diao'zhang
卵叶丁香蓼,luan'ye'ding'xiang'liao
孪叶豆,luan'ye'dou
卵叶兜被兰,luan'ye'dou'bei'lan
孪叶豆属,luan'ye'dou'shu
卵叶杜鹃,luan'ye'du'juan
卵叶多舌飞蓬,luan'ye'duo'she'fei'peng
卵叶耳草,luan'ye'er'cao
卵叶繁缕,luan'ye'fan'lv
卵叶风毛菊,luan'ye'feng'mao'ju
卵叶辐花,luan'ye'fu'hua
卵叶革苞菊,luan'ye'ge'bao'ju
卵叶栝楼,luan'ye'gua'lou
卵叶桂,luan'ye'gui
