阿贝比长仪,a'bei'bi'chang'yi
微陨星,wei'yun'xing
位置角,wei'zhi'jiao
稳恒态宇宙论,wen'heng'tai'yu'zhou'lun
吻切根数,wen'qie'gen'shu
吻切平面,wen'qie'ping'mian
吻切椭圆,wen'qie'tuo'yuan
温室效应,wen'shi'xiao'ying
沃尔夫,wo'er'fu
沃克度规,wo'ke'du'gui
误差棒,wu'cha'bang
误差框,wu'cha'kuang
物端光栅,wu'duan'guang'shan
物端棱镜,wu'duan'leng'jing
无缝摄谱仪,wu'feng'she'pu'yi
乌呼鲁,wu'hu'lu
无力,wu'li
物理双星,wu'li'shuang'xing
物理天平动,wu'li'tian'ping'dong
武仙,wu'xian
物质,wu'zhi
物质臂,wu'zhi'bi
物质占优期,wu'zhi'zhan'you'qi
西大距,xi'da'ju
希尔稳定性,xi'er'wen'ding'xing
希尔问题,xi'er'wen'ti
西方照,xi'fang'zhao
稀化因子,xi'hua'yin'zi
吸积,xi'ji
吸积流,xi'ji'liu
吸积盘,xi'ji'pan
吸积柱,xi'ji'zhu
希腊群,xi'la'qun
西利格佯谬,xi'li'ge'yang'miu
细链,xi'lian
系列卫星中的,xi'lie'wei'xing'zhong'de
系列卫星中的第三号,xi'lie'wei'xing'zhong'de'di'san'hao
夕没,xi'mei
系统,xi'tong
下合,xia'he
夏令时,xia'ling'shi
下弦,xia'xian
夏至点,xia'zhi'dian
下中天,xia'zhong'tian
线特强,xian'te'qiang
纤维状星云,xian'wei'zhuang'xing'yun
线心,xian'xin
纤耀斑,xian'yao'ban
限制性三体问题,xian'zhi'xing'san'ti'wen'ti
象场改正,xiang'chang'gai'zheng
向磁,xiang'ci
相对论天体物理学,xiang'dui'lun'tian'ti'wu'li'xue
相对论宇宙论,xiang'dui'lun'yu'zhou'lun
相对星表,xiang'dui'xing'biao
象管,xiang'guan
相接双星,xiang'jie'shuang'xing
镶嵌镜面望远镜,xiang'qian'jing'mian'wang'yuan'jing
向日彗尾,xiang'ri'hui'wei
相似耀斑,xiang'si'yao'ban
相位突异,xiang'wei'tu'yi
象限仪,xiang'xian'yi
象消转器,xiang'xiao'zhuan'qi
响应函数为最大值的,xiang'ying'han'shu'wei'zui'da'zhi'de
相应耀斑,xiang'ying'yao'ban
消光,xiao'guang
小黑点,xiao'hei'dian
小纤维,xiao'xian'wei
小行星,xiao'xing'xing
小行星带,xiao'xing'xing'dai
效应,xiao'ying
蝎虎天体,xie'hu'tian'ti
协调世界时,xie'tiao'shi'jie'shi
新技术望远镜,xin'ji'shu'wang'yuan'jing
新生星,xin'sheng'xing
新星,xin'xing
新月,xin'yue
星斑,xing'ban
星暴,xing'bao
星暴星系,xing'bao'xing'xi
星表,xing'biao
星表分点,xing'biao'fen'dian
型超巨星和,xing'chao'ju'xing'he
星等,xing'deng
星等标,xing'deng'biao
星等图,xing'deng'tu
星风,xing'feng
星晷,xing'gui
型和,xing'he
型或,xing'huo
星际尘埃,xing'ji'chen'ai
星际红化,xing'ji'hong'hua
星际介质,xing'ji'jie'zhi
星际空间,xing'ji'kong'jian
星际气体,xing'ji'qi'ti
星际闪烁,xing'ji'shan'shuo
星际视差,xing'ji'shi'cha
星际吸收线,xing'ji'xi'shou'xian
星际消光,xing'ji'xiao'guang
星际云,xing'ji'yun
星冕活动,xing'mian'huo'dong
星冕气体,xing'mian'qi'ti
星盘,xing'pan
星群视差,xing'qun'shi'cha
型双星,xing'shuang'xing
星图,xing'tu
星图集,xing'tu'ji
星团,xing'tuan
星位角,xing'wei'jiao
星系,xing'xi
星系并合,xing'xi'bing'he
星系动力学,xing'xi'dong'li'xue
星系核,xing'xi'he
星系核风,xing'xi'he'feng
星系核球,xing'xi'he'qiu
星系和星系团表,xing'xi'he'xing'xi'tuan'biao
星系际尘埃,xing'xi'ji'chen'ai
星系际气体,xing'xi'ji'qi'ti
星系际桥,xing'xi'ji'qiao
星系计数,xing'xi'ji'shu
星系际物质,xing'xi'ji'wu'zhi
星系际吸收,xing'xi'ji'xi'shou
星系际云,xing'xi'ji'yun
星系冕,xing'xi'mian
星系盘,xing'xi'pan
星系群,xing'xi'qun
星系天文学,xing'xi'tian'wen'xue
星系团,xing'xi'tuan
星系团内气体,xing'xi'tuan'nei'qi'ti
星系形成,xing'xi'xing'cheng
星系演化,xing'xi'yan'hua
星系晕,xing'xi'yun
星系中典型直径为,xing'xi'zhong'dian'xing'zhi'jing'wei
星系自转,xing'xi'zi'zhuan
星象切分器,xing'xiang'qie'fen'qi
星协,xing'xie
星协的,xing'xie'de
行星,xing'xing
型星,xing'xing
行星表面学,xing'xing'biao'mian'xue
行星磁层,xing'xing'ci'ceng
行星地质学,xing'xing'di'zhi'xue
行星定位仪,xing'xing'ding'wei'yi
行星光行差,xing'xing'guang'xing'cha
型星和,xing'xing'he
行星环,xing'xing'huan
行星际磁场,xing'xing'ji'ci'chang
行星际空间,xing'xing'ji'kong'jian
行星际物质,xing'xing'ji'wu'zhi
行星面坐标,xing'xing'mian'zuo'biao
行星气象学,xing'xing'qi'xiang'xue
行星岁差,xing'xing'sui'cha
型星吸收光谱上叠加,xing'xing'xi'shou'guang'pu'shang'die'jia
行星心坐标,xing'xing'xin'zuo'biao
行星学,xing'xing'xue
行星状星云,xing'xing'zhuang'xing'yun
型亚巨星和一颗,xing'ya'ju'xing'he'yi'ke
星云,xing'yun
星云变星,xing'yun'bian'xing
星云星团新总表,xing'yun'xing'tuan'xin'zong'biao
星云星团新总表续编,xing'yun'xing'tuan'xin'zong'biao'xu'bian
星震,xing'zhen
星震学,xing'zhen'xue
型至早,xing'zhi'zao
星周物质,xing'zhou'wu'zhi
形状极,xing'zhuang'ji
星子,xing'zi
星族,xing'zu
星座,xing'zuo
旋臂,xuan'bi
旋涡结构,xuan'wo'jie'gou
旋涡星系,xuan'wo'xing'xi
宣夜说,xuan'ye'shuo
选择效应,xuan'ze'xiao'ying
选址,xuan'zhi
巡天观测,xun'tian'guan'ce
巡天照相机,xun'tian'zhao'xiang'ji
亚矮星,ya'ai'xing
亚毫米波天文学,ya'hao'mi'bo'tian'wen'xue
亚巨星,ya'ju'xing
雅可比积分,ya'ke'bi'ji'fen
演化程,yan'hua'cheng
演化效应,yan'hua'xiao'ying
颜色,yan'se
延伸包层,yan'shen'bao'ceng
仰釜日晷,yang'fu'ri'gui
阳光,yang'guang
阳历,yang'li
仰仪,yang'yi
耀斑,yao'ban
耀斑核,yao'ban'he
耀斑后环,yao'ban'hou'huan
耀变活动性,yao'bian'huo'dong'xing
耀变体,yao'bian'ti
耀发,yao'fa
耀星,yao'xing
夜光云,ye'guang'yun
夜间定时仪,ye'jian'ding'shi'yi
也可能在季末,ye'ke'neng'zai'ji'mo
夜天光,ye'tian'guang
依巴谷卫星,yi'ba'gu'wei'xing
以别于正常旋涡星系,yi'bie'yu'zheng'chang'xuan'wo'xing'xi
移动星团,yi'dong'xing'tuan
一类有效温度超过,yi'lei'you'xiao'wen'du'chao'guo
依数法,yi'shu'fa
以天体系统,yi'tian'ti'xi'tong
以下简称质点,yi'xia'jian'cheng'zhi'dian
一种,yi'zhong
隐带,yin'dai
银道,yin'dao
银道面,yin'dao'mian
引导星,yin'dao'xing
银道坐标系,yin'dao'zuo'biao'xi
银核,yin'he
银河,yin'he
银河超新星,yin'he'chao'xin'xing
银河核球,yin'he'he'qiu
银河射电支,yin'he'she'dian'zhi
银河系,yin'he'xi
银河系次系,yin'he'xi'ci'xi
银河系结构,yin'he'xi'jie'gou
银河系内离银心约,yin'he'xi'nei'li'yin'xin'yue
银河系天文学,yin'he'xi'tian'wen'xue
银河系子系,yin'he'xi'zi'xi
银河系自转,yin'he'xi'zi'zhuan
银河新星,yin'he'xin'xing
银河星云,yin'he'xing'yun
银河噪声,yin'he'zao'sheng
银极,yin'ji
银经,yin'jing
阴历,yin'li
引力波,yin'li'bo
引力不稳定性,yin'li'bu'wen'ding'xing
引力红移,yin'li'hong'yi
引力收缩,yin'li'shou'suo
引力坍缩,yin'li'tan'suo
引力天文学,yin'li'tian'wen'xue
引力透镜,yin'li'tou'jing
银冕,yin'mian
银面聚度,yin'mian'ju'du
银盘,yin'pan
银纬,yin'wei
银心,yin'xin
银心距,yin'xin'ju
银心聚度,yin'xin'ju'du
阴阳历,yin'yang'li
银晕,yin'yun
隐质量,yin'zhi'liang
英澳望远镜,ying'ao'wang'yuan'jing
荧光辐射,ying'guang'fu'she
英国的口径,ying'guo'de'kou'jing
英国红外望远镜,ying'guo'hong'wai'wang'yuan'jing
英国式装置,ying'guo'shi'zhuang'zhi
英国于,ying'guo'yu
硬双星,ying'shuang'xing
英仙臂,ying'xian'bi
用平场图象去改正,yong'ping'chang'tu'xiang'qu'gai'zheng
用数字,yong'shu'zi
有棒星系,you'bang'xing'xi
幽浮,you'fu
尤利西斯,you'li'xi'si
由入射角接近于,you'ru'she'jiao'jie'jin'yu
有时为,you'shi'wei
有时也在指向,you'shi'ye'zai'zhi'xiang
有效孔径,you'xiao'kong'jing
有效温度,you'xiao'wen'du
游星,you'xing
由一颗,you'yi'ke
由一竖直安放的,you'yi'shu'zhi'an'fang'de
宇航局红外望远镜,yu'hang'ju'hong'wai'wang'yuan'jing
与吸收,yu'xi'shou
宇宙,yu'zhou
宇宙背景辐射,yu'zhou'bei'jing'fu'she
宇宙背景探测器,yu'zhou'bei'jing'tan'ce'qi
宇宙尘,yu'zhou'chen
宇宙斥力,yu'zhou'chi'li
宇宙大尺度结构,yu'zhou'da'chi'du'jie'gou
宇宙岛,yu'zhou'dao
宇宙丰度,yu'zhou'feng'du
宇宙纪年学,yu'zhou'ji'nian'xue
宇宙年龄,yu'zhou'nian'ling
宇宙平均密度,yu'zhou'ping'jun'mi'du
宇宙奇点,yu'zhou'qi'dian
宇宙视界,yu'zhou'shi'jie
宇宙弦,yu'zhou'xian
宇宙学,yu'zhou'xue
宇宙学红移,yu'zhou'xue'hong'yi
宇宙学原理,yu'zhou'xue'yuan'li
宇宙噪声突然吸收,yu'zhou'zao'sheng'tu'ran'xi'shou
宇宙中氦同位素,yu'zhou'zhong'hai'tong'wei'su
宇宙中锂同位素,yu'zhou'zhong'li'tong'wei'su
宇宙中轻元素,yu'zhou'zhong'qing'yuan'su
远地点,yuan'di'dian
远点,yuan'dian
圆顶室,yuan'ding'shi
远拱点,yuan'gong'dian
原恒星,yuan'heng'xing
原恒星盘,yuan'heng'xing'pan
原恒星喷流,yuan'heng'xing'pen'liu
原气说,yuan'qi'shuo
远日点,yuan'ri'dian
原太阳,yuan'tai'yang
远心点,yuan'xin'dian
远星点,yuan'xing'dian
原星系,yuan'xing'xi
圆型限制性三体问题,yuan'xing'xian'zhi'xing'san'ti'wen'ti
原行星,yuan'xing'xing
原行星状星云,yuan'xing'xing'zhuang'xing'yun
远银心点,yuan'yin'xin'dian
原子时,yuan'zi'shi
原子钟,yuan'zi'zhong
月被旅行者,yue'bei'lv'xing'zhe
越地小行星,yue'di'xiao'xing'xing
月发射的,yue'fa'she'de
月角差,yue'jiao'cha
月亮,yue'liang
月龄,yue'ling
月面学,yue'mian'xue
月面坐标,yue'mian'zuo'biao
月球,yue'qiu
月球背面,yue'qiu'bei'mian
月球起源说,yue'qiu'qi'yuan'shuo
月球学,yue'qiu'xue
月球正面,yue'qiu'zheng'mian
月食,yue'shi
月相,yue'xiang
月心坐标,yue'xin'zuo'biao
月质学,yue'zhi'xue
运动磁结构,yun'dong'ci'jie'gou
运动温度,yun'dong'wen'du
运动学宇宙学,yun'dong'xue'yu'zhou'xue
陨击坑,yun'ji'keng
晕内气体发射,yun'nei'qi'ti'fa'she
陨石,yun'shi
陨石雨,yun'shi'yu
陨星,yun'xing
陨星坑,yun'xing'keng
陨星学,yun'xing'xue
陨星雨,yun'xing'yu
陨星撞迹,yun'xing'zhuang'ji
晕族,yun'zu
晕族球状星团,yun'zu'qiu'zhuang'xing'tuan
再发新星,zai'fa'xin'xing
在非,zai'fei
在光度级为,zai'guang'du'ji'wei
在恒星光谱中波长约,zai'heng'xing'guang'pu'zhong'bo'chang'yue
在红外波段,zai'hong'wai'bo'duan
在太阳网络,zai'tai'yang'wang'luo
在紫外波段,zai'zi'wai'bo'duan
赞斯特拉温度,zan'si'te'la'wen'du
暂星,zan'xing
噪暴,zao'bao
造父变星,zao'fu'bian'xing
造父视差,zao'fu'shi'cha
早期宇宙,zao'qi'yu'zhou
早型星,zao'xing'xing
早型星系,zao'xing'xing'xi
增强网络,zeng'qiang'wang'luo
窄带测光,zhai'dai'ce'guang
站心坐标,zhan'xin'zuo'biao
占星术,zhan'xing'shu
章动,zhang'dong
照相测光,zhao'xiang'ce'guang
照相机,zhao'xiang'ji
照相天顶筒,zhao'xiang'tian'ding'tong
照相天体测量学,zhao'xiang'tian'ti'ce'liang'xue
照相星表,zhao'xiang'xing'biao
照相星等,zhao'xiang'xing'deng
照准标,zhao'zhun'biao
折反射望远镜,zhe'fan'she'wang'yuan'jing
折射望远镜,zhe'she'wang'yuan'jing
折轴焦点,zhe'zhou'jiao'dian
折轴摄谱仪,zhe'zhou'she'pu'yi
真赤道,zhen'chi'dao
真春分点,zhen'chun'fen'dian
振荡监测网,zhen'dang'jian'ce'wang
振荡宇宙,zhen'dang'yu'zhou
真恒星时,zhen'heng'xing'shi
真近点角,zhen'jin'dian'jiao
真太阳时,zhen'tai'yang'shi
真天极,zhen'tian'ji
真位置,zhen'wei'zhi
针状物,zhen'zhuang'wu
振子强度,zhen'zi'qiang'du
正常,zheng'chang
正常星系,zheng'chang'xing'xi
正常旋涡星系,zheng'chang'xuan'wo'xing'xi
正方案,zheng'fang'an
正规化变换,zheng'gui'hua'bian'huan
证认,zheng'ren
证认图,zheng'ren'tu
正向天体,zheng'xiang'tian'ti
质光比,zhi'guang'bi
质光关系,zhi'guang'guan'xi
质量超过,zhi'liang'chao'guo
质量大多介于,zhi'liang'da'duo'jie'yu
质量函数,zhi'liang'han'shu
质量损失,zhi'liang'sun'shi
质量损失率,zhi'liang'sun'shi'lv
致密天体,zhi'mi'tian'ti
致密星,zhi'mi'xing
致密星系团,zhi'mi'xing'xi'tuan
致密耀斑,zhi'mi'yao'ban
值取为,zhi'qu'wei
质心力学时,zhi'xin'li'xue'shi
质心坐标,zhi'xin'zuo'biao
质心坐标时,zhi'xin'zuo'biao'shi
至右下,zhi'you'xia
质子事件,zhi'zi'shi'jian
质子耀斑,zhi'zi'yao'ban
中带测光,zhong'dai'ce'guang
中国天文学会,zhong'guo'tian'wen'xue'hui
中间轨道,zhong'jian'gui'dao
中介次系,zhong'jie'ci'xi
中介偏振星,zhong'jie'pian'zhen'xing
中介子系,zhong'jie'zi'xi
中米粒,zhong'mi'li
中米粒组织,zhong'mi'li'zu'zhi
中天,zhong'tian
中微子天文学,zhong'wei'zi'tian'wen'xue
中心差,zhong'xin'cha
中心构形,zhong'xin'gou'xing
中心食,zhong'xin'shi
中性钙线与,zhong'xing'gai'xian'yu
中性氢区,zhong'xing'qing'qu
中性线,zhong'xing'xian
中星仪,zhong'xing'yi
中子星,zhong'zi'xing
周光关系,zhou'guang'guan'xi
周光色关系,zhou'guang'se'guan'xi
周年差,zhou'nian'cha
周年光行差,zhou'nian'guang'xing'cha
周年视差,zhou'nian'shi'cha
周年运动,zhou'nian'yun'dong
周谱关系,zhou'pu'guan'xi
周期变星,zhou'qi'bian'xing
周期轨道,zhou'qi'gui'dao
周期摄动,zhou'qi'she'dong
周期约,zhou'qi'yue
周日光行差,zhou'ri'guang'xing'cha
周日视差,zhou'ri'shi'cha
周日天平动,zhou'ri'tian'ping'dong
周日运动,zhou'ri'yun'dong
主动光学,zhu'dong'guang'xue
主焦点,zhu'jiao'dian
主镜,zhu'jing
助人凯克,zhu'ren'kai'ke
主星,zhu'xing
主序,zhu'xu
主序后星,zhu'xu'hou'xing
主序前星,zhu'xu'qian'xing
主序星,zhu'xu'xing
转仪装置,zhuan'yi'zhuang'zhi
专用飞机运载口径,zhuan'yong'fei'ji'yun'zai'kou'jing
自动导星装置,zi'dong'dao'xing'zhuang'zhi
自然方向,zi'ran'fang'xiang
自然基,zi'ran'ji
自适应光学,zi'shi'ying'guang'xue
姿态参数,zi'tai'can'shu
紫外超,zi'wai'chao
紫外超天体,zi'wai'chao'tian'ti
紫外天文学,zi'wai'tian'wen'xue
紫外望远镜,zi'wai'wang'yuan'jing
子午环,zi'wu'huan
子午圈,zi'wu'quan
子午线,zi'wu'xian
自行,zi'xing
子星,zi'xing
自由,zi'you
自由号卫星,zi'you'hao'wei'xing
自由跃迁,zi'you'yue'qian
子源,zi'yuan
自转,zi'zhuan
自转变星,zi'zhuan'bian'xing
自转极,zi'zhuan'ji
自转曲线,zi'zhuan'qu'xian
自转突变,zi'zhuan'tu'bian
自转突变活动,zi'zhuan'tu'bian'huo'dong
自转综合,zi'zhuan'zong'he
棕矮星,zong'ai'xing
宗动天,zong'dong'tian
综合孔径,zong'he'kong'jing
总岁差,zong'sui'cha
总星系,zong'xing'xi
组合太阳望远镜,zu'he'tai'yang'wang'yuan'jing
族彗,zu'hui
阻尼辐射,zu'ni'fu'she
坐标方向,zuo'biao'fang'xiang
坐标量度仪,zuo'biao'liang'du'yi
