矮胖型,ai'pang'xing
固有盆腔,gu'you'pen'qiang
骨原细胞,gu'yuan'xi'bao
股支,gu'zhi
骨质,gu'zhi
股直肌,gu'zhi'ji
骨质疏松,gu'zhi'shu'song
骨质疏松症,gu'zhi'shu'song'zheng
股中间肌,gu'zhong'jian'ji
股中间皮神经,gu'zhong'jian'pi'shen'jing
怪网,guai'wang
关节,guan'jie
关节凹,guan'jie'ao
关节半月板,guan'jie'ban'yue'ban
关节唇,guan'jie'chun
关节肌,guan'jie'ji
关节结节,guan'jie'jie'jie
关节面,guan'jie'mian
关节囊,guan'jie'nang
关节盘,guan'jie'pan
关节腔,guan'jie'qiang
关节软骨,guan'jie'ruan'gu
关节头,guan'jie'tou
关节突,guan'jie'tu
关节突关节,guan'jie'tu'guan'jie
关节窝,guan'jie'wo
关节学,guan'jie'xue
关节血管环,guan'jie'xue'guan'huan
关节血管网,guan'jie'xue'guan'wang
关节盂,guan'jie'yu
关节盂唇,guan'jie'yu'chun
关节支,guan'jie'zhi
管内部,guan'nei'bu
冠突,guan'tu
冠突窝,guan'tu'wo
冠状动脉,guan'zhuang'dong'mai
冠状窦,guan'zhuang'dou
冠状窦瓣,guan'zhuang'dou'ban
冠状窦口,guan'zhuang'dou'kou
冠状缝,guan'zhuang'feng
冠状沟,guan'zhuang'gou
冠状面,guan'zhuang'mian
冠状韧带,guan'zhuang'ren'dai
冠状位,guan'zhuang'wei
冠状轴,guan'zhuang'zhou
贵要静脉,gui'yao'jing'mai
贵要正中静脉,gui'yao'zheng'zhong'jing'mai
腘动脉,guo'dong'mai
腘弓状韧带,guo'gong'zhuang'ren'dai
腘肌,guo'ji
腘肌沟,guo'ji'gou
腘肌下隐窝,guo'ji'xia'yin'wo
腘静脉,guo'jing'mai
腘淋巴结,guo'lin'ba'jie
腘面,guo'mian
腘浅淋巴结,guo'qian'lin'ba'jie
腘深淋巴结,guo'shen'lin'ba'jie
腘窝,guo'wo
腘斜韧带,guo'xie'ren'dai
哈佛氏骨板,ha'fo'shi'gu'ban
哈佛氏系统,ha'fo'shi'xi'tong
海马,hai'ma
海马槽,hai'ma'cao
海马沟,hai'ma'gou
海马结构,hai'ma'jie'gou
海马旁回,hai'ma'pang'hui
海马伞,hai'ma'san
海马足,hai'ma'zu
海绵窦,hai'mian'dou
海绵窦部,hai'mian'dou'bu
海绵窦支,hai'mian'dou'zhi
海绵间窦,hai'mian'jian'dou
海绵体部,hai'mian'ti'bu
海绵体静脉,hai'mian'ti'jing'mai
海绵体膜,hai'mian'ti'mo
海绵体中隔,hai'mian'ti'zhong'ge
含气骨,han'qi'gu
含气小房,han'qi'xiao'fang
核浆,he'jiang
核糖体,he'tang'ti
颌下腺,he'xia'xian
核液,he'ye
黑质,hei'zhi
黑质支,hei'zhi'zhi
横部,heng'bu
横窦,heng'dou
横窦沟,heng'dou'gou
横弓,heng'gong
横嵴,heng'ji
横结肠,heng'jie'chang
横结肠系膜,heng'jie'chang'xi'mo
横径,heng'jing
横切面,heng'qie'mian
横束,heng'shu
横头,heng'tou
横突,heng'tu
横突部,heng'tu'bu
横突棘肌,heng'tu'ji'ji
横突间,heng'tu'jian
横突间肌,heng'tu'jian'ji
横突间韧带,heng'tu'jian'ren'dai
横突孔,heng'tu'kong
横突肋凹,heng'tu'lei'ao
横线,heng'xian
恒牙,heng'ya
横支,heng'zhi
红骨髓,hong'gu'sui
红核,hong'he
红核橄榄束,hong'he'gan'lan'shu
红核脊髓束,hong'he'ji'sui'shu
红核支,hong'he'zhi
虹膜,hong'mo
虹膜襞,hong'mo'bi
虹膜大环,hong'mo'da'huan
虹膜动脉大环,hong'mo'dong'mai'da'huan
虹膜动脉小环,hong'mo'dong'mai'xiao'huan
虹膜角膜角,hong'mo'jiao'mo'jiao
虹膜角膜角隙,hong'mo'jiao'mo'jiao'xi
虹膜小环,hong'mo'xiao'huan
骺板,hou'ban
后半规管,hou'ban'gui'guan
后半月瓣,hou'ban'yue'ban
后壁,hou'bi
后部,hou'bu
后层,hou'ceng
后穿质,hou'chuan'zhi
后床突,hou'chuang'tu
后唇,hou'chun
后底段,hou'di'duan
后底段支气管,hou'di'duan'zhi'qi'guan
后底支,hou'di'zhi
后窦,hou'dou
后段,hou'duan
后端,hou'duan
后段动脉,hou'duan'dong'mai
后段支气管,hou'duan'zhi'qi'guan
喉返神经,hou'fan'shen'jing
后房,hou'fang
后腹,hou'fu
后根,hou'gen
后根动脉,hou'gen'dong'mai
后跟关节面,hou'gen'guan'jie'mian
后弓,hou'gong
后股,hou'gu
后骨半规管,hou'gu'ban'gui'guan
后骨壶腹,hou'gu'hu'fu
后固有束,hou'gu'you'shu
喉关节,hou'guan'jie
后关节面,hou'guan'jie'mian
后壶腹神经,hou'hu'fu'shen'jing
后极,hou'ji
喉肌,hou'ji
后尖,hou'jian
后降支,hou'jiang'zhi
后脚,hou'jiao
后角,hou'jiao
后角边缘核,hou'jiao'bian'yuan'he
后交叉韧带,hou'jiao'cha'ren'dai
后角底,hou'jiao'di
后角固有核,hou'jiao'gu'you'he
后角尖,hou'jiao'jian
后角颈,hou'jiao'jing
后角球,hou'jiao'qiu
后交通动脉,hou'jiao'tong'dong'mai
后角头,hou'jiao'tou
喉结,hou'jie
后结节,hou'jie'jie
喉结皮下囊,hou'jie'pi'xia'nang
后距关节面,hou'ju'guan'jie'mian
喉口,hou'kou
后连合,hou'lian'he
后面,hou'mian
后膜半规管,hou'mo'ban'gui'guan
后膜壶腹,hou'mo'hu'fu
后内侧核,hou'nei'ce'he
后内侧中央动脉,hou'nei'ce'zhong'yang'dong'mai
后旁正中核,hou'pang'zheng'zhong'he
喉前淋巴结,hou'qian'lin'ba'jie
喉前庭,hou'qian'ting
喉腔,hou'qiang
后丘脑,hou'qiu'nao
后乳头肌,hou'ru'tou'ji
喉软骨,hou'ruan'gu
骺软骨,hou'ruan'gu
后筛窦,hou'shai'dou
喉上动脉,hou'shang'dong'mai
喉上静脉,hou'shang'jing'mai
喉上神经,hou'shang'shen'jing
喉上神经内外支,hou'shang'shen'jing'nei'wai'zhi
喉上神经内支交通支,hou'shang'shen'jing'nei'zhi'jiao'tong'zhi
喉神经襞,hou'shen'jing'bi
后升支,hou'sheng'zhi
喉室,hou'shi
后室间沟,hou'shi'jian'gou
后室间静脉,hou'shi'jian'jing'mai
后室间支,hou'shi'jian'zhi
后束,hou'shu
后索,hou'suo
后缩,hou'suo
后突,hou'tu
后外侧沟,hou'wai'ce'gou
后外侧核,hou'wai'ce'he
后外侧后核,hou'wai'ce'hou'he
后外侧裂,hou'wai'ce'lie
后外侧囟,hou'wai'ce'xin
后外侧中央动脉,hou'wai'ce'zhong'yang'dong'mai
后外弓状纤维,hou'wai'gong'zhuang'xian'wei
喉下动脉,hou'xia'dong'mai
喉下静脉,hou'xia'jing'mai
喉下神经,hou'xia'shen'jing
喉下神经交通支,hou'xia'shen'jing'jiao'tong'zhi
骺线,hou'xian
喉纤维弹性膜,hou'xian'wei'tan'xing'mo
后腺支,hou'xian'zhi
喉小囊,hou'xiao'nang
后斜角肌,hou'xie'jiao'ji
后囟,hou'xin
喉咽,hou'yan
喉咽部,hou'yan'bu
喉咽支,hou'yan'zhi
后缘,hou'yuan
后褶柱,hou'zhe'zhu
后正中隔,hou'zheng'zhong'ge
后正中沟,hou'zheng'zhong'gou
后正中线,hou'zheng'zhong'xian
后支,hou'zhi
后中间沟,hou'zhong'jian'gou
喉中间腔,hou'zhong'jian'qiang
后柱,hou'zhu
后纵隔,hou'zong'ge
后纵韧带,hou'zong'ren'dai
壶腹,hu'fu
壶腹沟,hu'fu'gou
壶腹骨脚,hu'fu'gu'jiao
壶腹嵴,hu'fu'ji
壶腹膜脚,hu'fu'mo'jiao
壶腹憩室,hu'fu'qi'shi
呼吸膜,hu'xi'mo
呼吸器,hu'xi'qi
呼吸区,hu'xi'qu
呼吸系统,hu'xi'xi'tong
呼吸性细支气管,hu'xi'xing'xi'zhi'qi'guan
胡须,hu'xu
弧影,hu'ying
滑车,hua'che
滑车凹,hua'che'ao
滑车关节,hua'che'guan'jie
滑车棘,hua'che'ji
滑车切迹,hua'che'qie'ji
滑车上动脉,hua'che'shang'dong'mai
滑车上静脉,hua'che'shang'jing'mai
滑车上淋巴结,hua'che'shang'lin'ba'jie
滑车上神经,hua'che'shang'shen'jing
滑车神经,hua'che'shen'jing
滑车神经核,hua'che'shen'jing'he
滑车神经交叉,hua'che'shen'jing'jiao'cha
滑车神经支,hua'che'shen'jing'zhi
滑车下神经,hua'che'xia'shen'jing
滑膜,hua'mo
滑膜壁,hua'mo'bi
滑膜襞,hua'mo'bi
滑膜层,hua'mo'ceng
滑膜关节,hua'mo'guan'jie
滑膜囊,hua'mo'nang
滑膜绒毛,hua'mo'rong'mao
滑膜脂垫,hua'mo'zhi'dian
化学神经解剖学,hua'xue'shen'jing'jie'pou'xue
化学突触,hua'xue'tu'chu
滑液,hua'ye
滑液囊,hua'ye'nang
滑液鞘,hua'ye'qiao
踝沟,huai'gou
踝关节,huai'guan'jie
踝窝,huai'wo
环杓侧肌,huan'biao'ce'ji
环杓关节,huan'biao'guan'jie
环杓关节囊,huan'biao'guan'jie'nang
环杓后肌,huan'biao'hou'ji
环杓后韧带,huan'biao'hou'ren'dai
环层,huan'ceng
环池,huan'chi
环甲关节,huan'jia'guan'jie
环甲关节囊,huan'jia'guan'jie'nang
环甲肌,huan'jia'ji
环甲肌支,huan'jia'ji'zhi
环甲正中韧带,huan'jia'zheng'zhong'ren'dai
寰枢关节,huan'shu'guan'jie
环枢关节,huan'shu'guan'jie
寰枢外侧关节,huan'shu'wai'ce'guan'jie
寰枢正中关节,huan'shu'zheng'zhong'guan'jie
环纤维,huan'xian'wei
环咽部,huan'yan'bu
寰枕关节,huan'zhen'guan'jie
寰枕后膜,huan'zhen'hou'mo
寰枕前膜,huan'zhen'qian'mo
寰枕外侧韧带,huan'zhen'wai'ce'ren'dai
环指,huan'zhi
环转,huan'zhuan
环状襞,huan'zhuang'bi
环状关节面,huan'zhuang'guan'jie'mian
环状韧带,huan'zhuang'ren'dai
环状软骨,huan'zhuang'ruan'gu
环状软骨板,huan'zhuang'ruan'gu'ban
环状软骨弓,huan'zhuang'ruan'gu'gong
环状软骨气管韧带,huan'zhuang'ruan'gu'qi'guan'ren'dai
环状软骨食管腱,huan'zhuang'ruan'gu'shi'guan'jian
环状软骨咽韧带,huan'zhuang'ruan'gu'yan'ren'dai
环状突,huan'zhuang'tu
寰椎,huan'zhui
环椎,huan'zhui
寰椎部,huan'zhui'bu
寰椎横韧带,huan'zhui'heng'ren'dai
寰椎十字韧带,huan'zhui'shi'zi'ren'dai
寰椎右侧块,huan'zhui'you'ce'kuai
寰椎左侧块,huan'zhui'zuo'ce'kuai
黄斑,huang'ban
黄斑上小动脉,huang'ban'shang'xiao'dong'mai
黄斑上小静脉,huang'ban'shang'xiao'jing'mai
黄斑下小动脉,huang'ban'xia'xiao'dong'mai
黄斑下小静脉,huang'ban'xia'xiao'jing'mai
黄骨髓,huang'gu'sui
黄韧带,huang'ren'dai
灰被,hui'bei
回肠,hui'chang
回肠动脉,hui'chang'dong'mai
回肠静脉,hui'chang'jing'mai
回肠支,hui'chang'zhi
喙肱肌,hui'gong'ji
喙肱肌囊,hui'gong'ji'nang
喙肱韧带,hui'gong'ren'dai
喙肩弓,hui'jian'gong
喙肩韧带,hui'jian'ren'dai
灰交通支,hui'jiao'tong'zhi
回结肠动脉,hui'jie'chang'dong'mai
回结肠静脉,hui'jie'chang'jing'mai
回结肠淋巴结,hui'jie'chang'lin'ba'jie
灰结节,hui'jie'jie
灰结节支,hui'jie'jie'zhi
回盲瓣,hui'mang'ban
回盲瓣系带,hui'mang'ban'ji'dai
回盲瓣口,hui'mang'ban'kou
回盲襞,hui'mang'bi
回盲口,hui'mang'kou
回盲乳头,hui'mang'ru'tou
回盲上隐窝,hui'mang'shang'yin'wo
回盲下隐窝,hui'mang'xia'yin'wo
喙锁韧带,hui'suo'ren'dai
喙锁韧带粗隆,hui'suo'ren'dai'cu'long
喙突,hui'tu
回旋肌,hui'xuan'ji
会厌,hui'yan
会厌谷,hui'yan'gu
会厌结节,hui'yan'jie'jie
会厌软骨,hui'yan'ruan'gu
会厌软骨茎,hui'yan'ruan'gu'jing
会厌软骨前脂体,hui'yan'ruan'gu'qian'zhi'ti
会阴,hui'yin
会阴动脉,hui'yin'dong'mai
会阴缝,hui'yin'feng
会阴横韧带,hui'yin'heng'ren'dai
会阴肌,hui'yin'ji
会阴浅横肌,hui'yin'qian'heng'ji
会阴浅间隙,hui'yin'qian'jian'xi
会阴浅筋膜,hui'yin'qian'jin'mo
会阴浅深隙,hui'yin'qian'shen'xi
会阴浅隙,hui'yin'qian'xi
会阴曲,hui'yin'qu
会阴深横肌,hui'yin'shen'heng'ji
会阴深间隙,hui'yin'shen'jian'xi
会阴神经,hui'yin'shen'jing
会阴深隙,hui'yin'shen'xi
会阴支,hui'yin'zhi
会阴中心腱,hui'yin'zhong'xin'jian
灰质,hui'zhi
灰质后连合,hui'zhi'hou'lian'he
灰质连合,hui'zhi'lian'he
灰质前连合,hui'zhi'qian'lian'he
灰质柱,hui'zhi'zhu
混合神经,hun'he'shen'jing
基本组织,ji'ben'zu'zhi
肌部,ji'bu
肌层,ji'ceng
基底部,ji'di'bu
基底层,ji'di'ceng
基底动脉,ji'di'dong'mai
基底沟,ji'di'gou
基底核,ji'di'he
基底静脉,ji'di'jing'mai
基底静脉丛,ji'di'jing'mai'cong
基底外侧部,ji'di'wai'ce'bu
继发骨化点,ji'fa'gu'hua'dian
肌腹,ji'fu
肌膈动脉,ji'ge'dong'mai
肌膈静脉,ji'ge'jing'mai
鸡冠,ji'guan
鸡冠翼,ji'guan'yi
肌核,ji'he
集合淋巴滤泡,ji'he'lin'ba'lv'pao
肌滑车,ji'hua'che
基嵴,ji'ji
棘肌,ji'ji
肌腱,ji'jian
肌间隔,ji'jian'ge
棘间肌,ji'jian'ji
棘间平面,ji'jian'ping'mian
棘间韧带,ji'jian'ren'dai
肌浆,ji'jiang
肌浆网,ji'jiang'wang
肌筋膜,ji'jin'mo
棘孔,ji'kong
季肋区,ji'lei'qu
肌膜,ji'mo
脊膜支,ji'mo'zhi
肌内膜,ji'nei'mo
肌皮神经,ji'pi'shen'jing
肌腔隙,ji'qiang'xi
肌肉群,ji'rou'qun
肌三角,ji'san'jiao
嵴上平面,ji'shang'ping'mian
棘上韧带,ji'shang'ren'dai
脊神经,ji'shen'jing
脊神经丛,ji'shen'jing'cong
脊神经干,ji'shen'jing'gan
脊神经根丝根丝,ji'shen'jing'gen'si'gen'si
脊神经沟,ji'shen'jing'gou
脊神经节,ji'shen'jing'jie
肌束膜,ji'shu'mo
激素,ji'su
脊髓,ji'sui
脊髓顶盖束,ji'sui'ding'gai'shu
脊髓段动脉,ji'sui'duan'dong'mai
脊髓橄榄束,ji'sui'gan'lan'shu
脊髓根,ji'sui'gen
脊髓固有束,ji'sui'gu'you'shu
脊髓后动脉,ji'sui'hou'dong'mai
脊髓后静脉,ji'sui'hou'jing'mai
脊髓节段,ji'sui'jie'duan
脊髓前动脉,ji'sui'qian'dong'mai
脊髓前静脉,ji'sui'qian'jing'mai
脊髓丘脑侧束,ji'sui'qiu'nao'ce'shu
脊髓丘脑前束,ji'sui'qiu'nao'qian'shu
脊髓丘脑束,ji'sui'qiu'nao'shu
脊髓网状束,ji'sui'wang'zhuang'shu
脊髓小脑后束,ji'sui'xiao'nao'hou'shu
脊髓小脑前束,ji'sui'xiao'nao'qian'shu
脊髓圆锥,ji'sui'yuan'zhui
脊髓蛛网膜,ji'sui'zhu'wang'mo
肌梭,ji'suo
肌头,ji'tou
棘突,ji'tu
肌突,ji'tu
肌外膜,ji'wai'mo
肌下囊,ji'xia'nang
畸形,ji'xing
鸡胸,ji'xiong
肌学,ji'xue
肌咽鼓管,ji'yan'gu'guan
肌咽鼓管隔,ji'yan'gu'guan'ge
肌支,ji'zhi
肌质,ji'zhi
脊支,ji'zhi
肌质网,ji'zhi'wang
脊柱,ji'zhu
脊柱变异,ji'zhu'bian'yi
脊柱部,ji'zhu'bu
脊柱静脉,ji'zhu'jing'mai
脊柱裂,ji'zhu'lie
脊柱旁线,ji'zhu'pang'xian
脊柱区,ji'zhu'qu
脊柱缘,ji'zhu'yuan
甲杓肌,jia'biao'ji
甲床,jia'chuang
假单极,jia'dan'ji
假单极神经元,jia'dan'ji'shen'jing'yuan
颊动脉,jia'dong'mai
甲根,jia'gen
岬沟,jia'gou
假骨盆,jia'gu'pen
甲关节面,jia'guan'jie'mian
甲郭,jia'guo
夹合缝,jia'he'feng
颊肌,jia'ji
颊肌淋巴结,jia'ji'lin'ba'jie
假肋,jia'lei
颊面,jia'mian
颊区,jia'qu
甲上皮,jia'shang'pi
颊神经,jia'shen'jing
甲体,jia'ti
甲下皮,jia'xia'pi
岬下托,jia'xia'tuo
颊腺,jia'xian
甲咽部,jia'yan'bu
颊咽部,jia'yan'bu
颊咽筋膜,jia'yan'jin'mo
颊支,jia'zhi
颊脂体,jia'zhi'ti
甲周膜,jia'zhou'mo
甲状会厌部,jia'zhuang'hui'yan'bu
甲状会厌韧带,jia'zhuang'hui'yan'ren'dai
甲状颈干,jia'zhuang'jing'gan
甲状旁腺,jia'zhuang'pang'xian
甲状软骨,jia'zhuang'ruan'gu
甲状软骨板,jia'zhuang'ruan'gu'ban
甲状软骨孔,jia'zhuang'ruan'gu'kong
甲状舌骨肌,jia'zhuang'she'gu'ji
甲状舌骨肌支,jia'zhuang'she'gu'ji'zhi
甲状舌骨膜,jia'zhuang'she'gu'mo
甲状舌骨韧带,jia'zhuang'she'gu'ren'dai
甲状舌骨外侧韧带,jia'zhuang'she'gu'wai'ce'ren'dai
甲状舌骨正中韧带,jia'zhuang'she'gu'zheng'zhong'ren'dai
甲状舌管,jia'zhuang'she'guan
甲状腺,jia'zhuang'xian
甲状腺淋巴结,jia'zhuang'xian'lin'ba'jie
甲状腺奇静脉丛,jia'zhuang'xian'qi'jing'mai'cong
甲状腺上动脉,jia'zhuang'xian'shang'dong'mai
甲状腺上静脉,jia'zhuang'xian'shang'jing'mai
甲状腺上下动脉,jia'zhuang'xian'shang'xia'dong'mai
甲状腺提肌,jia'zhuang'xian'ti'ji
甲状腺峡,jia'zhuang'xian'xia
甲状腺峡部,jia'zhuang'xian'xia'bu
甲状腺下动脉,jia'zhuang'xian'xia'dong'mai
甲状腺下静脉,jia'zhuang'xian'xia'jing'mai
甲状腺中静脉,jia'zhuang'xian'zhong'jing'mai
甲状腺最下动脉,jia'zhuang'xian'zui'xia'dong'mai
睑板腺,jian'ban'xian
腱包膜,jian'bao'mo
睑鼻襞,jian'bi'bi
睑部,jian'bu
肩带,jian'dai
尖顶,jian'ding
尖段,jian'duan
尖段支气管,jian'duan'zhi'qi'guan
肩峰,jian'feng
肩峰端,jian'feng'duan
肩峰关节面,jian'feng'guan'jie'mian
肩峰角,jian'feng'jiao
肩峰皮下囊,jian'feng'pi'xia'nang
肩峰网,jian'feng'wang
肩峰下囊,jian'feng'xia'nang
肩峰支,jian'feng'zhi
腱弓,jian'gong
间骨板,jian'gu'ban
肩关节,jian'guan'jie
肩关节囊,jian'guan'jie'nang
尖后段,jian'hou'duan
尖后段支气管,jian'hou'duan'zhi'qi'guan
睑后面,jian'hou'mian
睑后缘,jian'hou'yuan
尖后支,jian'hou'zhi
腱划,jian'hua
腱滑膜鞘,jian'hua'mo'qiao
腱环,jian'huan
肩肌,jian'ji
肩胛背动脉,jian'jia'bei'dong'mai
肩胛背静脉,jian'jia'bei'jing'mai
肩胛背神经,jian'jia'bei'shen'jing
肩胛冈,jian'jia'gang
肩胛骨,jian'jia'gu
肩胛颈,jian'jia'jing
肩胛切迹,jian'jia'qie'ji
肩胛区,jian'jia'qu
肩胛上动脉,jian'jia'shang'dong'mai
肩胛上动脉神经,jian'jia'shang'dong'mai'shen'jing
肩胛上横韧带,jian'jia'shang'heng'ren'dai
肩胛上静脉,jian'jia'shang'jing'mai
肩胛上神经,jian'jia'shang'shen'jing
肩胛舌骨肌,jian'jia'she'gu'ji
肩胛提肌,jian'jia'ti'ji
肩胛下动脉,jian'jia'xia'dong'mai
肩胛下横韧带,jian'jia'xia'heng'ren'dai
肩胛下肌,jian'jia'xia'ji
肩胛下肌腱下囊,jian'jia'xia'ji'jian'xia'nang
肩胛下静脉,jian'jia'xia'jing'mai
肩胛下淋巴结,jian'jia'xia'lin'ba'jie
肩胛下区,jian'jia'xia'qu
肩胛下神经,jian'jia'xia'shen'jing
肩胛下窝,jian'jia'xia'wo
肩胛下支,jian'jia'xia'zhi
肩胛线,jian'jia'xian
腱间结合,jian'jian'jie'he
腱交叉,jian'jiao'cha
间接连结,jian'jie'lian'jie
睑结膜,jian'jie'mo
睑静脉,jian'jing'mai
剑肋角,jian'lei'jiao
睑裂,jian'lie
尖淋巴结,jian'lin'ba'jie
腱膜,jian'mo
腱膜下疏松组织,jian'mo'xia'shu'song'zu'zhi
间脑,jian'nao
睑内侧动脉,jian'nei'ce'dong'mai
睑内侧连合,jian'nei'ce'lian'he
睑内侧韧带,jian'nei'ce'ren'dai
腱纽,jian'niu
睑前面,jian'qian'mian
睑前缘,jian'qian'yuan
腱鞘,jian'qiao
腱索,jian'suo
肩锁关节,jian'suo'guan'jie
肩锁韧带,jian'suo'ren'dai
剑突,jian'tu
睑外侧动脉,jian'wai'ce'dong'mai
睑外侧缝,jian'wai'ce'feng
睑外侧连合,jian'wai'ce'lian'he
睑外侧韧带,jian'wai'ce'ren'dai
间位核,jian'wei'he
腱系膜,jian'xi'mo
腱下囊,jian'xia'nang
剑胸结合,jian'xiong'jie'he
尖牙,jian'ya
尖牙隆起,jian'ya'long'qi
尖牙窝,jian'ya'wo
尖支,jian'zhi
睑支,jian'zhi
降鼻中隔肌,jiang'bi'zhong'ge'ji
降部,jiang'bu
缰核脚间束,jiang'he'jiao'jian'shu
降结肠,jiang'jie'chang
降结肠系膜,jiang'jie'chang'xi'mo
降口角肌,jiang'kou'jue'ji
缰连合,jiang'lian'he
降眉肌,jiang'mei'ji
降眉间肌,jiang'mei'jian'ji
浆膜下丛,jiang'mo'xia'cong
浆膜心包,jiang'mo'xin'bao
缰内侧核,jiang'nei'ce'he
缰三角,jiang'san'jiao
缰外侧核,jiang'wai'ce'he
浆细胞,jiang'xi'bao
降下唇肌,jiang'xia'chun'ji
降支,jiang'zhi
降主动脉,jiang'zhu'dong'mai
交叉池,jiao'cha'chi
交叉沟,jiao'cha'gou
交叉肌,jiao'cha'ji
交叉前沟,jiao'cha'qian'gou
交叉韧带,jiao'cha'ren'dai
交叉上核,jiao'cha'shang'he
交感部,jiao'gan'bu
交感干,jiao'gan'gan
交感干神经节,jiao'gan'gan'shen'jing'jie
交感根,jiao'gan'gen
交感神经,jiao'gan'shen'jing
交感神经节,jiao'gan'shen'jing'jie
交互突触,jiao'hu'tu'chu
角环肌,jiao'huan'ji
角环韧带,jiao'huan'ren'dai
角回,jiao'hui
角回动脉,jiao'hui'dong'mai
脚间池,jiao'jian'chi
脚间核,jiao'jian'he
脚间窝,jiao'jian'wo
脚间纤维,jiao'jian'xian'wei
角膜,jiao'mo
角膜顶,jiao'mo'ding
角膜缘,jiao'mo'yuan
脚桥被盖网状核,jiao'qiao'bei'gai'wang'zhuang'he
角切迹,jiao'qie'ji
交通后部,jiao'tong'hou'bu
交通前部,jiao'tong'qian'bu
交通支,jiao'tong'zhi
胶原纤维,jiao'yuan'xian'wei
胶状质,jiao'zhuang'zhi
结肠,jie'chang
结肠半月襞,jie'chang'ban'yue'bi
结肠带,jie'chang'dai
结肠袋,jie'chang'dai
结肠动脉,jie'chang'dong'mai
结肠面,jie'chang'mian
结肠旁沟,jie'chang'pang'gou
结肠旁淋巴结,jie'chang'pang'lin'ba'jie
结肠系膜,jie'chang'xi'mo
结肠系膜带,jie'chang'xi'mo'dai
结肠系膜淋巴结,jie'chang'xi'mo'lin'ba'jie
结肠压迹,jie'chang'ya'ji
结肠右肝曲,jie'chang'you'gan'qu
结肠右曲,jie'chang'you'qu
结肠缘动脉,jie'chang'yuan'dong'mai
结肠支,jie'chang'zhi
结肠左曲,jie'chang'zuo'qu
接触脑脊液神经元,jie'chu'nao'ji'ye'shen'jing'yuan
接触区,jie'chu'qu
接触抑制,jie'chu'yi'zhi
结缔组织,jie'di'zu'zhi
界沟,jie'gou
结构基础,jie'gou'ji'chu
睫后长动脉,jie'hou'chang'dong'mai
睫后短动脉,jie'hou'duan'dong'mai
节后神经纤维,jie'hou'shen'jing'xian'wei
界嵴,jie'ji
结间束,jie'jian'shu
节间支,jie'jian'zhi
结节,jie'jie
结节核,jie'jie'he
结节间沟,jie'jie'jian'gou
结节间腱鞘,jie'jie'jian'jian'qiao
结节间平面,jie'jie'jian'ping'mian
结节漏斗束,jie'jie'lou'dou'shu
结节区,jie'jie'qu
拮抗肌,jie'kang'ji
睫毛,jie'mao
睫毛腺,jie'mao'xian
结膜,jie'mo
结膜半月襞,jie'mo'ban'yue'bi
结膜后内侧动脉,jie'mo'hou'nei'ce'dong'mai
结膜后外侧动脉,jie'mo'hou'wai'ce'dong'mai
结膜环,jie'mo'huan
结膜静脉,jie'mo'jing'mai
结膜囊,jie'mo'nang
结膜前动脉,jie'mo'qian'dong'mai
结膜上穹,jie'mo'shang'qiong
结膜下穹,jie'mo'xia'qiong
结膜腺,jie'mo'xian
解剖颈,jie'pou'jing
解剖学,jie'pou'xue
睫前动脉,jie'qian'dong'mai
睫前静脉,jie'qian'jing'mai
节前神经纤维,jie'qian'shen'jing'xian'wei
界线,jie'xian
节制索,jie'zhi'suo
睫状襞,jie'zhuang'bi
睫状长神经,jie'zhuang'chang'shen'jing
睫状短神经,jie'zhuang'duan'shen'jing
睫状冠,jie'zhuang'guan
睫状环,jie'zhuang'huan
睫状肌,jie'zhuang'ji
睫状静脉,jie'zhuang'jing'mai
睫状神经节,jie'zhuang'shen'jing'jie
睫状神经节交通支,jie'zhuang'shen'jing'jie'jiao'tong'zhi
睫状神经支,jie'zhuang'shen'jing'zhi
睫状体,jie'zhuang'ti
睫状突,jie'zhuang'tu
睫状小带,jie'zhuang'xiao'dai
睫状缘,jie'zhuang'yuan
近侧,jin'ce
近固定,jin'gu'ding
近节指骨,jin'jie'zhi'gu
近节趾骨,jin'jie'zhi'gu
筋膜,jin'mo
筋膜下囊,jin'mo'xia'nang
紧张部,jin'zhang'bu
近中面,jin'zhong'mian
颈半棘肌,jing'ban'ji'ji
颈部,jing'bu
胫侧,jing'ce
胫侧副韧带,jing'ce'fu'ren'dai
颈长肌,jing'chang'ji
颈丛,jing'cong
颈动脉壁,jing'dong'mai'bi
颈动脉杈,jing'dong'mai'cha
颈动脉窦,jing'dong'mai'dou
颈动脉窦支,jing'dong'mai'dou'zhi
颈动脉沟,jing'dong'mai'gou
颈动脉管,jing'dong'mai'guan
颈动脉管内口,jing'dong'mai'guan'nei'kou
颈动脉管外口,jing'dong'mai'guan'wai'kou
颈动脉结节,jing'dong'mai'jie'jie
颈动脉鞘,jing'dong'mai'qiao
颈动脉三角,jing'dong'mai'san'jiao
颈动脉小球,jing'dong'mai'xiao'qiu
颈段,jing'duan
胫腓,jing'fei
胫腓关节,jing'fei'guan'jie
胫腓后韧带,jing'fei'hou'ren'dai
胫腓连结,jing'fei'lian'jie
胫腓前韧带,jing'fei'qian'ren'dai
精阜,jing'fu
胫跟部,jing'gen'bu
胫骨,jing'gu
胫骨粗隆,jing'gu'cu'long
胫骨粗隆皮下囊,jing'gu'cu'long'pi'xia'nang
颈鼓动脉,jing'gu'dong'mai
胫骨后肌,jing'gu'hou'ji
