阿魏,a'wei
热盛伤津,re'sheng'shang'jin
热盛伤津证,re'sheng'shang'jin'zheng
热盛伤络证,re'sheng'shang'luo'zheng
热盛伤血,re'sheng'shang'xue
热盛伤阴,re'sheng'shang'yin
热盛伤阴证,re'sheng'shang'yin'zheng
热盛血瘀证,re'sheng'xue'yu'zheng
热盛肢厥,re'sheng'zhi'jue
热痰证,re'tan'zheng
热退阴伤证,re'tui'yin'shang'zheng
热陷厥阴证,re'xian'jue'yin'zheng
热陷心包证,re'xian'xin'bao'zheng
热陷肢厥,re'xian'zhi'jue
热邪犯肺证,re'xie'fan'fei'zheng
热邪内郁证,re'xie'nei'yu'zheng
热邪偏盛证,re'xie'pian'sheng'zheng
热邪壅肺证,re'xie'yong'fei'zheng
热壅肺窍证,re'yong'fei'qiao'zheng
热郁成痈证,re'yu'cheng'yong'zheng
热郁胆腑证,re'yu'dan'fu'zheng
热郁少阳证,re'yu'shao'yang'zheng
热郁胸膈证,re'yu'xiong'ge'zheng
热与血结证,re'yu'xue'jie'zheng
热越,re'yue
热蕴大肠证,re'yun'da'chang'zheng
热蕴络瘀证,re'yun'luo'yu'zheng
热在肺卫证,re'zai'fei'wei'zheng
热在气分证,re'zai'qi'fen'zheng
热在心营下移小肠证,re'zai'xin'ying'xia'yi'xiao'chang'zheng
热在心营证,re'zai'xin'ying'zheng
热在血分证,re'zai'xue'fen'zheng
热在营血证,re'zai'ying'xue'zheng
热证,re'zheng
热重于风证,re'zhong'yu'feng'zheng
热重于湿,re'zhong'yu'shi
热重于湿证,re'zhong'yu'shi'zheng
热灼胸膈证,re'zhuo'xiong'ge'zheng
热灼营阴证,re'zhuo'ying'yin'zheng
热灼真阴证,re'zhuo'zhen'yin'zheng
仁存堂经验方,ren'cun'tang'jing'yan'fang
忍冬藤,ren'dong'teng
人发,ren'fa
仁杞,ren'qi
人参,ren'shen
妊娠恶阻病,ren'shen'e'zu'bing
妊娠腹痛病,ren'shen'fu'tong'bing
人参蛤蚧散,ren'shen'ge'jie'san
人参胡桃汤,ren'shen'hu'tao'tang
人参芦,ren'shen'lu
人参叶,ren'shen'ye
人中白,ren'zhong'bai
日哺发热,ri'bu'fa're
肉苁蓉,rou'cong'rong
肉豆蔻,rou'dou'kou
肉豆末,rou'dou'mo
柔肝,rou'gan
肉桂,rou'gui
肉果,rou'guo
肉痉,rou'jing
肉瘤病,rou'liu'bing
肉轮风热证,rou'lun'feng're'zheng
肉轮气虚证,rou'lun'qi'xu'zheng
肉轮热阻血瘀证,rou'lun're'zu'xue'yu'zheng
肉轮湿热证,rou'lun'shi're'zheng
肉瘿,rou'ying
肉瘿病,rou'ying'bing
乳癌病,ru'ai'bing
褥疮病,ru'chuang'bing
乳娥,ru'e
乳蛾病,ru'e'bing
乳发病,ru'fa'bing
乳房部漏证,ru'fang'bu'lou'zheng
乳核病,ru'he'bing
乳疽,ru'ju
乳疽病,ru'ju'bing
乳痨病,ru'lao'bing
乳疬病,ru'li'bing
乳漏病,ru'lou'bing
乳糜尿病,ru'mi'niao'bing
乳衄病,ru'nv'bing
乳癖病,ru'pi'bing
乳泣,ru'qi
乳食积滞证,ru'shi'ji'zhi'zheng
乳食内积证,ru'shi'nei'ji'zheng
乳食伤胃证,ru'shi'shang'wei'zheng
乳食壅积证,ru'shi'yong'ji'zheng
乳头风病,ru'tou'feng'bing
乳头破碎病,ru'tou'po'sui'bing
乳香,ru'xiang
濡泻,ru'xie
乳痈,ru'yong
乳痈病,ru'yong'bing
乳晕部漏证,ru'yun'bu'lou'zheng
软坚,ruan'jian
软脚瘟,ruan'jiao'wen
软脚瘟病,ruan'jiao'wen'bing
软疖病,ruan'jie'bing
蕤仁,rui'ren
润畅通便,run'chang'tong'bian
润肺,run'fei
润下,run'xia
润养,run'yang
润燥化痰,run'zao'hua'tan
赛胃安,sai'wei'an
三拗汤,san'ao'tang
三白草,san'bai'cao
三部九侯,san'bu'jiu'hou
三叉苦,san'cha'ku
三分三,san'fen'san
三甲复脉汤,san'jia'fu'mai'tang
三焦,san'jiao
三焦辨证,san'jiao'bian'zheng
三焦病,san'jiao'bing
三角草,san'jiao'cao
三焦湿热,san'jiao'shi're
三焦虚寒,san'jiao'xu'han
三焦壅塞证,san'jiao'yong'se'zheng
三焦主决渎,san'jiao'zhu'jue'du
散结,san'jie
三颗针,san'ke'zhen
三棱,san'leng
三妙丸,san'miao'wan
三品,san'pin
三七,san'qi
三期,san'qi
散气,san'qi
三七草,san'qi'cao
三七粉,san'qi'fen
三仁汤,san'ren'tang
散收平调,san'shou'ping'diao
三物备急丸,san'wu'bei'ji'wan
三消,san'xiao
三阳,san'yang
三阳合病,san'yang'he'bing
三阳合病证,san'yang'he'bing'zheng
三叶青,san'ye'qing
三阴,san'yin
三因,san'yin
三阴三阳,san'yin'san'yang
散瘀,san'yu
三枝枪,san'zhi'qiang
三子养亲汤,san'zi'yang'qin'tang
桑白皮,sang'bai'pi
桑寄生,sang'ji'sheng
桑菊饮,sang'ju'yin
桑皮,sang'pi
桑螵蛸,sang'piao'xiao
桑螵蛸散,sang'piao'xiao'san
桑椹,sang'shen
桑椹子,sang'shen'zi
桑杏汤,sang'xing'tang
桑叶,sang'ye
桑枝,sang'zhi
痧毒上攻证,sha'du'shang'gong'zheng
沙棘,sha'ji
砂仁,sha'ren
沙参,sha'shen
沙参麦冬汤,sha'shen'mai'dong'tang
砂糖,sha'tang
沙眼病,sha'yan'bing
沙苑子,sha'yuan'zi
沙枣,sha'zao
沙枣叶,sha'zao'ye
山崩子,shan'beng'zi
山苍子,shan'cang'zi
山茶,shan'cha
山沉香,shan'chen'xiang
山慈菇,shan'ci'gu
山慈姑,shan'ci'gu
山丹,shan'dan
山道年,shan'dao'nian
山豆根,shan'dou'gen
山梗菜,shan'geng'cai
山海螺,shan'hai'luo
山鸡椒,shan'ji'jiao
山姜,shan'jiang
山龙眼,shan'long'yan
山奈,shan'nai
山柰,shan'nai
疝气,shan'qi
疝气病,shan'qi'bing
山香,shan'xiang
山羊角,shan'yang'jiao
山药,shan'yao
疝痈,shan'yong
山萸肉,shan'yu'rou
山枣,shan'zao
山楂,shan'zha
山栀,shan'zhi
山栀茶,shan'zhi'cha
山指甲,shan'zhi'jia
山芝麻,shan'zhi'ma
山栀皮,shan'zhi'pi
山枝仁,shan'zhi'ren
膻中疽病,shan'zhong'ju'bing
山茱萸,shan'zhu'yu
上胞下垂病,shang'bao'xia'chui'bing
上颚痈病,shang'e'yong'bing
伤风,shang'feng
伤风鼻塞病,shang'feng'bi'sai'bing
上寒下热,shang'han'xia're
伤寒证候,shang'han'zheng'hou
伤后发热病,shang'hou'fa're'bing
伤后癃闭病,shang'hou'long'bi'bing
上焦病,shang'jiao'bing
上焦手太阴肺经,shang'jiao'shou'tai'yin'fei'jing
上焦燥热证,shang'jiao'zao're'zheng
伤津,shang'jin
伤筋病,shang'jin'bing
商陆,shang'lu
伤络便血证,shang'luo'bian'xue'zheng
上气不足证,shang'qi'bu'zu'zheng
上窍,shang'qiao
上热下寒,shang're'xia'han
上热下寒证,shang're'xia'han'zheng
伤乳证,shang'ru'zheng
上盛下虚,shang'sheng'xia'xu
上盛下虚证,shang'sheng'xia'xu'zheng
伤食,shang'shi
伤湿,shang'shi
伤食痛证,shang'shi'tong'zheng
上实下虚,shang'shi'xia'xu
伤食证,shang'shi'zheng
伤暑,shang'shu
伤阳,shang'yang
伤阳证,shang'yang'zheng
伤阴证,shang'yin'zheng
商枝,shang'zhi
烧存性,shao'cun'xing
少腹,shao'fu
少腹急结,shao'fu'ji'jie
少腹疽病,shao'fu'ju'bing
少腹拘急,shao'fu'ju'ji
少腹满,shao'fu'man
少腹逐瘀汤,shao'fu'zhu'yu'tang
少火壮火,shao'huo'zhuang'huo
少阳半表半里证,shao'yang'ban'biao'ban'li'zheng
少阳病,shao'yang'bing
少阳兼表及里虚实错杂证,shao'yang'jian'biao'ji'li'xu'shi'cuo'za'zheng
少阳兼里实证,shao'yang'jian'li'shi'zheng
少阳兼胃热证,shao'yang'jian'wei're'zheng
少阳气机微结证,shao'yang'qi'ji'wei'jie'zheng
少阳证,shao'yang'zheng
芍药汤,shao'yao'tang
少阴病,shao'yin'bing
少阴寒化证,shao'yin'han'hua'zheng
少阴寒邪犯咽证,shao'yin'han'xie'fan'yan'zheng
少阴兼标证,shao'yin'jian'biao'zheng
少阴兼阳明证,shao'yin'jian'yang'ming'zheng
少阴客热犯咽证,shao'yin'ke're'fan'yan'zheng
少阴热化证,shao'yin're'hua'zheng
少阴热移膀胱证,shao'yin're'yi'pang'guang'zheng
少阴热证,shao'yin're'zheng
少阴伤津动血证,shao'yin'shang'jin'dong'xue'zheng
少阴痰火结咽证,shao'yin'tan'huo'jie'yan'zheng
少阴虚寒滑脱证,shao'yin'xu'han'hua'tuo'zheng
少阴虚火犯咽证,shao'yin'xu'huo'fan'yan'zheng
少阴咽痛证,shao'yin'yan'tong'zheng
少阴阳虚寒凝证,shao'yin'yang'xu'han'ning'zheng
少阴阳虚滑脱证,shao'yin'yang'xu'hua'tuo'zheng
少阴阳虚水泛证,shao'yin'yang'xu'shui'fan'zheng
少阴阳虚阴盛证,shao'yin'yang'xu'yin'sheng'zheng
少阴阳郁四逆证,shao'yin'yang'yu'si'ni'zheng
少阴阴盛戴阳证,shao'yin'yin'sheng'dai'yang'zheng
少阴阴盛格阳证,shao'yin'yin'sheng'ge'yang'zheng
少阴阴虚火旺证,shao'yin'yin'xu'huo'wang'zheng
少阴阴虚水热互结证,shao'yin'yin'xu'shui're'hu'jie'zheng
少阴证,shao'yin'zheng
舌本,she'ben
蛇串疮病,she'chuan'chuang'bing
蛇床子,she'chuang'zi
蛇胆,she'dan
蛇胆汁,she'dan'zhi
蛇毒,she'du
蛇毒内攻证,she'du'nei'gong'zheng
蛇毒上攻证,she'du'shang'gong'zheng
蛇腹疔病,she'fu'ding'bing
射干麻黄汤,she'gan'ma'huang'tang
舌红泛青,she'hong'fan'qing
舌蹇,she'jian
舌卷,she'juan
摄领疮病,she'ling'chuang'bing
蛇莓,she'mei
蛇肉,she'rou
舌色绛,she'se'jiang
蛇头疔病,she'tou'ding'bing
蛇蜕,she'tui
舌下络脉怒张,she'xia'luo'mai'nu'zhang
舌下络脉紫黑,she'xia'luo'mai'zi'hei
舌象,she'xiang
麝香,she'xiang
麝香草,she'xiang'cao
蛇眼疔病,she'yan'ding'bing
肾癌,shen'ai
肾癌翻花病,shen'ai'fan'hua'bing
肾不利水,shen'bu'li'shui
肾不纳气,shen'bu'na'qi
肾不纳气证,shen'bu'na'qi'zheng
肾不暖脾,shen'bu'nuan'pi
肾不养肝,shen'bu'yang'gan
肾不制水,shen'bu'zhi'shui
肾藏精,shen'cang'jing
肾垂,shen'chui
肾瘅,shen'dan
参附汤,shen'fu'tang
肾关,shen'guan
神昏,shen'hun
神昏病,shen'hun'bing
肾间动气,shen'jian'dong'qi
申姜,shen'jiang
伸筋草,shen'jin'cao
肾精不足证,shen'jing'bu'zu'zheng
肾精亏耗证,shen'jing'kui'hao'zheng
肾精亏损证,shen'jing'kui'sun'zheng
肾精亏虚证,shen'jing'kui'xu'zheng
肾厥,shen'jue
肾开窍于耳,shen'kai'qiao'yu'er
肾开窍于二阴,shen'kai'qiao'yu'er'yin
肾亏火旺,shen'kui'huo'wang
肾痨,shen'lao
神劳,shen'lao
参苓白术散,shen'ling'bai'zhu'san
参芦饮,shen'lu'yin
神明,shen'ming
神明失职证,shen'ming'shi'zhi'zheng
肾囊风病,shen'nang'feng'bing
肾气,shen'qi
肾气不充证,shen'qi'bu'chong'zheng
肾气不固,shen'qi'bu'gu
肾气不固证,shen'qi'bu'gu'zheng
肾气不摄证,shen'qi'bu'she'zheng
肾气不足证,shen'qi'bu'zu'zheng
肾气亏虚阳虚证,shen'qi'kui'xu'yang'xu'zheng
肾气亏虚阴虚证,shen'qi'kui'xu'yin'xu'zheng
肾气亏虚证,shen'qi'kui'xu'zheng
肾气衰微证,shen'qi'shuai'wei'zheng
肾气丸,shen'qi'wan
肾气虚证,shen'qi'xu'zheng
神曲,shen'qu
肾生髓,shen'sheng'sui
肾衰,shen'shuai
肾衰病,shen'shuai'bing
肾水,shen'shui
神水将枯病,shen'shui'jiang'ku'bing
参苏饮,shen'su'yin
肾通脑,shen'tong'nao
身痛逐瘀汤,shen'tong'zhu'yu'tang
肾为气之根,shen'wei'qi'zhi'gen
肾为水脏,shen'wei'shui'zang
肾系病类,shen'xi'bing'lei
神犀丹,shen'xi'dan
肾虚不固,shen'xu'bu'gu
肾虚不固阳虚证,shen'xu'bu'gu'yang'xu'zheng
肾虚不固阴虚证,shen'xu'bu'gu'yin'xu'zheng
肾虚不固证,shen'xu'bu'gu'zheng
肾虚肝亢证,shen'xu'gan'kang'zheng
肾虚骨弱证,shen'xu'gu'ruo'zheng
肾虚寒凝证,shen'xu'han'ning'zheng
肾虚寒湿证,shen'xu'han'shi'zheng
肾虚寒痰证,shen'xu'han'tan'zheng
肾虚滑脱精关不固证,shen'xu'hua'tuo'jing'guan'bu'gu'zheng
肾虚滑脱证,shen'xu'hua'tuo'zheng
肾虚火旺证,shen'xu'huo'wang'zheng
肾虚精亏证,shen'xu'jing'kui'zheng
肾虚内热证,shen'xu'nei're'zheng
肾虚湿热证,shen'xu'shi're'zheng
肾虚失约证,shen'xu'shi'yue'zheng
肾虚水泛,shen'xu'shui'fan
肾虚水泛证,shen'xu'shui'fan'zheng
肾虚髓减证,shen'xu'sui'jian'zheng
肾虚髓亏证,shen'xu'sui'kui'zheng
肾虚髓热证,shen'xu'sui're'zheng
肾虚眩晕,shen'xu'xuan'yun
肾虚证,shen'xu'zheng
肾阳不足,shen'yang'bu'zu
肾阳不足气化无权证,shen'yang'bu'zu'qi'hua'wu'quan'zheng
肾阳不足证,shen'yang'bu'zu'zheng
肾阳亏虚证,shen'yang'kui'xu'zheng
肾阳衰惫证,shen'yang'shuai'bei'zheng
肾阳衰微证,shen'yang'shuai'wei'zheng
肾阳虚,shen'yang'xu
肾阳虚衰证,shen'yang'xu'shuai'zheng
肾阳虚水泛证,shen'yang'xu'shui'fan'zheng
肾阳虚损证,shen'yang'xu'sun'zheng
肾阳虚证,shen'yang'xu'zheng
肾液,shen'ye
肾阴,shen'yin
肾阴不足,shen'yin'bu'zu
肾阴不足水液不利证,shen'yin'bu'zu'shui'ye'bu'li'zheng
肾阴不足证,shen'yin'bu'zu'zheng
肾阴耗损证,shen'yin'hao'sun'zheng
肾阴亏虚证,shen'yin'kui'xu'zheng
肾阴虚,shen'yin'xu
肾阴虚损证,shen'yin'xu'sun'zheng
肾阴虚证,shen'yin'xu'zheng
肾阴阳两虚证,shen'yin'yang'liang'xu'zheng
肾痈,shen'yong
肾与膀胱相表里,shen'yu'pang'guang'xiang'biao'li
肾元不足内风暗煽证,shen'yuan'bu'zu'nei'feng'an'shan'zheng
肾元不足证,shen'yuan'bu'zu'zheng
肾元亏虚邪毒停聚证,shen'yuan'kui'xu'xie'du'ting'ju'zheng
肾元亏虚证,shen'yuan'kui'xu'zheng
神志不宁,shen'zhi'bu'ning
肾著,shen'zhu
肾主骨,shen'zhu'gu
肾主水,shen'zhu'shui
生白芍,sheng'bai'shao
生大黄,sheng'da'huang
升登,sheng'deng
生地,sheng'di
生地黄,sheng'di'huang
生地榆,sheng'di'yu
生杜仲,sheng'du'zhong
生谷芽,sheng'gu'ya
生贯众,sheng'guan'zhong
生化汤,sheng'hua'tang
生黄芪,sheng'huang'qi
生姜,sheng'jiang
升降合剂,sheng'jiang'he'ji
生姜皮,sheng'jiang'pi
生姜泻心汤,sheng'jiang'xie'xin'tang
生津,sheng'jin
生卷柏,sheng'juan'bai
生军,sheng'jun
升麻,sheng'ma
升麻葛根汤,sheng'ma'ge'gen'tang
生麻黄,sheng'ma'huang
生脉散,sheng'mai'san
生内金,sheng'nei'jin
生蒲黄,sheng'pu'huang
生晒参,sheng'shai'can
生石膏,sheng'shi'gao
生首乌,sheng'shou'wu
生熟地,sheng'shu'di
生铁落饮,sheng'tie'luo'yin
升陷汤,sheng'xian'tang
升阳补气,sheng'yang'bu'qi
升阳益胃汤,sheng'yang'yi'wei'tang
升药,sheng'yao
十八反,shi'ba'fan
湿痹,shi'bi
十补丸,shi'bu'wan
蓍草,shi'cao
石菖蒲,shi'chang'pu
湿疮病,shi'chuang'bing
十大功劳,shi'da'gong'lao
十大功劳叶,shi'da'gong'lao'ye
柿蒂,shi'di
石吊兰,shi'diao'lan
湿毒浸淫证,shi'du'jin'yin'zheng
湿毒蕴肤证,shi'du'yun'fu'zheng
湿毒蕴结证,shi'du'yun'jie'zheng
湿毒证,shi'du'zheng
湿毒中阻证,shi'du'zhong'zu'zheng
湿遏热伏证,shi'e're'fu'zheng
湿遏卫阳证,shi'e'wei'yang'zheng
石耳,shi'er
十二官,shi'er'guan
十二节,shi'er'jie
时复病,shi'fu'bing
石膏,shi'gao
食管痹,shi'guan'bi
食管瘅,shi'guan'dan
适寒温,shi'han'wen
石荷叶,shi'he'ye
石斛,shi'hu
石胡莩,shi'hu'fu
湿化,shi'hua
石花菜,shi'hua'cai
石灰,shi'hui
石灰华,shi'hui'hua
十灰散,shi'hui'san
湿火,shi'huo
湿火炽盛证,shi'huo'chi'sheng'zheng
石见穿,shi'jian'chuan
石椒草,shi'jiao'cao
湿脚气,shi'jiao'qi
石疖病,shi'jie'bing
十九畏,shi'jiu'wei
食厥,shi'jue
尸厥,shi'jue
食厥病,shi'jue'bing
石决明,shi'jue'ming
使君子,shi'jun'zi
湿困脾胃证,shi'kun'pi'wei'zheng
湿困脾阳,shi'kun'pi'yang
湿困中焦证,shi'kun'zhong'jiao'zheng
石莲子,shi'lian'zi
石淋,shi'lin
石淋病,shi'lin'bing
石榴,shi'liu
石硫磺,shi'liu'huang
石榴皮,shi'liu'pi
石榴子,shi'liu'zi
石龙芮,shi'long'rui
石蜜,shi'mi
失眠,shi'mian
石南藤,shi'nan'teng
石楠藤,shi'nan'teng
石楠叶,shi'nan'ye
室女,shi'nv
实脾散,shi'pi'san
视歧,shi'qi
失气,shi'qi
十全大补汤,shi'quan'da'bu'tang
湿热,shi're
湿热痹痛,shi're'bi'tong
湿热并重,shi're'bing'zhong
湿热并重证,shi're'bing'zhong'zheng
湿热冲心证,shi're'chong'xin'zheng
湿热动血证,shi're'dong'xue'zheng
湿热毒结证,shi're'du'jie'zheng
湿热毒聚证,shi're'du'ju'zheng
湿热毒盛证,shi're'du'sheng'zheng
湿热毒蕴证,shi're'du'yun'zheng
湿热化火证,shi're'hua'huo'zheng
湿热化燥证,shi're'hua'zao'zheng
湿热火毒蕴结证,shi're'huo'du'yun'jie'zheng
湿热火毒蕴盛证,shi're'huo'du'yun'sheng'zheng
湿热浸淫气血不运证,shi're'jin'yin'qi'xue'bu'yun'zheng
湿热聚结,shi're'ju'jie
湿热蒙心证,shi're'meng'xin'zheng
湿热弥漫三焦证,shi're'mi'man'san'jiao'zheng
湿热内侵证,shi're'nei'qin'zheng
湿热内陷心包,shi're'nei'xian'xin'bao
湿热内蕴证,shi're'nei'yun'zheng
湿热酿痰证,shi're'niang'tan'zheng
湿热伤胃证,shi're'shang'wei'zheng
湿热伤阴证,shi're'shang'yin'zheng
湿热上蒸证,shi're'shang'zheng'zheng
湿热下注大肠,shi're'xia'zhu'da'chang
湿热下注肝胆湿热证,shi're'xia'zhu'gan'dan'shi're'zheng
湿热下注膀胱滞涩证,shi're'xia'zhu'pang'guang'zhi'se'zheng
湿热下注证,shi're'xia'zhu'zheng
湿热血瘀证,shi're'xue'yu'zheng
湿热薰蒸证,shi're'xun'zheng'zheng
湿热疫毒证,shi're'yi'du'zheng
湿热壅结证,shi're'yong'jie'zheng
湿热壅盛证,shi're'yong'sheng'zheng
湿热壅滞证,shi're'yong'zhi'zheng
湿热壅阻证,shi're'yong'zu'zheng
湿热郁于经络证,shi're'yu'yu'jing'luo'zheng
湿热瘀滞证,shi're'yu'zhi'zheng
湿热瘀阻证,shi're'yu'zu'zheng
湿热蕴毒证,shi're'yun'du'zheng
湿热蕴伏证,shi're'yun'fu'zheng
湿热蕴结证,shi're'yun'jie'zheng
湿热蕴脾,shi're'yun'pi
湿热蕴蒸证,shi're'yun'zheng'zheng
湿热蕴阻证,shi're'yun'zu'zheng
实热证,shi're'zheng
湿热证,shi're'zheng
湿热中阻证,shi're'zhong'zu'zheng
湿热荮肠证,shi're'zhou'chang'zheng
湿热阻络证,shi're'zu'luo'zheng
失荣病,shi'rong'bing
食伤脾胃证,shi'shang'pi'wei'zheng
柿霜,shi'shuang
嗜睡,shi'shui
石水,shi'shui
湿痰流聚皮下证,shi'tan'liu'ju'pi'xia'zheng
湿痰证,shi'tan'zheng
石苇,shi'wei
石韦,shi'wei
十味温胆汤,shi'wei'wen'dan'tang
石苇叶,shi'wei'ye
十问,shi'wen
湿瘟,shi'wen
湿温病,shi'wen'bing
失笑散,shi'xiao'san
湿邪,shi'xie
湿泻,shi'xie
湿邪浸渍证,shi'xie'jin'zi'zheng
湿邪困脾证,shi'xie'kun'pi'zheng
湿邪偏盛证,shi'xie'pian'sheng'zheng
湿邪热毒证,shi'xie're'du'zheng
湿邪外感证,shi'xie'wai'gan'zheng
湿邪蕴积证,shi'xie'yun'ji'zheng
湿邪阻络证,shi'xie'zu'luo'zheng
时行感冒,shi'xing'gan'mao
时行感冒病,shi'xing'gan'mao'bing
食盐,shi'yan
石燕,shi'yan
食亦,shi'yi
食医,shi'yi
失音病,shi'yin'bing
石瘿,shi'ying
石瘿病,shi'ying'bing
湿瘀互结,shi'yu'hu'jie
湿郁化火证,shi'yu'hua'huo'zheng
湿郁化热证,shi'yu'hua're'zheng
湿郁三焦证,shi'yu'san'jiao'zheng
湿郁卫气证,shi'yu'wei'qi'zheng
十枣汤,shi'zao'tang
实则泻之,shi'ze'xie'zhi
视瞻昏渺病,shi'zhan'hun'miao'bing
实胀,shi'zhang
石针,shi'zhen
实证,shi'zheng
湿证,shi'zheng
视直如曲病,shi'zhi'ru'qu'bing
食滞痰阻证,shi'zhi'tan'zu'zheng
食滞胃肠证,shi'zhi'wei'chang'zheng
食滞证,shi'zhi'zheng
石钟乳,shi'zhong'ru
湿重于热,shi'zhong'yu're
湿重于热证,shi'zhong'yu're'zheng
石竹,shi'zhu
湿浊冲心证,shi'zhuo'chong'xin'zheng
湿浊蒙上泌别失职证,shi'zhuo'meng'shang'mi'bie'shi'zhi'zheng
湿浊蒙上证,shi'zhuo'meng'shang'zheng
湿浊内闭证,shi'zhuo'nei'bi'zheng
湿浊内蕴证,shi'zhuo'nei'yun'zheng
湿浊上泛脾虚湿困证,shi'zhuo'shang'fan'pi'xu'shi'kun'zheng
湿浊上泛湿热蕴蒸证,shi'zhuo'shang'fan'shi're'yun'zheng'zheng
湿浊上泛证,shi'zhuo'shang'fan'zheng
湿浊下注证,shi'zhuo'xia'zhu'zheng
湿浊壅闭证,shi'zhuo'yong'bi'zheng
湿浊壅滞证,shi'zhuo'yong'zhi'zheng
湿浊中阻证,shi'zhuo'zhong'zu'zheng
食浊阻滞证,shi'zhuo'zu'zhi'zheng
湿浊阻滞证,shi'zhuo'zu'zhi'zheng
湿阻,shi'zu
湿阻病,shi'zu'bing
湿阻肠道传导失司证,shi'zu'chang'dao'chuan'dao'shi'si'zheng
湿阻肠道证,shi'zu'chang'dao'zheng
湿阻筋络证,shi'zu'jin'luo'zheng
湿阻脾胃证,shi'zu'pi'wei'zheng
湿阻气分证,shi'zu'qi'fen'zheng
石钻子,shi'zuan'zi
手发背病,shou'fa'bei'bing
守宫,shou'gong
手厥阴心包经,shou'jue'yin'xin'bao'jing
收口期,shou'kou'qi
收没期,shou'mo'qi
手参,shou'shen
受盛之官,shou'sheng'zhi'guan
首乌,shou'wu
首乌藤,shou'wu'teng
瘦小舌,shou'xiao'she
收引,shou'yin
手足,shou'zu
手足疔疮病,shou'zu'ding'chuang'bing
手足拘急,shou'zu'ju'ji
手足厥,shou'zu'jue
手足厥寒,shou'zu'jue'han
手足厥逆,shou'zu'jue'ni
书带草,shu'dai'cao
熟地,shu'de
熟地黄,shu'di'huang
暑动肝风证,shu'dong'gan'feng'zheng
暑犯肺卫证,shu'fan'fei'wei'zheng
疏风,shu'feng
暑风证,shu'feng'zheng
疏肝,shu'gan
暑秽病,shu'hui'bing
暑兼寒湿证,shu'jian'han'shi'zheng
蜀椒,shu'jiao
暑疖病,shu'jie'bing
舒筋草,shu'jin'cao
暑厥证,shu'jue'zheng
薯莨,shu'liang
鼠曲草,shu'qu'cao
暑热炽盛证,shu're'chi'sheng'zheng
暑热动风证,shu're'dong'feng'zheng
暑热浸淫证,shu're'jin'yin'zheng
暑热蒙心证,shu're'meng'xin'zheng
暑热内郁证,shu're'nei'yu'zheng
暑热扰心证,shu're'rao'xin'zheng
暑热伤气证,shu're'shang'qi'zheng
暑热证,shu're'zheng
鼠乳病,shu'ru'bing
暑入心肾证,shu'ru'xin'shen'zheng
暑入心营证,shu'ru'xin'ying'zheng
暑入血分证,shu'ru'xue'fen'zheng
暑入阳明证,shu'ru'yang'ming'zheng
暑入营血证,shu'ru'ying'xue'zheng
暑伤肺络证,shu'shang'fei'luo'zheng
暑伤肺胃证,shu'shang'fei'wei'zheng
暑伤津气证,shu'shang'jin'qi'zheng
暑伤心肾证,shu'shang'xin'shen'zheng
暑伤血络证,shu'shang'xue'luo'zheng
暑湿交阻证,shu'shi'jiao'zu'zheng
暑湿困伤心脾证,shu'shi'kun'shang'xin'pi'zheng
暑湿困阻中焦证,shu'shi'kun'zu'zhong'jiao'zheng
暑湿类,shu'shi'lei
暑湿弥漫三焦证,shu'shi'mi'man'san'jiao'zheng
暑湿内蕴寒邪束表证,shu'shi'nei'yun'han'xie'shu'biao'zheng
暑湿内蕴证,shu'shi'nei'yun'zheng
暑湿热蕴证,shu'shi're'yun'zheng
暑湿伤脾证,shu'shi'shang'pi'zheng
暑湿袭表证,shu'shi'xi'biao'zheng
暑湿挟滞证,shu'shi'xie'zhi'zheng
暑湿郁蒸证,shu'shi'yu'zheng'zheng
暑湿蕴结证,shu'shi'yun'jie'zheng
暑湿在表证,shu'shi'zai'biao'zheng
暑温病,shu'wen'bing
暑温困脾证,shu'wen'kun'pi'zheng
暑邪,shu'xie
疏郁脾气,shu'yu'pi'qi
疏凿饮子,shu'zao'yin'zi
暑证,shu'zheng
双钩藤,shuang'gou'teng
双蝴蝶,shuang'hu'die
双花,shuang'hua
双皮,shuang'pi
水安息,shui'an'xi
水半夏,shui'ban'xia
水菖蒲,shui'chang'pu
水车前,shui'che'qian
水痘,shui'dou
水毒凌心犯肺证,shui'du'ling'xin'fan'fei'zheng
水毒内闭证,shui'du'nei'bi'zheng
水毒内郁证,shui'du'nei'yu'zheng
水毒上扰证,shui'du'shang'rao'zheng
水蛊,shui'gu
水鼓,shui'gu
水臌病,shui'gu'bing
水谷之海,shui'gu'zhi'hai
水寒射肺证,shui'han'she'fei'zheng
水红花子,shui'hong'hua'zi
水花,shui'hua
水花生,shui'hua'sheng
水火,shui'huo
水韭,shui'jiu
水亏火旺,shui'kui'huo'wang
水龙骨,shui'long'gu
水陆二仙丹,shui'lu'er'xian'dan
水陆二仙汤,shui'lu'er'xian'tang
水轮气虚血少证,shui'lun'qi'xu'xue'shao'zheng
水轮气虚血瘀证,shui'lun'qi'xu'xue'yu'zheng
水轮气虚证,shui'lun'qi'xu'zheng
水轮实热证,shui'lun'shi're'zheng
水轮痰湿证,shui'lun'tan'shi'zheng
水轮头风痰火证,shui'lun'tou'feng'tan'huo'zheng
水轮阴亏证,shui'lun'yin'kui'zheng
水蔓菁,shui'man'jing
水蔓青,shui'man'qing
水莽,shui'mang
水逆,shui'ni
