阿部敦,a'bu'dun
山崎静代,shan'qi'jing'dai
山神,shan'shen
山神异月,shan'shen'yi'yue
山田,shan'tian
山田凉介,shan'tian'liang'jie
山田孝之,shan'tian'xiao'zhi
山田优,shan'tian'you
杉田智和,shan'tian'zhi'he
山童,shan'tong
山下,shan'xia
山下悟,shan'xia'wu
杉下先生,shan'xia'xian'sheng
山下翔央,shan'xia'xiang'yang
山下智久,shan'xia'zhi'jiu
上班族金太郎,shang'ban'zu'jin'tai'lang
上川隆也,shang'chuan'long'ye
上村翔子,shang'cun'xiang'zi
上代由香里,shang'dai'you'xiang'li
上地雄辅,shang'di'xiong'fu
上海潮,shang'hai'chao
上户彩,shang'hu'cai
上级元神灵,shang'ji'yuan'shen'ling
上里亮太,shang'li'liang'tai
上杉炼,shang'shan'lian
上杉美鸠,shang'shan'mei'jiu
上衫谦信,shang'shan'qian'xin
上杉严,shang'shan'yan
上田,shang'tian
上田龙也,shang'tian'long'ye
上条当麻,shang'tiao'dang'ma
上条弘树,shang'tiao'hong'shu
上下山虎子,shang'xia'shan'hu'zi
上野树里,shang'ye'shu'li
少年激霸弹,shao'nian'ji'ba'dan
少年刑警,shao'nian'xing'jing
少年阴阳师,shao'nian'yin'yang'shi
少女爱上姐姐,shao'nv'ai'shang'jie'jie
少女侦探之怪奇事件,shao'nv'zhen'tan'zhi'guai'qi'shi'jian
舍监老师,she'jian'lao'shi
社倖一,she'xing'yi
神啊请给我多一点时间,shen'a'qing'gei'wo'duo'yi'dian'shi'jian
神兵小将,shen'bing'xiao'jiang
神代知衣,shen'dai'zhi'yi
神风怪盗贞德,shen'feng'guai'dao'zhen'de
神谷浩史,shen'gu'hao'shi
深红的铁马,shen'hong'de'tie'ma
神幻拍档,shen'huan'pai'dang
审计风云,shen'ji'feng'yun
深津绘理,shen'jin'hui'li
深津绘里,shen'jin'hui'li
神乐雛田,shen'le'chu'tian
神乐莹,shen'le'ying
神裂火织,shen'lie'huo'zhi
神灵狩,shen'ling'shou
神龙之谜,shen'long'zhi'mi
神秘的世界,shen'mi'de'shi'jie
神木隆之介,shen'mu'long'zhi'jie
神奈延年,shen'nai'yan'nian
神南署安积班,shen'nan'shu'an'ji'ban
神枪少女,shen'qiang'shao'nv
神曲奏界,shen'qu'zou'jie
神是中学生,shen'shi'zhong'xue'sheng
神探伽利略,shen'tan'jia'li'lue
神薙十,shen'ti'shi
深田恭子,shen'tian'gong'zi
神田朱未,shen'tian'zhu'wei
神无月的巫女,shen'wu'yue'de'wu'nv
神无月巫女,shen'wu'yue'wu'nv
神样家族,shen'yang'jia'zu
深渊传说,shen'yuan'chuan'shuo
神祗官,shen'zhi'guan
神之雫,shen'zhi'na
神之水滴,shen'zhi'shui'di
圣杯之战,sheng'bei'zhi'zhan
圣诞节最讨厌了,sheng'dan'jie'zui'tao'yan'le
胜地涼,sheng'di'liang
圣斗士星矢,sheng'dou'shi'xing'shi
圣光之翼,sheng'guang'zhi'yi
圣剑锻造师,sheng'jian'duan'zao'shi
生濑勝久,sheng'lai'sheng'jiu
生濑胜久,sheng'lai'sheng'jiu
圣魔战记,sheng'mo'zhan'ji
圣魔之血,sheng'mo'zhi'xue
圣母在上,sheng'mu'zai'shang
升起半月的天空,sheng'qi'ban'yue'de'tian'kong
圣枪修女,sheng'qiang'xiu'nv
圣少女,sheng'shao'nv
圣石小子,sheng'shi'xiao'zi
生田斗真,sheng'tian'dou'zhen
生徒诸君,sheng'tu'zhu'jun
升毅,sheng'yi
声优白皮书,sheng'you'bai'pi'shu
圣者之行进,sheng'zhe'zhi'xing'jin
圣子到,sheng'zi'dao
矢部浩之,shi'bu'hao'zhi
市川由衣,shi'chuan'you'yi
矢岛晶子,shi'dao'jing'zi
石动纯,shi'dong'chun
石动乃绘,shi'dong'nai'hui
十二国记,shi'er'guo'ji
石黑英雄,shi'hei'ying'xiong
噬魂师,shi'hun'shi
噬魂者,shi'hun'zhe
尸姬赫,shi'ji'he
尸姬玄,shi'ji'xuan
世界毁灭,shi'jie'hui'mie
室井滋,shi'jing'zi
食灵零,shi'ling'ling
辻龙,shi'long
失落的宇宙,shi'luo'de'yu'zhou
石马隆显,shi'ma'long'xian
柿崎怜,shi'qi'lian
史上最强弟子,shi'shang'zui'qiang'di'zi
石神邦生,shi'shen'bang'sheng
施泰纳,shi'tai'na
史提尔马格努斯,shi'ti'er'ma'ge'nu'si
石田百合子,shi'tian'bai'he'zi
石田光,shi'tian'guang
矢田亚希子,shi'tian'ya'xi'zi
石田一成,shi'tian'yi'cheng
石田壹成,shi'tian'yi'cheng
釈由美子,shi'you'mei'zi
柿原彻也,shi'yuan'che'ye
柿原徹也,shi'yuan'che'ye
石垣大佑,shi'yuan'da'you
石原里美,shi'yuan'li'mei
市原隼人,shi'yuan'sun'ren
逝者之声,shi'zhe'zhi'sheng
石塚运升,shi'zhong'yun'sheng
十字架与吸血鬼,shi'zi'jia'yu'xi'xue'gui
十字架与吸血姬,shi'zi'jia'yu'xi'xue'ji
狮子堂妹子,shi'zi'tang'mei'zi
狮子堂秋叶,shi'zi'tang'qiu'ye
狮子堂樱,shi'zi'tang'ying
狮子王,shi'zi'wang
矢作纱友里,shi'zuo'sha'you'li
守财奴,shou'cai'nu
兽的演奏者艾琳,shou'de'yan'zou'zhe'ai'lin
守护甜心,shou'hu'tian'xin
守护甜心第三季,shou'hu'tian'xin'di'san'ji
守护甜心心跳,shou'hu'tian'xin'xin'tiao
手机少女,shou'ji'shao'nv
寿里,shou'li
兽神演武,shou'shen'yan'wu
寿司王子,shou'si'wang'zi
狩野宙,shou'ye'zhou
手越佑也,shou'yue'you'ye
兽之奏者,shou'zhi'zou'zhe
兽爪,shou'zhua
蔬果村的故事,shu'guo'cun'de'gu'shi
数码宝贝,shu'ma'bao'bei
舒南,shu'nan
庶务二课,shu'wu'er'ke
帅哥医生,shuai'ge'yi'sheng
帅男偶像,shuai'nan'ou'xiang
双恋,shuang'lian
双月骑士,shuang'yue'qi'shi
水川麻美,shui'chuan'ma'mei
水嶋寻,shui'dao'xun
水谷文贵,shui'gu'wen'gui
水果篮子,shui'guo'lan'zi
水晶之焰,shui'jing'zhi'yan
水男孩,shui'nan'hai
水色时代,shui'se'shi'dai
水树奈奈,shui'shu'nai'nai
水星领航员,shui'xing'ling'hang'yuan
水曜日的爱情,shui'yao'ri'de'ai'qing
水野理纱,shui'ye'li'sha
水野美纪,shui'ye'mei'ji
水野真纪,shui'ye'zhen'ji
水沢惠丽奈,shui'ze'hui'li'nai
水泽摩央,shui'ze'mo'yang
水沢史绘,shui'ze'shi'hui
寺岛进,si'dao'jin
私房猫,si'fang'mao
寺冈古市,si'gang'gu'shi
死后文,si'hou'wen
死化妆师,si'hua'zhuang'shi
四谎记,si'huang'ji
四姐妹侦探团,si'jie'mei'zhen'tan'tuan
司马懿仲达,si'ma'yi'zhong'da
四娘物语,si'niang'wu'yu
四驱兄弟,si'qu'xiong'di
死神,si'shen
死神的歌谣,si'shen'de'ge'yao
私市淳,si'shi'chun
死亡代理人,si'wang'dai'li'ren
四叶游戏,si'ye'you'xi
松坂庆子,song'ban'qing'zi
松本保典,song'ben'bao'dian
松本光平,song'ben'guang'ping
松本莉绪,song'ben'li'xu
松本润,song'ben'run
松岛菜菜子,song'dao'cai'cai'zi
松风雅也,song'feng'ya'ye
松冈昌宏,song'gang'chang'hong
松冈充,song'gang'chong
松隆子,song'long'zi
松平瞳子,song'ping'tong'zi
松浦亚弥,song'pu'ya'mi
松山健一,song'shan'jian'yi
松田龙平,song'tian'long'ping
松田悟志,song'tian'wu'zhi
松田翔太,song'tian'xiang'tai
松下奈绪,song'xia'nai'xu
松下由树,song'xia'you'shu
松雪泰子,song'xue'tai'zi
送仪崇征,song'yi'chong'zheng
送仪嵩征,song'yi'song'zheng
松原大典,song'yuan'da'dian
薮宏太,sou'hong'tai
宿命,su'ming
苏生龙王传说,su'sheng'long'wang'chuan'shuo
速水重道,su'shui'zhong'dao
速写者,su'xie'zhe
岁的母亲,sui'de'mu'qin
岁的圣诞节,sui'de'sheng'dan'jie
岁恋人,sui'lian'ren
穗香,sui'xiang
孙策伯符,sun'ce'bo'fu
孙权仲谋,sun'quan'zhong'mou
索斯机械兽,suo'si'ji'xie'shou
索永,suo'yong
塔巴莎,ta'ba'sha
他日再相逢,ta'ri'zai'xiang'feng
泰坦尼亚,tai'tan'ni'ya
太阳的季节,tai'yang'de'ji'jie
太阳和海的教室,tai'yang'he'hai'de'jiao'shi
太阳之歌,tai'yang'zhi'ge
谈判专家,tan'pan'zhuan'jia
堂本刚,tang'ben'gang
堂本光一,tang'ben'guang'yi
汤浅比吕美,tang'qian'bi'lv'mei
唐泽寿明,tang'ze'shou'ming
桃井,tao'jing
桃井幸,tao'jing'xing
桃太郎,tao'tai'lang
特别高度救助队,te'bie'gao'du'jiu'zhu'dui
特公,te'gong
特优生,te'you'sheng
藤村步,teng'cun'bu
藤村歩,teng'cun'bu
藤冈,teng'gang
藤家和依,teng'jia'he'yi
藤井冬弥,teng'jing'dong'mi
藤木直人,teng'mu'zhi'ren
藤堂平助,teng'tang'ping'zhu
藤堂志摩子,teng'tang'zhi'mo'zi
藤田圭宣,teng'tian'gui'xuan
藤田咲,teng'tian'xiao
藤原,teng'yuan
藤原纪香,teng'yuan'ji'xiang
藤原龙也,teng'yuan'long'ye
藤原弥凉,teng'yuan'mi'liang
藤原塔子,teng'yuan'ta'zi
藤原滋,teng'yuan'zi
缇法尼艾伯爵与妖精,ti'fa'ni'ai'bo'jue'yu'yao'jing
笹田纯,ti'tian'chun
提雅格朗兹,ti'ya'ge'lang'zi
提亚拉之泪,ti'ya'la'zhi'lei
天保异闻妖奇士,tian'bao'yi'wen'yao'qi'shi
田边诚一,tian'bian'cheng'yi
天才风水师小玲,tian'cai'feng'shui'shi'xiao'ling
天才麻将少女,tian'cai'ma'jiang'shao'nv
天才小钓手,tian'cai'xiao'diao'shou
田村正和,tian'cun'zheng'he
田岛悠一郎,tian'dao'you'yi'lang
田端唯,tian'duan'wei
天妃女学院,tian'fei'nv'xue'yuan
天宫椎菜,tian'gong'zhui'cai
天国少女,tian'guo'shao'nv
天海佑希,tian'hai'you'xi
天海祐希,tian'hai'you'xi
天狐空幻,tian'hu'kong'huan
天狐玉耀,tian'hu'yu'yao
天降之物,tian'jiang'zhi'wu
天空寺奈染弥,tian'kong'si'nai'ran'mi
田口,tian'kou
田口淳之介,tian'kou'chun'zhi'jie
天濑早季,tian'lai'zao'ji
甜蜜的痛苦,tian'mi'de'tong'ku
甜蜜公主,tian'mi'gong'zhu
甜蜜偶像,tian'mi'ou'xiang
甜蜜声优,tian'mi'sheng'you
田神景世,tian'shen'jing'shi
天生妙手,tian'sheng'miao'shou
天生一对,tian'sheng'yi'dui
天使的尾巴,tian'shi'de'wei'ba
天使怪盗,tian'shi'guai'dao
天使禁猎区,tian'shi'jin'lie'qu
天使特警,tian'shi'te'jing
天使小生意气,tian'shi'xiao'sheng'yi'qi
天使之羽,tian'shi'zhi'yu
天堂餐馆,tian'tang'can'guan
天体战士,tian'ti'zhan'shi
天体战士桑雷德第期,tian'ti'zhan'shi'sang'lei'de'di'qi
甜甜,tian'tian
甜甜私房猫,tian'tian'si'fang'mao
天天元气妈妈,tian'tian'yuan'qi'ma'ma
天条院沙姫,tian'tiao'yuan'sha'zhen
天下霸道之剑,tian'xia'ba'dao'zhi'jian
天心大人,tian'xin'da'ren
天元突破,tian'yuan'tu'po
天元突破红莲之眼,tian'yuan'tu'po'hong'lian'zhi'yan
田沼要,tian'zhao'yao
天之霸王,tian'zhi'ba'wang
田中,tian'zhong
田中理恵,tian'zhong'li'hui
田中理惠,tian'zhong'li'hui
田中美佐子,tian'zhong'mei'zuo'zi
田中圣,tian'zhong'sheng
田中幸太朗,tian'zhong'xing'tai'lang
调酒师,tiao'jiu'shi
铁板少女小茜,tie'ban'shao'nv'xiao'qian
铁臂神拳,tie'bi'shen'quan
帖里亚阿迪,tie'li'ya'a'di
铁马少年,tie'ma'shao'nian
铁腕女刑警,tie'wan'nv'xing'jing
同班同学,tong'ban'tong'xue
桐壶帝三,tong'hu'di'san
筒井道隆,tong'jing'dao'long
通灵王,tong'ling'wang
桐奈奈美,tong'nai'nai'mei
桐山臣,tong'shan'chen
通往北斗之路,tong'wang'bei'dou'zhi'lu
同一屋檐下,tong'yi'wu'yan'xia
偷偷爱上你,tou'tou'ai'shang'ni
头文字,tou'wen'zi
土方岁三,tu'fang'sui'san
图书馆战争,tu'shu'guan'zhan'zheng
荼希,tu'xi
推理之绊,tui'li'zhi'ban
陀螺战士,tuo'luo'zhan'shi
拓麻歌子,tuo'ma'ge'zi
洼冢洋介,wa'zhong'yang'jie
湾岸,wan'an
完美小姐进化论,wan'mei'xiao'jie'jin'hua'lun
玩偶游戏,wan'ou'you'xi
丸山隆平,wan'shan'long'ping
丸山美纪,wan'shan'mei'ji
関智一,wan'zhi'yi
丸子,wan'zi
魍魉之匣,wang'liang'zhi'xia
亡念之扎姆德,wang'nian'zhi'zha'mu'de
王牌男公关,wang'pai'nan'gong'guan
王牌投手,wang'pai'tou'shou
网球王子,wang'qiu'wang'zi
网球王子全国大赛,wang'qiu'wang'zi'quan'guo'da'sai
网球王子舞台剧,wang'qiu'wang'zi'wu'tai'ju
网球争霸战,wang'qiu'zheng'ba'zhan
忘却的旋律,wang'que'de'xuan'lv
妄想代理人未麻的部屋,wang'xiang'dai'li'ren'wei'ma'de'bu'wu
妄想学生会,wang'xiang'xue'sheng'hui
亡者之声,wang'zhe'zhi'sheng
往直前,wang'zhi'qian
唯爱,wei'ai
未成年,wei'cheng'nian
尾島直哉,wei'dao'zhi'zai
威尔贝鲁物语,wei'er'bei'lu'wu'yu
维尔赫姆休尔兹,wei'er'he'mu'xiu'er'zi
未来老师,wei'lai'lao'shi
未麻之部屋,wei'ma'zhi'bu'wu
未满都市,wei'man'du'shi
为食龙少爷,wei'shi'long'shao'ye
危险代理人,wei'xian'dai'li'ren
危险放课后,wei'xian'fang'ke'hou
危险关系,wei'xian'guan'xi
微笑的闪士,wei'xiao'de'shan'shi
维新志士的镇,wei'xin'zhi'shi'de'zhen
尾形,wei'xing
尾形琳,wei'xing'lin
尾形遊纪,wei'xing'you'ji
问答魔法学院,wen'da'mo'fa'xue'yuan
我爱上了妹妹,wo'ai'shang'le'mei'mei
我的狐仙女友,wo'de'hu'xian'nv'you
我的花样继子,wo'de'hua'yang'ji'zi
我的妹妹,wo'de'mei'mei
我的女神,wo'de'nv'shen
我的前进之道,wo'de'qian'jin'zhi'dao
我的帅管家,wo'de'shuai'guan'jia
我的旋律,wo'de'xuan'lv
我的野蛮老妈,wo'de'ye'man'lao'ma
我的野蛮女友,wo'de'ye'man'nv'you
我的主人,wo'de'zhu'ren
我很好俊平,wo'hen'hao'jun'ping
我家的三姐妹,wo'jia'de'san'jie'mei
我家有个狐仙大人,wo'jia'you'ge'hu'xian'da'ren
我们的存在,wo'men'de'cun'zai
我们的教科书,wo'men'de'jiao'ke'shu
我是大哥大,wo'shi'da'ge'da
我是小粘粘,wo'shi'xiao'zhan'zhan
我为屋狂,wo'wei'wu'kuang
我永远的圣诞老人,wo'yong'yuan'de'sheng'dan'lao'ren
我最喜欢你,wo'zui'xi'huan'ni
无法逃离的背叛,wu'fa'tao'li'de'bei'pan
雾谷希,wu'gu'xi
物怪,wu'guai
五关晃一,wu'guan'huang'yi
无家可归的小孩,wu'jia'ke'gui'de'xiao'hai
屋良朝幸,wu'liang'chao'xing
乌龙派出所,wu'long'pai'chu'suo
武内幸太朗,wu'nei'xing'tai'lang
污染兽,wu'ran'shou
污染物质,wu'ran'wu'zhi
吴荣,wu'rong
雾生司,wu'sheng'si
武士阿非,wu'shi'a'fei
五十岚裕美,wu'shi'lan'yu'mei
五十岚准士,wu'shi'lan'zhun'shi
五十音言叶,wu'shi'yin'yan'ye
武藤环,wu'teng'huan
武田铁矢,wu'tian'tie'shi
武田信宏,wu'tian'xin'hong
武田真治,wu'tian'zhen'zhi
乌托,wu'tuo
无暇的爱,wu'xia'de'ai
无颜之月,wu'yan'zhi'yue
午夜雄鹰,wu'ye'xiong'ying
武装机甲,wu'zhuang'ji'jia
武装炼金,wu'zhuang'lian'jin
西艾尔,xi'ai'er
希奥,xi'ao
西川贵教,xi'chuan'gui'jiao
细川可南子,xi'chuan'ke'nan'zi
西村春,xi'cun'chun
西村绿,xi'cun'lv
西村悟,xi'cun'wu
西村雅彦,xi'cun'ya'yan
西村知道,xi'cun'zhi'dao
西岛隆弘,xi'dao'long'hong
西岛秀俊,xi'dao'xiu'jun
喜多村英梨,xi'duo'cun'ying'li
西广辰太郎,xi'guang'chen'tai'lang
喜欢就是喜欢,xi'huan'jiu'shi'xi'huan
西连寺春菜,xi'lian'si'chun'cai
西连寺秋穂,xi'lian'si'qiu'sui
西蒙,xi'meng
细女,xi'nv
细田义彦,xi'tian'yi'yan
吸血鬼骑士,xi'xue'gui'qi'shi
吸血鬼与十字架,xi'xue'gui'yu'shi'zi'jia
西洋古董洋果子店,xi'yang'gu'dong'yang'guo'zi'dian
西游记,xi'you'ji
夕月薰子,xi'yue'xun'zi
习志野,xi'zhi'ye
夏川结衣,xia'chuan'jie'yi
夏帆,xia'fan
夏侯敦元让,xia'hou'dun'yuan'rang
夏侯渊妙才,xia'hou'yuan'miao'cai
下级元神灵,xia'ji'yuan'shen'ling
夏目贵志,xia'mu'gui'zhi
夏目铃子,xia'mu'ling'zi
夏目友人帐,xia'mu'you'ren'zhang
夏目友人帐续,xia'mu'you'ren'zhang'xu
夏日阳光,xia'ri'yang'guang
夏色的砂时计,xia'se'de'sha'shi'ji
夏特,xia'te
下田麻美,xia'tian'ma'mei
夏娃的时间,xia'wa'de'shi'jian
下屋则子,xia'wu'ze'zi
下野纮,xia'ye'hong
下一站天后,xia'yi'zhan'tian'hou
夏之岚,xia'zhi'lan
夏之岚第二季春夏冬中,xia'zhi'lan'di'er'ji'chun'xia'dong'zhong
仙境传说,xian'jing'chuan'shuo
贤木修二,xian'mu'xiu'er
现视研,xian'shi'yan
仙童紫,xian'tong'zi
仙乐传说,xian'yue'chuan'shuo
像暴风雨般的恋爱,xiang'bao'feng'yu'ban'de'lian'ai
香格里拉,xiang'ge'li'la
想婚头,xiang'hun'tou
向井荒太的动物日记,xiang'jing'huang'tai'de'dong'wu'ri'ji
向井理,xiang'jing'li
相聚一刻,xiang'ju'yi'ke
香里奈,xiang'li'nai
相马博臣,xiang'ma'bo'chen
湘南纯爱组,xiang'nan'chun'ai'zu
香取慎吾,xiang'qu'shen'wu
向日葵动画,xiang'ri'kui'dong'hua
郷田,xiang'tian
相武纱季,xiang'wu'sha'ji
向阳素描,xiang'yang'su'miao
相叶弘树,xiang'ye'hong'shu
相叶雅纪,xiang'ye'ya'ji
相原菜菜,xiang'yuan'cai'cai
相原光一,xiang'yuan'guang'yi
相原和美,xiang'yuan'he'mei
相原一辉,xiang'yuan'yi'hui
香月美子,xiang'yue'mei'zi
相泽虹一,xiang'ze'hong'yi
香椎由宇,xiang'zhui'you'yu
小昂,xiao'ang
小池徹平,xiao'chi'che'ping
小池荣子,xiao'chi'rong'zi
小出恵介,xiao'chu'hui'jie
小出惠介,xiao'chu'hui'jie
小川奈那,xiao'chuan'nai'na
小岛阳菜,xiao'dao'yang'cai
笑对人生,xiao'dui'ren'sheng
小儿救命,xiao'er'jiu'ming
宵风,xiao'feng
筱冈千代,xiao'gang'qian'dai
小鬼,xiao'gui
小黑,xiao'hei
小挢贤儿,xiao'jiao'xian'er
小鸠,xiao'jiu
小栗旬,xiao'li'xun
小笠原祥子,xiao'li'yuan'xiang'zi
小林,xiao'lin
小林宏一,xiao'lin'hong'yi
小林三平,xiao'lin'san'ping
小林沙苗,xiao'lin'sha'miao
小岭丽奈,xiao'ling'li'nai
小鸟游由美奈,xiao'niao'you'you'mei'nai
小鸟游宗太,xiao'niao'you'zong'tai
小女神花铃,xiao'nv'shen'hua'ling
小清水亚美,xiao'qing'shui'ya'mei
小泉千佳,xiao'quan'qian'jia
小泉孝太郎,xiao'quan'xiao'tai'lang
小日向文世,xiao'ri'xiang'wen'shi
小日向早苗,xiao'ri'xiang'zao'miao
小山力也,xiao'shan'li'ye
小山庆一郎,xiao'shan'qing'yi'lang
小山田耕太,xiao'shan'tian'geng'tai
小十郎,xiao'shi'lang
消失在远空中,xiao'shi'zai'yuan'kong'zhong
小田切让,xiao'tian'qie'rang
小兔,xiao'tu
小西克幸,xiao'xi'ke'xing
小西真奈美,xiao'xi'zhen'nai'mei
小向美奈子,xiao'xiang'mei'nai'zi
小雪,xiao'xue
笑颜的法则,xiao'yan'de'fa'ze
小野大辅,xiao'ye'da'fu
咲野明日夏,xiao'ye'ming'ri'xia
筱原凉子,xiao'yuan'liang'zi
篠原凉子,xiao'yuan'liang'zi
筱原真衣,xiao'yuan'zhen'yi
篠原真衣,xiao'yuan'zhen'yi
校园主仆,xiao'yuan'zhu'pu
小早川美千,xiao'zao'chuan'mei'qian
小早川伸木之恋,xiao'zao'chuan'shen'mu'zhi'lian
邂逅,xie'hou
谢丝塔,xie'si'ta
协奏曲,xie'zou'qu
新安琪莉可,xin'an'qi'li'ke
新白雪姬传说,xin'bai'xue'ji'chuan'shuo
新初音岛,xin'chu'yin'dao
心动季节,xin'dong'ji'jie
信蜂,xin'feng
新谷良子,xin'gu'liang'zi
新机动战记高达,xin'ji'dong'zhan'ji'gao'da
新恋爱白皮书,xin'lian'ai'bai'pi'shu
心灵感应少女兰,xin'ling'gan'ying'shao'nv'lan
新娘厄运年,xin'niang'e'yun'nian
新三个火枪手,xin'san'ge'huo'qiang'shou
新山理沙子,xin'shan'li'sha'zi
新世纪福音战士,xin'shi'ji'fu'yin'zhan'shi
新时间飞船,xin'shi'jian'fei'chuan
新闻女郎,xin'wen'nv'lang
新宇宙飞龙,xin'yu'zhou'fei'long
新垣结衣,xin'yuan'jie'yi
新撰组异闻录铁,xin'zhuan'zu'yi'wen'lu'tie
幸村祥一郎,xing'cun'xiang'yi'lang
星村真姬那,xing'cun'zhen'ji'na
幸谷大吾郎,xing'gu'da'wu'lang
星际宝贝,xing'ji'bao'bei
星际海盗,xing'ji'hai'dao
星际少年队,xing'ji'shao'nian'dui
星界死者之书,xing'jie'si'zhe'zhi'shu
星炼,xing'lian
星梦美少女,xing'meng'mei'shao'nv
星梦天使,xing'meng'tian'shi
醒目计划,xing'mu'ji'hua
星乃结美,xing'nai'jie'mei
星球流浪记,xing'qiu'liu'lang'ji
星霜篇,xing'shuang'pian
星野真里,xing'ye'zhen'li
星野正树,xing'ye'zheng'shu
行运超人,xing'yun'chao'ren
幸运星,xing'yun'xing
星之海洋,xing'zhi'hai'yang
熊猫家族,xiong'mao'jia'zu
熊田流星,xiong'tian'liu'xing
秀逗魔導士,xiu'dou'mo'dao'shi
修罗之刻,xiu'luo'zhi'ke
修塔伊那,xiu'ta'yi'na
绪川結衣,xu'chuan'jie'yi
绪方,xu'fang
绪方理奈,xu'fang'li'nai
绪方英二,xu'fang'ying'er
须贺健太,xu'he'jian'tai
虚幻勇士,xu'huan'yong'shi
须磨梓,xu'mo'zi
绪形拳,xu'xing'quan
绪形直人,xu'xing'zhi'ren
栩原乐人,xu'yuan'le'ren
旋爱,xuan'ai
旋风管家,xuan'feng'guan'jia
喧嚣学园,xuan'xiao'xue'yuan
悬崖上的金鱼公主,xuan'ya'shang'de'jin'yu'gong'zhu
雪村杏,xue'cun'xing
雪姬忍法贴,xue'ji'ren'fa'tie
雪见和彦,xue'jian'he'yan
学美向前冲,xue'mei'xiang'qian'chong
血色花园,xue'se'hua'yuan
血色星期一,xue'se'xing'qi'yi
学生会的一己之见,xue'sheng'hui'de'yi'ji'zhi'jian
学习的时间,xue'xi'de'shi'jian
学校的怪谈,xue'xiao'de'guai'tan
学校学不到的事,xue'xiao'xue'bu'dao'de'shi
学院都市切尔尼,xue'yuan'du'shi'qie'er'ni
血战,xue'zhan
雪之丞变化,xue'zhi'cheng'bian'hua
寻宝探险记,xun'bao'tan'xian'ji
寻找红色四叶三叶,xun'zhao'hong'se'si'ye'san'ye
芽里,ya'li
押尾学,ya'wei'xue
鸦羽,ya'yu
塩谷瞬,yan'gu'shun
眼镜蛇,yan'jing'she
言灵使,yan'ling'shi
阎魔爱,yan'mo'ai
岩田小百合,yan'tian'xiao'bai'he
炎之蜃气楼,yan'zhi'shen'qi'lou
阳性,yang'xing
妖精,yao'jing
妖精的尾巴,yao'jing'de'wei'ba
妖精姐姐,yao'jing'jie'jie
遙控刑警,yao'kong'xing'jing
要润,yao'run
药师寺凉子怪奇事件簿,yao'shi'si'liang'zi'guai'qi'shi'jian'bu
摇摇,yao'yao
野波麻帆,ye'bo'ma'fan
夜叉,ye'cha
野岛裕史,ye'dao'yu'shi
耶儿,ye'er
夜光的阶梯,ye'guang'de'jie'ti
夜见,ye'jian
野狼前锋,ye'lang'qian'feng
野良耳,ye'liang'er
夜明前的琉璃色,ye'ming'qian'de'liu'li'se
野上葵,ye'shang'kui
野田淳子,ye'tian'chun'zi
野田恵,ye'tian'hui
野田优也,ye'tian'you'ye
夜型爱人专门店,ye'xing'ai'ren'zhuan'men'dian
夜行神龙,ye'xing'shen'long
夜樱四重奏,ye'ying'si'chong'zou
叶月绘理乃,ye'yue'hui'li'nai
野中蓝,ye'zhong'lan
野猪大改造,ye'zhu'da'gai'zao
伊奥,yi'ao
一磅的福音,yi'bang'de'fu'yin
伊波真昼,yi'bo'zhen'zhou
伊吹庆太,yi'chui'qing'tai
伊达政宗,yi'da'zheng'zong
移动都市,yi'dong'du'shi
伊东美咲,yi'dong'mei'xiao
一番,yi'fan
一公升眼泪,yi'gong'sheng'yan'lei
伊井塚龙姬,yi'jing'zhong'long'ji
伊九号,yi'jiu'hao
伊濑茉莉也,yi'lai'mo'li'ye
伊里野的天空,yi'li'ye'de'tian'kong
医龙,yi'long
一目连,yi'mu'lian
翼年代记,yi'nian'dai'ji
一骑当千,yi'qi'dang'qian
一色纱英,yi'se'sha'ying
伊纱贝拉,yi'sha'bei'la
翼神传说多元变奏曲,yi'shen'chuan'shuo'duo'yuan'bian'zou'qu
伊势岛绫,yi'shi'dao'ling
异世界的圣机师物语,yi'shi'jie'de'sheng'ji'shi'wu'yu
艺术科美术设计班,yi'shu'ke'mei'shu'she'ji'ban
伊藤淳史,yi'teng'chun'shi
伊藤加奈惠,yi'teng'jia'nai'hui
伊藤健太郎,yi'teng'jian'tai'lang
伊藤静,yi'teng'jing
伊藤英明,yi'teng'ying'ming
依田恵,yi'tian'hui
一条拓麻,yi'tiao'ta'ma
伊武雅刀,yi'wu'ya'dao
伊野尾慧,yi'ye'wei'hui
益智游戏,yi'zhi'you'xi
伊佐木修二,yi'zuo'mu'xiu'er
银河英雄传说,yin'he'ying'xiong'chuan'shuo
银魂,yin'hun
银狼怪奇,yin'lang'guai'qi
银盘万花筒,yin'pan'wan'hua'tong
引擎,yin'qing
银色的奥林西斯,yin'se'de'ao'lin'xi'si
吟游默示录,yin'you'mo'shi'lu
音羽,yin'yu
音乐孩子王,yin'yue'hai'zi'wang
音乐小彗星,yin'yue'xiao'hui'xing
隐之王,yin'zhi'wang
樱坂叶月,ying'ban'ye'yue
英国恋物语,ying'guo'lian'wu'yu
樱井俊介,ying'jing'jun'jie
樱井夕月,ying'jing'xi'yue
樱井翔,ying'jing'xiang
樱井孝宏,ying'jing'xiao'hong
櫻井孝宏,ying'jing'xiao'hong
樱井幸子,ying'jing'xing'zi
樱兰高校男公关部,ying'lan'gao'xiao'nan'gong'guan'bu
桜内義之,ying'nei'yi'zhi
瑛太,ying'tai
樱桃小丸子,ying'tao'xiao'wan'zi
