矮胖型,ai'pang'xing
颅脑横断层,lu'nao'heng'duan'ceng
颅前窝,lu'qian'wo
颅囟,lu'xin
颅中窝,lu'zhong'wo
卵巢,luan'chao
卵巢动脉,luan'chao'dong'mai
卵巢固有韧带,luan'chao'gu'you'ren'dai
卵巢和,luan'chao'he
卵巢静脉,luan'chao'jing'mai
卵巢门,luan'chao'men
卵巢囊,luan'chao'nang
卵巢特别发达,luan'chao'te'bie'fa'da
卵巢系膜,luan'chao'xi'mo
卵巢悬韧带,luan'chao'xuan'ren'dai
卵巢子宫索,luan'chao'zi'gong'suo
卵圆孔,luan'yuan'kong
卵圆窝,luan'yuan'wo
轮匝带,lun'za'dai
轮匝肌,lun'za'ji
螺旋器,luo'xuan'qi
马蹄内翻足,ma'ti'nei'fan'zu
马尾,ma'wei
脉管系,mai'guan'xi
脉管系统,mai'guan'xi'tong
脉管学,mai'guan'xue
麦粒肿,mai'li'zhong
脉络丛,mai'luo'cong
脉络膜,mai'luo'mo
盲部,mang'bu
盲肠,mang'chang
盲孔,mang'kong
毛细管,mao'xi'guan
毛细淋巴管,mao'xi'lin'ba'guan
毛细血管,mao'xi'xue'guan
毛细血管血压,mao'xi'xue'guan'xue'ya
帽状腱膜,mao'zhuang'jian'mo
眉峰,mei'feng
眉弓,mei'gong
眉间,mei'jian
眉体头尾,mei'ti'tou'wei
门齿,men'chi
门静脉,men'jing'mai
密闭的腔,mi'bi'de'qiang
迷路,mi'lu
迷路壁,mi'lu'bi
泌尿器,mi'niao'qi
泌尿生殖,mi'niao'sheng'zhi
泌尿生殖系,mi'niao'sheng'zhi'xi
泌尿系统,mi'niao'xi'tong
泌乳期,mi'ru'qi
泌酸细胞,mi'suan'xi'bao
密质,mi'zhi
迷走神经,mi'zou'shen'jing
迷走神经背核,mi'zou'shen'jing'bei'he
迷走神经三角,mi'zou'shen'jing'san'jiao
迷走神经通过,mi'zou'shen'jing'tong'guo
面动脉,mian'dong'mai
面肌,mian'ji
面静脉,mian'jing'mai
面颅骨,mian'lu'gu
面丘,mian'qiu
面神经,mian'shen'jing
面神经管,mian'shen'jing'guan
面神经管凸,mian'shen'jing'guan'tu
面神经核,mian'shen'jing'he
面神经核上半,mian'shen'jing'he'shang'ban
面神经核下半,mian'shen'jing'he'xia'ban
面神经颊支,mian'shen'jing'jia'zhi
面神经颈支,mian'shen'jing'jing'zhi
面神经丘,mian'shen'jing'qiu
绵羊,mian'yang
棉籽饼,mian'zi'bing
鸣管,ming'guan
膜部,mo'bu
膜化骨,mo'hua'gu
膜间部,mo'jian'bu
膜迷路,mo'mi'lu
磨牙,mo'ya
牧草,mu'cao
拇长屈肌,mu'chang'qu'ji
拇长伸肌,mu'chang'shen'ji
拇长伸肌腱,mu'chang'shen'ji'jian
拇长展肌,mu'chang'zhan'ji
拇短屈肌,mu'duan'qu'ji
拇短伸肌,mu'duan'shen'ji
拇短伸肌腱,mu'duan'shen'ji'jian
拇短展肌,mu'duan'zhan'ji
拇对掌肌,mu'dui'zhang'ji
拇对掌运动界线,mu'dui'zhang'yun'dong'jie'xian
幕切迹,mu'qie'ji
拇收肌,mu'shou'ji
拇展肌,mu'zhan'ji
拇指腕掌关节,mu'zhi'wan'zhang'guan'jie
男盆,nan'pen
男性内生殖器,nan'xing'nei'sheng'zhi'qi
男性尿道,nan'xing'niao'dao
男性生殖器,nan'xing'sheng'zhi'qi
男性正中矢状断层,nan'xing'zheng'zhong'shi'zhuang'duan'ceng
囊内韧带,nang'nei'ren'dai
囊内压,nang'nei'ya
囊韧带,nang'ren'dai
囊外韧带,nang'wai'ren'dai
脑岛,nao'dao
脑干,nao'gan
脑干背侧,nao'gan'bei'ce
脑干副交感神经核,nao'gan'fu'jiao'gan'shen'jing'he
脑脊被膜,nao'ji'bei'mo
脑脊液,nao'ji'ye
脑颅骨,nao'lu'gu
脑膜中动脉,nao'mo'zhong'dong'mai
脑膜中动脉沟,nao'mo'zhong'dong'mai'gou
脑桥,nao'qiao
脑桥和延髓,nao'qiao'he'yan'sui
脑桥基底部,nao'qiao'ji'di'bu
脑神经,nao'shen'jing
脑室,nao'shi
脑血管,nao'xue'guan
内板,nei'ban
内侧,nei'ce
内侧半月板,nei'ce'ban'yue'ban
内侧壁,nei'ce'bi
内侧部,nei'ce'bu
内侧髁,nei'ce'ke
内侧隆起,nei'ce'long'qi
内侧面主要沟回,nei'ce'mian'zhu'yao'gou'hui
内侧丘系,nei'ce'qiu'xi
内侧群,nei'ce'qun
内侧韧带,nei'ce'ren'dai
内侧束,nei'ce'shu
内侧膝状体,nei'ce'xi'zhuang'ti
内侧膝状体核,nei'ce'xi'zhuang'ti'he
内侧楔骨,nei'ce'xie'gu
内侧嗅纹,nei'ce'xiu'wen
内侧缘,nei'ce'yuan
内侧纵弓,nei'ce'zong'gong
内侧纵束,nei'ce'zong'shu
内层,nei'ceng
内呈负压,nei'cheng'fu'ya
内耳,nei'er
内耳道,nei'er'dao
内耳门,nei'er'men
内翻,nei'fan
内分泌系,nei'fen'mi'xi
内分泌系统,nei'fen'mi'xi'tong
内分泌腺,nei'fen'mi'xian
内感受器,nei'gan'shou'qi
内弓状纤维,nei'gong'zhuang'xian'wei
内踝,nei'huai
内踝前,nei'huai'qian
内筋膜,nei'jin'mo
内淋巴,nei'lin'ba
内囊,nei'nang
内囊后肢,nei'nang'hou'zhi
内囊前肢,nei'nang'qian'zhi
内囊膝,nei'nang'xi
内皮,nei'pi
内腔,nei'qiang
内上髁,nei'shang'ke
内收,nei'shou
内收肌,nei'shou'ji
内髓板,nei'sui'ban
内压,nei'ya
内源氮,nei'yuan'dan
内脏,nei'zang
内脏大神经,nei'zang'da'shen'jing
内脏大小神经,nei'zang'da'xiao'shen'jing
内脏感觉纤维,nei'zang'gan'jue'xian'wei
内脏感觉性,nei'zang'gan'jue'xing
内脏器官,nei'zang'qi'guan
内脏神经,nei'zang'shen'jing
内脏神经系,nei'zang'shen'jing'xi
内脏小神经,nei'zang'xiao'shen'jing
内脏学,nei'zang'xue
内障,nei'zhang
内支,nei'zhi
内直肌,nei'zhi'ji
内眦,nei'zi
能量饲料,neng'liang'si'liao
逆蠕动,ni'ru'dong
尼氏体,ni'shi'ti
粘多糖蛋白,nian'duo'tang'dan'bai
黏膜,nian'mo
粘膜层,nian'mo'ceng
粘膜下层,nian'mo'xia'ceng
粘膜下组织,nian'mo'xia'zu'zhi
粘膜组织,nian'mo'zu'zhi
尿道,niao'dao
尿道海绵体,niao'dao'hai'mian'ti
尿道海绵体部,niao'dao'hai'mian'ti'bu
尿道膜部,niao'dao'mo'bu
尿道膜部括约肌,niao'dao'mo'bu'kuo'yue'ji
尿道内口,niao'dao'nei'kou
尿道前列腺部,niao'dao'qian'lie'xian'bu
尿道球,niao'dao'qiu
尿道球部,niao'dao'qiu'bu
尿道球腺,niao'dao'qiu'xian
尿道外口,niao'dao'wai'kou
尿道舟状窝,niao'dao'zhou'zhuang'wo
尿激酶,niao'ji'mei
尿量,niao'liang
尿量增多,niao'liang'zeng'duo
尿生殖膈,niao'sheng'zhi'ge
尿生殖隔,niao'sheng'zhi'ge
尿生殖膈上下筋膜,niao'sheng'zhi'ge'shang'xia'jin'mo
尿生殖区,niao'sheng'zhi'qu
尿生殖腿上下筋膜,niao'sheng'zhi'tui'shang'xia'jin'mo
尿素,niao'su
尿酸,niao'suan
颞骨,nie'gu
颞骨鳞部,nie'gu'lin'bu
颞骨岩部,nie'gu'yan'bu
颞横回,nie'heng'hui
颞肌,nie'ji
颞浅动脉,nie'qian'dong'mai
颞上下沟,nie'shang'xia'gou
颞上下回,nie'shang'xia'hui
颞深动脉,nie'shen'dong'mai
颞窝,nie'wo
颞下颌关节,nie'xia'he'guan'jie
颞下嵴,nie'xia'ji
颞下窝,nie'xia'wo
颞线,nie'xian
颞叶,nie'ye
颞中回,nie'zhong'hui
凝乳酶,ning'ru'mei
凝乳酶原,ning'ru'mei'yuan
凝血,ning'xue
凝血酶,ning'xue'mei
牛角,niu'jiao
牛肾,niu'shen
牛饲料,niu'si'liao
浓缩饲料,nong'suo'si'liao
女盆,nv'pen
女性腹膜腔,nv'xing'fu'mo'qiang
女性骨盆,nv'xing'gu'pen
女性生殖器,nv'xing'sheng'zhi'qi
女性生殖腺,nv'xing'sheng'zhi'xian
排便,pai'bian
排粪反射,pai'fen'fan'she
排卵窝,pai'luan'wo
排尿反射,pai'niao'fan'she
膀胱,pang'guang
膀胱底,pang'guang'di
膀胱尖,pang'guang'jian
膀胱颈,pang'guang'jing
膀胱镜观察,pang'guang'jing'guan'cha
膀胱三角,pang'guang'san'jiao
膀胱上动脉,pang'guang'shang'dong'mai
膀胱体,pang'guang'ti
膀胱子宫陷凹,pang'guang'zi'gong'xian'ao
胚胎时期,pei'tai'shi'qi
盆部,pen'bu
盆膈,pen'ge
盆膈上下筋膜,pen'ge'shang'xia'jin'mo
盆会阴部,pen'hui'yin'bu
盆内脏神经,pen'nei'zang'shen'jing
盆腔,pen'qiang
脾动静脉,pi'dong'jing'mai
脾动脉,pi'dong'mai
皮肤较薄弱,pi'fu'jiao'bo'ruo
皮革,pi'ge
脾静脉,pi'jing'mai
脾门,pi'men
脾切迹,pi'qie'ji
皮下环,pi'xia'huan
皮下组织,pi'xia'zu'zhi
皮支,pi'zhi
皮质,pi'zhi
皮质核束,pi'zhi'he'shu
皮质红核束,pi'zhi'hong'he'shu
皮质脊髓侧束,pi'zhi'ji'sui'ce'shu
皮质脊髓前束,pi'zhi'ji'sui'qian'shu
皮质脊髓束,pi'zhi'ji'sui'shu
胼胝体,pian'zhi'ti
胼胝体干,pian'zhi'ti'gan
胼胝体沟,pian'zhi'ti'gou
胼胝体膝,pian'zhi'ti'xi
胼胝体压部,pian'zhi'ti'ya'bu
胼胝体嘴,pian'zhi'ti'zui
平第四颈椎,ping'di'si'jing'zhui
平对上颌第磨牙,ping'dui'shang'he'di'mo'ya
平滑肌,ping'hua'ji
平滑肌纤维,ping'hua'ji'xian'wei
平均容量,ping'jun'rong'liang
平面关节,ping'mian'guan'jie
屏状核,ping'zhuang'he
破裂孔,po'lie'kong
蒲氏纤维,pu'shi'xian'wei
葡萄糖,pu'tao'tang
脐部,qi'bu
脐动脉,qi'dong'mai
气管,qi'guan
气管分叉,qi'guan'fen'cha
气管分叉处,qi'guan'fen'cha'chu
气管镜检查,qi'guan'jing'jian'cha
气管隆嵴,qi'guan'long'ji
气管隆突,qi'guan'long'tu
气管软骨,qi'guan'ruan'gu
气管软骨环,qi'guan'ruan'gu'huan
奇静脉,qi'jing'mai
奇静脉弓,qi'jing'mai'gong
气囊,qi'nang
起始部,qi'shi'bu
起始处,qi'shi'chu
起于前列腺,qi'yu'qian'lie'xian
起于肾门,qi'yu'shen'men
脐周静脉网,qi'zhou'jing'mai'wang
髂耻隆起,qia'chi'long'qi
髂粗隆,qia'cu'long
髂腹股沟神经,qia'fu'gu'gou'shen'jing
髂腹下神经,qia'fu'xia'shen'jing
髂骨,qia'gu
髂股韧带,qia'gu'ren'dai
髂骨体,qia'gu'ti
髂骨翼,qia'gu'yi
髂后上嵴,qia'hou'shang'ji
髂后上棘,qia'hou'shang'ji
髂后下棘,qia'hou'xia'ji
髂嵴,qia'ji
髂棘,qia'ji
髂肌,qia'ji
髂结节,qia'jie'jie
髂胫束,qia'jing'shu
髂肋肌,qia'lei'ji
髂内动静脉,qia'nei'dong'jing'mai
髂内动脉,qia'nei'dong'mai
髂内静脉,qia'nei'jing'mai
髂内外动脉,qia'nei'wai'dong'mai
髂前上棘,qia'qian'shang'ji
髂前上下棘,qia'qian'shang'xia'ji
髂前下棘,qia'qian'xia'ji
髂外动静脉,qia'wai'dong'jing'mai
髂外动脉,qia'wai'dong'mai
髂外静脉,qia'wai'jing'mai
髂外淋巴结,qia'wai'lin'ba'jie
髂窝,qia'wo
髂窝穿孔,qia'wo'chuan'kong
髂腰动脉,qia'yao'dong'mai
髂腰肌,qia'yao'ji
髂腰韧带,qia'yao'ren'dai
髂总动静脉,qia'zong'dong'jing'mai
髂总动脉,qia'zong'dong'mai
髂总静脉,qia'zong'jing'mai
髂总淋巴管,qia'zong'lin'ba'guan
髂总淋巴结,qia'zong'lin'ba'jie
前半规管,qian'ban'gui'guan
前壁,qian'bi
前臂骨,qian'bi'gu
前臂骨间膜,qian'bi'gu'jian'mo
前臂肌,qian'bi'ji
前鼻棘,qian'bi'ji
前臂内外侧皮神经,qian'bi'nei'wai'ce'pi'shen'jing
前臂旋后,qian'bi'xuan'hou
前臂旋前,qian'bi'xuan'qian
前穿质,qian'chuan'zhi
前床突,qian'chuang'tu
前方内侧,qian'fang'nei'ce
前根,qian'gen
前弓,qian'gong
前角,qian'jiao
前交叉韧带,qian'jiao'cha'ren'dai
前交通动脉,qian'jiao'tong'dong'mai
浅筋膜,qian'jin'mo
浅静脉,qian'jing'mai
前锯肌,qian'ju'ji
前连合,qian'lian'he
前列腺,qian'lie'xian
前列腺部,qian'lie'xian'bu
前列腺沟,qian'lie'xian'gou
前磨牙,qian'mo'ya
前尿道,qian'niao'dao
前倾前屈,qian'qing'qian'qu
前倾前屈位,qian'qing'qian'qu'wei
前倾位,qian'qing'wei
浅屈肌尺侧半,qian'qu'ji'chi'ce'ban
前屈位,qian'qu'wei
前韧带,qian'ren'dai
前乳头肌,qian'ru'tou'ji
前室间支,qian'shi'jian'zhi
前索,qian'suo
前庭,qian'ting
前庭襞,qian'ting'bi
前庭窗,qian'ting'chuang
前庭大腺,qian'ting'da'xian
前庭脊髓束,qian'ting'ji'sui'shu
前庭球,qian'ting'qiu
前庭韧带,qian'ting'ren'dai
前庭神经核,qian'ting'shen'jing'he
前庭蜗器,qian'ting'wo'qi
前庭蜗神经,qian'ting'wo'shen'jing
前庭小脑束,qian'ting'xiao'nao'shu
前外侧沟,qian'wai'ce'gou
前斜角肌,qian'xie'jiao'ji
前斜角肌结节,qian'xie'jiao'ji'jie'jie
前斜角肌前方,qian'xie'jiao'ji'qian'fang
前囟,qian'xin
前叶,qian'ye
前缘,qian'yuan
潜在性间隙,qian'zai'xing'jian'xi
牵张反射,qian'zhang'fan'she
前正中裂,qian'zheng'zhong'lie
前纵韧带,qian'zong'ren'dai
腔静脉孔,qiang'jing'mai'kong
腔面,qiang'mian
桥池,qiao'chi
鞘膜腔,qiao'mo'qiang
鞘突,qiao'tu
切迹,qie'ji
切牙,qie'ya
切牙管,qie'ya'guan
切牙孔,qie'ya'kong
禽距,qin'ju
青草痉挛,qing'cao'jing'luan
青光眼,qing'guang'yan
青绿饲料,qing'lv'si'liao
氢氰酸,qing'qing'suan
青饲料,qing'si'liao
青贮,qing'zhu
青贮饲料,qing'zhu'si'liao
穹窿,qiong'long
穹窿脚,qiong'long'jiao
穹窿体,qiong'long'ti
穹窿柱,qiong'long'zhu
球蛋白,qiu'dan'bai
球海绵体肌,qiu'hai'mian'ti'ji
球结膜,qiu'jie'mo
球囊,qiu'nang
丘脑腹后外侧核,qiu'nao'fu'hou'wai'ce'he
丘脑间粘合,qiu'nao'jian'nian'he
丘脑前辐射,qiu'nao'qian'fu'she
丘脑前核,qiu'nao'qian'he
丘脑上辐射,qiu'nao'shang'fu'she
丘脑外侧核,qiu'nao'wai'ce'he
丘脑枕,qiu'nao'zhen
球窝关节,qiu'wo'guan'jie
丘系交叉,qiu'xi'jiao'cha
球状核,qiu'zhuang'he
躯干骨,qu'gan'gu
屈肌反射,qu'ji'fan'she
屈肌支持带,qu'ji'zhi'chi'dai
去甲肾上腺素,qu'jia'shen'shang'xian'su
屈髋,qu'kuan
屈髋关节,qu'kuan'guan'jie
屈伸,qu'shen
屈伸运动,qu'shen'yun'dong
躯体,qu'ti
躯体感觉中枢,qu'ti'gan'jue'zhong'shu
躯体运动纤维,qu'ti'yun'dong'xian'wei
躯体运动性,qu'ti'yun'dong'xing
躯体运动中枢,qu'ti'yun'dong'zhong'shu
屈腕关节,qu'wan'guan'jie
屈膝,qu'xi
屈戌关节,qu'xu'guan'jie
屈掌指关节,qu'zhang'zhi'guan'jie
屈指作用,qu'zhi'zuo'yong
犬齿,quan'chi
颧大肌,quan'da'ji
颧弓,quan'gong
颧骨,quan'gu
颧骨额突,quan'gu'e'tu
全价配合饲料,quan'jia'pei'he'si'liao
颧突,quan'tu
让你,rang'ni
桡侧,rao'ce
桡侧副韧带,rao'ce'fu'ren'dai
桡侧腕长伸肌,rao'ce'wan'chang'shen'ji
桡侧腕短伸肌,rao'ce'wan'duan'shen'ji
桡侧腕屈肌,rao'ce'wan'qu'ji
桡尺,rao'chi
桡尺近侧关节,rao'chi'jin'ce'guan'jie
桡尺连结,rao'chi'lian'jie
桡尺远侧关节,rao'chi'yuan'ce'guan'jie
桡动脉,rao'dong'mai
桡骨,rao'gu
桡骨粗隆,rao'gu'cu'long
桡骨环状关节面,rao'gu'huan'zhuang'guan'jie'mian
桡骨环状韧带,rao'gu'huan'zhuang'ren'dai
桡骨颈,rao'gu'jing
桡骨茎突,rao'gu'jing'tu
桡骨体,rao'gu'ti
桡骨头,rao'gu'tou
桡骨下端,rao'gu'xia'duan
桡骨小头半脱位,rao'gu'xiao'tou'ban'tuo'wei
桡切迹,rao'qie'ji
桡神经,rao'shen'jing
桡神经沟,rao'shen'jing'gou
桡神经损伤,rao'shen'jing'sun'shang
桡腕关节,rao'wan'guan'jie
桡窝,rao'wo
韧带,ren'dai
韧带连结,ren'dai'lian'jie
妊娠期,ren'shen'qi
人中,ren'zhong
人字点,ren'zi'dian
人字缝,ren'zi'feng
融合不全,rong'he'bu'quan
溶菌酶,rong'jun'mei
绒球,rong'qiu
肉牛,rou'niu
鞣制,rou'zhi
肉柱,rou'zhu
肉仔鸡,rou'zi'ji
乳白色,ru'bai'se
蠕动,ru'dong
乳房,ru'fang
乳房悬韧带,ru'fang'xuan'ren'dai
乳糜池,ru'mi'chi
乳头,ru'tou
乳头肌,ru'tou'ji
乳头丘脑束,ru'tou'qiu'nao'shu
乳头体,ru'tou'ti
乳头体核,ru'tou'ti'he
乳突,ru'tu
乳突窦,ru'tu'dou
乳突窦入口,ru'tu'dou'ru'kou
乳突小房,ru'tu'xiao'fang
乳突囟,ru'tu'xin
乳腺,ru'xian
乳腺小叶,ru'xian'xiao'ye
乳腺叶,ru'xian'ye
入胸腔,ru'xiong'qiang
乳晕,ru'yun
乳汁,ru'zhi
乳脂率,ru'zhi'lv
软腭,ruan'e
软骨,ruan'gu
软骨部,ruan'gu'bu
软骨化骨,ruan'gu'hua'gu
软骨基质,ruan'gu'ji'zhi
软骨间部,ruan'gu'jian'bu
软骨间连结,ruan'gu'jian'lian'jie
软骨结合,ruan'gu'jie'he
软骨连结,ruan'gu'lian'jie
软骨区,ruan'gu'qu
软骨细胞,ruan'gu'xi'bao
软骨组织,ruan'gu'zu'zhi
软膜,ruan'mo
软脑膜,ruan'nao'mo
腮腺,sai'xian
腮腺导管,sai'xian'dao'guan
腮腺管,sai'xian'guan
三部分,san'bu'fen
三叉神经,san'cha'shen'jing
三叉神经定位,san'cha'shen'jing'ding'wei
三叉神经感觉主核,san'cha'shen'jing'gan'jue'zhu'he
三叉神经脊束,san'cha'shen'jing'ji'shu
三叉神经脊束核,san'cha'shen'jing'ji'shu'he
三叉神经节,san'cha'shen'jing'jie
三叉神经脑桥核,san'cha'shen'jing'nao'qiao'he
三叉神经压迹,san'cha'shen'jing'ya'ji
三叉神经运动核,san'cha'shen'jing'yun'dong'he
三叉神经中脑核,san'cha'shen'jing'zhong'nao'he
三叉神经中脑束,san'cha'shen'jing'zhong'nao'shu
三个弯曲,san'ge'wan'qu
三个狭窄,san'ge'xia'zhai
三级神经元,san'ji'shen'jing'yuan
三尖瓣,san'jian'ban
三尖瓣前尖,san'jian'ban'qian'jian
三角骨,san'jiao'gu
三角肌,san'jiao'ji
三角肌粗隆,san'jiao'ji'cu'long
三角韧带,san'jiao'ren'dai
三角窝,san'jiao'wo
三轴关节,san'zhou'guan'jie
色氨酸,se'an'suan
色素细胞,se'su'xi'bao
杀灭细菌,sha'mie'xi'jun
筛板,shai'ban
筛窦,shai'dou
筛窦后群,shai'dou'hou'qun
筛窦前群,shai'dou'qian'qun
筛骨,shai'gu
筛骨垂直板,shai'gu'chui'zhi'ban
筛骨迷路,shai'gu'mi'lu
筛孔,shai'kong
筛漏斗,shai'lou'dou
筛突,shai'tu
筛小房,shai'xiao'fang
上半规管,shang'ban'gui'guan
上壁,shang'bi
上鼻道,shang'bi'dao
上鼻甲,shang'bi'jia
上份,shang'fen
上橄榄核,shang'gan'lan'he
上关节面,shang'guan'jie'mian
上关节突,shang'guan'jie'tu
伤寒杆菌,shang'han'gan'jun
上颌动脉,shang'he'dong'mai
上颌窦,shang'he'dou
上颌窦裂孔,shang'he'dou'lie'kong
上颌骨,shang'he'gu
上颌骨牙槽突,shang'he'gu'ya'cao'tu
上颌神经,shang'he'shen'jing
上颌体,shang'he'ti
上颌突,shang'he'tu
上颌牙槽突,shang'he'ya'cao'tu
上睑,shang'jian
上睑板,shang'jian'ban
上角,shang'jiao
上胫腓关节,shang'jing'fei'guan'jie
上髁,shang'ke
上口为心形,shang'kou'wei'xin'xing
上宽下窄,shang'kuan'xia'zhai
上肋凹,shang'lei'ao
上孖肌,shang'ma'ji
上泌涎核,shang'mi'xian'he
上泌延核,shang'mi'yan'he
上磨牙,shang'mo'ya
上内方,shang'nei'fang
上颞线,shang'nie'xian
上皮,shang'pi
上皮厚,shang'pi'hou
上皮细胞,shang'pi'xi'bao
上皮组织,shang'pi'zu'zhi
上腔静脉,shang'qiang'jing'mai
上腔静脉口,shang'qiang'jing'mai'kou
上切齿,shang'qie'chi
上丘,shang'qiu
上丘臂,shang'qiu'bi
上丘脑,shang'qiu'nao
上矢状窦,shang'shi'zhuang'dou
上矢状窦沟,shang'shi'zhuang'dou'gou
上髓帆,shang'sui'fan
上外侧面主要沟回,shang'wai'ce'mian'zhu'yao'gou'hui
上外方,shang'wai'fang
上项线,shang'xiang'xian
上消化道,shang'xiao'hua'dao
上斜肌,shang'xie'ji
上叶,shang'ye
上缘,shang'yuan
上肢带,shang'zhi'dai
上肢带骨,shang'zhi'dai'gu
上肢带连结,shang'zhi'dai'lian'jie
上直肌,shang'zhi'ji
上纵隔,shang'zong'ge
上纵肌,shang'zong'ji
稍扁,shao'bian
稍差,shao'cha
稍长,shao'chang
少突胶质细胞,shao'tu'jiao'zhi'xi'bao
舌扁桃体,she'bian'tao'ti
舌动脉,she'dong'mai
舌根,she'gen
舌骨,she'gu
舌骨大小角,she'gu'da'xiao'jiao
舌骨上肌群,she'gu'shang'ji'qun
舌骨体,she'gu'ti
舌骨下肌群,she'gu'xia'ji'qun
舌横肌,she'heng'ji
舌回,she'hui
射精管,she'jing'guan
射精管开口,she'jing'guan'kai'kou
射精管开口于,she'jing'guan'kai'kou'yu
射精管起始部,she'jing'guan'qi'shi'bu
舌内肌,she'nei'ji
舌乳头,she'ru'tou
舌神经,she'shen'jing
舍饲,she'si
舌体,she'ti
舌下阜,she'xia'fu
舌下神经,she'xia'shen'jing
舌下神经管,she'xia'shen'jing'guan
舌下神经管内口,she'xia'shen'jing'guan'nei'kou
舌下神经管外口,she'xia'shen'jing'guan'wai'kou
舌下神经核,she'xia'shen'jing'he
舌下神经三角,she'xia'shen'jing'san'jiao
舌下腺,she'xia'xian
舌下腺大管,she'xia'xian'da'guan
舌下腺小管,she'xia'xian'xiao'guan
舌形,she'xing
舌咽神经,she'yan'shen'jing
肾大小盏,shen'da'xiao'zhan
肾大盏,shen'da'zhan
肾的构造,shen'de'gou'zao
肾蒂,shen'di
肾动脉,shen'dong'mai
肾窦,shen'dou
肾副动脉,shen'fu'dong'mai
肾后筋膜,shen'hou'jin'mo
伸肌,shen'ji
伸肌上下支持带,shen'ji'shang'xia'zhi'chi'dai
深筋膜,shen'jin'mo
肾筋膜,shen'jin'mo
神经,shen'jing
神经部,shen'jing'bu
神经核,shen'jing'he
神经和淋巴管,shen'jing'he'lin'ba'guan
神经胶质,shen'jing'jiao'zhi
神经节,shen'jing'jie
深静脉,shen'jing'mai
肾静脉,shen'jing'mai
神经膜,shen'jing'mo
神经内膜,shen'jing'nei'mo
神经束膜,shen'jing'shu'mo
神经调节,shen'jing'tiao'jie
神经外膜,shen'jing'wai'mo
神经系,shen'jing'xi
神经系统,shen'jing'xi'tong
神经系总论,shen'jing'xi'zong'lun
神经纤维,shen'jing'xian'wei
神经元,shen'jing'yuan
神经原纤维,shen'jing'yuan'xian'wei
神经组织,shen'jing'zu'zhi
伸髋,shen'kuan
肾门,shen'men
肾旁脂体,shen'pang'zhi'ti
肾皮质,shen'pi'zhi
肾前筋膜,shen'qian'jin'mo
肾乳头,shen'ru'tou
肾上腺,shen'shang'xian
肾上腺静脉,shen'shang'xian'jing'mai
肾上腺素,shen'shang'xian'su
肾实质,shen'shi'zhi
肾髓,shen'sui
肾髓质,shen'sui'zhi
渗透压,shen'tou'ya
渗透压下降,shen'tou'ya'xia'jiang
伸膝,shen'xi
伸膝关节,shen'xi'guan'jie
肾小管,shen'xiao'guan
肾小囊,shen'xiao'nang
肾小球,shen'xiao'qiu
肾小盏,shen'xiao'zhan
肾血流量,shen'xue'liu'liang
肾压迹,shen'ya'ji
肾盂,shen'yu
肾盏,shen'zhan
伸指间关节,shen'zhi'jian'guan'jie
肾柱,shen'zhu
肾锥体,shen'zhui'ti
声襞,sheng'bi
声襞前庭裂,sheng'bi'qian'ting'lie
升部,sheng'bu
声带,sheng'dai
升结肠,sheng'jie'chang
生理功能,sheng'li'gong'neng
生理机制,sheng'li'ji'zhi
生理盲点,sheng'li'mang'dian
生理特征,sheng'li'te'zheng
生理弯曲,sheng'li'wan'qu
生理性弯曲,sheng'li'xing'wan'qu
声裂,sheng'lie
声门,sheng'men
声门裂,sheng'men'lie
声门下腔,sheng'men'xia'qiang
声韧带,sheng'ren'dai
生物素,sheng'wu'su
声疑,sheng'yi
生育酚,sheng'yu'fen
生殖,sheng'zhi
生殖股神经,sheng'zhi'gu'shen'jing
生殖股神经生殖支,sheng'zhi'gu'shen'jing'sheng'zhi'zhi
生殖上皮,sheng'zhi'shang'pi
生殖系统,sheng'zhi'xi'tong
生殖腺,sheng'zhi'xian
升主动脉,sheng'zhu'dong'mai
十段,shi'duan
十二胸椎,shi'er'xiong'zhui
十二指肠,shi'er'zhi'chang
十二指肠降部,shi'er'zhi'chang'jiang'bu
十二指肠降部后内侧壁,shi'er'zhi'chang'jiang'bu'hou'nei'ce'bi
十二指肠上襞,shi'er'zhi'chang'shang'bi
十二指肠上部,shi'er'zhi'chang'shang'bu
十二指肠升部,shi'er'zhi'chang'sheng'bu
十二指肠水平部,shi'er'zhi'chang'shui'ping'bu
十二指肠下部,shi'er'zhi'chang'xia'bu
十二指肠压迹,shi'er'zhi'chang'ya'ji
十二指肠纵襞,shi'er'zhi'chang'zong'bi
视辐射,shi'fu'she
视杆,shi'gan
食管,shi'guan
食管丛,shi'guan'cong
食管的下端,shi'guan'de'xia'duan
食管腹段,shi'guan'fu'duan
食管颈段,shi'guan'jing'duan
食管静脉,shi'guan'jing'mai
食管静脉丛,shi'guan'jing'mai'cong
食管口,shi'guan'kou
食管裂孔,shi'guan'lie'kong
室管膜,shi'guan'mo
食管前方,shi'guan'qian'fang
食管狭窄,shi'guan'xia'zhai
食管胸部,shi'guan'xiong'bu
食管胸段,shi'guan'xiong'duan
食管压迹,shi'guan'ya'ji
使脊柱旋转,shi'ji'zhu'xuan'zhuan
室间隔,shi'jian'ge
室间隔肌部,shi'jian'ge'ji'bu
室间隔膜部,shi'jian'ge'mo'bu
室间孔,shi'jian'kong
嗜碱性粒细胞,shi'jian'xing'li'xi'bao
视交叉,shi'jiao'cha
