阿谁扶上马,a'shui'fu'shang'ma
一斛荐槟榔,yi'hu'jian'bing'lang
一呼三军皆披靡,yi'hu'san'jun'jie'pi'mi
一化北溟鱼,yi'hua'bei'ming'yu
已怀时节感,yi'huai'shi'jie'gan
以欢秦娥意,yi'huan'qin'e'yi
一回花落一回新,yi'hui'hua'luo'yi'hui'xin
一回日月顾,yi'hui'ri'yue'gu
一惑巧言子,yi'huo'qiao'yan'zi
已及蹉跎年,yi'ji'cuo'tuo'nian
遗迹见都城,yi'ji'jian'du'cheng
一击九千仞,yi'ji'jiu'qian'ren
一极山水情,yi'ji'shan'shui'qing
遗迹翳九泉,yi'ji'yi'jiu'quan
移家君独迟,yi'jia'jun'du'chi
一家书绝久,yi'jia'shu'jue'jiu
倚剑登燕然,yi'jian'deng'yan'ran
一见过所闻,yi'jian'guo'suo'wen
一见借吹嘘,yi'jian'jie'chui'xu
一见林中客,yi'jian'lin'zhong'ke
一箭落旄头,yi'jian'luo'mao'tou
一见平生亲,yi'jian'ping'sheng'qin
倚剑望玉关,yi'jian'wang'yu'guan
倚剑增浩叹,yi'jian'zeng'hao'tan
衣剑照松宇,yi'jian'zhao'song'yu
一见醉漂月,yi'jian'zui'piao'yue
已将心变寒灰后,yi'jiang'xin'bian'han'hui'hou
一叫一回肠一断,yi'jiao'yi'hui'chang'yi'duan
依阶拥夜虫,yi'jie'yong'ye'chong
衣巾半染烟霞气,yi'jin'ban'ran'yan'xia'qi
衣锦华水乡,yi'jin'hua'shui'xiang
一境表吾心,yi'jing'biao'wu'xin
一径雪中微,yi'jing'xue'zhong'wei
忆旧游,yi'jiu'you
逸句陈往迹,yi'ju'chen'wang'ji
一举上九天,yi'ju'shang'jiu'tian
亦举陶潜杯,yi'ju'tao'qian'bei
一举置齐相,yi'ju'zhi'qi'xiang
已觉减年华,yi'jue'jian'nian'hua
亦觉醉胡贤,yi'jue'zui'hu'xian
一郡荆榛寒雨中,yi'jun'jing'zhen'han'yu'zhong
忆君君岂知,yi'jun'jun'qi'zhi
挹君去,yi'jun'qu
翳君树桃李,yi'jun'shu'tao'li
忆君思见君,yi'jun'si'jian'jun
忆君迢迢隔青天,yi'jun'tiao'tiao'ge'qing'tian
忆君我远来,yi'jun'wo'yuan'lai
疑君在我前,yi'jun'zai'wo'qian
已堪挂马鞭,yi'kan'gua'ma'bian
已看耘夏田,yi'kan'yun'xia'tian
亦可乘扁舟,yi'ke'cheng'pian'zhou
贻愧皓首,yi'kui'hao'shou
一来非问讯,yi'lai'fei'wen'xun
一来还故墟,yi'lai'hai'gu'xu
一来田野中,yi'lai'tian'ye'zhong
亦类其枫,yi'lei'qi'feng
邑里但荒榛,yi'li'dan'huang'zhen
已历千万转,yi'li'qian'wan'zhuan
夷陵丹砂末,yi'ling'dan'sha'mo
夷陵已远半成烧,yi'ling'yi'yuan'ban'cheng'shao
一路堪愁思,yi'lu'kan'chou'si
亦乱其流,yi'luan'qi'liu
移轮不歇,yi'lun'bu'xie
一落俱不收,yi'luo'ju'bu'shou
一马徘徊起还卧,yi'ma'pai'huai'qi'hai'wo
衣马摇川光,yi'ma'yao'chuan'guang
衣满旧芸香,yi'man'jiu'yun'xiang
衣貌本淳古,yi'mao'ben'chun'gu
夷门得隐沦,yi'men'de'yin'lun
一门骨肉散百草,yi'men'gu'rou'san'bai'cao
一门双掌诰,yi'men'shuang'zhang'gao
已迷金谷路,yi'mi'jin'gu'lu
猗靡与情亲,yi'mi'yu'qing'qin
一面红妆恼杀人,yi'mian'hong'zhuang'nao'sha'ren
遗民爱精舍,yi'min'ai'jing'she
一鸣即朱绂,yi'ming'ji'zhu'fu
一名临沧观,yi'ming'lin'cang'guan
遗名弃近山,yi'ming'qi'jin'shan
一鸟花间鸣,yi'niao'hua'jian'ming
一鸟如霜雪,yi'niao'ru'shuang'xue
一诺轻黄金,yi'nuo'qing'huang'jin
亦攀丹桂丛,yi'pan'dan'gui'cong
一攀一折向天涯,yi'pan'yi'zhe'xiang'tian'ya
宜配坦床宾,yi'pei'tan'chuang'bin
一片孤云何处寻,yi'pian'gu'yun'he'chu'xun
一破夫差国,yi'po'fu'cha'guo
夷齐饿死终无成,yi'qi'e'si'zhong'wu'cheng
逸气竟莫展,yi'qi'jing'mo'zhan
逸气凌青松,yi'qi'ling'qing'song
意气且为别,yi'qi'qie'wei'bie
夷齐是何人,yi'qi'shi'he'ren
意气相倾两相顾,yi'qi'xiang'qing'liang'xiang'gu
意气相倾山可移,yi'qi'xiang'qing'shan'ke'yi
意气遥相托,yi'qi'yao'xiang'tuo
一起振横流,yi'qi'zhen'heng'liu
弈棋知胜偶,yi'qi'zhi'sheng'ou
忆妾初嫁君,yi'qie'chu'jia'jun
忆妾深闺里,yi'qie'shen'gui'li
倚琴看鹤舞,yi'qin'kan'he'wu
意清净,yi'qing'jing
以求长生,yi'qiu'chang'sheng
忆秋浦桃花旧游,yi'qiu'pu'tao'hua'jiu'you
一去高飞翻,yi'qu'gao'fei'fan
一去隔绝国,yi'qu'ge'jue'guo
一去麒麟阁,yi'qu'qi'lin'ge
一去千里道,yi'qu'qian'li'dao
一去未千年,yi'qu'wei'qian'nian
一去无时还,yi'qu'wu'shi'hai
一去无踪迹,yi'qu'wu'zong'ji
一去已十载,yi'qu'yi'shi'zai
一去音问违,yi'qu'yin'wen'wei
怡然变芳节,yi'ran'bian'fang'jie
噫然大块吹,yi'ran'da'kuai'chui
依然锦江色,yi'ran'jin'jiang'se
怡然青莲宫,yi'ran'qing'lian'gong
依然去国时,yi'ran'qu'guo'shi
夷人祠竹节,yi'ren'ci'zhu'jie
邑人多秉笔,yi'ren'duo'bing'bi
邑人多颂声,yi'ren'duo'song'sheng
伊人抚遗叹,yi'ren'fu'yi'tan
一日辞秦镜,yi'ri'ci'qin'jing
一日剧三年,yi'ri'ju'san'nian
一日倾千觞,yi'ri'qing'qian'shang
一日望花光,yi'ri'wang'hua'guang
一日须倾三百杯,yi'ri'xu'qing'san'bai'bei
疑入嵩丘梦彩云,yi'ru'song'qiu'meng'cai'yun
宜入未央游,yi'ru'wei'yang'you
一洒别离间,yi'sa'bie'li'jian
一扫不足论,yi'sao'bu'zu'lun
一扫清大漠,yi'sao'qing'da'mo
一扫四野空,yi'sao'si'ye'kong
衣上灞陵雨,yi'shang'ba'ling'yu
衣上泪空存,yi'shang'lei'kong'cun
已少去年人,yi'shao'qu'nian'ren
一射两虎穿,yi'she'liang'hu'chuan
一身本是山中人,yi'shen'ben'shi'shan'zhong'ren
一身朝北阙,yi'shen'chao'bei'que
一身垂泪对花筵,yi'shen'chui'lei'dui'hua'yan
一身从弃置,yi'shen'cong'qi'zhi
一身复作云中客,yi'shen'fu'zuo'yun'zhong'ke
一身竟无托,yi'shen'jing'wu'tuo
一身随远岫,yi'shen'sui'yuan'xiu
一身自潇洒,yi'shen'zi'xiao'sa
一生傲岸苦不谐,yi'sheng'ao'an'ku'bu'xie
疑圣猜贤,yi'sheng'cai'xian
一生孤负龙泉剑,yi'sheng'gu'fu'long'quan'jian
一生好入名山游,yi'sheng'hao'ru'ming'shan'you
一生泪尽丹阳道,yi'sheng'lei'jin'dan'yang'dao
遗声落西秦,yi'sheng'luo'xi'qin
一生岂在多,yi'sheng'qi'zai'duo
一生欲报主,yi'sheng'yu'bao'zhu
疑是白波涨东海,yi'shi'bai'bo'zhang'dong'hai
以诗代书,yi'shi'dai'shu
疑是地上霜,yi'shi'di'shang'shuang
一是复一非,yi'shi'fu'yi'fei
疑是故人来,yi'shi'gu'ren'lai
疑是海上云,yi'shi'hai'shang'yun
一使胡尘清,yi'shi'hu'chen'qing
义士还乡尽锦衣,yi'shi'huan'xiang'jin'jin'yi
一时回向月明看,yi'shi'hui'xiang'yue'ming'kan
以诗见赠,yi'shi'jian'zeng
以诗见招,yi'shi'jian'zhao
奕世皆夔龙,yi'shi'jie'kui'long
疑是九疑仙,yi'shi'jiu'yi'xian
疑是老僧休念诵,yi'shi'lao'seng'xiu'nian'song
疑是龙山雪,yi'shi'long'shan'xue
疑是山阴雪后来,yi'shi'shan'yin'xue'hou'lai
疑是山阴夜中雪,yi'shi'shan'yin'ye'zhong'xue
疑是天边十二峰,yi'shi'tian'bian'shi'er'feng
倚石听流泉,yi'shi'ting'liu'quan
疑是王子猷,yi'shi'wang'zi'you
疑是武陵春碧流,yi'shi'wu'ling'chun'bi'liu
一时相逢乐在今,yi'shi'xiang'feng'le'zai'jin
疑是银河落九天,yi'shi'yin'he'luo'jiu'tian
亦是宰王畿,yi'shi'zai'wang'ji
一食驻玄发,yi'shi'zhu'xuan'fa
鹢首弄倒景,yi'shou'nong'dao'jing
一树忽先摧,yi'shu'hu'xian'cui
已属流芳歇,yi'shu'liu'fang'xie
一输一失关下兵,yi'shu'yi'shi'guan'xia'bing
一树一潭春,yi'shu'yi'tan'chun
倚树招青童,yi'shu'zhao'qing'tong
一书值千金,yi'shu'zhi'qian'jin
一双金齿屐,yi'shuang'jin'chi'ji
一水非难越,yi'shui'fei'nan'yue
一水牵愁万里长,yi'shui'qian'chou'wan'li'chang
易水无寒歌,yi'shui'wu'han'ge
倚松开其缄,yi'song'kai'qi'jian
一随王乔去,yi'sui'wang'qiao'qu
移榻晚风前,yi'ta'wan'feng'qian
一台称二妙,yi'tai'cheng'er'miao
一谈一笑失颜色,yi'tan'yi'xiao'shi'yan'se
已叹漳滨卧,yi'tan'zhang'bin'wo
一忝青云客,yi'tian'qing'yun'ke
一条江练横,yi'tiao'jiang'lian'heng
一条藤径绿,yi'tiao'teng'jing'lv
一听南薰曲,yi'ting'nan'xun'qu
驿亭三杨树,yi'ting'san'yang'shu
一往不见归,yi'wang'bu'jian'gui
一往不可复,yi'wang'bu'ke'fu
一望岚峰拜还使,yi'wang'lan'feng'bai'hai'shi
义往难复留,yi'wang'nan'fu'liu
一往屏风叠,yi'wang'ping'feng'die
一望双涕零,yi'wang'shuang'ti'ling
一为沧波客,yi'wei'cang'bo'ke
已谓道里远,yi'wei'dao'li'yuan
以为儿童剧,yi'wei'er'tong'ju
一为风水便,yi'wei'feng'shui'bian
一尉居倏忽,yi'wei'ju'shu'hu
一为迁客去长沙,yi'wei'qian'ke'qu'chang'sha
一为取新秋,yi'wei'qu'xin'qiu
移帷望星汉,yi'wei'wang'xing'han
亦为我飞翻,yi'wei'wo'fei'fan
依微吴苑树,yi'wei'wu'yuan'shu
以慰心所亲,yi'wei'xin'suo'qin
已为异乡客,yi'wei'yi'xiang'ke
一为云雨别,yi'wei'yun'yu'bie
一闻歌玉树,yi'wen'ge'yu'shu
一问临邛令,yi'wen'lin'qiong'ling
已闻蓬海浅,yi'wen'peng'hai'qian
已闻清比圣,yi'wen'qing'bi'sheng
一问清泠子,yi'wen'qing'ling'zi
亦闻温伯雪,yi'wen'wen'bo'xue
遗文一书壁,yi'wen'yi'shu'bi
忆我肠断续,yi'wo'chang'duan'xu
忆我初来时,yi'wo'chu'lai'shi
以我独沈久,yi'wo'du'shen'jiu
忆我劳心曲,yi'wo'lao'xin'qu
遗我流霞杯,yi'wo'liu'xia'bei
遗我绿玉杯,yi'wo'lv'yu'bei
遗我鸟迹书,yi'wo'niao'ji'shu
遗我双玉璞,yi'wo'shuang'yu'pu
一卧漳滨今欲老,yi'wo'zhang'bin'jin'yu'lao
一误伤千金,yi'wu'shang'qian'jin
忆昔初嫁君,yi'xi'chu'jia'jun
一溪初入千花明,yi'xi'chu'ru'qian'hua'ming
忆昔传游豫,yi'xi'chuan'you'yu
依稀带夕阳,yi'xi'dai'xi'yang
忆昔到襄州,yi'xi'dao'xiang'zhou
已息汉阴诮,yi'xi'han'yin'qiao
伊昔会禅宫,yi'xi'hui'chan'gong
忆昔娇小姿,yi'xi'jiao'xiao'zi
伊昔炼金鼎,yi'xi'lian'jin'ding
伊昔临广武,yi'xi'lin'guang'wu
忆昔洛阳董糟丘,yi'xi'luo'yang'dong'zao'qiu
一夕南宫遇,yi'xi'nan'gong'yu
忆昔秋风起,yi'xi'qiu'feng'qi
伊昔全盛日,yi'xi'quan'sheng'ri
伊昔升绝顶,yi'xi'sheng'jue'ding
伊昔忝相传,yi'xi'tian'xiang'chuan
忆昔未嫁君,yi'xi'wei'jia'jun
伊昔簪白笔,yi'xi'zan'bai'bi
依稀醉后拜,yi'xi'zui'hou'bai
忆昔作少年,yi'xi'zuo'shao'nian
已先投沙伴,yi'xian'tou'sha'ban
已想函关道,yi'xiang'han'guan'dao
已想人如玉,yi'xiang'ren'ru'yu
忆向西林更结庐,yi'xiang'xi'lin'geng'jie'lu
已向新京兆,yi'xiang'xin'jing'zhao
忆襄阳旧游,yi'xiang'yang'jiu'you
一笑方在此,yi'xiao'fang'zai'ci
一笑复一歌,yi'xiao'fu'yi'ge
一笑开芙蓉,yi'xiao'kai'fu'rong
一笑倾城欢,yi'xiao'qing'cheng'huan
一写悁勤意,yi'xie'juan'qin'yi
疑心怯所从,yi'xin'qie'suo'cong
一行复一行,yi'xing'fu'yi'xing
逸兴横素襟,yi'xing'heng'su'jin
逸兴临华池,yi'xing'lin'hua'chi
逸兴满吴云,yi'xing'man'wu'yun
遗形入无穷,yi'xing'ru'wu'qiong
一行数字大如斗,yi'xing'shu'zi'da'ru'dou
异姓为天伦,yi'xing'wei'tian'lun
一行佐明圣,yi'xing'zuo'ming'sheng
一凶乃一吉,yi'xiong'nai'yi'ji
一宿渭城边,yi'xiu'wei'cheng'bian
意许无遗诺,yi'xu'wu'yi'nuo
一雁初晴下朔风,yi'yan'chu'qing'xia'shuo'feng
一雁度南楼,yi'yan'du'nan'lou
一言散尽波罗夷,yi'yan'san'jin'bo'luo'yi
依岩望松雪,yi'yan'wang'song'xue
遗言闻楚老,yi'yan'wen'chu'lao
一扬眉,yi'yang'mei
峄阳溪路第三声,yi'yang'xi'lu'di'san'sheng
一叶报秋还,yi'ye'bao'qiu'hai
一夜曾闻雪打声,yi'ye'ceng'wen'xue'da'sheng
一夜飞度镜湖月,yi'ye'fei'du'jing'hu'yue
一叶飞银床,yi'ye'fei'yin'chuang
一夜絮征袍,yi'ye'xu'zheng'pao
一夜征人尽望乡,yi'ye'zheng'ren'jin'wang'xiang
已忆故山栖,yi'yi'gu'shan'qi
已矣归去来,yi'yi'gui'qu'lai
翳翳昏垫苦,yi'yi'hun'dian'ku
依依连水暗,yi'yi'lian'shui'an
熠熠林光初,yi'yi'lin'guang'chu
依依若有情,yi'yi'ruo'you'qing
依依识故蹊,yi'yi'shi'gu'qi
一一书来报故人,yi'yi'shu'lai'bao'gu'ren
伊尹生空桑,yi'yin'sheng'kong'sang
一用写悁勤,yi'yong'xie'juan'qin
一咏舟中作,yi'yong'zhou'zhong'zuo
亦有白头翁,yi'you'bai'tou'weng
亦有超世心,yi'you'chao'shi'xin
亦有汉家臣,yi'you'han'jia'chen
已有空乐好,yi'you'kong'le'hao
邑有流亡愧俸钱,yi'you'liu'wang'kui'feng'qian
已有田园在虎丘,yi'you'tian'yuan'zai'hu'qiu
已有住山心,yi'you'zhu'shan'xin
忆与崔宗之,yi'yu'cui'zong'zhi
一与道人期,yi'yu'dao'ren'qi
义与风云翔,yi'yu'feng'yun'xiang
一遇浮丘断不还,yi'yu'fu'qiu'duan'bu'huan
倚玉甘无路,yi'yu'gan'wu'lu
一与交亲会,yi'yu'jiao'qin'hui
倚玉交文友,yi'yu'jiao'wen'you
意欲凌风翔,yi'yu'ling'feng'xiang
抑予是何者,yi'yu'shi'he'zhe
意欲托孤凤,yi'yu'tuo'gu'feng
以愚陷网目,yi'yu'xian'wang'mu
一语已道意,yi'yu'yi'dao'yi
倚玉阻芳筵,yi'yu'zu'fang'yan
一愿持如意,yi'yuan'chi'ru'yi
一愿启玄关,yi'yuan'qi'xuan'guan
益愿狎青鸟,yi'yuan'xia'qing'niao
意愿重琼蕤,yi'yuan'zhong'qiong'rui
一月一见君,yi'yue'yi'jian'jun
逸韵动海上,yi'yun'dong'hai'shang
逸韵宏寥廓,yi'yun'hong'liao'kuo
忆在沣郊时,yi'zai'feng'jiao'shi
忆在南阳时,yi'zai'nan'yang'shi
意在斩巨鳌,yi'zai'zhan'ju'ao
一遭龙颜君,yi'zao'long'yan'jun
一战净妖氛,yi'zhan'jing'yao'fen
一展私姻礼,yi'zhan'si'yin'li
一丈荷花开,yi'zhang'he'hua'kai
一嶂横西天,yi'zhang'heng'xi'tian
倚杖空踌躇,yi'zhang'kong'chou'chu
倚杖送行云,yi'zhang'song'xing'yun
倚杖云离月,yi'zhang'yun'li'yue
一朝不得意,yi'zhao'bu'de'yi
一朝长鸣去,yi'zhao'chang'ming'qu
一朝从此去,yi'zhao'cong'ci'qu
一朝摧玉树,yi'zhao'cui'yu'shu
一朝风化清,yi'zhao'feng'hua'qing
一朝富贵如有神,yi'zhao'fu'gui'ru'you'shen
一朝复一朝,yi'zhao'fu'yi'zhao
一朝各飞去,yi'zhao'ge'fei'qu
一朝和殷羹,yi'zhao'he'yin'geng
一朝今古隔,yi'zhao'jin'gu'ge
一朝君王垂拂拭,yi'zhao'jun'wang'chui'fu'shi
一朝攀龙去,yi'zhao'pan'long'qu
一朝去金马,yi'zhao'qu'jin'ma
一朝去京国,yi'zhao'qu'jing'guo
一朝让宝位,yi'zhao'rang'bao'wei
一朝飒已衰,yi'zhao'sa'yi'shuai
一朝忝兰省,yi'zhao'tian'lan'sheng
一朝天霜下,yi'zhao'tian'shuang'xia
一朝乌裘敝,yi'zhao'wu'qiu'bi
一朝谢病游江海,yi'zhao'xie'bing'you'jiang'hai
弋者何所慕,yi'zhe'he'suo'mu
一振高名满帝都,yi'zhen'gao'ming'man'di'du
移植沧江滨,yi'zhi'cang'jiang'bin
贻之道门旧,yi'zhi'dao'men'jiu
一枝非所贵,yi'zhi'fei'suo'gui
一枝秾艳露凝香,yi'zhi'nong'yan'lu'ning'xiang
义重林中言,yi'zhong'lin'zhong'yan
意重泰山轻,yi'zhong'tai'shan'qing
一种为人妻,yi'zhong'wei'ren'qi
一钟信荣禄,yi'zhong'xin'rong'lu
遗忠永奉恩,yi'zhong'yong'feng'en
邑中有其人,yi'zhong'you'qi'ren
一州笑我为狂客,yi'zhou'xiao'wo'wei'kuang'ke
忆著长安旧游处,yi'zhu'chang'an'jiu'you'chu
一逐风波迁,yi'zhu'feng'bo'qian
移竹疏泉常岸帻,yi'zhu'shu'quan'chang'an'ze
一酌且欢忻,yi'zhuo'qie'huan'xin
一自朝天去,yi'zi'chao'tian'qu
一字都不识,yi'zi'dou'bu'shi
以兹谢朝列,yi'zi'xie'chao'lie
亦自有芳菲,yi'zi'you'fang'fei
一自幽山别,yi'zi'you'shan'bie
一奏升天阶,yi'zou'sheng'tian'jie
一醉春风送尔还,yi'zui'chun'feng'song'er'hai
一醉累月轻王侯,yi'zui'lei'yue'qing'wang'hou
一醉送君行,yi'zui'song'jun'xing
一樽齐死生,yi'zun'qi'si'sheng
一坐度小劫,yi'zuo'du'xiao'jie
忆昨乱啼无远近,yi'zuo'luan'ti'wu'yuan'jin
忆昨鸣皋梦里还,yi'zuo'ming'gao'meng'li'hai
忆昨去家此为客,yi'zuo'qu'jia'ci'wei'ke
忆昨新月生,yi'zuo'xin'yue'sheng
一作行军,yi'zuo'xing'jun
阴霭夜来歇,yin'ai'ye'lai'xie
银鞍白鼻騧,yin'an'bai'bi'gua
银鞍白马度春风,yin'an'bai'ma'du'chun'feng
银鞍冯子都,yin'an'feng'zi'dou
银鞍金络倒平地,yin'an'jin'luo'dao'ping'di
银鞍送别金城空,yin'an'song'bie'jin'cheng'kong
银鞍绣毂往复回,yin'an'xiu'gu'wang'fu'hui
银鞍紫鞚照云日,yin'an'zi'kong'zhao'yun'ri
饮彼石下流,yin'bi'shi'xia'liu
因病得寻师,yin'bing'de'xun'shi
饮冰节靡违,yin'bing'jie'mi'wei
因病求归易,yin'bing'qiu'gui'yi
饮冰事戎幕,yin'bing'shi'rong'mu
因巢翠玉树,yin'chao'cui'yu'shu
音尘坐胡越,yin'chen'zuo'hu'yue
因成计日游,yin'cheng'ji'ri'you
因成懒漫人,yin'cheng'lan'man'ren
因垂数行泪,yin'chui'shu'xing'lei
饮此长恨端,yin'ci'chang'hen'duan
因此游松门,yin'ci'you'song'men
因此有赠,yin'ci'you'zeng
引带思容貌,yin'dai'si'rong'mao
阴带御沟清,yin'dai'yu'gou'qing
因得穷欢情,yin'de'qiong'huan'qing
因得通寂照,yin'de'tong'ji'zhao
荫簟流光冷,yin'dian'liu'guang'leng
因逢桂树留,yin'feng'gui'shu'liu
因风清复引,yin'feng'qing'fu'yin
阴符生素尘,yin'fu'sheng'su'chen
因高北望看,yin'gao'bei'wang'kan
银钩数字莫为难,yin'gou'shu'zi'mo'wei'nan
银钩妥堕鬟,yin'gou'tuo'duo'huan
银汉去安在,yin'han'qu'an'zai
因号郎官湖,yin'hao'lang'guan'hu
银河倒挂三石梁,yin'he'dao'gua'san'shi'liang
银河耿花宫,yin'he'geng'hua'gong
银河无鹊桥,yin'he'wu'que'qiao
阴壑云松埋,yin'he'yun'song'mai
因恨刘桢病,yin'hen'liu'zhen'bing
阴虹浊太阳,yin'hong'zhuo'tai'yang
阴槐翳柳,yin'huai'yi'liu
因寄酬赠,yin'ji'chou'zeng
隐几寂听无鸣蝉,yin'ji'ji'ting'wu'ming'chan
因击鲁勾践,yin'ji'lu'gou'jian
因寄沦涟心杳冥,yin'ji'lun'lian'xin'yao'ming
隐几为列仙,yin'ji'wei'lie'xian
隐几窅天真,yin'ji'yao'tian'zhen
饮饯出西京,yin'jian'chu'xi'jing
隐见菰蒲里,yin'jian'gu'pu'li
因将自悲泪,yin'jiang'zi'bei'lei
阴阶菊发迟,yin'jie'ju'fa'chi
饮酒得陶公,yin'jiu'de'tao'gong
饮酒寄黄翁,yin'jiu'ji'huang'weng
饮酒岂顾尚书期,yin'jiu'qi'gu'shang'shu'qi
饮酒任真性,yin'jiu'ren'zhen'xing
饮酒入玉壶,yin'jiu'ru'yu'hu
饮酒肆顽痴,yin'jiu'si'wan'chi
饮酒眼前乐,yin'jiu'yan'qian'le
饮酒自为足,yin'jiu'zi'wei'zu
隐居山,yin'ju'shan
隐居寺,yin'ju'si
因绝西园赏,yin'jue'xi'yuan'shang
因君灞陵别,yin'jun'ba'ling'bie
因君此中去,yin'jun'ci'zhong'qu
饮君酒,yin'jun'jiu
因君泪亦流,yin'jun'lei'yi'liu
因君树桃李,yin'jun'shu'tao'li
因夸楚太子,yin'kua'chu'tai'zi
因窥洞天门,yin'kui'dong'tian'men
阴廊画杂苔,yin'lang'hua'za'tai
因沥殊方泪,yin'li'shu'fang'lei
因令白马将,yin'ling'bai'ma'jiang
引领不暂闲,yin'ling'bu'zan'xian
因令怅望还,yin'ling'chang'wang'hai
引领岂斯须,yin'ling'qi'si'xu
引领望金扉,yin'ling'wang'jin'fei
引领意无限,yin'ling'yi'wu'xian
饮流涸滹沱,yin'liu'he'hu'tuo
因论佛地求心地,yin'lun'fo'di'qiu'xin'di
饮马逢黄菊,yin'ma'feng'huang'ju
饮马空夷犹,yin'ma'kong'yi'you
饮马桃花时,yin'ma'tao'hua'shi
因名五松山,yin'ming'wu'song'shan
殷念在之子,yin'nian'zai'zhi'zi
吟弄惠风吹,yin'nong'hui'feng'chui
饮弄水中月,yin'nong'shui'zhong'yue
吟弄天上春,yin'nong'tian'shang'chun
殷勤道相忆,yin'qin'dao'xiang'yi
殷勤淮北岸,yin'qin'huai'bei'an
殷勤送书记,yin'qin'song'shu'ji
殷勤宣中意,yin'qin'xuan'zhong'yi
殷勤一杯酒,yin'qin'yi'bei'jiu
殷勤驿西路,yin'qin'yi'xi'lu
殷勤执杯酒,yin'qin'zhi'bei'jiu
隐然讵可平,yin'ran'ju'ke'ping
因人耻成事,yin'ren'chi'cheng'shi
音容邈难希,yin'rong'miao'nan'xi
饮乳未尝足,yin'ru'wei'chang'zu
隐若白虹起,yin'ruo'bai'hong'qi
因省风俗,yin'sheng'feng'su
阴生古苔绿,yin'sheng'gu'tai'lv
因声玉琴里,yin'sheng'yu'qin'li
吟诗估客闻,yin'shi'gu'ke'wen
吟诗开旧帙,yin'shi'kai'jiu'zhi
吟诗作赋北窗里,yin'shi'zuo'fu'bei'chuang'li
因书报天涯,yin'shu'bao'tian'ya
音书不可论,yin'shu'bu'ke'lun
饮水对清流,yin'shui'dui'qing'liu
因谁共芬芳,yin'shui'gong'fen'fang
饮水箕山上,yin'shui'ji'shan'shang
因思万夫子,yin'si'wan'fu'zi
因送二甥却还,yin'song'er'sheng'que'hai
吟诵有所得,yin'song'you'suo'de
银台出倒景,yin'tai'chu'dao'jing
饮潭猿相连,yin'tan'yuan'xiang'lian
因途再登历,yin'tu'zai'deng'li
吟玩空复情,yin'wan'kong'fu'qing
殷王期负鼎,yin'wang'qi'fu'ding
因为洞庭叶,yin'wei'dong'ting'ye
因为逃名客,yin'wei'tao'ming'ke
因为吴会吟,yin'wei'wu'hui'yin
因为小儿啼,yin'wei'xiao'er'ti
饮我林中樽,yin'wo'lin'zhong'zun
因下人间遂北游,yin'xia'ren'jian'sui'bei'you
音响合自然,yin'xiang'he'zi'ran
音信莫令稀,yin'xin'mo'ling'xi
音信千里绝,yin'xin'qian'li'jue
音信往来迟,yin'xin'wang'lai'chi
因学扬子云,yin'xue'yang'zi'yun
因循成蹇剥,yin'xun'cheng'jian'bo
阴阳不停驭,yin'yang'bu'ting'yu
阴阳结炎炭,yin'yang'jie'yan'tan
阴阳乃骄蹇,yin'yang'nai'jiao'jian
因依尚可生,yin'yi'shang'ke'sheng
因贻诸祠曹,yin'yi'zhu'ci'cao
因吟渌水扬洪波,yin'yin'lu'shui'yang'hong'bo
殷殷鼙鼓声,yin'yin'pi'gu'sheng
阴阴清禁里,yin'yin'qing'jin'li
阴阴万里春,yin'yin'wan'li'chun
阴阴御园里,yin'yin'yu'yuan'li
隐映回孤驿,yin'ying'hui'gu'yi
隐映金张室,yin'ying'jin'zhang'shi
隐映龙池润,yin'ying'long'chi'run
隐映媚新晴,yin'ying'mei'xin'qing
吟咏老氏书,yin'yong'lao'shi'shu
吟咏思管乐,yin'yong'si'guan'yue
殷忧向谁写,yin'you'xiang'shui'xie
因欲保闲逸,yin'yu'bao'xian'yi
夤缘泛潮海,yin'yuan'fan'chao'hai
阴云暗荻花,yin'yun'an'di'hua
阴云不遍天,yin'yun'bu'bian'tian
氤氲散高树,yin'yun'san'gao'shu
氤氲望嵩丘,yin'yun'wang'song'qiu
因招白衣人,yin'zhao'bai'yi'ren
因之出寥廓,yin'zhi'chu'liao'kuo
因知大舜功,yin'zhi'da'shun'gong
因之寄金徽,yin'zhi'ji'jin'hui
因之名亦沈,yin'zhi'ming'yi'shen
因知圣主念,yin'zhi'sheng'zhu'nian
因之诵德声,yin'zhi'song'de'sheng
因之听颂声,yin'zhi'ting'song'sheng
因之汶阳川,yin'zhi'wen'yang'chuan
因之严光濑,yin'zhi'yan'guang'lai
因之醉路尘,yin'zhi'zui'lu'chen
银烛摇摇尘暗下,yin'zhu'yao'yao'chen'an'xia
隐拙在冲默,yin'zhuo'zai'chong'mo
饮啄自鸣跃,yin'zhuo'zi'ming'yue
应便有风飘,ying'bian'you'feng'piao
影别流沙路,ying'bie'liu'sha'lu
英才冠三军,ying'cai'guan'san'jun
英才苦迍邅,ying'cai'ku'zhun'zhan
英曹幸休暇,ying'cao'xing'xiu'xia
迎朝斗发花,ying'chao'dou'fa'hua
迎愁湓浦登城望,ying'chou'pen'pu'deng'cheng'wang
迎春看尚嫩,ying'chun'kan'shang'nen
应当结沉抱,ying'dang'jie'chen'bao
应当整孤棹,ying'dang'zheng'gu'zhao
应当自此始,ying'dang'zi'ci'shi
应到碧山家,ying'dao'bi'shan'jia
