阿谁买与猪肝食,a'shui'mai'yu'zhu'gan'shi
秋夜即事,qiu'ye'ji'shi
秋阴捧出何方雪,qiu'yin'peng'chu'he'fang'xue
曲高和寡的杰作,qu'gao'he'gua'de'jie'zuo
曲栏深处撤银灯,qu'lan'shen'chu'che'yin'deng
觑着那,qu'zhe'na
全不念当日根由,quan'bu'nian'dang'ri'gen'you
泉溉泥封勤护惜,quan'gai'ni'feng'qin'hu'xi
劝君莫弹食客铗,quan'jun'mo'dan'shi'ke'jia
劝君莫扣富儿门,quan'jun'mo'kou'fu'er'men
泉知不问源,quan'zhi'bu'wen'yuan
却不道人去梁空巢已倾,que'bu'dao'ren'qu'liang'kong'chao'yi'qing
却不知太高人愈妒,que'bu'zhi'tai'gao'ren'yu'du
却喜侍儿知试茗,que'xi'shi'er'zhi'shi'ming
却喜诗人吟不倦,que'xi'shi'ren'yin'bu'juan
却因锻炼通灵后,que'yin'duan'lian'tong'ling'hou
然竟坎坷半生以死,ran'jing'kan'ke'ban'sheng'yi'si
绕篱欹石自沉音,rao'li'qi'shi'zi'chen'yin
惹得纷纷口舌多,re'de'fen'fen'kou'she'duo
人都穿单我还夹,ren'dou'chuan'dan'wo'hai'jia
人间公何好学,ren'jian'gong'he'hao'xue
人间万姓仰头看,ren'jian'wan'xing'yang'tou'kan
人生莫受老来贫,ren'sheng'mo'shou'lao'lai'pin
人宋后,ren'song'hou
任他点点与斑斑,ren'ta'dian'dian'yu'ban'ban
忍踏落花来复去,ren'ta'luo'hua'lai'fu'qu
任他随聚随分,ren'ta'sui'ju'sui'fen
人为悲秋易断魂,ren'wei'bei'qiu'yi'duan'hun
人向广寒奔,ren'xiang'guang'han'ben
人以此重之,ren'yi'ci'zhong'zhi
人与桃花隔不远,ren'yu'tao'hua'ge'bu'yuan
日暮黄鹂肠欲断,ri'mu'huang'li'chang'yu'duan
日望西山餐暮霞,ri'wang'xi'shan'can'mu'xia
柔拖一缕香,rou'tuo'yi'lv'xiang
如冰水好空相妒,ru'bing'shui'hao'kong'xiang'du
如何两鬓又成霜,ru'he'liang'bin'you'cheng'shuang
如何心事终虚化,ru'he'xin'shi'zhong'xu'hua
入户愁惊座上人,ru'hu'chou'jing'zuo'shang'ren
如刘克庄寒食清明,ru'liu'ke'zhuang'han'shi'qing'ming
入泥怜洁白,ru'ni'lian'jie'bai
如三秋兮,ru'san'qiu'xi
软衬三春草,ruan'chen'san'chun'cao
瑞释九重焦,rui'shi'jiu'chong'jiao
睿藻仙才盈彩笔,rui'zao'xian'cai'ying'cai'bi
若将人泪比桃花,ruo'jiang'ren'lei'bi'tao'hua
若说没奇缘,ruo'shuo'mei'qi'yuan
若说有奇缘,ruo'shuo'you'qi'yuan
洒上空枝见血痕,sa'shang'kong'zhi'jian'xue'hen
撒天箕斗灿,sa'tian'ji'dou'can
撒盐是旧谣,sa'yan'shi'jiu'yao
三尺玉罗为手帕,san'chi'yu'luo'wei'shou'pa
三春事业付东风,san'chun'shi'ye'fu'dong'feng
三春争及初春景,san'chun'zheng'ji'chu'chun'jing
三寸柔毫能写尽,san'cun'rou'hao'neng'xie'jin
三联书店版,san'lian'shu'dian'ban
三年下第曾怜我,san'nian'xia'di'ceng'lian'wo
三齐位定盖棺时,san'qi'wei'ding'gai'guan'shi
三秋阔,san'qiu'kuo
三人吟红梅花,san'ren'yin'hong'mei'hua
三首深得竹枝风趣,san'shou'shen'de'zhu'zhi'feng'qu
三五中秋夕,san'wu'zhong'qiu'xi
三五中秋夕联句,san'wu'zhong'qiu'xi'lian'ju
三月香巢初垒成,san'yue'xiang'chao'chu'lei'cheng
桑榆燕子梁,sang'yu'yan'zi'liang
扫将新雪及时烹,sao'jiang'xin'xue'ji'shi'peng
扫径,sao'jing
扫径张筵久,sao'jing'zhang'yan'jiu
扫墓祭亡有关,sao'mu'ji'wang'you'guan
色健茂金萱,se'jian'mao'jin'xuan
色岂畏霜凋,se'qi'wei'shuang'diao
杀赋何能临边疆,sha'fu'he'neng'lin'bian'jiang
山村不见人,shan'cun'bu'jian'ren
擅风情,shan'feng'qing
山水横拖千里外,shan'shui'heng'tuo'qian'li'wai
扇纨遗却在苍苔,shan'wan'yi'que'zai'cang'tai
山蹊野径有梨花,shan'xi'ye'jing'you'li'hua
山下泰裕,shan'xia'tai'yu
山阳残笛不堪闻,shan'yang'can'di'bu'kan'wen
山野人之心,shan'ye'ren'zhi'xin
山中高士晶莹雪,shan'zhong'gao'shi'jing'ying'xue
赏罚无宾主,shang'fa'wu'bin'zhu
伤怀日,shang'huai'ri
上结着长生果,shang'jie'zhe'chang'sheng'guo
伤芹溪居士,shang'qin'xi'ju'shi
上巳前三日,shang'si'qian'san'ri
伤心一首葬花词,shang'xin'yi'shou'zang'hua'ci
上有苍穹,shang'you'cang'qiong
上冢人闻之尤难为怀也,shang'zhong'ren'wen'zhi'you'nan'wei'huai'ye
韶华竟白头,shao'hua'jing'bai'tou
韶华休笑本无根,shao'hua'xiu'xiao'ben'wu'gen
少陵昔赠曹将军,shao'ling'xi'zeng'cao'jiang'jun
少小不妨同室榻,shao'xiao'bu'fang'tong'shi'ta
射覆听三宣,she'fu'ting'san'xuan
麝煤融宝鼎,she'mei'rong'bao'ding
谁与我游兮,shei'yu'wo'you'xi
深蔽娇莺自在啼,shen'bi'jiao'ying'zi'zai'ti
甚荒唐,shen'huang'tang
深庭长日静,shen'ting'zhang'ri'jing
身外长物亦何有,shen'wai'chang'wu'yi'he'you
身为下贱,shen'wei'xia'jian
神仙何幸下瑶台,shen'xian'he'xing'xia'yao'tai
神仙昨日降都门,shen'xian'zuo'ri'jiang'dou'men
深院惊寒雀,shen'yuan'jing'han'que
声传海外播戎羌,sheng'chuan'hai'wai'bo'rong'qiang
生梗朝仪野鹿腔,sheng'geng'chao'yi'ye'lu'qiang
生关死劫谁能躲,sheng'guan'si'jie'shui'neng'duo
生前心已碎,sheng'qian'xin'yi'sui
盛世无饥馁,sheng'shi'wu'ji'nei
生小金闺性自娇,sheng'xiao'jin'gui'xing'zi'jiao
生于末世运偏消,sheng'yu'mo'shi'yun'pian'xiao
室霭檀云品御香,shi'ai'tan'yun'pin'yu'xiang
势败休云贵,shi'bai'xiu'yun'gui
诗才忆曹植,shi'cai'yi'cao'zhi
侍儿枉自费疑猜,shi'er'wang'zi'fei'yi'cai
是方干净,shi'fang'gan'jing
时逢三五便团圆,shi'feng'san'wu'bian'tuan'yuan
石归山下无灵气,shi'gui'shan'xia'wu'ling'qi
时间好像特别长,shi'jian'hao'xiang'te'bie'chang
尸居余气杨公幕,shi'ju'yu'qi'yang'gong'mu
试看春残花渐落,shi'kan'chun'can'hua'jian'luo
试看季子貂裘敞,shi'kan'ji'zi'diao'qiu'chang
十里稻花香,shi'li'dao'hua'xiang
是立足境,shi'li'zu'jing
石楼闲睡鹤,shi'lou'xian'shui'he
是驴子是马推出来看看,shi'lv'zi'shi'ma'tui'chu'lai'kan'kan
世难容,shi'nan'rong
时凝翡翠翘,shi'ning'fei'cui'qiao
侍女金盆进水来,shi'nv'jin'pen'jin'shui'lai
食螃蟹咏,shi'pang'xie'yong
视绮罗俗厌,shi'qi'luo'su'yan
石奇神鬼搏,shi'qi'shen'gui'bo
试遣愚衷,shi'qian'yu'zhong
世人都晓神仙好,shi'ren'dou'xiao'shen'xian'hao
逝水不留诗客杳,shi'shui'bu'liu'shi'ke'yao
世外仙姝寂寞林,shi'wai'xian'shu'ji'mo'lin
是无有证,shi'wu'you'zheng
世鲜知者,shi'xian'zhi'zhe
诗余戏笔不知狂,shi'yu'xi'bi'bu'zhi'kuang
时余在喜峰口,shi'yu'zai'xi'feng'kou
时主人未出,shi'zhu'ren'wei'chu
手把花锄出绣帘,shou'ba'hua'chu'chu'xiu'lian
收尾飞鸟各投林,shou'wei'fei'niao'ge'tou'lin
寿夭多因毁谤生,shou'yao'duo'yin'hui'bang'sheng
瘦月清霜梦有知,shou'yue'qing'shuang'meng'you'zhi
数行丹诏,shu'hang'dan'zhao
疏柳长烟远自迷,shu'liu'chang'yan'yuan'zi'mi
疏亲慢友因财而散世间多,shu'qin'man'you'yin'cai'er'san'shi'jian'duo
数去更无君傲世,shu'qu'geng'wu'jun'ao'shi
疏是枝条艳是花,shu'shi'zhi'tiao'yan'shi'hua
舒元炜,shu'yuan'wei
数召不出,shu'zhao'bu'chu
疏竹虚窗时滴沥,shu'zhu'xu'chuang'shi'di'li
衰草寒烟无限情,shuai'cao'han'yan'wu'xian'qing
衰草枯杨,shuai'cao'ku'yang
衰草闲花映浅池,shuai'cao'xian'hua'ying'qian'chi
霜前月下谁家种,shuang'qian'yue'xia'shui'jia'zhong
霜清纸帐来新梦,shuang'qing'zhi'zhang'lai'xin'meng
霜印传神梦也空,shuang'yin'chuan'shen'meng'ye'kong
霜重竹难扪,shuang'zhong'zhu'nan'men
谁把秋捱过,shui'ba'qiu'ai'guo
谁承望流落在烟花巷,shui'cheng'wang'liu'luo'zai'yan'hua'xiang
水涸湘江,shui'he'xiang'jiang
谁家碧玉箫,shui'jia'bi'yu'xiao
谁家不启轩,shui'jia'bu'qi'xuan
谁家秋院无风入,shui'jia'qiu'yuan'wu'feng'ru
谁家香雪帘栊,shui'jia'xiang'xue'lian'long
谁解其中味,shui'jie'qi'zhong'wei
谁堪月下俦,shui'kan'yue'xia'chou
谁怜我为黄花病,shui'lian'wo'wei'huang'hua'bing
睡去依依随雁断,shui'qu'yi'yi'sui'yan'duan
水亭处处齐纨动,shui'ting'chu'chu'qi'wan'dong
谁谓池塘曲,shui'wei'chi'tang'qu
谁为情种,shui'wei'qing'zhong
谁暇齐鬲分低昂,shui'xia'qi'ge'fen'di'ang
谁信世间有此境,shui'xin'shi'jian'you'ci'jing
谁知公子无缘,shui'zhi'gong'zi'wu'yuan
谁知娇养,shui'zhi'jiao'yang
水中望月,shui'zhong'wang'yue
说到辛酸处,shuo'dao'xin'suan'chu
说什么,shuo'shen'me
说什么脂正浓,shuo'shen'me'zhi'zheng'nong
似谶成真自不知,si'chen'cheng'zhen'zi'bu'zhi
死后性空灵,si'hou'xing'kong'ling
斯可云证,si'ke'yun'zheng
似历三秋阔,si'li'san'qiu'kuo
死里逃生,si'li'tao'sheng
厮配得才貌仙郎,si'pei'de'cai'mao'xian'lang
四十年华付杳冥,si'shi'nian'hua'fu'yao'ming
四十萧然太瘦生,si'shi'xiao'ran'tai'shou'sheng
四松堂集,si'song'tang'ji
四松堂集抄本,si'song'tang'ji'chao'ben
司业青钱留客醉,si'ye'qing'qian'liu'ke'zui
私掖偷携强撮成,si'ye'tou'xie'qiang'cuo'cheng
似这般,si'zhe'ban
松涛馆流空手道,song'tao'guan'liu'kong'shou'dao
送我上青云,song'wo'shang'qing'yun
松影一庭惟见鹤,song'ying'yi'ting'wei'jian'he
宋玉,song'yu
素彩接乾坤,su'cai'jie'qian'kun
宿草寒烟对落曛,su'cao'han'yan'dui'luo'xun
宿孽总因情,su'nie'zong'yin'qing
素心如何天上月,su'xin'ru'he'tian'shang'yue
宿雨还添泪一痕,su'yu'hai'tian'lei'yi'hen
素与江宁太守陈鹏年不相中,su'yu'jiang'ning'tai'shou'chen'peng'nian'bu'xiang'zhong
虽被夫人时吊起,sui'bei'fu'ren'shi'diao'qi
隋堤点缀无穷,sui'di'dian'zhui'wu'qiong
隋堤风景近如何,sui'di'feng'jing'jin'ru'he
随花飞到天尽头,sui'hua'fei'dao'tian'jin'tou
虽说是,sui'shuo'shi
岁在丙寅清和月下旬,sui'zai'bing'yin'qing'he'yue'xia'xun
孙济缊袍须先偿,sun'ji'yun'pao'xu'xian'chang
所和的曹雪芹,suo'he'de'cao'xue'qin
他年葬侬知是谁,ta'nian'zang'nong'zhi'shi'shui
他时瘦马西州路,ta'shi'shou'ma'xi'zhou'lu
苔翠盈铺雨后盆,tai'cui'ying'pu'yu'hou'pen
跆根,tai'gen
苔锁石纹容睡鹤,tai'suo'shi'wen'rong'shui'he
探春,tan'chun
叹芳魂艳魄,tan'fang'hun'yan'po
叹今生谁舍谁收,tan'jin'sheng'shui'she'shui'shou
弹琴酌酒喜堪俦,tan'qin'zhuo'jiu'xi'kan'chou
叹人间,tan'ren'jian
唐才子传,tang'cai'zi'chuan
唐末,tang'mo
堂前花鸟入吟讴,tang'qian'hua'niao'ru'yin'ou
唐太宗召阎立本画鸟,tang'tai'zong'zhao'yan'li'ben'hua'niao
唐玄宗召李白为翰林学士,tang'xuan'zong'zhao'li'bai'wei'han'lin'xue'shi
桃红柳绿待如何,tao'hong'liu'lv'dai'ru'he
桃花帘内晨妆懒,tao'hua'lian'nei'chen'zhuang'lan
桃花帘外东风软,tao'hua'lian'wai'dong'feng'ruan
桃花帘外开仍旧,tao'hua'lian'wai'kai'reng'jiu
桃花桃叶乱纷纷,tao'hua'tao'ye'luan'fen'fen
桃李春风结子完,tao'li'chun'feng'jie'zi'wan
桃李明年能再发,tao'li'ming'nian'neng'zai'fa
饕餮王孙应有酒,tao'tie'wang'sun'ying'you'jiu
桃未芳菲杏未红,tao'wei'fang'fei'xing'wei'hong
桃叶渡怀古其六,tao'ye'du'huai'gu'qi'liu
桃枝桃叶总分离,tao'zhi'tao'ye'zong'fen'li
啼谷一声猿,ti'gu'yi'sheng'yuan
题红楼梦,ti'hong'lou'meng
题芹圃画石,ti'qin'pu'hua'shi
题芹溪居士,ti'qin'xi'ju'shi
题诗赢得静工夫,ti'shi'ying'de'jing'gong'fu
天不拘兮地不羁,tian'bu'ju'xi'di'bu'ji
天机断缟带,tian'ji'duan'gao'dai
天机烧破鸳鸯锦,tian'ji'shao'po'yuan'yang'jin
天尽头,tian'jin'tou
添来景物新,tian'lai'jing'wu'xin
天伦呵,tian'lun'he
天气不寒还不暖,tian'qi'bu'han'hai'bu'nuan
天上人间兮感夙因,tian'shang'ren'jian'xi'gan'su'yin
天上夭桃盛,tian'shang'yao'tao'sheng
天上一轮才捧出,tian'shang'yi'lun'cai'peng'chu
天生成孤癖人皆罕,tian'sheng'cheng'gu'pi'ren'jie'han
天威能使万心降,tian'wei'neng'shi'wan'xin'jiang
天下无能第一,tian'xia'wu'neng'di'yi
跳脱秋生腕底香,tiao'tuo'qiu'sheng'wan'di'xiang
铁笛无烦说子房,tie'di'wu'fan'shuo'zi'fang
铁甲长戈死未忘,tie'jia'chang'ge'si'wei'wang
庭前春色倍伤情,ting'qian'chun'se'bei'shang'qing
庭烟敛夕,ting'yan'lian'xi
同君一别时,tong'jun'yi'bie'shi
曈昽日影入帘多,tong'long'ri'ying'ru'lian'duo
铜铸金镛振纪纲,tong'zhu'jin'yong'zhen'ji'gang
头白溪边尚浣纱,tou'bai'xi'bian'shang'huan'sha
骰彩红成点,tou'cai'hong'cheng'dian
偷来梨蕊三分白,tou'lai'li'rui'san'fen'bai
偷下瑶池脱旧胎,tou'xia'yao'chi'tuo'jiu'tai
徒教彩凤衔来,tu'jiao'cai'feng'xian'lai
途劳受气向谁发,tu'lao'shou'qi'xiang'shui'fa
徒留名姓载空舟,tu'liu'ming'xing'zai'kong'zhou
团圆莫忆春香到,tuan'yuan'mo'yi'chun'xiang'dao
瓦砾明珠一例抛,wa'li'ming'zhu'yi'li'pao
碗边误落唇红印,wan'bian'wu'luo'chun'hong'yin
挽曹雪芹,wan'cao'xue'qin
挽曹雪芹甲申,wan'cao'xue'qin'jia'shen
晚归薄醉帽颜欹,wan'gui'bo'zui'mao'yan'qi
万里寒云雁阵迟,wan'li'han'yun'yan'zhen'chi
万缕千丝终不改,wan'lv'qian'si'zhong'bu'gai
晚韶华,wan'shao'hua
往返程途走奔驰,wang'fan'cheng'tu'zou'ben'chi
枉费了,wang'fei'le
枉凝眉,wang'ning'mei
枉入红尘若许年,wang'ru'hong'chen'ruo'xu'nian
往事风流真一瞬,wang'shi'feng'liu'zhen'yi'shun
枉送了性命,wang'song'le'xing'ming
王孙公子叹无缘,wang'sun'gong'zi'tan'wu'yuan
王孙瘦损骨嶙峋,wang'sun'shou'sun'gu'lin'xun
枉与他人作笑谈,wang'yu'ta'ren'zuo'xiao'tan
汪仲洋,wang'zhong'yang
枉自温柔和顺,wang'zi'wen'rou'he'shun
未卜侬身何日丧,wei'bu'nong'shen'he'ri'sang
未卜三生愿,wei'bu'san'sheng'yuan
为待夜凉新月上,wei'dai'ye'liang'xin'yue'shang
为官的,wei'guan'de
威赫赫爵禄高登,wei'he'he'jue'lu'gao'deng
威廉斯堡镇,wei'lian'si'bao'zhen
为人临月境,wei'ren'lin'yue'jing
未若锦囊收艳骨,wei'ruo'jin'nang'shou'yan'gu
未若一斗复一斗,wei'ruo'yi'dou'fu'yi'dou
尾署翠云道人,wei'shu'cui'yun'dao'ren
苇蓑犹泊钓,wei'suo'you'bo'diao
未许凡人到此来,wei'xu'fan'ren'dao'ci'lai
慰言今日较差些,wei'yan'jin'ri'jiao'cha'xie
威仪棣棣若山河,wei'yi'di'di'ruo'shan'he
惟有功名忘不了,wei'you'gong'ming'wang'bu'liao
惟有住班为难大,wei'you'zhu'ban'wei'nan'da
慰语重阳会有期,wei'yu'chong'yang'hui'you'qi
为织造时,wei'zhi'zao'shi
闻道多情复病心,wen'dao'duo'qing'fu'bing'xin
文风已著宸游夕,wen'feng'yi'zhu'chen'you'xi
问古来将相可还存,wen'gu'lai'jiang'xiang'ke'hai'cun
文鳞花低织清涟,wen'lin'hua'di'zhi'qing'lian
温柔一旦付东洋,wen'rou'yi'dan'fu'dong'yang
闻说道,wen'shuo'dao
问他曾否泪沾襟,wen'ta'ceng'fou'lei'zhan'jin
我非地方官,wo'fei'di'fang'guan
我今此刀空作佩,wo'jin'ci'dao'kong'zuo'pei
我去策,wo'qu'ce
我所居兮,wo'suo'ju'xi
我闻贺鉴湖,wo'wen'he'jian'hu
我心不安,wo'xin'bu'an
我有古剑尚在匣,wo'you'gu'jian'shang'zai'xia
我斋题云,wo'zhai'ti'yun
无材可去补苍天,wu'cai'ke'qu'bu'cang'tian
无愁意岂烦,wu'chou'yi'qi'fan
无端被诏出凡尘,wu'duan'bei'zhao'chu'fan'chen
无端掷去又抛来,wu'duan'zhi'qu'you'pao'lai
无风仍脉脉,wu'feng'reng'mo'mo
无复相疑色相差,wu'fu'xiang'yi'se'xiang'cha
吴宫空自忆儿家,wu'gong'kong'zi'yi'er'jia
无故寻愁觅恨,wu'gu'xun'chou'mi'hen
雾裹烟封一万株,wu'guo'yan'feng'yi'wan'zhu
午汗潮回热转加,wu'han'chao'hui're'zhuan'jia
吴桓王墓,wu'huan'wang'mu
无可云证,wu'ke'yun'zheng
无赖诗魔昏晓侵,wu'lai'shi'mo'hun'xiao'qin
无立足境,wu'li'zu'jing
无奈虚廊夜色昏,wu'nai'xu'lang'ye'se'hun
无情的,wu'qing'de
无情兽,wu'qing'shou
吾谁与从渺渺茫茫兮,wu'shei'yu'cong'miao'miao'mang'mang'xi
误吞丹药移真骨,wu'tun'dan'yao'yi'zhen'gu
吴王去后百花落,wu'wang'qu'hou'bai'hua'luo
吴王在日百花开,wu'wang'zai'ri'bai'hua'kai
无我原非你,wu'wo'yuan'fei'ni
勿习此末技,wu'xi'ci'mo'ji
无瑕白玉遭泥陷,wu'xia'bai'yu'zao'ni'xian
无限英魂在内游,wu'xian'ying'hun'zai'nei'you
无心饰萎苕,wu'xin'shi'wei'shao
五月花号,wu'yue'hua'hao
五月花号公约,wu'yue'hua'hao'gong'yue
戊子卷,wu'zi'juan
西窗剪烛风雨昏,xi'chuang'jian'zhu'feng'yu'hun
西方宝树唤婆娑,xi'fang'bao'shu'huan'po'suo
熙凤,xi'feng
西江月二词批宝玉,xi'jiang'yue'er'ci'pi'bao'yu
西郊信步憩废寺,xi'jiao'xin'bu'qi'fei'si
惜其书未传,xi'qi'shu'wei'chuan
袭人,xi'ren
喜荣华正好,xi'rong'hua'zheng'hao
西施,xi'shi
夕阳寒欲落,xi'yang'han'yu'luo
喜冤家,xi'yuan'jia
霞城隐赤标,xia'cheng'yin'chi'biao
霞隔罗浮梦未通,xia'ge'luo'fu'meng'wei'tong
霞绡云幄任铺陈,xia'xiao'yun'wo'ren'pu'chen
夏夜即事,xia'ye'ji'shi
献琛海外有遐帮,xian'chen'hai'wai'you'xia'bang
闲趁霜晴试一游,xian'chen'shuang'qing'shi'yi'you
现存有广泉古井遗迹,xian'cun'you'guang'quan'gu'jing'yi'ji
仙境别红尘,xian'jing'bie'hong'chen
闲屏掩彩鸳,xian'ping'yan'cai'yuan
先上玉人楼,xian'shang'yu'ren'lou
闲苔院落门空掩,xian'tai'yuan'luo'men'kong'yan
闲庭曲槛无余雪,xian'ting'qu'kan'wu'yu'xue
香残燕子楼,xiang'can'yan'zi'lou
相对原宜惜寸阴,xiang'dui'yuan'yi'xi'cun'yin
相逢况是淳于辈,xiang'feng'kuang'shi'chun'yu'bei
相隔已百年矣,xiang'ge'yi'bai'nian'yi
湘江旧迹已模糊,xiang'jiang'jiu'ji'yi'mo'hu
湘江水逝楚云飞,xiang'jiang'shui'shi'chu'yun'fei
相劳醉碧茵,xiang'lao'zui'bi'yin
香菱,xiang'ling
香菱吟月,xiang'ling'yin'yue
香泉影蘸胭脂冷,xiang'quan'ying'zhan'yan'zhi'leng
香融金谷酒,xiang'rong'jin'gu'jiu
香新荣玉桂,xiang'xin'rong'yu'gui
想眼中能有多少泪珠儿,xiang'yan'zhong'neng'you'duo'shao'lei'zhu'er
湘云,xiang'yun
香粘壁上椒,xiang'zhan'bi'shang'jiao
香篆销金鼎,xiang'zhuan'xiao'jin'ding
晓风不散愁千点,xiao'feng'bu'san'chou'qian'dian
晓风昨日拂铭旌,xiao'feng'zuo'ri'fu'ming'jing
小红骨践最身轻,xiao'hong'gu'jian'zui'shen'qing
孝化应隆归省时,xiao'hua'ying'long'gui'xing'shi
笑教开镜与梳头,xiao'jiao'kai'jing'yu'shu'tou
效颦莫笑东村女,xiao'pin'mo'xiao'dong'cun'nv
晓起自惊还自笑,xiao'qi'zi'jing'hai'zi'xiao
小诗代简寄曹雪芹,xiao'shi'dai'jian'ji'cao'xue'qin
笑时偏少默时多,xiao'shi'pian'shao'mo'shi'duo
萧疏篱畔科头坐,xiao'shu'li'pan'ke'tou'zuo
孝顺儿孙谁见了,xiao'shun'er'sun'shui'jian'le
潇湘别院晚沉沉,xiao'xiang'bie'yuan'wan'chen'chen
小叶荷羹玉手将,xiao'ye'he'geng'yu'shou'jiang
笑语纷挐听不真,xiao'yu'fen'ru'ting'bu'zhen
箫增嫠妇泣,xiao'zeng'li'fu'qi
小照空悬壁上题,xiao'zhao'kong'xuan'bi'shang'ti
谢草池边,xie'cao'chi'bian
谢草池边晓露香,xie'cao'chi'bian'xiao'lu'xiang
携锄秋圃自移来,xie'chu'qiu'pu'zi'yi'lai
写出胸中块垒时,xie'chu'xiong'zhong'kuai'lei'shi
斜风仍故故,xie'feng'reng'gu'gu
谢家幽梦长,xie'jia'you'meng'chang
斜日栏杆人自凭,xie'ri'lan'gan'ren'zi'ping
斜阳寒草带重门,xie'yang'han'cao'dai'zhong'men
新愁旧恨知多少,xin'chou'jiu'hen'zhi'duo'shao
辛苦才人用意搜,xin'ku'cai'ren'yong'yi'sou
新诔空成何处招,xin'lei'kong'cheng'he'chu'zhao
心头无喜亦无悲,xin'tou'wu'xi'yi'wu'bei
心证意证,xin'zheng'yi'zheng
性多拳勇,xing'duo'quan'yong
性防积冷定须姜,xing'fang'ji'leng'ding'xu'jiang
杏帘招客饮,xing'lian'zhao'ke'yin
幸娘亲,xing'niang'qin
行去几回头,xing'qu'ji'hui'tou
形容别后思念,xing'rong'bie'hou'si'nian
幸生来,xing'sheng'lai
醒时幽怨同谁诉,xing'shi'you'yuan'tong'shui'su
行为偏僻性乖张,xing'wei'pian'pi'xing'guai'zhang
匈奴,xiong'nu
休把儿悬念,xiu'ba'er'xuan'nian
休负今朝挂杖头,xiu'fu'jin'zhao'gua'zhang'tou
修篁时待凤来仪,xiu'huang'shi'dai'feng'lai'yi
秀水明山抱复回,xiu'shui'ming'shan'bao'fu'hui
休笑世人痴,xiu'xiao'shi'ren'chi
休言举世无谈者,xiu'yan'ju'shi'wu'tan'zhe
秀玉初成实,xiu'yu'chu'cheng'shi
虚花悟,xu'hua'wu
旭日烘干鸾绮幛,xu'ri'hong'gan'luan'qi'zhang
须要退步抽身早,xu'yao'tui'bu'chou'shen'zao
虚盈轮莫定,xu'ying'lun'mo'ding
喧阗一炬悲风冷,xuan'tian'yi'ju'bei'feng'leng
雪芹曾随其先祖寅织造之任,xue'qin'ceng'sui'qi'xian'zu'yin'zhi'zao'zhi'ren
雪芹欢甚,xue'qin'huan'shen
雪芹酒渴如狂,xue'qin'jiu'ke'ru'kuang
雪芹随任,xue'qin'sui'ren
雪芹者,xue'qin'zhe
学题拙笔,xue'ti'zhuo'bi
雪为肌骨易销魂,xue'wei'ji'gu'yi'xiao'hun
寻诗人去留僧舍,xun'shi'ren'qu'liu'seng'she
训有方,xun'you'fang
荤粥,xun'yu
雅趣向谁言,ya'qu'xiang'shui'yan
雅识我惭褚太傅,ya'shi'wo'can'zhu'tai'fu
延芬室稿,yan'fen'shi'gao
眼空蓄泪泪空垂,yan'kong'xu'lei'lei'kong'chui
阎立本为唐代宫廷画家,yan'li'ben'wei'tang'dai'gong'ting'hua'jia
燕泥点点污棋枰,yan'ni'dian'dian'wu'qi'ping
眼前春色梦中人,yan'qian'chun'se'meng'zhong'ren
眼前道路无经纬,yan'qian'dao'lu'wu'jing'wei
宴赏才过小雪时,yan'shang'cai'guo'xiao'xue'shi
燕市悲歌酒易醺,yan'shi'bei'ge'jiu'yi'xun
颜师古注急就篇云,yan'shi'gu'zhu'ji'jiu'pian'yun
燕市哭歌悲遇合,yan'shi'ku'ge'bei'yu'he
阎闻召奔走流汗,yan'wen'zhao'ben'zou'liu'han
眼睁睁,yan'zheng'zheng
胭脂洗出秋阶影,yan'zhi'xi'chu'qiu'jie'ying
胭脂鲜艳何相类,yan'zhi'xian'yan'he'xiang'lei
阳回斗转杓,yang'hui'dou'zhuan'biao
扬州旧梦久已觉,yang'zhou'jiu'meng'jiu'yi'jue
腰间更无黄金珰,yao'jian'geng'wu'huang'jin'dang
野岸回孤棹,ye'an'hui'gu'zhao
也抵不了无常性命,ye'di'bu'liao'wu'chang'xing'ming
野浦冻云深,ye'pu'dong'yun'shen
邺下才人应有恨,ye'xia'cai'ren'ying'you'hen
野心应被白云留,ye'xin'ying'bei'bai'yun'liu
也须要阴骘积儿孙,ye'xu'yao'yin'zhi'ji'er'sun
也宜墙角也宜盆,ye'yi'qiang'jiao'ye'yi'pen
也只是虚名儿与后人钦敬,ye'zhi'shi'xu'ming'er'yu'hou'ren'qin'jing
一把辛酸泪,yi'ba'xin'suan'lei
已被白云留住,yi'bei'bai'yun'liu'zhu
一别西风又一年,yi'bie'xi'feng'you'yi'nian
一病无医竟负君,yi'bing'wu'yi'jing'fu'jun
已残缺不全,yi'can'que'bu'quan
一场欢喜忽悲辛叹人世,yi'chang'huan'xi'hu'bei'xin'tan'ren'shi
奕誴,yi'cong
一从二令三人木,yi'cong'er'ling'san'ren'mu
一丛浅淡一丛深,yi'cong'qian'dan'yi'cong'shen
一从陶令平章后,yi'cong'tao'ling'ping'zhang'hou
一代倾城逐浪花,yi'dai'qing'cheng'zhu'lang'hua
一石差可温枯肠,yi'dan'cha'ke'wen'ku'chang
一到殿庭齐跪地,yi'dao'dian'ting'qi'gui'di
一帆风雨路三千,yi'fan'feng'yu'lu'san'qian
一饭之恩死也知,yi'fan'zhi'en'si'ye'zhi
一个空劳牵挂,yi'ge'kong'lao'qian'gua
一个是镜中花,yi'ge'shi'jing'zhong'hua
一个是阆苑仙葩,yi'ge'shi'lang'yuan'xian'pa
