阿党,a'dang
基于推定被害者承诺的行为,ji'yu'tui'ding'bei'hai'zhe'cheng'nuo'de'xing'wei
祭葬物,ji'zang'wu
集中审理主义并行审理主义,ji'zhong'shen'li'zhu'yi'bing'xing'shen'li'zhu'yi
集中营,ji'zhong'ying
脊柱损伤,ji'zhu'sun'shang
加处,jia'chu
假出场,jia'chu'chang
假出狱,jia'chu'yu
加功,jia'gong
加工物,jia'gong'wu
加功自杀罪,jia'gong'zi'sha'zui
加功自伤罪,jia'gong'zi'shang'zui
加减例,jia'jian'li
加罗伐洛,jia'luo'fa'luo
加洛林纳法典,jia'luo'lin'na'fa'dian
假冒商标罪,jia'mao'shang'biao'zui
假冒专利罪,jia'mao'zhuan'li'zui
加拿大法院组织,jia'na'da'fa'yuan'zu'zhi
加强管束的劳动改造队,jia'qiang'guan'shu'de'lao'dong'gai'zao'dui
加强管束的劳动教养营,jia'qiang'guan'shu'de'lao'dong'jiao'yang'ying
加强证据,jia'qiang'zheng'ju
甲醛中毒,jia'quan'zhong'du
假释,jia'shi
假释法定制,jia'shi'fa'ding'zhi
假释放,jia'shi'fang
假释个别制,jia'shi'ge'bie'zhi
假释机关,jia'shi'ji'guan
假释审查,jia'shi'shen'cha
假释委员会,jia'shi'wei'yuan'hui
假释许可证,jia'shi'xu'ke'zheng
假死,jia'si
枷锁,jia'suo
家庭裁判所,jia'ting'cai'pan'suo
家庭防线,jia'ting'fang'xian
家庭结构,jia'ting'jie'gou
家庭权力,jia'ting'quan'li
假想的避险,jia'xiang'de'bi'xian
假想防卫,jia'xiang'fang'wei
假药,jia'yao
贾谊,jia'yi
加役流,jia'yi'liu
价值论的行为概念,jia'zhi'lun'de'xing'wei'gai'nian
加重,jia'zhong
加重处罚,jia'zhong'chu'fa
加重的犯罪构成,jia'zhong'de'fan'zui'gou'cheng
加重犯,jia'zhong'fan
加重判决,jia'zhong'pan'jue
加重受贿罪,jia'zhong'shou'hui'zui
加重罪,jia'zhong'zui
夹竹桃中毒,jia'zhu'tao'zhong'du
监被居住决定书,jian'bei'ju'zhu'jue'ding'shu
检察官,jian'cha'guan
监察官,jian'cha'guan
检察机关,jian'cha'ji'guan
检察权,jian'cha'quan
检查委员会,jian'cha'wei'yuan'hui
检察委员会委员,jian'cha'wei'yuan'hui'wei'yuan
检察员,jian'cha'yuan
检查院派出机构,jian'cha'yuan'pai'chu'ji'gou
检察院自行侦查的刑事案件,jian'cha'yuan'zi'xing'zhen'cha'de'xing'shi'an'jian
检察长,jian'cha'zhang
检察制度,jian'cha'zhi'du
检察组织,jian'cha'zu'zhi
剪创,jian'chuang
简单的犯罪构成,jian'dan'de'fan'zui'gou'cheng
简单动机,jian'dan'dong'ji
简单共犯,jian'dan'gong'fan
简单客体,jian'dan'ke'ti
简单罪状,jian'dan'zui'zhuang
间谍,jian'die
间谍罪,jian'die'zui
鉴定结论,jian'ding'jie'lun
鉴定人,jian'ding'ren
鉴定书,jian'ding'shu
监房检查,jian'fang'jian'cha
奸非,jian'fei
检非违使厅,jian'fei'wei'shi'ting
监规纪律,jian'gui'ji'lv
监护处分,jian'hu'chu'fen
间接从犯,jian'jie'cong'fan
间接故意,jian'jie'gu'yi
间接教唆犯,jian'jie'jiao'suo'fan
间接解释,jian'jie'jie'shi
间接因果关系,jian'jie'yin'guo'guan'xi
间接正犯,jian'jie'zheng'fan
间接证据,jian'jie'zheng'ju
间接执行模式,jian'jie'zhi'xing'mo'shi
渐进型,jian'jin'xing
监禁刑,jian'jin'xing
检举,jian'ju
检举权,jian'ju'quan
检举失实,jian'ju'shi'shi
监临,jian'lin
减免责任,jian'mian'ze'ren
监内传习犯罪,jian'nei'zhuan'xi'fan'zui
减轻,jian'qing
减轻的犯罪构成,jian'qing'de'fan'zui'gou'cheng
减轻犯,jian'qing'fan
减轻和免除刑事责任理由,jian'qing'he'mian'chu'xing'shi'ze'ren'li'you
减轻刑事责任时期,jian'qing'xing'shi'ze'ren'shi'qi
减少缴纳,jian'shao'jiao'na
奸尸,jian'shi
监视居住,jian'shi'ju'zhu
监守自盗,jian'shou'zi'dao
监所检察,jian'suo'jian'cha
监所监督,jian'suo'jian'du
监外执行,jian'wai'zhi'xing
间歇型,jian'xie'xing
减刑,jian'xing
监刑人,jian'xing'ren
简易裁判,jian'yi'cai'pan
简易裁判所,jian'yi'cai'pan'suo
简易裁判罪,jian'yi'cai'pan'zui
奸淫,jian'yin
奸淫未成年女子罪,jian'yin'wei'cheng'nian'nv'zi'zui
奸淫幼女罪,jian'yin'you'nv'zui
奸淫罪,jian'yin'zui
监狱,jian'yu
监狱访问团,jian'yu'fang'wen'tuan
监狱改革,jian'yu'gai'ge
监狱劳动队管教工作细则,jian'yu'lao'dong'dui'guan'jiao'gong'zuo'xi'ze
监狱劳动委员会,jian'yu'lao'dong'wei'yuan'hui
监狱视察委员会,jian'yu'shi'cha'wei'yuan'hui
监狱学,jian'yu'xue
监狱制度,jian'yu'zhi'du
见证人,jian'zheng'ren
兼职律师,jian'zhi'lv'shi
将过,jiang'guo
交付执行,jiao'fu'zhi'xing
教皇法庭,jiao'huang'fa'ting
教皇尊信罪,jiao'huang'zun'xin'zui
教会法大全,jiao'hui'fa'da'quan
教会罚金,jiao'hui'fa'jin
教会法庭,jiao'hui'fa'ting
教会刑事法律,jiao'hui'xing'shi'fa'lv
绞监候,jiao'jian'hou
绞立决,jiao'li'jue
较轻违法行为理论,jiao'qing'wei'fa'xing'wei'li'lun
教士特惠,jiao'shi'te'hui
教唆帮助犯,jiao'suo'bang'zhu'fan
教唆从犯,jiao'suo'cong'fan
教唆的未遂,jiao'suo'de'wei'sui
教唆的预备,jiao'suo'de'yu'bei
教唆的中止,jiao'suo'de'zhong'zhi
教唆犯,jiao'suo'fan
教唆犯的不作为犯,jiao'suo'fan'de'bu'zuo'wei'fan
教唆犯的过失犯,jiao'suo'fan'de'guo'shi'fan
教唆故意,jiao'suo'gu'yi
教唆教唆犯,jiao'suo'jiao'suo'fan
教唆诉讼,jiao'suo'su'song
教唆他人自杀,jiao'suo'ta'ren'zi'sha
教唆他人自伤,jiao'suo'ta'ren'zi'shang
教唆行为,jiao'suo'xing'wei
教唆争讼罪,jiao'suo'zheng'song'zui
教唆罪,jiao'suo'zui
交替主义,jiao'ti'zhu'yi
交通肇事罪,jiao'tong'zhao'shi'zui
绞刑,jiao'xing
绞刑架,jiao'xing'jia
绞刑示众,jiao'xing'shi'zhong
教学秩序,jiao'xue'zhi'xu
教养关系,jiao'yang'guan'xi
脚印,jiao'yin
教育改造,jiao'yu'gai'zao
教育感化挽救,jiao'yu'gan'hua'wan'jiu
教育说,jiao'yu'shuo
教育刑论,jiao'yu'xing'lun
矫诏,jiao'zhao
矫正,jiao'zheng
矫正处分,jiao'zheng'chu'fen
矫正犯罪福利机构,jiao'zheng'fan'zui'fu'li'ji'gou
矫正说,jiao'zheng'shuo
矫制,jiao'zhi
界碑界桩,jie'bei'jie'zhuang
劫持人质罪,jie'chi'ren'zhi'zui
接触说,jie'chu'shuo
结果地,jie'guo'di
结果犯,jie'guo'fan
结果加重犯,jie'guo'jia'zhong'fan
结果说,jie'guo'shuo
结果刑法,jie'guo'xing'fa
结果责任,jie'guo'ze'ren
结合的犯罪构成,jie'he'de'fan'zui'gou'cheng
结合犯,jie'he'fan
结合力论,jie'he'li'lun
接近理论,jie'jin'li'lun
戒具,jie'ju
借迷信造谣罪,jie'mi'xin'zao'yao'zui
借迷信诈骗罪,jie'mi'xin'zha'pian'zui
介入原因,jie'ru'yuan'yin
介绍贿赂罪,jie'shao'hui'lu'zui
解死人,jie'si'ren
揭贴,jie'tie
接续犯,jie'xu'fan
禁闭,jin'bi
禁闭室,jin'bi'shi
劲部损伤,jin'bu'sun'shang
禁锢,jin'gu
禁锢监,jin'gu'jian
禁锢刑,jin'gu'xing
紧急避难,jin'ji'bi'nan
紧急避险,jin'ji'bi'xian
紧急危难,jin'ji'wei'nan
禁戒处分,jin'jie'chu'fen
晋律,jin'lv
劲手枷,jin'shou'jia
禁止翻供规则,jin'zhi'fan'gong'gui'ze
禁止性规范,jin'zhi'xing'gui'fan
禁止执业处分,jin'zhi'zhi'ye'chu'fen
警察国,jing'cha'guo
警察申诉局,jing'cha'shen'su'ju
警察组织,jing'cha'zu'zhi
竞合犯,jing'he'fan
经济法院,jing'ji'fa'yuan
经济犯罪,jing'ji'fan'zui
经济犯罪案件,jing'ji'fan'zui'an'jian
经济检察,jing'ji'jian'cha
经济刑法,jing'ji'xing'fa
警戒设施,jing'jie'she'shi
警戒线,jing'jie'xian
精神病症状,jing'shen'bing'zheng'zhuang
精神从犯,jing'shen'cong'fan
精神分裂症,jing'shen'fen'lie'zheng
精神分析理论,jing'shen'fen'xi'li'lun
精神幼稚症,jing'shen'you'zhi'zheng
精神障碍者,jing'shen'zhang'ai'zhe
经验人,jing'yan'ren
精液斑检验,jing'ye'ban'jian'yan
九朝律考,jiu'chao'lv'kao
就地正法,jiu'di'zheng'fa
酒精中毒性精神病,jiu'jing'zhong'du'xing'jing'shen'bing
厩库,jiu'ku
旧派,jiu'pai
纠问式诉讼,jiu'wen'shi'su'song
九刑,jiu'xing
九章律,jiu'zhang'lv
具保释放令,ju'bao'shi'fang'ling
拒不执行判决裁定罪,ju'bu'zhi'xing'pan'jue'cai'ding'zui
拘传,ju'chuan
拘传票,ju'chuan'piao
举动犯,ju'dong'fan
聚合犯,ju'he'fan
居间牟利,ju'jian'mou'li
具结悔过,ju'jie'hui'guo
拒绝辩护,ju'jue'bian'hu
拒绝收押,ju'jue'shou'ya
拒绝自证权,ju'jue'zi'zheng'quan
拘留,ju'liu
拘留刑,ju'liu'xing
拘留证,ju'liu'zheng
具律,ju'lv
举轻明重,ju'qing'ming'zhong
巨人观,ju'ren'guan
拘提,ju'ti
具体的事实错误,ju'ti'de'shi'shi'cuo'wu
具体的危险犯,ju'ti'de'wei'xian'fan
具体犯罪,ju'ti'fan'zui
具体符合说,ju'ti'fu'he'shuo
锯挽,ju'wan
拘役,ju'yi
举证责任,ju'zheng'ze'ren
举证责任的转换,ju'zheng'ze'ren'de'zhuan'huan
聚众,ju'zhong
聚众打砸抢罪,ju'zhong'da'za'qiang'zui
聚众斗殴,ju'zhong'dou'ou
聚众斗殴罪,ju'zhong'dou'ou'zui
聚众犯罪,ju'zhong'fan'zui
聚众劫狱罪,ju'zhong'jie'yu'zui
举重明轻,ju'zhong'ming'qing
聚众扰乱公共场所秩序罪,ju'zhong'rao'luan'gong'gong'chang'suo'zhi'xu'zui
聚众扰乱交通秩序罪,ju'zhong'rao'luan'jiao'tong'zhi'xu'zui
决定,jue'ding
决定逮捕,jue'ding'dai'bu
决定条件说,jue'ding'tiao'jian'shuo
决斗断讼,jue'dou'duan'song
决斗审判,jue'dou'shen'pan
绝对报应刑论,jue'dui'bao'ying'xing'lun
绝对不定期刑,jue'dui'bu'ding'qi'xing
绝对不能犯,jue'dui'bu'neng'fan
绝对不确定的法定刑,jue'dui'bu'que'ding'de'fa'ding'xing
绝对免责,jue'dui'mian'ze
绝对确定的法定刑,jue'dui'que'ding'de'fa'ding'xing
绝对释放,jue'dui'shi'fang
绝对宣告刑,jue'dui'xuan'gao'xing
绝对责任,jue'dui'ze'ren
绝对主义,jue'dui'zhu'yi
绝对罪刑法定主义,jue'dui'zui'xing'fa'ding'zhu'yi
绝罚,jue'fa
决水罪,jue'shui'zui
郡裁判所,jun'cai'pan'suo
军法,jun'fa
军法从严原则,jun'fa'cong'yan'yuan'ze
均衡论,jun'heng'lun
军内在编职工,jun'nei'zai'bian'zhi'gong
君亲无将,jun'qin'wu'jiang
军人残害战区无辜居民罪,jun'ren'can'hai'zhan'qu'wu'gu'ju'min'zui
军人盗窃军用物资罪,jun'ren'dao'qie'jun'yong'wu'zi'zui
军人盗窃武器装备罪,jun'ren'dao'qie'wu'qi'zhuang'bei'zui
军人谎报军情罪,jun'ren'huang'bao'jun'qing'zui
军人假传军令罪,jun'ren'jia'chuan'jun'ling'zui
军人临阵脱逃罪,jun'ren'lin'zhen'tuo'tao'zui
军人掠夺战区无辜居民罪,jun'ren'lue'duo'zhan'qu'wu'gu'ju'min'zui
军人虐待俘虏罪,jun'ren'nue'dai'fu'lu'zui
军人虐待迫害部属罪,jun'ren'nue'dai'po'hai'bu'shu'zui
军人破坏军事设施罪,jun'ren'po'huai'jun'shi'she'shi'zui
军人破坏武器装备罪,jun'ren'po'huai'wu'qi'zhuang'bei'zui
军人窃取刺探提供军事机密罪,jun'ren'qie'qu'ci'tan'ti'gong'jun'shi'ji'mi'zui
军人擅离职守罪,jun'ren'shan'li'zhi'shou'zui
军人私放他人偷越国边境罪,jun'ren'si'fang'ta'ren'tou'yue'guo'bian'jing'zui
军人逃离部队罪,jun'ren'tao'li'bu'dui'zui
军人偷越国边境外逃罪,jun'ren'tou'yue'guo'bian'jing'wai'tao'zui
军人玩忽职守罪,jun'ren'wan'hu'zhi'shou'zui
军人违反职责罪,jun'ren'wei'fan'zhi'ze'zui
军人违抗作战命令罪,jun'ren'wei'kang'zuo'zhan'ming'ling'zui
军人武器装备肇事罪,jun'ren'wu'qi'zhuang'bei'zhao'shi'zui
军人泄露军事机密罪,jun'ren'xie'lou'jun'shi'ji'mi'zui
军人遗弃伤员罪,jun'ren'yi'qi'shang'yuan'zui
军人遗失军事机密罪,jun'ren'yi'shi'jun'shi'ji'mi'zui
军人战时造谣惑众罪,jun'ren'zhan'shi'zao'yao'huo'zhong'zui
军人战时自伤罪,jun'ren'zhan'shi'zi'shang'zui
军人自动投降敌人罪,jun'ren'zi'dong'tou'xiang'di'ren'zui
军人阻碍执行职务罪,jun'ren'zu'ai'zhi'xing'zhi'wu'zui
军事法院,jun'shi'fa'yuan
军事机密,jun'shi'ji'mi
军事检察院,jun'shi'jian'cha'yuan
军事利益,jun'shi'li'yi
军事设施,jun'shi'she'shi
军事刑法,jun'shi'xing'fa
军事刑罚条例,jun'shi'xing'fa'tiao'li
军职,jun'zhi
卡迪,ka'di
卡法拉,ka'fa'la
开放性颅脑损伤,kai'fang'xing'lu'nao'sun'shang
开棺检验,kai'guan'jian'yan
开皇律,kai'huang'lv
开庭,kai'ting
开庭审判,kai'ting'shen'pan
砍创,kan'chuang
看守所,kan'shou'suo
砍四块,kan'si'kuai
看押部队,kan'ya'bu'dui
勘验检查笔录,kan'yan'jian'cha'bi'lu
康德,kang'de
抗国权罪,kang'guo'quan'zui
抗拒,kang'ju
抗拒逮捕,kang'ju'dai'bu
康帕内拉,kang'pa'nei'la
抗税罪,kang'shui'zui
抗诉,kang'su
抗诉期限,kang'su'qi'xian
康有为,kang'you'wei
拷鞫,kao'ju
科处刑罚的判决,ke'chu'xing'fa'de'pan'jue
可待因中毒,ke'dai'yin'zhong'du
可罚性,ke'fa'xing
客观归罪,ke'guan'gui'zui
客观违法性论,ke'guan'wei'fa'xing'lun
客观相当因果关系说,ke'guan'xiang'dang'yin'guo'guan'xi'shuo
客观主义,ke'guan'zhu'yi
客观罪过,ke'guan'zui'guo
可减轻的重罪,ke'jian'qing'de'zhong'zui
可矜,ke'jin
克拉灵顿诏令,ke'la'ling'dun'zhao'ling
科料,ke'liao
克罗夫顿,ke'luo'fu'dun
可能客体,ke'neng'ke'ti
可能停止理论,ke'neng'ting'zhi'li'lun
客体不能犯,ke'ti'bu'neng'fan
科刑,ke'xing
科刑一罪,ke'xing'yi'zui
科学文明管理,ke'xue'wen'ming'guan'li
可疑性理论,ke'yi'xing'li'lun
空白的犯罪构成,kong'bai'de'fan'zui'gou'cheng
空白刑法,kong'bai'xing'fa
空白罪状,kong'bai'zui'zhuang
恐怖活动,kong'bu'huo'dong
控告,kong'gao
恐吓取财,kong'he'qu'cai
恐吓说,kong'he'shuo
恐吓罪,kong'he'zui
空气栓塞,kong'qi'shuan'se
控诉式诉讼,kong'su'shi'su'song
控诉证据,kong'su'zheng'ju
控诉职能,kong'su'zhi'neng
空头支票罪,kong'tou'zhi'piao'zui
控制说,kong'zhi'shuo
空中劫持,kong'zhong'jie'chi
孔子,kong'zi
口供,kou'gong
扣留人质罪,kou'liu'ren'zhi'zui
口头裁定,kou'tou'cai'ding
口头证据,kou'tou'zheng'ju
扣押,kou'ya
扣押物品清单,kou'ya'wu'pin'qing'dan
苦工,ku'gong
苦乐选择说,ku'le'xuan'ze'shuo
酷刑监禁,ku'xing'jian'jin
酷刑罪,ku'xing'zui
苦役,ku'yi
会计鉴定,kuai'ji'jian'ding
宽大释放,kuan'da'shi'fang
宽猛相济,kuan'meng'xiang'ji
奎士特,kui'shi'te
髡钳,kun'qian
扩大解释,kuo'da'jie'shi
扩张解释,kuo'zhang'jie'shi
莱比锡审判,lai'bi'xi'shen'pan
滥伐林木罪,lan'fa'lin'mu'zui
滥用职权罪,lan'yong'zhi'quan'zui
劳动改造,lao'dong'gai'zao
劳动改造村,lao'dong'gai'zao'cun
劳动改造法,lao'dong'gai'zao'fa
劳动改造法学,lao'dong'gai'zao'fa'xue
劳动改造管教队,lao'dong'gai'zao'guan'jiao'dui
劳动改造管理局,lao'dong'gai'zao'guan'li'ju
劳动改造机关,lao'dong'gai'zao'ji'guan
劳动工作方针,lao'dong'gong'zuo'fang'zhen
劳动教养,lao'dong'jiao'yang
劳动教养营,lao'dong'jiao'yang'ying
劳动争议行为,lao'dong'zheng'yi'xing'wei
劳改积极分子,lao'gai'ji'ji'fen'zi
劳改积极分子委员会,lao'gai'ji'ji'fen'zi'wei'yuan'hui
劳改企业管理,lao'gai'qi'ye'guan'li
劳改生产,lao'gai'sheng'chan
劳改事业费,lao'gai'shi'ye'fei
劳改业务费,lao'gai'ye'wu'fei
老年性痴呆,lao'nian'xing'chi'dai
老死,lao'si
牢头狱霸,lao'tou'yu'ba
劳役,lao'yi
劳役监禁,lao'yi'jian'jin
劳作处分,lao'zuo'chu'fen
类比,lei'bi
类别管辖,lei'bie'guan'xia
累犯,lei'fan
累犯惩治法,lei'fan'cheng'zhi'fa
雷公藤中毒,lei'gong'teng'zhong'du
雷击死,lei'ji'si
累进处遇委员会,lei'jin'chu'yu'wei'yuan'hui
累进处遇制,lei'jin'chu'yu'zhi
累进制度,lei'jin'zhi'du
勒死,lei'si
类似行为规则,lei'si'xing'wei'gui'ze
类推,lei'tui
类型模仿,lei'xing'mo'fang
类罪名,lei'zui'ming
冷静时间,leng'jing'shi'jian
立案,li'an
立案材料,li'an'cai'liao
立案程序,li'an'cheng'xu
立案管辖,li'an'guan'xia
立案机关,li'an'ji'guan
立案决定,li'an'jue'ding
立案条件,li'an'tiao'jian
立法会议,li'fa'hui'yi
立法解释,li'fa'jie'shi
立功表现,li'gong'biao'xian
立即宣判,li'ji'xuan'pan
李悝,li'kui
莅审,li'shen
历史反革命犯,li'shi'fan'ge'ming'fan
历史解释,li'shi'jie'shi
李世民,li'shi'min
立誓守戒,li'shi'shou'jie
李术奄,li'shu'yan
李斯,li'si
李斯特,li'si'te
理问,li'wen
利息金,li'xi'jin
理性的报应主义,li'xing'de'bao'ying'zhu'yi
理性人,li'xing'ren
利益罪,li'yi'zui
利用封建迷信进行反革命活动罪,li'yong'feng'jian'mi'xin'jin'xing'fan'ge'ming'huo'dong'zui
利用权势奸淫罪,li'yong'quan'shi'jian'yin'zui
利用权势猥亵罪,li'yong'quan'shi'wei'xie'zui
利用职务之便,li'yong'zhi'wu'zhi'bian
利欲犯,li'yu'fan
联带管辖,lian'dai'guan'xia
联合国防止犯罪及罪犯处置会议,lian'he'guo'fang'zhi'fan'zui'ji'zui'fan'chu'zhi'hui'yi
联合劳动法院,lian'he'lao'dong'fa'yuan
连累犯,lian'lei'fan
连锁的共犯,lian'suo'de'gong'fan
连锁式教唆,lian'suo'shi'jiao'suo
连续犯,lian'xu'fan
连续性教唆,lian'xu'xing'jiao'suo
连坐,lian'zuo
两个结合的方针,liang'ge'jie'he'de'fang'zhen
梁律,liang'lv
梁启超,liang'qi'chao
两审终审制,liang'shen'zhong'shen'zhi
量刑,liang'xing
量刑结果,liang'xing'jie'guo
量刑情节,liang'xing'qing'jie
量刑原则,liang'xing'yuan'ze
劣迹,lie'ji
磷化锌中毒,lin'hua'xin'zhong'du
邻里连坐,lin'li'lian'zuo
凌迟,ling'chi
领地处盗权,ling'di'chu'dao'quan
领地刑事法庭,ling'di'xing'shi'fa'ting
凌辱刑,ling'ru'xing
领薪治安法官,ling'xin'zhi'an'fa'guan
另行委托辩护,ling'xing'wei'tuo'bian'hu
囹圄,ling'yu
刘邦,liu'bang
六不准,liu'bu'zhun
流窜犯,liu'cuan'fan
六大法令,liu'da'fa'ling
流放远岛刑,liu'fang'yuan'dao'xing
六个字,liu'ge'zi
刘恒,liu'heng
流浪罪,liu'lang'zui
流氓罪,liu'mang'zui
六四九年会典,liu'si'jiu'nian'hui'dian
刘颂,liu'song
流刑,liu'xing
留养承祀,liu'yang'cheng'si
六议,liu'yi
六脏,liu'zang
留置送达,liu'zhi'song'da
柳宗元,liu'zong'yuan
龙勃罗棱,long'bo'luo'leng
龙勃罗梭学派,long'bo'luo'suo'xue'pai
隆礼重法,long'li'zhong'fa
拢络陪审员罪,long'luo'pei'shen'yuan'zui
聋哑人,long'ya'ren
漏罪,lou'zui
颅骨损伤,lu'gu'sun'shang
颅脑损伤,lu'nao'sun'shang
录囚制度,lu'qiu'zhi'du
掳人勒赎罪,lu'ren'le'shu'zui
卤素中毒,lu'su'zhong'du
录像辨认,lu'xiang'bian'ren
陆贽,lu'zhi
乱伦,luan'lun
乱伦罪,luan'lun'zui
乱石刑,luan'shi'xing
略诱,lue'you
略诱妇女罪,lue'you'fu'nv'zui
论犯罪和刑罚,lun'fan'zui'he'xing'fa
轮奸,lun'jian
轮奸罪,lun'jian'zui
论理解释,lun'li'jie'shi
罗伯斯庇尔,luo'bo'si'bi'er
罗马尼亚法院组织,luo'ma'ni'ya'fa'yuan'zu'zhi
罗马尼亚社会主义共和国刑法典,luo'ma'ni'ya'she'hui'zhu'yi'gong'he'guo'xing'fa'dian
罗斯真理,luo'si'zhen'li
律师,lv'shi
吕氏春秋,lv'shi'chun'qiu
律师法,lv'shi'fa
律师工作者,lv'shi'gong'zuo'zhe
律师机构,lv'shi'ji'gou
律师强制主义,lv'shi'qiang'zhi'zhu'yi
律师权利,lv'shi'quan'li
律师事务所,lv'shi'shi'wu'suo
律师协会,lv'shi'xie'hui
律师刑事代理,lv'shi'xing'shi'dai'li
律师义务,lv'shi'yi'wu
律师资格,lv'shi'zi'ge
吕温,lv'wen
吕刑,lv'xing
吗啡中毒,ma'fei'zhong'du
马融,ma'rong
马桑中毒,ma'sang'zhong'du
马锡五,ma'xi'wu
马锡五审判方式,ma'xi'wu'shen'pan'fang'shi
脉膊停止说,mai'bo'ting'zhi'shuo
埋藏物,mai'cang'wu
迈丹尼克集中营,mai'dan'ni'ke'ji'zhong'ying
麦克诺奇,mai'ke'nuo'qi
买空卖空,mai'kong'mai'kong
卖淫罪,mai'yin'zui
莽草实中毒,mang'cao'shi'zhong'du
矛盾解释,mao'dun'jie'shi
毛发检验,mao'fa'jian'yan
冒犯原则,mao'fan'yuan'ze
美国近代刑法,mei'guo'jin'dai'xing'fa
美国近代刑事诉讼法,mei'guo'jin'dai'xing'shi'su'song'fa
美国联邦地区法院,mei'guo'lian'bang'de'qu'fa'yuan
美国联邦法院组织,mei'guo'lian'bang'fa'yuan'zu'zhi
美国联邦上诉法院,mei'guo'lian'bang'shang'su'fa'yuan
美国联邦刑法典,mei'guo'lian'bang'xing'fa'dian
美国联邦专门法院,mei'guo'lian'bang'zhuan'men'fa'yuan
美国联邦最高法院,mei'guo'lian'bang'zui'gao'fa'yuan
美国现代刑法,mei'guo'xian'dai'xing'fa
美国现代刑事诉讼法,mei'guo'xian'dai'xing'shi'su'song'fa
美国州初审法院,mei'guo'zhou'chu'shen'fa'yuan
美国州低级法院,mei'guo'zhou'di'ji'fa'yuan
美国州法院组织,mei'guo'zhou'fa'yuan'zu'zhi
美国州中级上诉法院,mei'guo'zhou'zhong'ji'shang'su'fa'yuan
美国州终审法院,mei'guo'zhou'zhong'shen'fa'yuan
霉尸,mei'shi
梅因,mei'yin
闷死,men'si
门诛,men'zhu
孟轲,meng'ke
蒙特利尔公约,meng'te'li'er'gong'yue
米尔伯克教养所,mi'er'bo'ke'jiao'yang'suo
密封信令,mi'feng'xin'ling
米兰达规则,mi'lan'da'gui'ze
秘密法庭,mi'mi'fa'ting
秘密警察,mi'mi'jing'cha
迷信犯,mi'xin'fan
免除处罚,mian'chu'chu'fa
免除缴纳,mian'chu'jiao'na
免除刑罚的判决,mian'chu'xing'fa'de'pan'jue
免除执行,mian'chu'zhi'xing
免予起诉,mian'yu'qi'su
免予起诉决定书,mian'yu'qi'su'jue'ding'shu
藐视法庭,miao'shi'fa'ting
灭绝种族罪,mie'jue'zhong'zu'zui
灭种罪,mie'zhong'zui
悯囚制度,min'qiu'zhi'du
明大诰,ming'da'gao
明德慎罚,ming'de'shen'fa
名例,ming'li
命令复权,ming'ling'fu'quan
命令性规范,ming'ling'xing'gui'fan
名胜古迹,ming'sheng'gu'ji
名誉,ming'yu
名誉刑,ming'yu'xing
明知,ming'zhi
墨翟,mo'di
莫尔,mo'er
模范刑法典,mo'fan'xing'fa'dian
魔鬼岛,mo'gui'dao
摹拟画像,mo'ni'hua'xiang
摩奴法典,mo'nu'fa'dian
没收,mo'shou
没收财产,mo'shou'cai'chan
谋大逆,mou'da'ni
谋反,mou'fan
谋叛,mou'pan
谋杀,mou'sha
谋杀罪,mou'sha'zui
谋杀罪等级,mou'sha'zui'deng'ji
目的犯,mu'di'fan
目的刑论,mu'di'xing'lun
目的行为结果行为方法行为,mu'di'xing'wei'jie'guo'xing'wei'fang'fa'xing'wei
目的行为论,mu'di'xing'wei'lun
目的主义,mu'di'zhu'yi
牧野英一,mu'ye'ying'yi
呐喊追捕制,na'han'zhui'bu'zhi
那罗陀法典,na'luo'tuo'fa'dian
南斯拉夫宪法法院,nan'si'la'fu'xian'fa'fa'yuan
脑出血,nao'chu'xue
脑挫伤,nao'cuo'shang
脑动脉硬化性精神病,nao'dong'mai'ying'hua'xing'jing'shen'bing
脑干损伤,nao'gan'sun'shang
脑疝,nao'shan
脑死亡,nao'si'wang
脑外伤性精神病,nao'wai'shang'xing'jing'shen'bing
脑震荡,nao'zhen'dang
内看守,nei'kan'shou
内乱,nei'luan
内乱罪,nei'luan'zui
内心确信,nei'xin'que'xin
内脏破裂,nei'zang'po'lie
能犯未遂,neng'fan'wei'sui
能力刑,neng'li'xing
匿产,ni'chan
溺死,ni'si
泥炭鞣尸,ni'tan'rou'shi
逆转型,ni'zhuan'xing
碾压伤,nian'ya'shang
年终评审,nian'zhong'ping'shen
臬司,nie'si
纽伦堡审审判,niu'lun'bao'shen'shen'pan
扭送,niu'song
奴隶罪,nu'li'zui
虐待罪,nue'dai'zui
虐尸罪,nue'shi'zui
诺夫哥罗得审判法规,nuo'fu'ge'luo'de'shen'pan'fa'gui
诺福克岛,nuo'fu'ke'dao
诺曼底大习惯法,nuo'man'di'da'xi'guan'fa
挪用国家特定款物罪,nuo'yong'guo'jia'te'ding'kuan'wu'zui
女犯,nv'fan
女王法庭,nv'wang'fa'ting
女性犯罪,nv'xing'fan'zui
女性生殖道损伤,nv'xing'sheng'zhi'dao'sun'shang
偶发犯,ou'fa'fan
偶犯,ou'fan
殴击罪,ou'ji'zui
偶然因果关系,ou'ran'yin'guo'guan'xi
欧阳修,ou'yang'xiu
欧洲中世纪刑事法律,ou'zhou'zhong'shi'ji'xing'shi'fa'lv
排除规则,pai'chu'gui'ze
排除社会危害性的行为,pai'chu'she'hui'wei'hai'xing'de'xing'wei
排队摸底,pai'dui'mo'di
