阿玛施,a'ma'shi
原王庄,yuan'wang'zhuang
原王庄东口,yuan'wang'zhuang'dong'kou
原王庄西口,yuan'wang'zhuang'xi'kou
鸳鸯酒家,yuan'yang'jiu'jia
缘之秀,yuan'zhi'xiu
园子沟,yuan'zi'gou
岳村,yue'cun
悦海轩,yue'hai'xuan
岳家村,yue'jia'cun
岳家山,yue'jia'shan
岳家庄村,yue'jia'zhuang'cun
曰里,yue'li
月亮湾,yue'liang'wan
岳坛,yue'tan
岳坛村,yue'tan'cun
运城百货大楼,yun'cheng'bai'huo'da'lou
运城宾馆,yun'cheng'bin'guan
运城大酒店,yun'cheng'da'jiu'dian
运城电大,yun'cheng'dian'da
运城二中,yun'cheng'er'zhong
运城饭店,yun'cheng'fan'dian
运城服务区,yun'cheng'fu'wu'qu
运城购物中心,yun'cheng'gou'wu'zhong'xin
运城华康医院,yun'cheng'hua'kang'yi'yuan
运城空港医院,yun'cheng'kong'gang'yi'yuan
运城汽车站,yun'cheng'qi'che'zhan
运城青旅,yun'cheng'qing'lv
运城日报,yun'cheng'ri'bao
运城日报社,yun'cheng'ri'bao'she
运城市,yun'cheng'shi
运城市财政局,yun'cheng'shi'cai'zheng'ju
运城市地税局,yun'cheng'shi'di'shui'ju
运城市发改委,yun'cheng'shi'fa'gai'wei
运城市公安局,yun'cheng'shi'gong'an'ju
运城市工商局,yun'cheng'shi'gong'shang'ju
运城市环保局,yun'cheng'shi'huan'bao'ju
运城市急救中心,yun'cheng'shi'ji'jiu'zhong'xin
运城市计生委,yun'cheng'shi'ji'sheng'wei
运城市检察院,yun'cheng'shi'jian'cha'yuan
运城市建设局,yun'cheng'shi'jian'she'ju
运城市交警支队,yun'cheng'shi'jiao'jing'zhi'dui
运城市交通局,yun'cheng'shi'jiao'tong'ju
运城市教育局,yun'cheng'shi'jiao'yu'ju
运城市经委,yun'cheng'shi'jing'wei
运城市劳动局,yun'cheng'shi'lao'dong'ju
运城市林业局,yun'cheng'shi'lin'ye'ju
运城市旅游局,yun'cheng'shi'lv'you'ju
运城市农业局,yun'cheng'shi'nong'ye'ju
运城市气象局,yun'cheng'shi'qi'xiang'ju
运城市人才市场,yun'cheng'shi'ren'cai'shi'chang
运城市人大,yun'cheng'shi'ren'da
运城市人民医院,yun'cheng'shi'ren'min'yi'yuan
运城市人事局,yun'cheng'shi'ren'shi'ju
运城市商务局,yun'cheng'shi'shang'wu'ju
运城市实验中学,yun'cheng'shi'shi'yan'zhong'xue
运城市文工团,yun'cheng'shi'wen'gong'tuan
运城市文物局,yun'cheng'shi'wen'wu'ju
运城市物价局,yun'cheng'shi'wu'jia'ju
运城市药材公司,yun'cheng'shi'yao'cai'gong'si
运城市医药公司,yun'cheng'shi'yi'yao'gong'si
运城市幼儿园,yun'cheng'shi'you'er'yuan
运城市邮政局,yun'cheng'shi'you'zheng'ju
运城市政府,yun'cheng'shi'zheng'fu
运城市政协,yun'cheng'shi'zheng'xie
运城市中心医院,yun'cheng'shi'zhong'xin'yi'yuan
运城同德医院,yun'cheng'tong'de'yi'yuan
运城拖拉机厂,yun'cheng'tuo'la'ji'chang
运城外国语学校,yun'cheng'wai'guo'yu'xue'xiao
运城学院,yun'cheng'xue'yuan
运城盐湖,yun'cheng'yan'hu
运城医科学校第一分校,yun'cheng'yi'ke'xue'xiao'di'yi'fen'xiao
运城医科学院,yun'cheng'yi'ke'xue'yuan
运城幼师,yun'cheng'you'shi
运城站,yun'cheng'zhan
运城中心站,yun'cheng'zhong'xin'zhan
运城中学,yun'cheng'zhong'xue
云蒙山,yun'meng'shan
运师附小,yun'shi'fu'xiao
云天公司,yun'tian'gong'si
运行工区,yun'xing'gong'qu
运中,yun'zhong
在水一方,zai'shui'yi'fang
咱家厨房,zan'jia'chu'fang
藏王寨,zang'wang'zhai
枣凹,zao'ao
枣沟,zao'gou
皂角树村,zao'jiao'shu'cun
早连,zao'lian
枣林,zao'lin
枣庙村,zao'miao'cun
枣坪,zao'ping
枣坡,zao'po
皂坡村,zao'po'cun
枣树沟,zao'shu'gou
枣树林,zao'shu'lin
枣树巷,zao'shu'xiang
枣树院,zao'shu'yuan
枣园,zao'yuan
枣园村,zao'yuan'cun
枣庄,zao'zhuang
泽掌镇,ze'zhang'zhen
增村,zeng'cun
曾家营村,zeng'jia'ying'cun
增致牛仔,zeng'zhi'niu'zai
榨油厂,zha'you'chang
翟村,zhai'cun
翟店镇,zhai'dian'zhen
翟东村,zhai'dong'cun
斋公庄,zhai'gong'zhuang
寨后村,zhai'hou'cun
翟家,zhai'jia
翟家村,zhai'jia'cun
翟家沟,zhai'jia'gou
翟家庄,zhai'jia'zhuang
翟家庄村,zhai'jia'zhuang'cun
寨里,zhai'li
寨里村,zhai'li'cun
寨岭,zhai'ling
寨上,zhai'shang
寨上村,zhai'shang'cun
寨头村,zhai'tou'cun
翟西村,zhai'xi'cun
寨庄村,zhai'zhuang'cun
翟庄村,zhai'zhuang'cun
宅子村,zhai'zi'cun
寨子村,zhai'zi'cun
寨子沟,zhai'zi'gou
站里村,zhan'li'cun
丈八村,zhang'ba'cun
张半,zhang'ban
张村,zhang'cun
张村庙,zhang'cun'miao
张村镇,zhang'cun'zhen
张村中学,zhang'cun'zhong'xue
张店村,zhang'dian'cun
张店镇,zhang'dian'zhen
张董,zhang'dong
张董村,zhang'dong'cun
张樊村,zhang'fan'cun
张坊村,zhang'fang'cun
张付村,zhang'fu'cun
张郭村,zhang'guo'cun
张华村,zhang'hua'cun
张家,zhang'jia
张家凹,zhang'jia'ao
张家堡村,zhang'jia'bao'cun
张家村,zhang'jia'cun
张家底,zhang'jia'di
张家坟,zhang'jia'fen
张家沟,zhang'jia'gou
张家沟村,zhang'jia'gou'cun
张家后,zhang'jia'hou
张家咀,zhang'jia'ju
张家岭,zhang'jia'ling
张家门,zhang'jia'men
张家坪,zhang'jia'ping
张家坪村,zhang'jia'ping'cun
张家坡,zhang'jia'po
张家坡村,zhang'jia'po'cun
张家桥,zhang'jia'qiao
张家山,zhang'jia'shan
张家洼,zhang'jia'wa
张家巷,zhang'jia'xiang
张家巷村,zhang'jia'xiang'cun
张家窑,zhang'jia'yao
张家窑村,zhang'jia'yao'cun
张家营村,zhang'jia'ying'cun
张家峪,zhang'jia'yu
张家院村,zhang'jia'yuan'cun
张家庄,zhang'jia'zhuang
张家庄村,zhang'jia'zhuang'cun
张金村,zhang'jin'cun
张良村,zhang'liang'cun
张岭,zhang'ling
张留村,zhang'liu'cun
张山坡,zhang'shan'po
张上村,zhang'shang'cun
掌上明珠家具,zhang'shang'ming'zhu'jia'ju
张士岭,zhang'shi'ling
张嵩村,zhang'song'cun
张吴村,zhang'wu'cun
张仙村,zhang'xian'cun
张孝村,zhang'xiao'cun
张薛村,zhang'xue'cun
张义村,zhang'yi'cun
张营镇,zhang'ying'zhen
张峪,zhang'yu
张岳村,zhang'yue'cun
张志村,zhang'zhi'cun
张庄,zhang'zhuang
张庄村,zhang'zhuang'cun
张庄学校,zhang'zhuang'xue'xiao
赵柏村,zhao'bai'cun
赵堡村,zhao'bao'cun
赵村,zhao'cun
赵坊村,zhao'fang'cun
赵家堡,zhao'jia'bao
赵家堡村,zhao'jia'bao'cun
赵家川,zhao'jia'chuan
赵家坟,zhao'jia'fen
赵家沟,zhao'jia'gou
赵家河,zhao'jia'he
赵家后,zhao'jia'hou
赵家岭,zhao'jia'ling
赵家岭村,zhao'jia'ling'cun
赵家坡,zhao'jia'po
赵家窑,zhao'jia'yao
赵家窑村,zhao'jia'yao'cun
赵家庄,zhao'jia'zhuang
赵家庄村,zhao'jia'zhuang'cun
赵家庄乡,zhao'jia'zhuang'xiang
赵家庄小学,zhao'jia'zhuang'xiao'xue
赵家庄中学,zhao'jia'zhuang'zhong'xue
朝霞幼儿园,zhao'xia'you'er'yuan
赵杏村,zhao'xing'cun
朝阳洞,zhao'yang'dong
朝阳饭店,zhao'yang'fan'dian
朝阳酒店,zhao'yang'jiu'dian
朝阳坡,zhao'yang'po
朝阳巷,zhao'yang'xiang
朝阳庄村,zhao'yang'zhuang'cun
赵伊村,zhao'yi'cun
赵寨村,zhao'zhai'cun
招庄,zhao'zhuang
赵庄,zhao'zhuang
镇风塔,zhen'feng'ta
振华园,zhen'hua'yuan
真维斯,zhen'wei'si
镇西村,zhen'xi'cun
振新庄,zhen'xin'zhuang
振兴超市,zhen'xing'chao'shi
振兴集团,zhen'xing'ji'tuan
振兴加油站,zhen'xing'jia'you'zhan
振兴汽修厂,zhen'xing'qi'xiu'chang
振兴信用社,zhen'xing'xin'yong'she
珍珠岩厂,zhen'zhu'yan'chang
郑村,zheng'cun
政府汽修,zheng'fu'qi'xiu
正沟,zheng'gou
郑沟,zheng'gou
郑沟村,zheng'gou'cun
郑家,zheng'jia
郑家村,zheng'jia'cun
郑家沟,zheng'jia'gou
郑家岭村,zheng'jia'ling'cun
郑家门,zheng'jia'men
郑家坡,zheng'jia'po
郑家庄村,zheng'jia'zhuang'cun
正身医院,zheng'shen'yi'yuan
正阳村,zheng'yang'cun
正圆小区,zheng'yuan'xiao'qu
正中骨科矫形医院,zheng'zhong'gu'ke'jiao'xing'yi'yuan
制版厂,zhi'ban'chang
智多星幼儿园,zhi'duo'xing'you'er'yuan
志范村,zhi'fan'cun
职工活动中心,zhi'gong'huo'dong'zhong'xin
智家堡,zhi'jia'bao
致康药店,zhi'kang'yao'dian
芝麻沟,zhi'ma'gou
芝麻岭,zhi'ma'ling
职专,zhi'zhuan
钟爱一生,zhong'ai'yi'sheng
中堡村,zhong'bao'cun
中陈村,zhong'chen'cun
中村,zhong'cun
中沟,zhong'gou
中国吉运集团,zhong'guo'ji'yun'ji'tuan
中行北城支行,zhong'hang'bei'cheng'zhi'hang
中行东城支行,zhong'hang'dong'cheng'zhi'hang
中行西城支行,zhong'hang'xi'cheng'zhi'hang
中行运城分行,zhong'hang'yun'cheng'fen'hang
中和超市,zhong'he'chao'shi
中和庄村,zhong'he'zhuang'cun
中华名烟名酒,zhong'hua'ming'yan'ming'jiu
中极,zhong'ji
中机集团,zhong'ji'ji'tuan
钟家,zhong'jia
中建大厦,zhong'jian'da'sha
中建集团,zhong'jian'ji'tuan
中交,zhong'jiao
中井,zhong'jing
中咀,zhong'ju
中联石化,zhong'lian'shi'hua
中粮大宝,zhong'liang'da'bao
中岭,zhong'ling
中留村,zhong'liu'cun
钟楼,zhong'lou
钟楼大厦,zhong'lou'da'sha
中南石化,zhong'nan'shi'hua
中牛,zhong'niu
中牛村,zhong'niu'cun
中山街学校,zhong'shan'jie'xue'xiao
中山门诊,zhong'shan'men'zhen
中社村,zhong'she'cun
中苏村,zhong'su'cun
中条山,zhong'tiao'shan
中条山脉,zhong'tiao'shan'mai
中凸,zhong'tu
中土地,zhong'tu'di
中卫村,zhong'wei'cun
中吴村,zhong'wu'cun
中西医门诊,zhong'xi'yi'men'zhen
中心堡,zhong'xin'bao
忠信村,zhong'xin'cun
中兴电子学校,zhong'xing'dian'zi'xue'xiao
中兴公司,zhong'xing'gong'si
中亚学校,zhong'ya'xue'xiao
中杨村,zhong'yang'cun
中阳村,zhong'yang'cun
中域电讯,zhong'yu'dian'xun
中苑超市,zhong'yuan'chao'shi
中原村,zhong'yuan'cun
中张村,zhong'zhang'cun
中庄,zhong'zhuang
中庄村,zhong'zhuang'cun
周村,zhou'cun
周家凹,zhou'jia'ao
周贾村,zhou'jia'cun
周家沟,zhou'jia'gou
周家后,zhou'jia'hou
周家角,zhou'jia'jiao
周家门,zhou'jia'men
周家坡,zhou'jia'po
周家坡村,zhou'jia'po'cun
周家山,zhou'jia'shan
周家湾村,zhou'jia'wan'cun
周家窑村,zhou'jia'yao'cun
周家庄,zhou'jia'zhuang
周家庄村,zhou'jia'zhuang'cun
周流村,zhou'liu'cun
周王村,zhou'wang'cun
周吴村,zhou'wu'cun
周吴庄,zhou'wu'zhuang
周庄村,zhou'zhuang'cun
朱村,zhu'cun
祝家堡,zhu'jia'bao
朱家沟村,zhu'jia'gou'cun
朱家岭,zhu'jia'ling
朱家坪,zhu'jia'ping
朱家山,zhu'jia'shan
朱家滩,zhu'jia'tan
朱家窑,zhu'jia'yao
朱家庄,zhu'jia'zhuang
朱家庄村,zhu'jia'zhuang'cun
朱家卓,zhu'jia'zhuo
竹林村,zhu'lin'cun
竹林酒家,zhu'lin'jiu'jia
竹林庄,zhu'lin'zhuang
朱岭,zhu'ling
朱吕村,zhu'lv'cun
竹荪鹅,zhu'sun'e
竹荪鹅火锅,zhu'sun'e'huo'guo
朱阳村,zhu'yang'cun
转村,zhuan'cun
砖庙村,zhuan'miao'cun
转曲,zhuan'qu
转山,zhuan'shan
砖瓦窑,zhuan'wa'yao
转湾,zhuan'wan
砖窑村,zhuan'yao'cun
庄儿沟,zhuang'er'gou
庄里村,zhuang'li'cun
庄坪,zhuang'ping
庄上,zhuang'shang
庄上村,zhuang'shang'cun
装饰材料市场,zhuang'shi'cai'liao'shi'chang
庄头,zhuang'tou
庄头村,zhuang'tou'cun
庄头学校,zhuang'tou'xue'xiao
壮壮超市,zhuang'zhuang'chao'shi
庄子村,zhuang'zi'cun
庄子坪,zhuang'zi'ping
锥子山,zhui'zi'shan
卓儿,zhuo'er
卓立村,zhuo'li'cun
卓里村,zhuo'li'cun
桌上,zhuo'shang
卓逸村,zhuo'yi'cun
自沟,zi'gou
紫金,zi'jin
紫金山,zi'jin'shan
紫荆花宾馆,zi'jing'hua'bin'guan
紫荆花饭店,zi'jing'hua'fan'dian
紫澜门,zi'lan'men
自权脉管炎专科,zi'quan'mai'guan'yan'zhuan'ke
紫薇宾馆,zi'wei'bin'guan
紫薇佳苑,zi'wei'jia'yuan
紫云洞,zi'yun'dong
综合超市,zong'he'chao'shi
走马岭,zou'ma'ling
走马坪,zou'ma'ping
足健道,zu'jian'dao
足健堂,zu'jian'tang
足生堂,zu'sheng'tang
钻石宾馆,zuan'shi'bin'guan
钻石时代酒店,zuan'shi'shi'dai'jiu'dian
钻天岭,zuan'tian'ling
醉八仙,zui'ba'xian
醉蓬莱,zui'peng'lai
尊村,zun'cun
左家沟,zuo'jia'gou
左家山,zuo'jia'shan
作家书屋,zuo'jia'shu'wu
左家湾村,zuo'jia'wan'cun
