阿斗,a'dou
顺我者昌,shun'wo'zhe'chang
顺我者昌逆我者亡,shun'wo'zhe'chang'ni'wo'zhe'wang
顺装备,shun'zhuang'bei
死不瞑目,si'bu'ming'mu
死而无憾,si'er'wu'han
四反,si'fan
四号位,si'hao'wei
伺机待发,si'ji'dai'fa
死谏,si'jian
四禁,si'jin
四连反,si'lian'fan
司马懿,si'ma'yi
四面都是水,si'mian'dou'shi'shui
四世三公,si'shi'san'gong
肆无忌惮,si'wu'ji'dan
四象生八卦,si'xiang'sheng'ba'gua
四血,si'xue
死又何妨,si'you'he'fang
死罪可免,si'zui'ke'mian
颂词,song'ci
送对面,song'dui'mian
送反,song'fan
送觉醒,song'jue'xing
送内,song'nei
送牌,song'pai
送死,song'si
送死你去,song'si'ni'qu
送桃,song'tao
颂威,song'wei
谡愿以死安大局,su'yuan'yi'si'an'da'ju
速战速决,su'zhan'su'jue
算无遗策,suan'wu'yi'ce
随势,sui'shi
孙伯符,sun'bo'fu
孙策,sun'ce
孙坚,sun'jian
孙权,sun'quan
孙尚香,sun'shang'xiang
孙氏英烈,sun'shi'ying'lie
孙文台,sun'wen'tai
孙仲谋,sun'zhong'mou
锁定技,suo'ding'ji
索命于须臾之间,suo'ming'yu'xu'yu'zhi'jian
所以无污,suo'yi'wu'wu
所以无误,suo'yi'wu'wu
他好我也好,ta'hao'wo'ye'hao
他有无懈,ta'you'wu'xie
抬榇之悟,tai'chen'zhi'wu
太极生两仪,tai'ji'sheng'liang'yi
太年轻,tai'nian'qing
太平道人,tai'ping'dao'ren
太史,tai'shi
太史慈,tai'shi'ci
探虎,tan'hu
螳臂当车,tang'bi'dang'che
讨篡汉之逆贼,tao'cuan'han'zhi'ni'zei
桃王,tao'wang
桃仙,tao'xian
桃园,tao'yuan
桃园结义,tao'yuan'jie'yi
藤甲,teng'jia
藤甲兵,teng'jia'bing
腾龙行云,teng'long'xing'yun
腾蛇乘雾,teng'she'cheng'wu
腾云跨风,teng'yun'kua'feng
体力回复,ti'li'hui'fu
体力流失,ti'li'liu'shi
体力牌,ti'li'pai
体力上限,ti'li'shang'xian
体力值,ti'li'zhi
替天行道,ti'tian'xing'dao
替我挡着,ti'wo'dang'zhe
体恤飞凫,ti'xu'fei'fu
天道威仪,tian'dao'wei'yi
天妒,tian'du
田丰,tian'feng
天公将军,tian'gong'jiang'jun
天火燎原,tian'huo'liao'yuan
天命,tian'ming
天命难违,tian'ming'nan'wei
天命之子,tian'ming'zhi'zi
天谴,tian'qian
天王老子也救不了你,tian'wang'lao'zi'ye'jiu'bu'le'ni
天下大事,tian'xia'da'shi
天下归心,tian'xia'gui'xin
天下我有,tian'xia'wo'you
天香,tian'xiang
天义,tian'yi
天助我司马氏,tian'zhu'wo'si'ma'shi
跳反,tiao'fan
跳过,tiao'guo
跳内,tiao'nei
跳身份,tiao'shen'fen
调戏剑,tiao'xi'jian
挑衅,tiao'xin
跳忠,tiao'zhong
铁壁铜躯,tie'bi'tong'qu
贴兵粮,tie'bing'liang
贴个兵,tie'ge'bing
贴个乐,tie'ge'le
贴乐,tie'le
铁骑,tie'qi
铁索,tie'suo
铁索连环,tie'suo'lian'huan
铁索连舟,tie'suo'lian'zhou
铁锁连舟,tie'suo'lian'zhou
听我一言,ting'wo'yi'yan
同归于尽,tong'gui'yu'jin
同归于尽吧,tong'gui'yu'jin'ba
同花色,tong'hua'se
痛苦吧,tong'ku'ba
通通连起来吧,tong'tong'lian'qi'lai'ba
统统算我的,tong'tong'suan'wo'de
偷渡阴平,tou'du'yin'ping
偷牌,tou'pai
吐故纳新,tu'gu'na'xin
突袭,tu'xi
退后,tui'hou
屯牌,tun'pai
屯田,tun'tian
屯田日久,tun'tian'ri'jiu
托管,tuo'guan
拓展包,tuo'zhan'bao
外事不决,wai'shi'bu'jue
外事不决问周瑜,wai'shi'bu'jue'wen'zhou'yu
万邦之屏,wan'bang'zhi'ping
万夫不当,wan'fu'bu'dang
万福攸同,wan'fu'you'tong
玩家,wan'jia
万箭,wan'jian
万箭齐发,wan'jian'qi'fa
婉容,wan'rong
完杀,wan'sha
万事俱备,wan'shi'ju'bei
万物苍生,wan'wu'cang'sheng
枉称东方朔再世,wang'cheng'dong'fang'shuo'zai'shi
网杀,wang'sha
王异,wang'yi
王者归来,wang'zhe'gui'lai
王者降临,wang'zhe'jiang'lin
王者再战,wang'zhe'zai'zhan
王者之战,wang'zhe'zhi'zhan
王佐之才,wang'zuo'zhi'cai
为臣者,wei'chen'zhe
为臣者当冒死以谏,wei'chen'zhe'dang'mao'si'yi'jian
伪帝,wei'di
魏国,wei'guo
魏将,wei'jiang
魏将何在,wei'jiang'he'zai
惟惧天雷,wei'ju'tian'lei
威烈将军,wei'lie'jiang'jun
微妙玄通,wei'miao'xuan'tong
帷幕,wei'mu
为你们之前的行为付出代价吧,wei'ni'men'zhi'qian'de'xing'wei'fu'chu'dai'jia'ba
魏势力,wei'shi'li
魏势力角色,wei'shi'li'jue'se
维万死不能相报,wei'wan'si'bu'neng'xiang'bao
魏文长,wei'wen'chang
魏文帝,wei'wen'di
唯我独尊,wei'wo'du'zun
为我所控,wei'wo'suo'kong
魏武霸业,wei'wu'ba'ye
魏武帝,wei'wu'di
魏武之刚,wei'wu'zhi'gang
惟贤惟德,wei'xian'wei'de
魏延,wei'yan
唯有杜康,wei'you'du'kang
唯有退守,wei'you'tui'shou
威震西凉,wei'zhen'xi'liang
魏之霸者,wei'zhi'ba'zhe
魏之武者,wei'zhi'wu'zhe
文长,wen'chang
文丑,wen'chou
文定之物,wen'ding'zhi'wu
稳固内政,wen'gu'nei'zheng
文姬,wen'ji
文台,wen'tai
文武,wen'wu
稳重行军,wen'zhong'xing'jun
文诛笔伐,wen'zhu'bi'fa
我爸爸是刘备,wo'ba'ba'shi'liu'bei
我不会输给任何人,wo'bu'hui'shu'gei'ren'he'ren
我才是皇帝,wo'cai'shi'huang'di
我当要,wo'dang'yao
我当要替天行道,wo'dang'yao'ti'tian'xing'dao
我得不到的,wo'de'bu'dao'de
我的计谋竟被,wo'de'ji'mou'jing'bei
我的时辰也到了,wo'de'shi'chen'ye'dao'le
我的是我的,wo'de'shi'wo'de
我放心,wo'fang'xin
我敢杀你,wo'gan'sha'ni
我感受到了父亲的力量,wo'gan'shou'dao'le'fu'qin'de'li'liang
我还是太年轻了,wo'hai'shi'tai'nian'qing'le
我会记住你的,wo'hui'ji'zhu'ni'de
我会怕你吗,wo'hui'pa'ni'ma
我计不成,wo'ji'bu'cheng
我将尽我所能,wo'jiang'jin'wo'suo'neng
我绝不会倒下,wo'jue'bu'hui'dao'xia
我军将败,wo'jun'jiang'bai
我看好你,wo'kan'hao'ni
我宽限你几天时间,wo'kuan'xian'ni'ji'tian'shi'jian
卧龙,wo'long
卧龙诸葛,wo'long'zhu'ge
卧龙诸葛亮,wo'long'zhu'ge'liang
我们别无选择,wo'men'bie'wu'xuan'ze
我明明亲手将你,wo'ming'ming'qin'shou'jiang'ni
我命休矣,wo'ming'xiu'yi
我去了,wo'qu'le
我若怕你,wo'ruo'pa'ni
我是不是该减肥了,wo'shi'bu'shi'gai'jian'fei'le
我蜀汉,wo'shu'han
我蜀汉岂无人乎,wo'shu'han'qi'wu'ren'hu
我替施主把把脉,wo'ti'shi'zhu'ba'ba'mai
我投降还不行吗,wo'tou'xiang'hai'bu'xing'ma
我枉称东方朔再世,wo'wang'cheng'dong'fang'shuo'zai'shi
我无颜面对丞相了,wo'wu'yan'mian'dui'cheng'xiang'le
我先休息一会儿,wo'xian'xiu'xi'yi'hui'er
我先走一步了,wo'xian'zou'yi'bu'le
我要你三更死,wo'yao'ni'san'geng'si
我要杀你们个片甲不留,wo'yao'sha'ni'men'ge'pian'jia'bu'liu
我也要像父亲那样坚强,wo'ye'yao'xiang'fu'qin'na'yang'jian'qiang
我已无颜苟活于世,wo'yi'wu'yan'gou'huo'yu'shi
我永不背弃,wo'yong'bu'bei'qi
我有何罪,wo'you'he'zui
我有闪,wo'you'shan
我在修罗炼狱等着你们,wo'zai'xiu'luo'lian'yu'deng'zhe'ni'men
我怎么会死在这里,wo'zen'me'hui'si'zai'zhe'li
我自岿然不动,wo'zi'kui'ran'bu'dong
无碍,wu'ai
无不报复,wu'bu'bao'fu
武的化身,wu'de'hua'shen
吾定当身先士卒,wu'ding'dang'shen'xian'shi'zu
毋放过,wu'fang'guo
五谷,wu'gu
五谷丰登,wu'gu'feng'deng
吴国,wu'guo
吴国太,wu'guo'tai
吴国之母,wu'guo'zhi'mu
五号位,wu'hao'wei
武魂,wu'hun
武姬,wu'ji
武继,wu'ji
无坚不摧,wu'jian'bu'cui
吴将,wu'jiang
武将,wu'jiang
武将技,wu'jiang'ji
武将牌,wu'jiang'pai
武将牌翻面,wu'jiang'pai'fan'mian
无尽的鞭挞,wu'jin'de'bian'ta
无尽的挣扎,wu'jin'de'zheng'zha
无来无去,wu'lai'wu'qu
武烈,wu'lie
武烈帝,wu'lie'di
武烈皇后,wu'lie'huang'hou
武烈英魂,wu'lie'ying'hun
吴六剑,wu'liu'jian
吾们乃河北上将,wu'men'nai'he'bei'shang'jiang
吾们乃河北上将颜良文丑是也,wu'men'nai'he'bei'shang'jiang'yan'liang'wen'chou'shi'ye
无冕之后,wu'mian'zhi'hou
无谋,wu'mou
吾乃,wu'nai
吾乃常山赵子龙也,wu'nai'chang'shan'zhao'zi'long'ye
吾乃江东小霸王孙伯符,wu'nai'jiang'dong'xiao'ba'wang'sun'bo'fu
吾乃上将潘凤,wu'nai'shang'jiang'pan'feng
吾乃天命之子,wu'nai'tian'ming'zhi'zi
吾乃吴国之母,wu'nai'wu'guo'zhi'mu
吾破蜀克敌,wu'po'shu'ke'di
无前,wu'qian
无情者伤人,wu'qing'zhe'shang'ren
五人局,wu'ren'ju
无色杀,wu'se'sha
武神,wu'shen
武圣,wu'sheng
武圣显灵,wu'sheng'xian'ling
无视,wu'shi
吴势力,wu'shi'li
吴势力角色,wu'shi'li'jue'se
无手牌,wu'shou'pai
吴蜀休矣,wu'shu'xiu'yi
无双,wu'shuang
吾虽亡,wu'sui'wang
吾通晓兵法,wu'tong'xiao'bing'fa
吴王光耀,wu'wang'guang'yao
无为的真命主,wu'wei'de'zhen'ming'zhu
无为真命主,wu'wei'zhen'ming'zhu
无懈,wu'xie
无懈可击,wu'xie'ke'ji
五血,wu'xue
无言,wu'yan
无颜面对丞相,wu'yan'mian'dui'cheng'xiang
无用之人,wu'yong'zhi'ren
吴之霸者,wu'zhi'ba'zhe
吴之武者,wu'zhi'wu'zhe
无中,wu'zhong
无中生有,wu'zhong'sheng'you
吾主圣明,wu'zhu'sheng'ming
膝盖中箭,xi'gai'zhong'jian
膝盖中箭了,xi'gai'zhong'jian'le
洗混,xi'hun
西凉的猛狮,xi'liang'de'meng'shi
洗牌,xi'pai
袭人于不意,xi'ren'yu'bu'yi
习武,xi'wu
习武可制虎豹,xi'wu'ke'zhi'hu'bao
吸血,xi'xue
下次注意点儿,xia'ci'zhu'yi'dian'er
夏侯霸,xia'hou'ba
夏侯惇,xia'hou'dun
夏侯渊,xia'hou'yuan
先拔头筹,xian'ba'tou'chou
险不辞难,xian'bu'ci'nan
先拆,xian'chai
限定技,xian'ding'ji
先发制人,xian'fa'zhi'ren
先锋,xian'feng
先锋就由老夫来当,xian'feng'jiu'you'lao'fu'lai'dang
仙福永享,xian'fu'yong'xiang
羡慕吧,xian'mu'ba
先让你得意几天,xian'rang'ni'de'yi'ji'tian
先让你得意几天自立,xian'rang'ni'de'yi'ji'tian'zi'li
仙人变幻,xian'ren'bian'huan
先手,xian'shou
先谁,xian'shui
先顺,xian'shun
陷嗣,xian'si
先王以承天之道,xian'wang'yi'cheng'tian'zhi'dao
陷阵,xian'zhen
陷阵杀敌,xian'zhen'sha'di
险中求胜,xian'zhong'qiu'sheng
先主假子,xian'zhu'jia'zi
先走一步,xian'zou'yi'bu
相煎何太急,xiang'jian'he'tai'ji
享乐,xiang'le
向您请罪,xiang'nin'qing'zui
相同花色,xiang'tong'hua'se
向下取整,xiang'xia'qu'zheng
香香,xiang'xiang
响应,xiang'ying
小白板,xiao'bai'ban
小白板儿,xiao'bai'ban'er
小关张,xiao'guan'zhang
小馆长,xiao'guan'zhang
骁果,xiao'guo
枭姬,xiao'ji
小内,xiao'nei
小乔,xiao'qiao
孝亲忠直,xiao'qin'zhong'zhi
笑什么笑,xiao'shen'me'xiao
小试牛刀,xiao'shi'niu'dao
小事一桩,xiao'shi'yi'zhuang
骁袭,xiao'xi
小小把戏,xiao'xiao'ba'xi
小有名气,xiao'you'ming'qi
小诸葛,xiao'zhu'ge
挟缠,xie'chan
新的不来,xin'de'bu'lai
新生,xin'sheng
心战,xin'zhan
兴霸,xing'ba
行大事,xing'da'shi
行动顺序,xing'dong'shun'xu
兴家赤族,xing'jia'chi'zu
行殇,xing'shang
星舞,xing'wu
雄才大略,xiong'cai'da'lue
熊熊业火,xiong'xiong'ye'huo
雄异,xiong'yi
休教天下人负我,xiu'jiao'tian'xia'ren'fu'wo
修罗,xiu'luo
修罗炼狱,xiu'luo'lian'yu
修罗之道,xiu'luo'zhi'dao
休想趁人之危,xiu'xiang'chen'ren'zhi'wei
休养生息,xiu'yang'sheng'xi
休要小看妇人志气,xiu'yao'xiao'kan'fu'ren'zhi'qi
休整片刻,xiu'zheng'pian'ke
蓄爆,xu'bao
许褚,xu'chu
须当交换,xu'dang'jiao'huan
须当交换文定之物,xu'dang'jiao'huan'wen'ding'zhi'wu
须当如是,xu'dang'ru'shi
须得小心防护,xu'de'xiao'xin'fang'hu
徐晃,xu'huang
徐盛,xu'sheng
徐庶,xu'shu
徐遮,xu'zhe
玄德,xuan'de
旋风,xuan'feng
眩惑,xuan'huo
玄其法,xuan'qi'fa
选项二,xuan'xiang'er
选项一,xuan'xiang'yi
雪恨,xue'hen
血祭,xue'ji
血染鳞甲,xue'ran'lin'jia
血线,xue'xian
血裔,xue'yi
荀攸,xun'you
荀彧,xun'yu
睚眦之怨,ya'zi'zhi'yuan
睚眦之怨无不报复,ya'zi'zhi'yuan'wu'bu'bao'fu
言多必失,yan'duo'bi'shi
延祸,yan'huo
颜良,yan'liang
颜良文丑,yan'liang'wen'chou
颜良文丑是也,yan'liang'wen'chou'shi'ye
掩其无备,yan'qi'wu'bei
燕人的,yan'ren'de
燕人的咆哮,yan'ren'de'pao'xiao
燕人张飞在此,yan'ren'zhang'fei'zai'ci
延时锦囊,yan'shi'jin'nang
延时类锦囊,yan'shi'lei'jin'nang
言退者斩,yan'tui'zhe'zhan
颜文,yan'wen
言笑,yan'xiao
严刑峻法,yan'xing'jun'fa
严整,yan'zheng
养精蓄锐,yang'jing'xu'rui
杨修,yang'xiu
要不得,yao'bu'de
耀武,yao'wu
夜不能寐,ye'bu'neng'mei
也敢与日月争辉,ye'gan'yu'ri'yue'zheng'hui
也敢于日月争辉,ye'gan'yu'ri'yue'zheng'hui
也好,ye'hao
也是开始,ye'shi'kai'shi
也死了,ye'si'le
野心家,ye'xin'jia
野性的女王,ye'xing'de'nv'wang
业炎,ye'yan
已半入我手,yi'ban'ru'wo'shou
以彼之道,yi'bi'zhi'dao
以彼之道还施彼身,yi'bi'zhi'dao'huan'shi'bi'shen
一波流,yi'bo'liu
一称便知,yi'cheng'bian'zhi
移出游戏,yi'chu'you'xi
义从,yi'cong
以胆为守,yi'dan'wei'shou
翼德,yi'de
以德服人,yi'de'fu'ren
一顿不吃,yi'dun'bu'chi
一顿不吃饿得慌,yi'dun'bu'chi'e'de'huang
一夫当关,yi'fu'dang'guan
一个桃,yi'ge'tao
一鼓作气,yi'gu'zuo'qi
一号位,yi'hao'wei
以和为贵,yi'he'wei'gui
翼侯,yi'hou
移花接木,yi'hua'jie'mu
以缓急,yi'huan'ji
遗计,yi'ji
一击可擒,yi'ji'ke'qin
一将,yi'jiang
一将成名,yi'jiang'cheng'ming
已经尽力了,yi'jing'jin'li'le
一马当先,yi'ma'dang'xian
以破奸轨之胆,yi'po'jian'gui'zhi'dan
一骑当千,yi'qi'dang'qian
一骑当先,yi'qi'dang'xian
一骑讨,yi'qi'tao
一切尽在不言中,yi'qie'jin'zai'bu'yan'zhong
易如反掌,yi'ru'fan'zhang
以弱胜强,yi'ruo'sheng'qiang
一时平安,yi'shi'ping'an
一手牌,yi'shou'pai
已损失体力,yi'sun'shi'ti'li
已损失体力值,yi'sun'shi'ti'li'zhi
一探便知,yi'tan'bian'zhi
一桃,yi'tao
一统江山,yi'tong'jiang'shan
依我看,yi'wo'kan
以我之真气,yi'wo'zhi'zhen'qi
以吾魂魄,yi'wu'hun'po
异乡的孤女,yi'xiang'de'gu'nv
以眩远近,yi'xuan'yuan'jin
一血,yi'xue
依易设象,yi'yi'she'xiang
以御外患,yi'yu'wai'huan
医者不能自医,yi'zhe'bu'neng'zi'yi
以治人之情,yi'zhi'ren'zhi'qing
毅重,yi'zhong
异族之愤,yi'zu'zhi'fen
因祸得福,yin'huo'de'fu
引火对敌,yin'huo'dui'di
银两,yin'liang
银铃,yin'ling
阴阳鱼,yin'yang'yu
银月枪,yin'yue'qiang
英魂,ying'hun
萤烛之火,ying'zhu'zhi'huo
英姿,ying'zi
用兵有方,yong'bing'you'fang
用兵之道,yong'bing'zhi'dao
永不背弃,yong'bu'bei'qi
勇猛过人,yong'meng'guo'ren
涌泉以报,yong'quan'yi'bao
庸肆,yong'si
有病在身,you'bing'zai'shen
有贯石,you'guan'shi
游卡,you'ka
有老夫呢,you'lao'fu'ne
有老夫在,you'lao'fu'zai
有老身在,you'lao'shen'zai
有埋伏,you'mai'fu
有难同当,you'nan'tong'dang
幼平,you'ping
有情者自伤,you'qing'zhe'zi'shang
优柔寡断,you'rou'gua'duan
优柔寡断要不得啊,you'rou'gua'duan'yao'bu'de'a
有汝辅佐,you'ru'fu'zuo
有汝辅佐甚好,you'ru'fu'zuo'shen'hao
犹如探囊取物,you'ru'tan'nang'qu'wu
又是一条好汉,you'shi'yi'tiao'hao'han
有桃,you'tao
佑我蜀汉,you'wo'shu'han
有我在,you'wo'zai
有我在别怕,you'wo'zai'bie'pa
游戏牌,you'xi'pai
有勇无谋,you'yong'wu'mou
有勇有谋,you'yong'you'mou
优游风议,you'you'feng'yi
御策,yu'ce
御敌,yu'di
御敌之策,yu'di'zhi'ce
虞翻,yu'fan
与公瑾共谋天下,yu'gong'jin'gong'mou'tian'xia
浴火重生,yu'huo'chong'sheng
于吉,yu'ji
于禁,yu'jin
预亮,yu'liang
与世不侵,yu'shi'bu'qin
与他一搏,yu'ta'yi'bo
与我何干,yu'wo'he'gan
玉玺在手,yu'xi'zai'shou
愚者既出,yu'zhe'ji'chu
袁本初,yuan'ben'chu
愿承父志,yuan'cheng'fu'zhi
袁大嘴,yuan'da'zui
援护,yuan'hu
远交近攻,yuan'jiao'jin'gong
援军为何迟迟未到,yuan'jun'wei'he'chi'chi'wei'dao
袁绍,yuan'shao
袁术,yuan'shu
远望可以当归,yuan'wang'ke'yi'dang'gui
远位,yuan'wei
远位反,yuan'wei'fan
远位忠,yuan'wei'zhong
愿献犬马之劳,yuan'xian'quan'ma'zhi'lao
越老越要补啊,yue'lao'yue'yao'bu'a
月英,yue'ying
云长,yun'chang
运筹帷幄,yun'chou'wei'wo
杂鱼们,za'yu'men
在仇与恨的地狱中,zai'chou'yu'hen'de'di'yu'zhong
再来一壶,zai'lai'yi'hu
再陪陪妾身,zai'pei'pei'qie'shen
再起,zai'qi
再世留侯,zai'shi'liu'hou
在所不辞,zai'suo'bu'ci
在血和暗的深渊里,zai'xue'he'an'de'shen'yuan'li
再做决断,zai'zuo'jue'duan
葬于奸贼之手,zang'yu'jian'zei'zhi'shou
造成伤害,zao'cheng'shang'hai
早睡早起,zao'shui'zao'qi
早晚要还的,zao'wan'yao'huan'de
凿险,zao'xian
早终的先知,zao'zhong'de'xian'zhi
泽被臣属,ze'bei'chen'shu
则吾,ze'wu
则吾死不瞑目,ze'wu'si'bu'ming'mu
贼将休走,zei'jiang'xiu'zou
贼将早降,zei'jiang'zao'jiang
贼可擒,zei'ke'qin
贼可擒也,zei'ke'qin'ye
怎能如此对我,zen'neng'ru'ci'dui'wo
渣权,zha'quan
战场新兵,zhan'chang'xin'bing
战功,zhan'gong
占吉凶,zhan'ji'xiong
战无不胜,zhan'wu'bu'sheng
丈八,zhang'ba
丈八蛇矛,zhang'ba'she'mao
张苞,zhang'bao
张春华,zhang'chun'hua
张飞,zhang'fei
张郃,zhang'he
张颌,zhang'he
张合理,zhang'he'li
张纮,zhang'hong
张换换,zhang'huan'huan
张角,zhang'jiao
张辽,zhang'liao
张翼德,zhang'yi'de
张昭,zhang'zhao
张昭张纮,zhang'zhao'zhang'hong
帐中不可无酒,zhang'zhong'bu'ke'wu'jiu
招还是不招,zhao'hai'shi'bu'zhao
爪黄飞电,zhao'huang'fei'dian
昭烈,zhao'lie
诏令,zhao'ling
诏令天下,zhao'ling'tian'xia
找劈,zhao'pi
找顺,zhao'shun
找桃,zhao'tao
昭心,zhao'xin
赵云,zhao'yun
赵子龙,zhao'zi'long
这才是活生生的地狱,zhe'cai'shi'huo'sheng'sheng'de'di'yu
这炽热的鲜血,zhe'chi're'de'xian'xue
这仇我记下了,zhe'chou'wo'ji'xia'le
这刀岂是你配用的,zhe'dao'qi'shi'ni'pei'yong'de
折而不屈,zhe'er'bu'qu
这红脸长须大将是,zhe'hong'lian'chang'xu'da'jiang'shi
这家伙还是给我用吧,zhe'jia'huo'hai'shi'gei'wo'yong'ba
这件兵器可还趁手,zhe'jian'bing'qi'ke'hai'chen'shou
这可如何是好,zhe'ke'ru'he'shi'hao
这是结束,zhe'shi'jie'shu
这是赏你的,zhe'shi'shang'ni'de
这是神之怒火,zhe'shi'shen'zhi'nu'huo
这首献给你的镇魂曲,zhe'shou'xian'gei'ni'de'zhen'hun'qu
这些都是我的,zhe'xie'dou'shi'wo'de
这样会比较好吧,zhe'yang'hui'bi'jiao'hao'ba
这里交给我,zhei'li'jiao'gei'wo
珍藏达人,zhen'cang'da'ren
甄姬,zhen'ji
贞烈,zhen'lie
真没想到,zhen'mei'xiang'dao
真咪意思,zhen'mi'yi'si
真命天子,zhen'ming'tian'zi
朕乃大汉皇帝,zhen'nai'da'han'huang'di
甄女王,zhen'nv'wang
真是美味啊,zhen'shi'mei'wei'a
阵亡,zhen'wang
震魏武雄风,zhen'wei'wu'xiong'feng
阵营,zhen'ying
真正法器,zhen'zheng'fa'qi
正版达人,zheng'ban'da'ren
政法兵谋,zheng'fa'bing'mou
挣扎吧,zheng'zha'ba
制霸,zhi'ba
智迟,zhi'chi
直捣黄龙,zhi'dao'huang'long
智定天下,zhi'ding'tian'xia
制衡,zhi'heng
制虎豹,zhi'hu'bao
志继,zhi'ji
知己知彼,zhi'ji'zhi'bi
直谏,zhi'jian
志节分明,zhi'jie'fen'ming
置酒高殿上,zhi'jiu'gao'dian'shang
只欠业火,zhi'qian'ye'huo
直取蜀汉,zhi'qu'shu'han
指囷相赠,zhi'qun'xiang'zeng
指日可待,zhi'ri'ke'dai
至圣至明,zhi'sheng'zhi'ming
知天下大事,zhi'tian'xia'da'shi
知天易,zhi'tian'yi
知天易逆天难,zhi'tian'yi'ni'tian'nan
直言,zhi'yan
直言劝谏,zhi'yan'quan'jian
智勇双全,zhi'yong'shuang'quan
智勇侠义,zhi'yong'xia'yi
智愚,zhi'yu
只在绝境中诞生,zhi'zai'jue'jing'zhong'dan'sheng
智者何存,zhi'zhe'he'cun
制兹八拍兮拟排忧,zhi'zi'ba'pai'xi'ni'pai'you
忠臣,zhong'chen
忠臣孝子,zhong'chen'xiao'zi
忠肝义胆,zhong'gan'yi'dan
钟会,zhong'hui
中级杀手,zhong'ji'sha'shou
仲家帝,zhong'jia'di
中坚,zhong'jian
众将听令,zhong'jiang'ting'ling
中乐,zhong'le
仲谋,zhong'mou
仲谋愧也,zhong'mou'kui'ye
仲谋愧矣,zhong'mou'kui'yi
重判,zhong'pan
终其永怀,zhong'qi'yong'huai
忠权震主,zhong'quan'zhen'zhu
终为土灰,zhong'wei'tu'hui
忠孝的侠士,zhong'xiao'de'xia'shi
忠孝为先,zhong'xiao'wei'xian
忠心耿耿,zhong'xin'geng'geng
忠言逆耳啊,zhong'yan'ni'er'a
忠义已尽,zhong'yi'yi'jin
忠勇清威,zhong'yong'qing'wei
重用许靖,zhong'yong'xu'jing
忠贞之志,zhong'zhen'zhi'zhi
周公瑾,zhou'gong'jin
周公吐哺,zhou'gong'tu'bu
周苛之节,zhou'ke'zhi'jie
周泰,zhou'tai
周亚夫之风,zhou'ya'fu'zhi'feng
周瑜,zhou'yu
祝虫,zhu'chong
诸葛,zhu'ge
诸葛瑾,zhu'ge'jin
诸葛恪,zhu'ge'ke
诸葛连弩,zhu'ge'lian'nu
诸葛亮,zhu'ge'liang
主公,zhu'gong
主公技,zhu'gong'ji
主公快走,zhu'gong'kuai'zou
主公要臣死,zhu'gong'yao'chen'si
主公要臣死臣不得不死,zhu'gong'yao'chen'si'chen'bu'de'bu'si
珠联璧合,zhu'lian'bi'he
朱雀星君,zhu'que'xing'jun
朱雀羽扇,zhu'que'yu'shan
朱然,zhu'ran
祝融,zhu'rong
主帅,zhu'shuai
助我,zhu'wo
助我背水一战,zhu'wo'bei'shui'yi'zhan
助我决一死战,zhu'wo'jue'yi'si'zhan
抓牌,zhua'pai
装八卦,zhuang'ba'gua
装白银,zhuang'bai'yin
装备牌,zhuang'bei'pai
装备区,zhuang'bei'qu
装刀,zhuang'dao
装反,zhuang'fan
装疯卖傻,zhuang'feng'mai'sha
装个这,zhuang'ge'zhe
装加一,zhuang'jia'yi
装减一,zhuang'jian'yi
装内,zhuang'nei
装仁王,zhuang'ren'wang
装上,zhuang'shang
装身份,zhuang'shen'fen
装藤甲,zhuang'teng'jia
装忠,zhuang'zhong
惴恐,zhui'kong
追忆,zhui'yi
准备受死吧,zhun'bei'shou'si'ba
准备突围,zhun'bei'tu'wei
桌游志,zhuo'you'zhi
子布,zi'bu
子纲,zi'gang
子桓,zi'huan
子桓哥哥,zi'huan'ge'ge
子建,zi'jian
子敬,zi'jing
自立,zi'li
子明,zi'ming
自守,zi'shou
自损八百,zi'sun'ba'bai
自损八百可伤敌一千,zi'sun'ba'bai'ke'shang'di'yi'qian
紫骍,zi'xing
子义,zi'yi
子瑜,zi'yu
纵其行,zong'qi'xing
宗室,zong'shi
纵适,zong'shi
纵玄,zong'xuan
走马行酒醴,zou'ma'xing'jiu'li
邹氏,zou'shi
最强神话,zui'qiang'shen'hua
醉乡,zui'xiang
左慈,zuo'ci
左将军,zuo'jiang'jun
坐山观虎斗,zuo'shan'guan'hu'dou
