阿波罗大酒店,a'bo'luo'da'jiu'dian
内厝,nei'cuo
内枫,nei'feng
内宫,nei'gong
内角,nei'jiao
内坑,nei'keng
内李,nei'li
内南安,nei'nan'an
内山门,nei'shan'men
内温,nei'wen
内岩,nei'yan
内洋,nei'yang
内张,nei'zhang
能山,neng'shan
尼姑庵,ni'gu'an
年头,nian'tou
鸟林,niao'lin
鸟屿,niao'yu
宁海桥,ning'hai'qiao
宁里,ning'li
宁山,ning'shan
牛度,niu'du
牛湖,niu'hu
牛角山,niu'jiao'shan
牛栏里,niu'lan'li
牛岭,niu'ling
牛目,niu'mu
牛山,niu'shan
牛头山,niu'tou'shan
牛头尾,niu'tou'wei
牛洋,niu'yang
牛羊路,niu'yang'lu
纽约风情,niu'yue'feng'qing
牛寨,niu'zhai
农村信用联社,nong'cun'xin'yong'lian'she
农村信用社,nong'cun'xin'yong'she
农夫烤鱼,nong'fu'kao'yu
农工商超市,nong'gong'shang'chao'shi
农行,nong'hang
农行城关分理处,nong'hang'cheng'guan'fen'li'chu
农行城南支行,nong'hang'cheng'nan'zhi'hang
农家乐超市,nong'jia'le'chao'shi
弄里,nong'li
农林科学研究所,nong'lin'ke'xue'yan'jiu'suo
农贸市场,nong'mao'shi'chang
农民街路口,nong'min'jie'lu'kou
诺贝尔磁砖,nuo'bei'er'ci'zhuan
诺基亚专卖店,nuo'ji'ya'zhuan'mai'dian
欧倍德,ou'bei'de
欧厝,ou'cuo
欧典咖啡,ou'dian'ka'fei
欧湖,ou'hu
欧派整体橱柜,ou'pai'zheng'ti'chu'gui
欧神诺陶瓷,ou'shen'nuo'tao'ci
欧王葡萄酒,ou'wang'pu'tao'jiu
潘厝,pan'cuo
盘谷,pan'gu
泮湖,pan'hu
潘岭,pan'ling
盘落,pan'luo
盼盼幼儿园,pan'pan'you'er'yuan
盘尾,pan'wei
泮洋村,pan'yang'cun
胖先生,pang'xian'sheng
炮厝村,pao'cuo'cun
蓬莱酒店,peng'lai'jiu'dian
彭溪,peng'xi
皮肤病院,pi'fu'bing'yuan
皮肤科诊所,pi'fu'ke'zhen'suo
匹克运动,pi'ke'yun'dong
平安山,ping'an'shan
平安药店,ping'an'yao'dian
坪坂,ping'ban
坪底,ping'di
坪顶,ping'ding
苹果专卖店,ping'guo'zhuan'mai'dian
平海村,ping'hai'cun
平海楼,ping'hai'lou
平海镇,ping'hai'zhen
平林,ping'lin
平民医院,ping'min'yi'yuan
坪山,ping'shan
屏山,ping'shan
屏山村,ping'shan'cun
屏山小学,ping'shan'xiao'xue
坪田,ping'tian
坪洋村,ping'yang'cun
平原村,ping'yuan'cun
破岸,po'an
破垄,po'long
破窑,po'yao
蒲坂村,pu'ban'cun
蒲板路口,pu'ban'lu'kou
埔兜,pu'dou
埔墩,pu'dun
埔后,pu'hou
普济寺,pu'ji'si
普坑,pu'keng
埔里,pu'li
埔林,pu'lin
埔柳村,pu'liu'cun
浦南,pu'nan
埔坪,pu'ping
菩萨后,pu'sa'hou
朴山,pu'shan
蒲山村,pu'shan'cun
菩提寺,pu'ti'si
莆田八中,pu'tian'ba'zhong
莆田出口,pu'tian'chu'kou
莆田第二中学,pu'tian'di'er'zhong'xue
莆田第十八中学,pu'tian'di'shi'ba'zhong'xue
莆田第四中学,pu'tian'di'si'zhong'xue
莆田第五中学,pu'tian'di'wu'zhong'xue
莆田第一中学,pu'tian'di'yi'zhong'xue
莆田电大,pu'tian'dian'da
莆田电业局,pu'tian'dian'ye'ju
莆田电子城,pu'tian'dian'zi'cheng
莆田二中,pu'tian'er'zhong
莆田海关,pu'tian'hai'guan
莆田华侨中学,pu'tian'hua'qiao'zhong'xue
莆田九中,pu'tian'jiu'zhong
莆田六中,pu'tian'liu'zhong
莆田南门学校,pu'tian'nan'men'xue'xiao
莆田汽车站,pu'tian'qi'che'zhan
莆田奇奇,pu'tian'qi'qi
莆田市,pu'tian'shi
莆田市财政局,pu'tian'shi'cai'zheng'ju
莆田市公安局,pu'tian'shi'gong'an'ju
莆田市公路局,pu'tian'shi'gong'lu'ju
莆田市检察院,pu'tian'shi'jian'cha'yuan
莆田市建设局,pu'tian'shi'jian'she'ju
莆田市人事局,pu'tian'shi'ren'shi'ju
莆田市委,pu'tian'shi'wei
莆田市卫生局,pu'tian'shi'wei'sheng'ju
莆田市政府,pu'tian'shi'zheng'fu
莆田十中,pu'tian'shi'zhong
莆田收费站,pu'tian'shou'fei'zhan
莆田四中,pu'tian'si'zhong
莆田糖厂,pu'tian'tang'chang
莆田体育场,pu'tian'ti'yu'chang
莆田体育中心,pu'tian'ti'yu'zhong'xin
莆田五中分校,pu'tian'wu'zhong'fen'xiao
莆田学院,pu'tian'xue'yuan
莆田学院附属医院,pu'tian'xue'yuan'fu'shu'yi'yuan
莆田学院学生公寓,pu'tian'xue'yuan'xue'sheng'gong'yu
莆田盐场,pu'tian'yan'chang
莆田移动电信公司,pu'tian'yi'dong'dian'xin'gong'si
莆田医学院,pu'tian'yi'xue'yuan
莆田医院,pu'tian'yi'yuan
莆田一中,pu'tian'yi'zhong
莆田园,pu'tian'yuan
莆田哲理中学,pu'tian'zhe'li'zhong'xue
莆田擢英中学,pu'tian'zhuo'ying'zhong'xue
浦头,pu'tou
铺头,pu'tou
埔头村,pu'tou'cun
莆头村,pu'tou'cun
埔尾,pu'wei
浦尾,pu'wei
埔尾村,pu'wei'cun
莆禧村,pu'xi'cun
莆仙大剧院,pu'xian'da'ju'yuan
莆一中后门,pu'yi'zhong'hou'men
七步村,qi'bu'cun
七彩童话,qi'cai'tong'hua
岐厝,qi'cuo
启迪国际社区,qi'di'guo'ji'she'qu
七房,qi'fang
栖枫,qi'feng
旗杆前,qi'gan'qian
旗杆头,qi'gan'tou
七公,qi'gong
七境村,qi'jing'cun
崎坑,qi'keng
其兰,qi'lan
七里,qi'li
企岭,qi'ling
柒牌男装,qi'pai'nan'zhuang
七匹狼,qi'pi'lang
岐坪,qi'ping
奇奇家电,qi'qi'jia'dian
奇奇汽车城,qi'qi'qi'che'cheng
奇奇幼儿园,qi'qi'you'er'yuan
岐山,qi'shan
旗山,qi'shan
岐山村,qi'shan'cun
企石,qi'shi
岐石,qi'shi
企头,qi'tou
岐头,qi'tou
栖梧村,qi'wu'cun
岐下,qi'xia
其园,qi'yuan
栖云寺,qi'yun'si
前安,qian'an
前鳌,qian'ao
千百丽,qian'bai'li
前蔡,qian'cai
前厝,qian'cuo
前戴,qian'dai
墘顶,qian'ding
前董,qian'dong
前墩,qian'dun
前范,qian'fan
前范村,qian'fan'cun
前坊,qian'fang
前枫,qian'feng
前后林,qian'hou'lin
前湖,qian'hu
前黄,qian'huang
前黄村,qian'huang'cun
前江村,qian'jiang'cun
前郊,qian'jiao
前井,qian'jing
前康村,qian'kang'cun
前坑,qian'keng
千里行,qian'li'xing
前连村,qian'lian'cun
前林,qian'lin
前柳村,qian'liu'cun
前龙,qian'long
前落,qian'luo
前面村,qian'mian'cun
前明村,qian'ming'cun
前埔,qian'pu
前埔村,qian'pu'cun
前沁村,qian'qin'cun
前山,qian'shan
前塘,qian'tang
前亭,qian'ting
前亭村,qian'ting'cun
前亭小学,qian'ting'xiao'xue
前头山,qian'tou'shan
前王,qian'wang
前温,qian'wen
前梧,qian'wu
前溪,qian'xi
前溪村,qian'xi'cun
前星,qian'xing
前徐,qian'xu
前洋,qian'yang
前洋村,qian'yang'cun
前叶,qian'ye
前营,qian'ying
前运,qian'yun
前云中学,qian'yun'zhong'xue
前张,qian'zhang
前郑,qian'zheng
前庄,qian'zhuang
墙里,qiang'li
乔丹专卖,qiao'dan'zhuan'mai
桥顶,qiao'ding
樵东陶瓷,qiao'dong'tao'ci
桥兜,qiao'dou
桥兜村,qiao'dou'cun
桥光村,qiao'guang'cun
桥南,qiao'nan
桥亭,qiao'ting
桥头坑,qiao'tou'keng
桥头农场,qiao'tou'nong'chang
桥头外,qiao'tou'wai
桥头尾,qiao'tou'wei
桥外,qiao'wai
桥尾,qiao'wei
桥下,qiao'xia
侨星大厦,qiao'xing'da'sha
桥仔头,qiao'zai'tou
芹菜坑,qin'cai'keng
芹菜岭,qin'cai'ling
沁东村,qin'dong'cun
芹峰,qin'feng
沁后村,qin'hou'cun
芹坑,qin'keng
芹林村,qin'lin'cun
芹林中学,qin'lin'zhong'xue
芹山,qin'shan
芹山村,qin'shan'cun
芹石,qin'shi
沁头村,qin'tou'cun
沁园,qin'yuan
沁园小学,qin'yuan'xiao'xue
青柄,qing'bing
庆丰,qing'feng
青枫,qing'feng
青后,qing'hou
清后村,qing'hou'cun
青湖,qing'hu
清江中学,qing'jiang'zhong'xue
清坑,qing'keng
青龙寺,qing'long'si
青仑,qing'lun
清苗,qing'miao
青埔,qing'pu
清前村,qing'qian'cun
清泉寺,qing'quan'si
青山,qing'shan
青山村,qing'shan'cun
青山寺,qing'shan'si
青山小学,qing'shan'xiao'xue
青少年宫,qing'shao'nian'gong
清水亭,qing'shui'ting
青松,qing'song
青蛙山,qing'wa'shan
青蛙石,qing'wa'shi
清洋村,qing'yang'cun
清源酒店,qing'yuan'jiu'dian
青云山,qing'yun'shan
清中村,qing'zhong'cun
琼山,qiong'shan
琼山村,qiong'shan'cun
邱厝,qiu'cuo
秋炉,qiu'lu
秋芦,qiu'lu
邱墓,qiu'mu
邱山,qiu'shan
区法院,qu'fa'yuan
区公安分局,qu'gong'an'fen'ju
曲沟,qu'gou
区国土局,qu'guo'tu'ju
区检察院,qu'jian'cha'yuan
区教育中心,qu'jiao'yu'zhong'xin
渠桥,qu'qiao
渠桥村,qu'qiao'cun
渠桥一中,qu'qiao'yi'zhong
区运管所,qu'yun'guan'suo
泉坝,quan'ba
泉山村,quan'shan'cun
泉塘,quan'tang
染厝村,ran'cuo'cun
仁爱门诊,ren'ai'men'zhen
仁和药店,ren'he'yao'dian
仁坑,ren'keng
人民剧院,ren'min'ju'yuan
人人超市,ren'ren'chao'shi
仁山,ren'shan
人形山,ren'xing'shan
日香茗茶,ri'xiang'ming'cha
融辉小区,rong'hui'xiao'qu
荣口,rong'kou
荣兴,rong'xing
如意电器,ru'yi'dian'qi
阮溪,ruan'xi
阮庄村,ruan'zhuang'cun
瑞北,rui'bei
瑞峰,rui'feng
瑞沟,rui'gou
瑞沟村,rui'gou'cun
瑞南,rui'nan
瑞云村,rui'yun'cun
瑞云山,rui'yun'shan
赛琪,sai'qi
赛维干洗连锁店,sai'wei'gan'xi'lian'suo'dian
三墩村,san'dun'cun
三佛山,san'fo'shan
三股村,san'gu'cun
三会村,san'hui'cun
三会寺,san'hui'si
三江口,san'jiang'kou
三江口镇,san'jiang'kou'zhen
三角埕,san'jiao'cheng
三角里,san'jiao'li
三角丘,san'jiao'qiu
三井,san'jing
三利公司,san'li'gong'si
三联图书,san'lian'tu'shu
三亩,san'mu
三亩六,san'mu'liu
三桥,san'qiao
三清宫,san'qing'gong
三丘,san'qiu
三山村,san'shan'cun
三社,san'she
三外,san'wai
三湾,san'wan
三溪,san'xi
三信花园,san'xin'hua'yuan
三信家园,san'xin'jia'yuan
三星工业园,san'xing'gong'ye'yuan
三秀,san'xiu
三银漆,san'yin'qi
三友加油站,san'you'jia'you'zhan
三座厝,san'zuo'cuo
森马,sen'ma
沙坂村,sha'ban'cun
沙坂小学,sha'ban'xiao'xue
沙堤,sha'di
沙堤村,sha'di'cun
沙堤中学,sha'di'zhong'xue
沙峰,sha'feng
沙湖,sha'hu
沙里,sha'li
沙塘边,sha'tang'bian
沙溪,sha'xi
沙溪村,sha'xi'cun
沙洋村,sha'yang'cun
沙园,sha'yuan
山边,shan'bian
山边山,shan'bian'shan
山柄,shan'bing
山柄村,shan'bing'cun
山步,shan'bu
山岑,shan'cen
山初村,shan'chu'cun
山顶,shan'ding
山顶头,shan'ding'tou
山兜,shan'dou
山斗,shan'dou
山墩,shan'dun
山后,shan'hou
山后村,shan'hou'cun
山坑,shan'keng
山坑村,shan'keng'cun
山利,shan'li
山仑,shan'lun
山门村,shan'men'cun
山牌,shan'pai
山牌村,shan'pai'cun
山坪,shan'ping
山平顶,shan'ping'ding
山坪山,shan'ping'shan
山前,shan'qian
山前村,shan'qian'cun
珊珊超市,shan'shan'chao'shi
杉杉男装,shan'shan'nan'zhuang
山上,shan'shang
山塘,shan'tang
山塘头,shan'tang'tou
山亭,shan'ting
山亭乡,shan'ting'xiang
山亭中学,shan'ting'zhong'xue
山头堡,shan'tou'bao
山头村,shan'tou'cun
山尾,shan'wei
汕尾,shan'wei
山尾村,shan'wei'cun
杉尾村,shan'wei'cun
汕尾村,shan'wei'cun
山西,shan'xi
山溪村,shan'xi'cun
山下,shan'xia
善乡村,shan'xiang'cun
山香村,shan'xiang'cun
山星村,shan'xing'cun
山洋坑,shan'yang'keng
山仔,shan'zai
山仔头,shan'zai'tou
山宅,shan'zhai
山中,shan'zhong
上坝,shang'ba
上白石,shang'bai'shi
上坂,shang'ban
上半山,shang'ban'shan
上蔡,shang'cai
上岑,shang'cen
上埕,shang'cheng
上厝,shang'cuo
上岛咖啡,shang'dao'ka'fei
上店,shang'dian
上店村,shang'dian'cun
上顶,shang'ding
上墩,shang'dun
上方,shang'fang
上峰寺,shang'feng'si
上港,shang'gang
上高唐,shang'gao'tang
上官道,shang'guan'dao
上郭,shang'guo
上旱,shang'han
上后村,shang'hou'cun
上湖,shang'hu
上黄,shang'huang
上坑,shang'keng
上坑头,shang'keng'tou
上库,shang'ku
上兰,shang'lan
上莲池,shang'lian'chi
上林,shang'lin
上林村,shang'lin'cun
上林小学,shang'lin'xiao'xue
上岭,shang'ling
上岭山,shang'ling'shan
上垄,shang'long
上楼,shang'lou
上马山,shang'ma'shan
上磨,shang'mo
上欧,shang'ou
上埔,shang'pu
上前,shang'qian
上山兜,shang'shan'dou
上社,shang'she
上史,shang'shi
上石峰,shang'shi'feng
尚书桥,shang'shu'qiao
上塘,shang'tang
上塘村,shang'tang'cun
上亭,shang'ting
上亭村,shang'ting'cun
上图村,shang'tu'cun
上王,shang'wang
上尾,shang'wei
上坞,shang'wu
上梧,shang'wu
上梧村,shang'wu'cun
商务大楼,shang'wu'da'lou
上乌石,shang'wu'shi
上溪,shang'xi
上西湖,shang'xi'hu
上西园,shang'xi'yuan
上辛,shang'xin
上洋,shang'yang
上俞,shang'yu
上院村,shang'yuan'cun
上岳,shang'yue
上云,shang'yun
上郑,shang'zheng
上洲,shang'zhou
上朱,shang'zhu
上珠,shang'zhu
上庄,shang'zhuang
社边,she'bian
社厝,she'cuo
社顶,she'ding
社后,she'hou
社林,she'lin
社前,she'qian
社硎乡,she'xing'xiang
社宅,she'zhai
深港,shen'gang
深固村,shen'gu'cun
深烈,shen'lie
神龙木业,shen'long'mu'ye
沈楼村,shen'lou'cun
神山,shen'shan
沈塘,shen'tang
申田,shen'tian
圣泉村,sheng'quan'cun
圣山村,sheng'shan'cun
圣寿寺,sheng'shou'si
省税校,sheng'shui'xiao
圣塘,sheng'tang
圣天狐,sheng'tian'hu
圣头,sheng'tou
生物工程研究所,sheng'wu'gong'cheng'yan'jiu'suo
胜兴,sheng'xing
石岸,shi'an
十八股,shi'ba'gu
十八路,shi'ba'lu
十八湾,shi'ba'wan
石杯,shi'bei
石碑兜,shi'bei'dou
石壁顶,shi'bi'ding
石柄,shi'bing
石苍乡,shi'cang'xiang
石城,shi'cheng
石城村,shi'cheng'cun
石城山,shi'cheng'shan
石厝,shi'cuo
市电信公司,shi'dian'xin'gong'si
市电信局,shi'dian'xin'ju
石顶,shi'ding
石东村,shi'dong'cun
石兜,shi'dou
石斗,shi'dou
十二路,shi'er'lu
市法院,shi'fa'yuan
师范附属小学,shi'fan'fu'shu'xiao'xue
仕方,shi'fang
石坊,shi'fang
石峰村,shi'feng'cun
狮峰山,shi'feng'shan
狮峰寺,shi'feng'si
石阁,shi'ge
石隔,shi'ge
市公交东站,shi'gong'jiao'dong'zhan
市公交公司,shi'gong'jiao'gong'si
市公交南站,shi'gong'jiao'nan'zhan
市公路稽征处,shi'gong'lu'ji'zheng'chu
市工商局,shi'gong'shang'ju
石鼓,shi'gu
市广电中心,shi'guang'dian'zhong'xin
市规划局,shi'gui'hua'ju
石后,shi'hou
市环保局,shi'huan'bao'ju
石鸡,shi'ji
世纪花园,shi'ji'hua'yuan
石鸡山,shi'ji'shan
市技校,shi'ji'xiao
石剑,shi'jian
市检察院,shi'jian'cha'yuan
市建设局,shi'jian'she'ju
市检验检疫局,shi'jian'yan'jian'yi'ju
市交警支队,shi'jiao'jing'zhi'dui
市交通局,shi'jiao'tong'ju
石镜,shi'jing
石井村,shi'jing'cun
石镜山,shi'jing'shan
视康眼镜,shi'kang'yan'jing
市科技学院,shi'ke'ji'xue'yuan
石坑,shi'keng
石里村,shi'li'cun
石烈,shi'lie
石龙山,shi'long'shan
石楼,shi'lou
石路,shi'lu
石码村,shi'ma'cun
石马村,shi'ma'cun
石码中学,shi'ma'zhong'xue
石马中学,shi'ma'zhong'xue
石帽,shi'mao
石门,shi'men
石牛,shi'niu
市农行,shi'nong'hang
石牌前,shi'pai'qian
石盘,shi'pan
石盘村,shi'pan'cun
石盘水库,shi'pan'shui'ku
市啤酒厂,shi'pi'jiu'chang
石前村,shi'qian'cun
石泉寺,shi'quan'si
石人山,shi'ren'shan
石伞,shi'san
十三架,shi'san'jia
石筛,shi'shai
狮山,shi'shan
石山,shi'shan
诗山,shi'shan
石山村,shi'shan'cun
石狮,shi'shi
石狮村,shi'shi'cun
石狮口,shi'shi'kou
石室路口,shi'shi'lu'kou
石狮山,shi'shi'shan
石室岩,shi'shi'yan
市司法局,shi'si'fa'ju
石松,shi'song
石塔村,shi'ta'cun
石苔,shi'tai
石塘村,shi'tang'cun
石塘水库,shi'tang'shui'ku
石梯,shi'ti
石梯山,shi'ti'shan
市体育中心,shi'ti'yu'zhong'xin
石庭,shi'ting
士头,shi'tou
市头,shi'tou
石头鼻,shi'tou'bi
石头村,shi'tou'cun
石头盘,shi'tou'pan
狮头山,shi'tou'shan
石尾村,shi'wei'cun
市委党校,shi'wei'dang'xiao
市卫生局,shi'wei'sheng'ju
石溪,shi'xi
市血液中心,shi'xue'ye'zhong'xin
市盐务局,shi'yan'wu'ju
实验小学,shi'yan'xiao'xue
实验幼儿园,shi'yan'you'er'yuan
狮洋,shi'yang
石阳村,shi'yang'cun
石阳小学,shi'yang'xiao'xue
市药监局,shi'yao'jian'ju
市医院,shi'yi'yuan
市医院路口,shi'yi'yuan'lu'kou
石圳,shi'zhen
市政府,shi'zheng'fu
市政广场,shi'zheng'guang'chang
市政协,shi'zheng'xie
市肿瘤医院,shi'zhong'liu'yi'yuan
石柱,shi'zhu
石柱山,shi'zhu'shan
十字街,shi'zi'jie
十字街口,shi'zi'jie'kou
十字路口,shi'zi'lu'kou
狮子山,shi'zi'shan
收费站,shou'fei'zhan
寿山,shou'shan
寿田,shou'tian
树兜,shu'dou
书峰村,shu'feng'cun
书峰乡,shu'feng'xiang
树下,shu'xia
双驰企业,shuang'chi'qi'ye
双峰村,shuang'feng'cun
双福村,shuang'fu'cun
双髻,shuang'ji
双髻山,shuang'ji'shan
双坑,shuang'keng
双连桥,shuang'lian'qiao
双林寺,shuang'lin'si
双龙鞋业,shuang'long'xie'ye
双门桥,shuang'men'qiao
双桥,shuang'qiao
双石,shuang'shi
双溪口,shuang'xi'kou
双霞村,shuang'xia'cun
双赢物流,shuang'ying'wu'liu
双余,shuang'yu
水渡,shui'du
水关头,shui'guan'tou
水漈,shui'ji
水井亭,shui'jing'ting
水坑,shui'keng
水口,shui'kou
水流利,shui'liu'li
水磨坑,shui'mo'keng
水磨坪,shui'mo'ping
水南,shui'nan
水南村,shui'nan'cun
水墘,shui'qian
水泉,shui'quan
水塘,shui'tang
水头坑,shui'tou'keng
顺兴百货,shun'xing'bai'huo
泗坝,si'ba
四村,si'cun
四分山,si'fen'shan
寺后,si'hou
泗华,si'hua
四黄村,si'huang'cun
四季屋,si'ji'wu
四角砖,si'jiao'zhuan
泗坑,si'keng
私立第一中学,si'li'di'yi'zhong'xue
私立实验小学,si'li'shi'yan'xiao'xue
私立实验中学,si'li'shi'yan'zhong'xue
四明,si'ming
丝情发艺,si'qing'fa'yi
四通家电,si'tong'jia'dian
寺头,si'tou
泗洋村,si'yang'cun
泗营,si'ying
泗屿,si'yu
四中,si'zhong
泗洲,si'zhou
四组,si'zu
松柏林,song'bai'lin
松柏路,song'bai'lu
松坂,song'ban
宋厝,song'cuo
宋店,song'dian
松东村,song'dong'cun
松峰,song'feng
松峰村,song'feng'cun
松湖,song'hu
松坑,song'keng
松林,song'lin
松林村,song'lin'cun
松岭村,song'ling'cun
松树湖,song'shu'hu
松树下,song'shu'xia
松西村,song'xi'cun
苏厝村,su'cuo'cun
苏垄,su'long
苏宁电器,su'ning'dian'qi
苏山,su'shan
苏塘,su'tang
苏塘村,su'tang'cun
苏塘小学,su'tang'xiao'xue
苏田村,su'tian'cun
苏吴,su'wu
孙厝,sun'cuo
塔边,ta'bian
塔斗,ta'dou
塔兜村,ta'dou'cun
塔斗山,ta'dou'shan
塔峰,ta'feng
塔后,ta'hou
塔里,ta'li
塔林村,ta'lin'cun
塔林小学,ta'lin'xiao'xue
塔埔,ta'pu
塔前,ta'qian
塔桥,ta'qiao
塔山,ta'shan
塔山村,ta'shan'cun
塔头顶,ta'tou'ding
塔尾,ta'wei
太安,tai'an
太白庄,tai'bai'zhuang
太平山,tai'ping'shan
太平塘,tai'ping'tang
太平洋,tai'ping'yang
太平洋大厦,tai'ping'yang'da'sha
太平洋酒店,tai'ping'yang'jiu'dian
太平洋中心,tai'ping'yang'zhong'xin
太平寨,tai'ping'zhai
太埔,tai'pu
台湾涮涮锅,tai'wan'shuan'shuan'guo
台尾,tai'wei
太子府,tai'zi'fu
太子墓,tai'zi'mu
太子坪,tai'zi'ping
太子山,tai'zi'shan
太子狮,tai'zi'shi
炭安,tan'an
潭边,tan'bian
潭后,tan'hou
潭井,tan'jing
潭头,tan'tou
潭头村,tan'tou'cun
坛尾,tan'wei
塘北,tang'bei
塘边,tang'bian
塘边村,tang'bian'cun
塘厝,tang'cuo
塘东,tang'dong
棠坡村,tang'po'cun
唐狮,tang'shi
汤亭,tang'ting
塘头,tang'tou
塘头学校,tang'tou'xue'xiao
塘尾,tang'wei
塘西村,tang'xi'cun
桃峰,tao'feng
桃源村,tao'yuan'cun
特步,te'bu
特香包,te'xiang'bao
腾飞大酒店,teng'fei'da'jiu'dian
腾飞鞋业,teng'fei'xie'ye
梯亭村,ti'ting'cun
体育场,ti'yu'chang
田北,tian'bei
田边,tian'bian
田边村,tian'bian'cun
田边小学,tian'bian'xiao'xue
田柄,tian'bing
田柄村,tian'bing'cun
田岑,tian'cen
天赐大药房,tian'ci'da'yao'fang
田厝,tian'cuo
田厝村,tian'cuo'cun
田东,tian'dong
天妃宾馆,tian'fei'bin'guan
天福茗茶,tian'fu'ming'cha
天国寺,tian'guo'si
天后站,tian'hou'zhan
天湖寺,tian'hu'si
天华宾馆,tian'hua'bin'guan
天井院,tian'jing'yuan
天九湾,tian'jiu'wan
天九湾车场,tian'jiu'wan'che'chang
天九湾电信公司,tian'jiu'wan'dian'xin'gong'si
天九湾电信局,tian'jiu'wan'dian'xin'ju
田坑村,tian'keng'cun
天蓝电子,tian'lan'dian'zi
添丽,tian'li
田利,tian'li
田寮,tian'liao
天林寺,tian'lin'si
田楼,tian'lou
田楼村,tian'lou'cun
田螺坑,tian'luo'keng
天马村,tian'ma'cun
天马山,tian'ma'shan
天马寺,tian'ma'si
天马小学,tian'ma'xiao'xue
天马寨,tian'ma'zhai
天桥头,tian'qiao'tou
天泉寺,tian'quan'si
天山,tian'shan
天上人间大酒店,tian'shang'ren'jian'da'jiu'dian
天堂院,tian'tang'yuan
天天火锅,tian'tian'huo'guo
田头,tian'tou
田头沟,tian'tou'gou
田头岭,tian'tou'ling
田尾,tian'wei
田屋,tian'wu
天下渔村,tian'xia'yu'cun
天香过桥米线,tian'xiang'guo'qiao'mi'xian
田洋,tian'yang
天一茗茶,tian'yi'ming'cha
天云洞,tian'yun'dong
田寨,tian'zhai
田中,tian'zhong
田中央,tian'zhong'yang
天竹山,tian'zhu'shan
天竺寺,tian'zhu'si
田庄村,tian'zhuang'cun
铁尖,tie'jian
铁坑,tie'keng
铁岭村,tie'ling'cun
铁炉,tie'lu
铁炉村,tie'lu'cun
铁路营,tie'lu'ying
铁山,tie'shan
铁头岭,tie'tou'ling
铁灶,tie'zao
亭边,ting'bian
停车场,ting'che'chang
汀港村,ting'gang'cun
亭后,ting'hou
亭湖,ting'hu
汀江村,ting'jiang'cun
汀坪,ting'ping
汀岐,ting'qi
汀岐村,ting'qi'cun
汀塘村,ting'tang'cun
亭溪,ting'xi
亭下,ting'xia
汀洋,ting'yang
汀洋村,ting'yang'cun
同济堂药店,tong'ji'tang'yao'dian
桐林,tong'lin
铜山宾馆,tong'shan'bin'guan
铜山小学,tong'shan'xiao'xue
头坝,tou'ba
头厝,tou'cuo
头等舱,tou'deng'cang
头份,tou'fen
土坝,tu'ba
土城,tu'cheng
土地后,tu'di'hou
土地坪,tu'di'ping
土海,tu'hai
土坑,tu'keng
土堀,tu'ku
土垄,tu'long
土楼,tu'lou
土楼村,tu'lou'cun
土楼小学,tu'lou'xiao'xue
土马,tu'ma
土妹,tu'mei
徒门,tu'men
土坪,tu'ping
土山村,tu'shan'cun
土头,tu'tou
土在,tu'zai
土寨,tu'zhai
团结村,tuan'jie'cun
团结小学,tuan'jie'xiao'xue
屯地,tun'di
瓦厝,wa'cuo
瓦兜,wa'dou
瓦窑后,wa'yao'hou
外厝,wai'cuo
外店,wai'dian
外广,wai'guang
外湖,wai'hu
外经贸大厦,wai'jing'mao'da'sha
外坑,wai'keng
外坑村,wai'keng'cun
外垄,wai'long
外楼,wai'lou
外山门,wai'shan'men
外岩,wai'yan
万安楼,wan'an'lou
万峰村,wan'feng'cun
万丰大厦,wan'feng'da'sha
万福村,wan'fu'cun
万谷大酒店,wan'gu'da'jiu'dian
湾后,wan'hou
万湖,wan'hu
万辉国际城,wan'hui'guo'ji'cheng
万家福超市,wan'jia'fu'chao'shi
万家和超市,wan'jia'he'chao'shi
万家隆超市,wan'jia'long'chao'shi
湾里,wan'li
碗林,wan'lin
完美专卖店,wan'mei'zhuan'mai'dian
万山,wan'shan
湾潭,wan'tan
弯尾,wan'wei
万兴隆超市,wan'xing'long'chao'shi
碗洋村,wan'yang'cun
万洲,wan'zhou
汪厝,wang'cuo
王厝,wang'cuo
望厝村,wang'cuo'cun
望海楼酒店,wang'hai'lou'jiu'dian
望江山,wang'jiang'shan
旺客隆,wang'ke'long
王口,wang'kou
王山,wang'shan
王山头,wang'shan'tou
王田,wang'tian
王宅,wang'zhai
王者陶瓷,wang'zhe'tao'ci
王子酒楼,wang'zi'jiu'lou
尾坂村,wei'ban'cun
尾厝,wei'cuo
魏厝,wei'cuo
魏厝村,wei'cuo'cun
尾度,wei'du
维耳幔,wei'er'man
尾房,wei'fang
尾份,wei'fen
渭沟,wei'gou
尾坑,wei'keng
尾林,wei'lin
尾楼,wei'lou
尾路,wei'lu
围内,wei'nei
尾埔,wei'pu
围山,wei'shan
尾山,wei'shan
尾塘,wei'tang
尾亭,wei'ting
薇薇新娘,wei'wei'xin'niang
尾溪,wei'xi
尾斜,wei'xie
尾洋,wei'yang
渭阳村,wei'yang'cun
尾园,wei'yuan
渭庄,wei'zhuang
文笔峰,wen'bi'feng
温厝,wen'cuo
温东村,wen'dong'cun
文甲村,wen'jia'cun
温李村,wen'li'cun
温泉村,wen'quan'cun
温泉小学,wen'quan'xiao'xue
文殊村,wen'shu'cun
文献小区,wen'xian'xiao'qu
文献中学,wen'xian'zhong'xue
